Store Number,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
4162,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5146,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5146,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3508,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
4655,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
6942,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
4390,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5336,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
4585,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
5840,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
5364,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2395,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
2880,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
3340,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
3457,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
5093,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
6170,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Same day delivery if ordered by 8am,,,,
5129,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
1893,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
1981,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,,,,,
2799,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
5345,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
2853,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,Expanded Fresh,,,,
1985,Dan Kruhm,LANCASTER,469644,800-247-8125,Same Day DELIVERY if ordered by 8am,,,,,
1716,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
1717,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
2414,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
4157,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
4147,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
3603,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
3614,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
3622,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
4388,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
6936,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Same Day DELIVERY if ordered by 8am,,,,,
5014,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5393,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
6176,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3605,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5829,Jonathon Wood,Quality House Produce Inc,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
7177,Jonathon Wood,Quality House Produce Inc,439810,276-222-3030,Same Day DELIVERY if ordered by 8am,"Also:  Produce Source Partners, ph# 800-344-4728 vendor# 459603",,,,
5013,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
4147,Jason Bishop,FreshPoint Inc,426073,(919)338-4599,SAME DAY DELIVERY,,,,,
4157,Jason Bishop,FreshPoint Inc,426075,(919)338-4599,SAME DAY DELIVERY,,,,,
3314,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3315,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3844,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3845,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4233,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3604,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3846,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5257,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,ALSO:  Peddlers for SAME DAY/Ven# 664396 / ph# 602 253 3577,,,,
5332,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5349,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4275,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2632,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4218,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
7320,Mark Damato,PALMISANO BROS (Peddler and Son),664396,602-253-3577 ,Next Day DELIVERY only,,,,,
2648,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1840,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
5843,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
2025,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
2989,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
5426,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
1972,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
2161,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
5434,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
2031,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
5633,Marissa Chuman,Freshpoint Central California,92982,209-534-1558,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
2689,Marissa Chuman,Freshpoint Central California,92982,209-534-1558,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
5634,Marissa Chuman,Freshpoint Central California,92982,209-534-1558,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
3046,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
3022,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
3047,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
5635,Marissa Chuman,Freshpoint Central California,92982,209-534-1558,Next Day DELIVERY only,CH Robinson- Same Day DELIVERY if ordered by 8am,,,,
7458,Eddie Lopez,Freshpoint Central California,92982,209-638-8733,Next Day DELIVERY only,,,,,
5611,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
2486,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
3023,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
4174,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
5610,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
3123,Zac Dunlop,Freshpoint San Francisco,91771,650-255-0972,Next Day DELIVERY only,CH Robinson,,,,
2677,Zac Dunlop,FRESHPOINT SAN FRANCISCO,91771,650-255-0972,Next Day DELIVERY only,,,,,
5939,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5073,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2571,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2385,Nancy Waltz,Triple B Corp (Charlie' s Produce) - Seattle,382953,800-322-8705,Same Day DELIVERY if ordered by 8am,,,,,
5041,Nancy Waltz,Triple B Corp (Charlie' s Produce) - Seattle,382953,800-322-8705,Same Day DELIVERY if ordered by 8am,,,,,
3794,Nancy Waltz,Triple B Corp (Charlie' s Produce) - Seattle,382953,800-322-8705,Same Day DELIVERY if ordered by 8am,,,,,
2403,Nancy Waltz,Triple B Corp (Charlie' s Produce) - Seattle,382953,800-322-8705,Same Day DELIVERY if ordered by 8am,,,,,
3525,Nancy Waltz,Triple B Corp (Charlie' s Produce) - Seattle,382953,800-322-8705,Same Day DELIVERY if ordered by 8am,,,,,
2516,Nancy Waltz,Triple B Corp (Charlie' s Produce) - Seattle,382953,800-322-8705,Same Day DELIVERY if ordered by 8am,,,,,
2826,Carlos Cerna,Freshpoint Southern California,81457,626-353-0011,Same Day DELIVERY if ordered by 9am,Valley Produce- delivered same day if ordered by 8am,,,,
2487,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
4762,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
5663,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
3133,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Valley Produce,,,,
2998,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
3026,Carlos Cerna,Freshpoint Southern California,81457,626-353-0011,Same Day DELIVERY if ordered by 9am,Valley Produce- delivered same day if ordered by 8am,,,,
5689,Bryen Cass,Freshpoint Southern California,81457,818-261-7893,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
3132,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
5600,Jennifer Vento,Freshpoint Southern California,81457,626-433-3801,Same Day DELIVERY if ordered by 9am,Valley Produce,,,,
3131,Carlos Cerna,Freshpoint Southern California,81457,626-353-0011,Same Day DELIVERY if ordered by 9am,Giumarra Companies- Delivered sme day if ordered by 8am,,,,
5691,David Samarzich,Freshpoint Southern California,81457,951-536-2078,Same Day DELIVERY if ordered by 9am,Giumarra Companies,,,,
3661,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3661,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4105,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4105,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4366,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4366,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4415,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4415,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5108,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5108,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5960,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5960,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5962,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5962,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
6587,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6587,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
6813,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6813,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
7229,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7229,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3317,Estela or Nick,QF&V LLC,466011,915-544-1185,Next Day DELIVERY only,,,,,
5726,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
2451,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3385,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3512,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4676,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5675,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5782,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3517,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
2835,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2835,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3449,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3449,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3450,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3450,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4056,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4056,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5224,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5224,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5226,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5226,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5290,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5290,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5490,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5490,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6098,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6098,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
6159,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6159,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
6459,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6459,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6786,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6786,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
6850,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6850,Tommy Villarrel,NICHO,601187,956-383-5633,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
7220,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
7220,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7311,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,,,,,
7311,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2876,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3275,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2984,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5863,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2393,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5805,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
7308,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2394,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2877,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2878,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3202,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3327,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3615,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5314,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5323,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5286,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2875,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3637,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2686,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2741,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3164,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
4376,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
4686,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
6953,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3479,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
3654,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5837,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2742,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
4375,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5738,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2686,Travis Sharum,Twin City Produce,153265,479-756-6338,,,,,,
2741,Travis Sharum,Twin City Produce,153265,479-756-6338,,,,,,
2742,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
3164,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
3479,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
3654,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
4375,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
4376,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
4686,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
5738,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
5837,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
3168,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
7242,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2745,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
4516,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
5737,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2744,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
4579,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
7317,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Metro Foods- Next day delivery only,,,,
5789,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Metro Foods- Next day delivery only,,,,
5790,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Metro Foods- Next day delivery only,,,,
3723,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,Go Fresh Produce- Next day delivery only,,,,
4128,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
6960,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2744,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
2745,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
3168,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
4516,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
4579,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
5737,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
7242,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,,,,,
4478,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
2839,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
3062,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
3111,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
5692,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
5693,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
3238,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,minimum order of $250,,,,,
6971,Chris Grosso,Freshpoint Oklahoma,252940,469-919-9571,Next Day Delivery Only,,,,,
2839,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,"ALSO:  C & C Produce in KC MO for backup, ph# 816-241-4425, vendor # 564075",,,,
3062,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,"ALSO:  C & C Produce in KC MO for backup, ph# 816-241-4425, vendor # 564075",,,,
3111,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,"ALSO:  C & C Produce in KC MO for backup, ph# 816-241-4425, vendor # 564075",,,,
3238,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,"ALSO:  C & C Produce in KC MO for backup, ph# 816-241-4425, vendor # 564075",,,,
5692,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,"ALSO:  C & C Produce in KC MO for backup, ph# 816-241-4425, vendor # 564075",,,,
5693,Travis Sharum,Twin City Produce,153265,479-756-6338,Same Day Delivery if ordered by 8am,"ALSO:  C & C Produce in KC MO for backup, ph# 816-241-4425, vendor # 564075",,,,
5791,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
7072,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
