Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
806,LAS CRUCES,NM,88001,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4601,LAS CRUCES,NM,88011,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5155,LAS CRUCES,NM,88005,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
611,ROSWELL,NM,88201,Estela or Nick,QF&V LLC,466011,915-544-1185,Next Day DELIVERY only,,,,,
851,RUIDOSO DOWNS,NM,88346,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
1357,SILVER CITY,NM,88061,Estela or Nick,QF&V LLC,466011,915-544-1185,Next Day DELIVERY only,,,,,
4341,TRUTH OR CONSEQUENCES,NM,87901,Estela or Nick,QF&V LLC,466011,915-544-1185,Next Day DELIVERY only,,,,,
3317,ALAMEDA,NM,87114,Estela or Nick,QF&V LLC,466011,915-544-1185,Next Day DELIVERY only,,,,,
5726,ALAMOGORDO,NM,88310,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
2451,ALBUQUERQUE,NM,87110,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3385,ALBUQUERQUE,NM,87121,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3512,ALBUQUERQUE,NM,87111,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4676,ALBUQUERQUE,NM,87120,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5675,ALBUQUERQUE,NM,87112,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5782,LAS CRUCES,NM,88001,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3517,RIO RANCHO,NM,87124,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
500,EL PASO,TX,79924,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
512,EL PASO,TX,79935,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
964,EL PASO,TX,79907,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
1015,EL PASO,TX,79912,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
2201,EL PASO,TX,79925,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
2612,EL PASO,TX,79936,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3763,EL PASO,TX,79938,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5947,EL PASO,TX,79904,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3136,HORIZON CITY,TX,79928,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
3661,EL PASO,TX,79936,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4105,EL PASO,TX,79932,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4366,EL PASO,TX,79912,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
4415,EL PASO,TX,79907,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5108,EL PASO,TX,79936,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5962,EL PASO,TX,79904,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
6587,EL PASO,TX,79934,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
6813,EL PASO,TX,79938,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
7229,EL PASO,TX,79922,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
5960,SOCORRO,TX,79927,Estela or Nick,QF&V LLC,466011,915-544-1185,Same Day DELIVERY if ordered by 8am,,,,,
1247,HAZARD,KY,41701,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
739,MIDDLESBORO,KY,40965,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1505,PIKEVILLE,KY,41501,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1426,ASHLAND,KY,41101,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2638,ASHLAND,KY,41102,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4461,LOUISA,KY,41230,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am, ,,,,
2548,SOUTH WILLIAMSON,KY,41503,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2496,BOONE,NC,28607,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1694,MARION,NC,28752,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2749,SPRUCE PINE,NC,28777,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3289,WEST JEFFERSON,NC,28694,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1132,ASHEBORO,NC,27203,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1558,EDEN,NC,27288,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1842,GREENSBORO,NC,27407,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5320,GREENSBORO,NC,27406,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3305,MAYODAN,NC,27027,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3304,REIDSVILLE,NC,27320,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4224,CONOVER,NC,28613,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1337,ELKIN,NC,28621,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4410,GRANITE FALLS,NC,28630,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
948,HICKORY,NC,28602,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1064,LENOIR,NC,28645,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1096,MOCKSVILLE,NC,27028,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1039,MOUNT AIRY,NC,27030,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1662,STATESVILLE,NC,28625,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1131,TAYLORSVILLE,NC,28681,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1290,WILKESBORO,NC,28697,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1613,HIGH POINT,NC,27263,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1322,LEXINGTON,NC,27292,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3504,HICKORY,NC,28601,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
7315,HICKORY,NC,28602,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
7296,HUDSON,NC,28638,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
4432,NEWTON,NC,28658,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
7206,ARCHDALE,NC,27263,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
7205,LEXINGTON,NC,27295,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5014,GREENSBORO,NC,27407,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5393,GREENSBORO,NC,27406,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
6176,GREENSBORO,NC,27410,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2078,MARIETTA,OH,45750,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
620,BRISTOL,TN,37620,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
690,ELIZABETHTON,TN,37643,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1080,JOHNSON CITY,TN,37604,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3829,JOHNSON CITY,TN,37604,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
599,KINGSPORT,TN,37664,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
742,KINGSPORT,TN,37660,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3852,UNICOI,TN,37692,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5734,KINGSPORT,TN,37660,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
154,ABINGDON,VA,24211,Jonathon Wood,Quality House Produce Inc,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1023,GALAX,VA,24333,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1302,NORTON,VA,24273,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1763,BLUEFIELD,VA,24605,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2089,BRISTOL,VA,24202,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2761,POUNDING MILL,VA,24637,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3270,WYTHEVILLE,VA,24382,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3303,GRUNDY,VA,24614,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3480,LEBANON,VA,24266,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3772,JONESVILLE,VA,24263,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1243,MARTINSVILLE,VA,24112,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1292,CHRISTIANSBURG,VA,24073,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1652,DUBLIN,VA,24084,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2337,ROCKY MOUNT,VA,24151,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2762,FAIRLAWN,VA,24141,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3770,STUART,VA,24171,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
7032,HENRICO,VA,23223,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4638,RUCKERSVILLE,VA,22968,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1345,SOUTH BOSTON,VA,24592,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1465,DANVILLE,VA,24540,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1486,FARMVILLE,VA,23901,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1934,SOUTH HILL,VA,23970,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2645,BLACKSTONE,VA,23824,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3768,ALTAVISTA,VA,24517,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4636,APPOMATTOX,VA,24522,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1335,LEXINGTON,VA,24450,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1344,STAUNTON,VA,24401,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1350,LYNCHBURG,VA,24502,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1399,BEDFORD,VA,24523,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1726,HARRISONBURG,VA,22801,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1780,CHARLOTTESVILLE,VA,22901,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2565,MADISON HEIGHTS,VA,24572,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2807,HARRISONBURG,VA,22801,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4682,GORDONSVILLE,VA,22942,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4697,LYNCHBURG,VA,24501,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5117,WAYNESBORO,VA,22980,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2646,PEARISBURG,VA,24134,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
3605,LYNCHBURG,VA,24502,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5829,DANVILLE,VA,24540,Jonathon Wood,Quality House Produce Inc,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
7177,ROCKINGHAM,VA,22801,Jonathon Wood,Quality House Produce Inc,439810,276-222-3030,Same Day DELIVERY if ordered by 8am,"Also:  Produce Source Partners, ph# 800-344-4728 vendor# 459603",,,,
2823,PARKERSBURG,WV,26101,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1782,VIENNA,WV,26105,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
5296,BARBOURSVILLE,WV,25504,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2576,CROSS LANES,WV,25313,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2244,HUNTINGTON,WV,25705,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4277,HURRICANE,WV,25526,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2610,LOGAN,WV,25601,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2849,MASON,WV,25260,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1450,RIPLEY,WV,25271,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2810,SPENCER,WV,25276,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
2792,WAYNE,WV,25570,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1351,BECKLEY,WV,25801,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1360,FAYETTEVILLE,WV,25840,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1499,LEWISBURG,WV,24901,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
5319,MACARTHUR,WV,25873,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2933,PRINCETON,WV,24739,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4278,QUINCY,WV,25015,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2036,SOUTH CHARLESTON,WV,25309,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1477,SUMMERSVILLE,WV,26651,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
6951,SUTTON,WV,26601,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
2809,BUCKHANNON,WV,26201,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1544,CLARKSBURG,WV,26301,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1522,ELKINS,WV,26241,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1653,WESTON,WV,26452,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1478,SOUTH POINT,OH,45680,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
75,PINEVILLE,LA,71360,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
98,BASTROP,LA,71220,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
1110,FARMERVILLE,LA,71241,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
1193,MONROE,LA,71201,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
1109,RAYVILLE,LA,71269,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
23,RUSTON,LA,71270,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
307,WEST MONROE,LA,71291,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
976,WINNSBORO,LA,71295,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
3736,PINEVILLE,LA,71360,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
5204,BOSSIER CITY,LA,71112,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Next Day DELIVERY only,,,,,
2919,MONROE,LA,71203,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
3745,MONROE,LA,71201,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
4577,RUSTON,LA,71270,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
2940,WEST MONROE,LA,71291,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
3743,WEST MONROE,LA,71291,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
182,GREENVILLE,MS,38701,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,changed to Robertson 04/30/16,,,,
305,CARTHAGE,MS,39051,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
981,MERIDIAN,MS,39301,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
2720,MADISON,MS,39110,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
875,RIDGELAND,MS,39157,Dan Robertson,Robertson Fruit & Produce,218264,318-387-5647,Same Day DELIVERY if ordered by 8am,,,,,
922,CORYDON,IN,47112,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
1053,LA GRANGE,KY,40031,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
4450,MIDDLETOWN,KY,40243,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
497,SHELBYVILLE,KY,40065,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
333,BEAVER DAM,KY,42320,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
294,CENTRAL CITY,KY,42330,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
729,BARDSTOWN,KY,40004,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
665,CAMPBELLSVILLE,KY,42718,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
709,ELIZABETHTOWN,KY,42701,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1675,LEBANON,KY,40033,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
589,LOUISVILLE,KY,40229,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
1165,RADCLIFF,KY,40160,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
4118,SHEPHERDSVILLE,KY,40165,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
1190,BEREA,KY,40403,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
299,BOWLING GREEN,KY,42104,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
569,COLUMBIA,KY,42728,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
692,DANVILLE,KY,40422,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
711,GLASGOW,KY,42141,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,"was United Fresh, now Roby's ",,,,
1259,CORBIN,KY,40701,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1113,LONDON,KY,40741,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
