Store Number,Invoice Number,Date of Invoice,Total Amount,Out of Scope,Area of Machine,Memo,Comments
104,1066264,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
3103,1066271,4/21/2025,461.13,SITE DECLINED TROUBLESHOOTING,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
806,1066272,4/21/2025,459.28,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/17/2025
3569,1066338,4/21/2025,460.06,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
3456,1066356,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
1030,1066910,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
3494,1066915,4/21/2025,425,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2464,1066924,4/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,3/17/2025
41,1066925,4/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,3/17/2025
2277,1066926,4/21/2025,657.21,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
285,1066930,4/21/2025,425,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
4055,1066937,4/21/2025,460.06,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
2403,1066939,4/21/2025,467.93,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
3587,1066942,4/21/2025,425,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
2501,1066944,4/21/2025,713.67,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1139,1066946,4/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,3/17/2025
2748,1066948,4/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
21,1066954,4/21/2025,654.57,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
3296,1066956,4/21/2025,1577.13,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
305,1066960,4/21/2025,321,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
787,1066963,4/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
4333,1067226,4/21/2025,1593.01,IMPROPER HANDLING - CASSETTES,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,3/17/2025
3302,1067633,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2924,1067634,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
909,1067645,4/21/2025,739.42,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
124,1067650,4/21/2025,1094.95,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
485,1067656,4/21/2025,454.9,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,3/17/2025
1102,1067662,4/21/2025,569.49,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
2385,1067663,4/21/2025,330.9,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
997,1067669,4/21/2025,460.06,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
1868,1067673,4/21/2025,1073.13,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
3236,1067676,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
1613,1067678,4/21/2025,453.69,IMPROPER HANDLING - CASSETTES,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
5368,1067682,4/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
2240,1067684,4/21/2025,473.88,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
59,1067697,4/21/2025,425,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
2123,1067707,4/21/2025,324.75,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/17/2025
1983,1067718,4/21/2025,425,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
246,1067726,4/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
124,1067740,4/21/2025,325.88,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
3055,1067742,4/21/2025,300,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/17/2025
2648,1067744,4/21/2025,503.47,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
3728,1067748,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
3612,1067752,4/21/2025,320.25,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
4554,1067756,4/21/2025,324.75,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
816,1067760,4/21/2025,454.75,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
2590,1067768,4/21/2025,852.65,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
1911,1067773,4/21/2025,649.81,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
3093,1067777,4/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
7242,1067790,4/21/2025,329.25,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
7324,1067792,4/21/2025,1652.3,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
6583,1067796,4/21/2025,332.25,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
2320,1067782,4/21/2025,535.88,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
937,1067800,4/21/2025,515.61,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
1187,1067802,4/21/2025,326.25,IMPROPER HANDLING - TILL,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
4048,1067807,4/21/2025,315,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
2106,1067822,4/21/2025,1552.55,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
762,1067828,4/21/2025,300,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
4101,1067881,4/21/2025,2836.83,IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
6159,1063404,4/21/2025,460.06,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
1554,1063928,4/21/2025,425,IMPROPER HANDLING - TILL,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
1920,1063960,4/21/2025,1973.63,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
272,1065286,4/21/2025,324.75,IMPROPER HANDLING - OTHER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
282,1066151,4/21/2025,324.75,IMPROPER HANDLING - OTHER,OTHER,MISC: MISC:  Issue was due to incorrect site input.,3/17/2025
5671,1066899,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2840,1067778,4/21/2025,425,IMPROPER HANDLING - CASSETTES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
675,1068374,4/21/2025,318,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
3303,1068644,4/21/2025,819.11,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
3112,1068646,4/21/2025,324.75,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1560,1068662,4/21/2025,300,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
816,1068665,4/21/2025,321,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
5861,1068671,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
1151,1068689,4/21/2025,327.38,SITE DECLINED TROUBLESHOOTING,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
7315,1068693,4/21/2025,321,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
2720,1068707,4/21/2025,321,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
998,1068712,4/21/2025,465.28,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1772,1068714,4/21/2025,300,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
3084,1068717,4/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
5453,1068721,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
2113,1068726,4/21/2025,424.84,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
3896,1068733,4/21/2025,498.61,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1299,1068736,4/21/2025,425,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/17/2025
5726,1068742,4/21/2025,3046.6,IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
7224,1068744,4/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
710,1068746,4/21/2025,321,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
82,1068750,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
4046,1068754,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
4430,1068755,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
929,1068756,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2319,1068759,4/21/2025,327,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
3049,1068771,4/21/2025,300,IMPROPER HANDLING - CASSETTES,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
1834,1068773,4/21/2025,515.61,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
2976,1068790,4/21/2025,460.06,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
842,1068795,4/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
5886,1068797,4/21/2025,425,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
6898,1068799,4/21/2025,460.06,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
3335,1068806,4/21/2025,141.9,SITE DECLINED TROUBLESHOOTING,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,3/17/2025
3623,1069291,4/21/2025,391,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
6469,1069293,4/21/2025,1386.13,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1411,1069296,4/21/2025,425,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
3705,1069297,4/21/2025,465.38,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
5014,1069299,4/21/2025,453.69,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
4147,1069302,4/21/2025,455.82,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
808,1069303,4/21/2025,460.06,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/17/2025
365,1069307,4/21/2025,577.76,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
2030,1069313,4/21/2025,550.02,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
171,1069315,4/21/2025,470.7,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
5141,1069320,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
4357,1069327,4/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
475,1069328,4/21/2025,324.75,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
669,1069815,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2834,1069820,4/21/2025,324.75,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
3635,1069822,4/21/2025,300,IMPROPER HANDLING - TOUCH SCREEN,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,3/17/2025
2106,1069823,4/21/2025,1080.27,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
6477,1069826,4/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
3163,1069827,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
91,1069828,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
69,1069829,4/21/2025,324.75,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
3276,1069830,4/21/2025,300,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1588,1069831,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
772,1069841,4/21/2025,539.96,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
75,1069847,4/21/2025,469.63,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
2880,1069858,4/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
3472,1069859,4/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,3/17/2025
2069,1069861,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
389,1069865,4/21/2025,425,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/17/2025
4497,1069874,4/21/2025,300,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
70,1069887,4/21/2025,780.87,IMPROPER HANDLING - TOUCH SCREEN,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
896,1069888,4/21/2025,748.71,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
590,1069893,4/21/2025,545.96,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
1151,1069896,4/21/2025,327.38,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
6579,1069907,4/21/2025,324.75,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
5700,1069909,4/21/2025,460.06,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2852,1069924,4/21/2025,454.75,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
7220,1069926,4/21/2025,324.75,IMPROPER HANDLING - HOPPERS,BCR,MISC: MISC:  Issue was due to incorrect site input.,3/17/2025
2864,1069938,4/21/2025,558.16,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
1747,1070019,4/21/2025,596.11,IMPROPER HANDLING - CASSETTES,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,3/17/2025
5947,1070504,4/21/2025,580.09,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
2427,1070554,4/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
7240,1070557,4/21/2025,324.75,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
1815,1070981,4/21/2025,300,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
495,1070985,4/21/2025,321,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
470,1070994,4/21/2025,324.75,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
2985,1070995,4/21/2025,323.09,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/17/2025
1842,1071004,4/21/2025,550.41,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
450,1071005,4/21/2025,328.8,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
2712,1071014,4/21/2025,550,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
251,1071018,4/21/2025,425,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
34,1071023,4/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
605,1071025,4/21/2025,550,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/17/2025
594,1071028,4/21/2025,816.7,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,3/17/2025
1163,1071033,4/21/2025,330,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
2838,1071041,4/21/2025,300,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
34,1071045,4/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,3/17/2025
251,1071049,4/21/2025,300,IMPROPER HANDLING - VAULT,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/17/2025
