Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
4428,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4430,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4431,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),32
4432,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4434,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4435,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),257
4436,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4438,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4439,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4440,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4441,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4443,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4444,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),78
4445,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4446,9/22/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
4450,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),34
4451,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
4452,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),20
4453,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),40
4456,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4457,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4458,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4459,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4460,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4461,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),16
4464,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4465,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),20 (missing box data for 1 of the 21 boxes the store reported)
4466,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4468,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4469,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4470,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4471,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4472,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4473,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4474,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),96
4475,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4476,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4477,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4478,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4479,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),12 (missing box data for 28 of the 40 boxes the store reported)
4482,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4483,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4484,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4487,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4488,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4490,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4491,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4494,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4497,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),40
4498,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4499,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),24
4501,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4503,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4504,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4506,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),30
4508,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4509,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),71
4511,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4512,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4514,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),22
4516,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),4
4517,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4519,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4520,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4521,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4524,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4525,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4526,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),237
4527,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4528,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4529,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4530,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
4531,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),16
4533,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4538,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4540,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4543,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4545,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4546,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4553,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4554,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4556,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4557,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4558,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4560,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),4
4561,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4563,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4564,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4565,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4567,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),22
4568,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4569,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),89
4570,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4574,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4577,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4579,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4580,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4581,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4582,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4583,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4585,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4586,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4588,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4589,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4590,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4591,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4593,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),100
4594,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4595,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4597,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4599,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4600,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4601,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4603,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),156
4605,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4606,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4607,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4609,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),78 (missing box data for 225 of the 303 boxes the store reported)
4611,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4612,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4615,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4616,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4617,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4618,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),12
4619,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),3
4623,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),17
4625,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4626,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4627,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4631,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4635,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4636,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4637,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4638,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),190
4639,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4641,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),166
4643,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),39
4644,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4648,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4653,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4654,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4655,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4657,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4659,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4660,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4664,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4667,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4669,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4671,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4672,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4673,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4674,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4676,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4677,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),56
4678,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4679,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4681,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),19 (missing box data for 1 of the 20 boxes the store reported)
4682,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4683,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4686,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4687,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4689,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4690,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4691,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4692,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4695,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4696,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4697,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),128
4699,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4700,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4706,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4734,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4747,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4756,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),15 (missing the box data for 7 of the 22 boxes the store reported)
4757,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4759,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4762,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4772,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4826,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
4848,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4849,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4865,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5003,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5005,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),24
5007,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5008,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5012,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5013,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),14
5014,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5021,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5022,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5023,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5025,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5027,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5028,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),3
5029,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5030,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5031,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),12
5032,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),205 (missing box data for 19 of the 224 boxes the store reported)
5033,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5034,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5035,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),88 (missing box data for 3 of the 91 boxes the store reported)
5036,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5037,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5038,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5039,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5040,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5041,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5043,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5044,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5045,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5046,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),37
5047,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),45
5048,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),63
5049,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5051,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),107
5054,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),51
5055,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5056,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5057,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5058,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5059,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),10
5060,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5062,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),12
5063,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5064,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5065,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5066,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),90
5070,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5071,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5072,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5073,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5075,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5076,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),22
5077,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5078,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5079,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5080,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),97
5081,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5082,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5083,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5085,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5087,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5088,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),128
5089,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),14
5090,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5091,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5092,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),100
5093,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5094,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5095,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5096,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5097,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5098,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5099,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5100,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5101,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),23
5102,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),15 (missing box data for 21 of the 36 boxes the store reported)
5103,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5104,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),50
5105,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5106,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),14
5107,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5108,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),46
5109,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5110,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5111,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5113,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5115,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5116,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
5117,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),85
5118,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5119,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),9
5122,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5123,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5124,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),313
5125,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5126,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5127,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5129,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5130,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5131,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5132,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5133,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5134,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5135,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5136,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5137,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5139,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5140,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5141,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5142,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),120
5143,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5144,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),84
5145,4/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5146,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5147,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5148,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5149,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5150,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5151,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),14
5152,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5154,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),5
5155,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5156,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
5157,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5159,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),48 (missing box data for 1 of the 49 boxes the store reported)
5160,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5162,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5165,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5166,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5167,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),126
5168,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5170,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5172,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5173,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5174,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),17
5175,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),41
5178,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5179,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5180,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5182,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5183,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5184,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),9
5185,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5186,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5188,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5189,9/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5190,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5191,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5192,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),148
5193,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5195,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5196,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5197,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5198,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),95
5199,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5200,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),88
5201,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5202,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5203,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
5204,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5205,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5206,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5207,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5210,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),12
5211,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5214,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5215,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5216,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5218,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5219,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5220,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),34
5221,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5224,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5226,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5227,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5228,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5229,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5231,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5232,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5233,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),54 (missing box data for 24 of the 78 boxes the store reported)
5234,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),7
5235,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5236,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5239,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),81 (missing box data for 6 of the 87 boxes the store reported)
5240,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),18
5241,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),10
5242,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5244,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5245,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5246,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5247,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5248,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5250,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5251,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5252,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5253,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5254,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5255,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
