Primary,Control ID ,Criticality,Control Description ,Control Type ,Frequency ,Responsible Role ,Document ,Document Status,Risk,Policy Text ,Control Example/Used Case,,,
English,DGP-15,Important,The Business Data Owner (BDO) function must be fulfilled by an officer within a Business Unit，or a designated Senior Director with the required authority and knowledge.,Administrative,As needed,Business Data Owner; Business Unit Leadership,Global Data Governance Policy ,Published,Without an accountable BDO，data governance oversight weakens，leading to data mismanagement.,"""The Business Data Owner function is typically fulfilled by an officer within a Business Unit. An Officer may designate the BDO role to a Senior Director or above within the relevant department，provided the individual possesses the required knowledge and authority to make decisions regarding the data. If an Officer is unavailable，a Senior Director or above within the relevant department may be designated for the BDO role，provided the individual possesses the required knowledge and authority to make decisions regarding the data.""", A Senior Director in Finance is designated as a BDO when an officer is unavailable.,,,
English,DGP-16,Important,A Business Data Steward (BDS) must execute the business vision and strategy for data use within their Business Unit.,Operational,Ongoing,Business Data Steward,Global Data Governance Policy ,Published,Lack of execution of the business vision leads to inconsistent data management and policy misalignment.,"""A Business Data Steward is responsible for executing the business vision and strategy for data use within its Business Unit.""", A BDS ensures that product data aligns with business strategy and is properly classified.,,,
English,DGP-17,Important,The Business Data Steward (BDS) function must be fulfilled by product owners，data analysts，or associates designated as data stewards.,Administrative,As needed,Business Data Steward; Business Unit Leadership,Global Data Governance Policy ,Published,Without an assigned BDS，data governance responsibilities may be unfulfilled，causing data inconsistencies.,"""The Business Data Steward function is typically fulfilled by product owners，data analysts，or associates designated as data stewards.""", A product owner is officially designated as a BDS within a business unit.,,,
English,DGP-18,Important,A Technical Data Steward (TDS) must ensure that the technology used by Walmart aligns with the business vision，policies，standards，and guidelines set by Digital Citizenship and Global Tech.,Technical,Ongoing,Technical Data Steward,Global Data Governance Policy ,Published,Misaligned technology may introduce security vulnerabilities and compliance failures.,"""A Technical Data Steward is responsible for ensuring that technology used by Walmart is in alignment with the business vision as well as policies，standards，procedures，and guidelines set by Digital Citizenship and Global Tech.""", A TDS ensures that new cloud storage infrastructure complies with Walmart’s encryption and access control standards.,,,
English,DGP-19,Important,The Technical Data Steward (TDS) function must be fulfilled by Global Tech associates，including technology data architects，data modelers，data engineering leads，and designated data custodians.,Administrative,As needed,Technical Data Steward; Global Tech,Global Data Governance Policy ,Published,Without an assigned TDS，technology decisions may not align with data governance policies.,"""The Technical Data Steward function is typically filled by Global Tech associates who are technology data architects，data modelers，data engineering leads，and designated data custodians. See Identity，Authentication，and Access Controls Policy (GT-PG-18).""", A data engineering lead is officially designated as a TDS within a business unit.,,,
English,DGP-20,Important,A Business Data Subject Matter Expert (SME) must support business processes and operations in coordination with the Business Owner and Data Steward.,Operational,Ongoing,Business Data Subject Matter Expert,Global Data Governance Policy ,Published,Without SME oversight，business processes may mismanage data，leading to regulatory non-compliance.,"""A Business Data Subject Matter Expert is responsible for supporting business processes and business operations in coordination with the Business Owner and Data Steward.""", A Business Data SME ensures that product and customer data is accurately classified and stored according to policy.,,,
English,DGP-21,Important,A Business Data Subject Matter Expert (SME) must have a thorough understanding of how data is leveraged within their business domain and processes.,Operational,Ongoing,Business Data Subject Matter Expert,Global Data Governance Policy ,Published,Without SME expertise，improper data classification or processing may occur，leading to compliance issues.,"""A Business Data Subject Matter Expert has a thorough understanding of how data is leveraged within their business domain and processes.""", A SME works with a BDS to establish metadata documentation for structured data.,,,
English,DGP-22,Important,A temporary designee for the BDO or BDS must be assigned to mitigate risk in cases of absence，including associate turnover，leave of absence，or extended vacation.,Administrative,As needed,Business Unit Leadership,Global Data Governance Policy ,Published,Risk of unclear accountability leading to data breaches or data misuse. Increased risk of unauthorized access to sensitive information，leading to data breaches and legal implications.,"""It is recommended that a temporary designee role for the BDO or BDS is assigned to mitigate risk in the event of an absence，including，but not limited to the following: 1. Associate turnover 2. Associate leave of absence 3. Associate on extended vacation.""",Example: A temporary BDO is assigned when a Business Data Owner takes maternity leave.,,,
English,GDRR-01 ,Moderate,Create and maintain policies and standards for effective data management. ,Administrative,As needed ,Digital Citizenship ,Global Data Governance Roles and Responsibilities ,Published,Risk of inefficient or unsafe data practices.  ,"""Creating and maintaining policies and standards for effective data management while collaborating with Global Tech and the appropriate Business Units to ensure policy alignment."" ",Ongoing policy development and updates; success graded by adherence and effectiveness in data management.  ,,,
English,GDRR-02 ,Moderate,Support rollout and adoption of data governance across Business Units. ,Operational,As changes occur ,Digital Citizenship ,Global Data Governance Roles and Responsibilities ,Published,Risk of uneven adoption leading to inconsistencies in data management.  ,"""Supporting the rollout and adoption of data governance across Business Units."" ",Rollout plans with adoption metrics; success evaluated by the level of compliance and integration in business units.  ,,,
English,GDRR-03 ,Moderate,Monitor policy compliance and identify areas for remediation. ,Operational,Real-time ,Digital Citizenship ,Global Data Governance Roles and Responsibilities ,Published,Risk of unnoticed non-compliance leading to data issues.  ,"""Monitoring policy compliance and identifying areas for remediation."" ",Regular compliance audits; success measured by timely identification and resolution of non-compliance issues.  ,,,
English,GDRR-04 ,Moderate,Record specific data set details in an approved data governance management tool. ,Technical,As needed ,Business Unit ,Global Data Governance Roles and Responsibilities ,Published,Risk of data mismanagement due to lack of accurate records.  ,"""Each Business Unit must record，for each of its data sets，the following in an approved data governance management tool: The overall classification of the data set，How the data is obtained，Which data elements are included，For what purpose the data set is processed，With whom the data is shared."" ",Detailed data set recordings; success graded by the completeness and accuracy of records.  ,,,
English,GDRR-05 ,Moderate,Designate associate(s) for managing compliance requirements for data sets. ,Administrative,Annually ,Business Data Owner ,Global Data Governance Roles and Responsibilities ,Published,Risk of non-compliance due to unclear responsibility.  ,"""Designate at minimum one associate (e.g.，Business Data Steward) to manage compliance requirements for data sets."" ",Clear designation of compliance managers; success measured by adherence to compliance requirements.  ,,,
English,GDRR-06 ,Moderate,Authorize new data initiatives or workstreams. ,Administrative,As needed ,Business Data Owner ,Global Data Governance Roles and Responsibilities ,Published,Risk of unaligned or non-compliant data projects.  ,"""Authorize new data initiatives or new workstreams related to data sets."" ",Approval process for new initiatives; success evaluated by alignment with data governance standards.  ,,,
English,GDRR-07 ,Critical,Control and regulate access to Sensitive and Highly Sensitive data sets by establishing clear criteria for access，and ensure timely off boarding of stakeholders via periodic user access reviews.,Technical,Real-time ,Business Data Steward ,Global Data Governance Roles and Responsibilities ,Published,Increased risk of unauthorized access to sensitive information，leading to data breaches and legal implications. ,"""Manage access to Sensitive or Highly Sensitive data sets，including distribution to new stakeholders."" ","
Enforce access control policies and conduct regular access reviews; grade success by the frequency of unauthorized access incidents reduction. ",,,
English,GDRR-08 ,Moderate,Annually review data elements and classification in the data governance tool. ,Operational,Annually ,Business Data Steward ,Global Data Governance Roles and Responsibilities ,Published,Risk of outdated or incorrect data classification.  ,"""No less than annually，review the data elements and classification levels in the data governance management tool to ensure they are recorded accurately."" ",Annual classification reviews; success measured by the accuracy and timeliness of updates.  ,,,
English,GDRR-09 ,Moderate,Collaborate with Business Units for systems and solutions. ,Operational,As changes occur ,Global Tech ,Global Data Governance Roles and Responsibilities ,Published,Risk of misaligned or inefficient systems and solutions.  ,"""Collaborating with Business Units to minimize duplication and meet their requirements for systems and solutions，in consultation with Digital Citizenship."" ",Collaborative development and implementation; success evaluated by system effectiveness and user satisfaction.  ,,,
English,GDRR-10 ,Moderate,Oversee end-to-end data life cycle management activities. ,Operational,Real-time ,Global Tech ,Global Data Governance Roles and Responsibilities ,Published,Risk of data lifecycle mismanagement leading to inefficiencies and potential data loss.  ,"""Overseeing and contributing to end-to-end data life cycle management activities."" ",Implement lifecycle management protocols; success measured by efficiency and data integrity throughout the lifecycle.  ,,,
English,MD-01,Important,Business Data Owners must define and document metadata for their Business Unit through business glossaries，technical metadata repositories，data flows，and data lineage.,Preventive,Ongoing,Business Data Owner，Business Data Steward,Global Metadata Standard,Published,Lack of metadata documentation leads to poor data discovery，governance failures，and compliance risks.,"""Walmart metadata must be defined and documented through business glossaries，technical metadata repositories，data flows，and data lineage.""",Using metadata repositories (e.g.，Collibra，Alation) to track structured and unstructured metadata.,,,
English,MD-02,Important,Business Data Owners are accountable for ensuring metadata is accurate，up-to-date，and aligned with governance policies as per Global Data Governance Roles and Responsibilities Standard (DC-DG-01-01).,Preventive,Ongoing,Business Data Owner,Global Metadata Standard,Published,Incorrect metadata results in data misclassification，compliance violations，and poor decision-making.,"""Business Data Owners are accountable for the metadata their Business Unit owns and consumes in accordance with Walmart’s Global Data Governance Roles and Responsibilities Standard (DC-DG-01-01).""",Defining ownership and workflows for metadata correction within data governance platforms.,,,
English,MD-03,Important,Business Data Stewards must define，maintain，and update business glossary terms to ensure consistent metadata usage across Walmart.,Preventive,Ongoing,Business Data Steward,Global Metadata Standard,Published,Inconsistent terminology leads to misinterpretation of data across Walmart.,"""Define，maintain，and update business glossary terms.""",Utilizing business glossary platforms (e.g.，Collibra，Alation) to maintain standardized definitions across business units.,,,
English,MD-06,Important,Ensure that all third-party data used by Walmart is accompanied by current and accurate metadata information.,Preventive,Ongoing,Business Data Steward,Global Metadata Standard,Published,Lack of metadata for third-party data can result in compliance risks and data misuse.,"""Responsible for ensuring that all third-party data used by Walmart is accompanied by current and accurate metadata information.""",Reviewing third-party data agreements for metadata inclusion before ingestion.,,,
English,MD-07,Important,Business Data Stewards are responsible for approving access to metadata and ensuring it aligns with governance policies.,Preventive,As requested,Business Data Steward,Global Metadata Standard,Published,Unauthorized metadata access can result in misclassification or data governance violations.,"""Responsible for approving access to metadata.""",Implementing access control mechanisms in metadata repositories for governance.,,,
English,MD-12,Important,Document existing Technical Metadata Repositories to ensure traceability and compliance.,Preventive,Ongoing,Technical Data Steward,Global Metadata Standard,Published,Lack of repository documentation can cause inconsistencies in data lineage and compliance issues.,"""Document existing Technical Metadata Repositories.""",Creating system-level documentation for metadata repositories.,,,
English,MD-13,Important,Implement security and access controls for Technical Metadata Repositories in consultation with the Business Data Steward.,Preventive,Ongoing,Technical Data Steward，Business Data Steward,Global Metadata Standard,Published,Unauthorized metadata exposure could lead to data breaches or misuse.,"""Implement security and access controls for Technical Metadata Repositories in consultation with the Business Data Steward.""",Restricting metadata repository access using RBAC and encryption.,,,
English,DEID-01,Critical,Business Data Owners must authorize any re-identification of de-identified data，after consultation with the relevant legal and privacy teams.,Preventive,As Needed,Business Data Owner,Global Data De-Identification Standard,Published,Unauthorized re-identification of de-identified data can result in legal non-compliance and privacy breaches.,"""Must，after consultation with the relevant legal and privacy teams，provide authorization before re-identification of any de-identified data may take place.""",Re-identification of anonymized purchase history requires approval from Legal & Privacy teams before execution.,,,
English,DEID-02,Important,Business Data Stewards must support the Technical Data Steward in selecting and implementing the most suitable de-identification option，ensuring alignment with regulatory requirements.,Preventive,As Needed,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Failure to apply proper de-identification techniques may result in re-identification risks.,"""Must，when required as outlined in 3.3，support with the Technical Data Steward to choose and implement the most suitable de-identification option applicable to the use-case and regulatory requirements.""",Selecting tokenization or generalization techniques to anonymize customer data for analytics.,,,
English,DEID-03,Important,Business Data Stewards must document and justify cases where de-identification cannot be technically implemented.,Detective,As Needed,Business Data Steward,Global Data De-Identification Standard,Published,Lack of documentation can lead to compliance issues and potential legal risks.,"""If the requirements listed in 3.5 cannot be technically implemented，Global Data Governance will require documentation from the Business Data Steward.""",If a data set cannot be de-identified due to operational constraints，justification must be provided.,,,
English,DEID-04,Important,Business Data Stewards must work with the Business Data Owner and Technical Data Steward to engineer a compliant de-identification solution when standard methods are not applicable.,Corrective,As Needed,Business Data Steward，Business Data Owner，Technical Data Steward,Global Data De-Identification Standard,Published,Use of non-compliant solutions may lead to data exposure risks.,"""The Business Data Steward must consult with the Business Data Owner and work with the Technical Data Steward to engineer a compliant solution.""",Engineering a differential privacy model when direct masking isn't feasible.,,,
English,DEID-05,Moderate,Business Data Stewards must implement technical and administrative safeguards to protect de-identified data from re-identification.,Preventive,Ongoing,Business Data Steward,Global Data De-Identification Standard,Published,Insufficient safeguards may lead to inadvertent data leaks or re-identification risks.,"""Must implement appropriate technical and administrative controls and safeguards to protect de-identified data from intentional or inadvertent re-identification.""",Applying data encryption and differential privacy to anonymized datasets.,,,
English,DEID-06,Moderate,Business Data Stewards must document and maintain written safeguards for de-identified data，ensuring compliance with Walmart’s data governance policies.,Preventive,Ongoing,Business Data Steward,Global Data De-Identification Standard,Published,Lack of documentation can result in compliance failures and inability to prove adherence to privacy laws.,"""Such safeguards must be documented in writing and maintained by the Business Data Steward de-identifying the data.""",Maintaining written records of de-identification methods applied to customer analytics data.,,,
English,DEID-07,Important,Business Data Stewards must certify that de-identification processes have been appropriately implemented before data is shared or used.,Preventive,As Needed,Business Data Steward,Global Data De-Identification Standard,Published,Data released without proper certification may be vulnerable to re-identification attacks.,"""Must certify that the de-identification has been appropriately implemented.""",Providing formal approval before releasing an anonymized data set for external reporting.,,,
English,DEID-08,Moderate,Technical Data Stewards must assist the Business Data Steward in selecting and implementing the best de-identification approach per use-case and regulatory requirements.,Preventive,As Needed,Technical Data Steward，Business Data Steward,Global Data De-Identification Standard,Published,Failure to choose an appropriate method can lead to weak anonymization and compliance risks.,"""Must assist the Business Data Steward as outlined in 3.2(B1) to choose and implement the most suitable de-identification option applicable to the use-case and regulatory requirements.""",Implementing pseudonymization for customer service logs to anonymize personal details.,,,
English,DEID-09,Important,Technical Data Stewards must determine the de-identification process based on the method selected by the Business Data Steward.,Preventive,As Needed,Technical Data Steward,Global Data De-Identification Standard,Published,Incorrect process implementation can lead to weak anonymization or excessive data loss.,"""Must determine the de-identification process based on the de-identification method selected by the Business Data Steward.""",Implementing k-anonymity techniques based on business and privacy requirements.,,,
English,DEID-10,Important,Technical Data Stewards must implement security controls to protect de-identified data from re-identification risks.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Weak security controls could allow unauthorized re-identification，leading to compliance breaches.,"""Must implement appropriate security controls，administrative，and technical controls to protect the data and prevent intentional or inadvertent re-identification.""",Restricting access to de-identified data through secure API gateways.,,,
English,DEID-11,Critical,Personal information must be de-identified when it is being used beyond servicing the customer.,Preventive,Ongoing,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Failure to de-identify data may lead to privacy violations and legal penalties.,"""Personal information is being used beyond servicing the customer.""",Removing customer identifiers from analytics reports shared with external vendors.,,,
English,DEID-12,Critical,Personal information must be de-identified when there is no explicit agreement or instruction from the customer for its use.,Preventive,Ongoing,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Non-compliance with customer preferences may result in regulatory fines and loss of customer trust.,"""There is no explicit agreement with，or instruction from，the customer，member，or individuals (who are not yet customers) for the use of personal information.""",Ensuring marketing preferences are honored in CRM systems.,,,
English,DEID-13,Critical,De-identification must be performed to comply with regulatory，legal，and privacy requirements.,Preventive,Ongoing,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Failure to comply with regulations can result in significant legal and financial penalties.,"""Complying with regulatory，legal，and privacy requirements.""",Implementing GDPR or CCPA-compliant anonymization for user behavior data.,,,
English,DEID-14,Important,Highly Sensitive and Sensitive data sets must be de-identified before being shared to avoid revealing confidential business or personal information.,Preventive,Ongoing,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Unprotected sensitive data may lead to data leaks and legal repercussions.,"""There is a need to share Highly Sensitive and Sensitive data sets without revealing confidential business or personal information.""",Masking PII from customer service logs before sharing with third-party vendors.,,,
English,DEID-15,Critical,Walmart production data must be de-identified before being used outside of the production environment，unless the non-production environment has the same security and access levels.,Preventive,Ongoing,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Failure to apply de-identification can expose production data to unauthorized access.,"""Any Walmart production data that is required for use outside of the Walmart production environment must be de-identified unless the non-production environment provides the same security and access levels.""",Ensuring test environments do not contain unmasked customer data.,,,
English,DEID-16,Important,Highly Sensitive and Sensitive log data must be de-identified before being shared to prevent exposure of confidential business or personal information.,Preventive,Ongoing,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Sensitive log data exposure could result in security breaches.,"""There is a need to share Highly Sensitive and Sensitive Log data without revealing confidential business or personal information.""",Scrubbing IP addresses and usernames from system logs shared with third-party security providers.,,,
English,DEID-17,Important,The Business Data Steward，with support from the Technical Data Steward，must choose and implement the most suitable de-identification method unless otherwise required by law.,Preventive,As Needed,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Improper selection of de-identification methods may result in data reversibility and compliance failures.,"""The Business Data Steward，in support with the Technical Data Steward，must choose and implement the most suitable de-identification option laid out in one of the techniques listed under section 3.5 below，unless a different methodology is explicitly required by law.""",Applying pseudonymization，k-anonymity，or tokenization depending on data use case.,,,
English,DEID-18,Important,Exceptions to de-identification policy may be declined if they create unreasonable business or legal risk.,Preventive,As Needed,Business Data Steward，Business Data Owner，Global Data Governance,Global Data De-Identification Standard,Published,Uncontrolled exceptions increase legal exposure and security risks.,"""An exception to this policy may be declined if，based on reasonable judgment，the exception would create unreasonable business or legal risk.""",Rejecting exceptions that allow unmasked customer data in analytics reports.,,,
English,DEID-19,Important,Some de-identification techniques may not be approved in all markets，and jurisdictional requirements must be confirmed before proceeding.,Preventive,As Needed,Business Data Steward，Business Data Owner，Legal & Compliance Teams,Global Data De-Identification Standard,Published,Using non-compliant de-identification techniques may violate data privacy laws.,"""Some de-identification techniques may not be approved in all markets. The jurisdiction requirements for each individual market must be confirmed before commencing with the de-identification.""",Applying region-specific data masking techniques to comply with GDPR and CCPA regulations.,,,
English,DEID-20,Important,Business Data Steward and Technical Data Steward must choose the most appropriate de-identification technique for regulatory compliance.,Preventive,As Needed,Business Data Steward，Technical Data Steward,Global Data De-Identification Standard,Published,Failure to choose an appropriate method may result in weak anonymization，leading to privacy violations.,"""If de-identification is required for regulatory reasons，the Business Data Steward in support with the Technical Data Steward must choose the most suited method listed below in this section (3.5).""",Using dynamic data masking tools to apply automated anonymization.,,,
English,DEID-21,Moderate,Technical Data Steward must replace personally identifiable data with NULL or default values where feasible，ensuring referential integrity is maintained.,Preventive,As Needed,Technical Data Steward,Global Data De-Identification Standard,Published,Failure to maintain referential integrity may lead to database inconsistencies.,"""The Technical Data Steward must replace all personally identifiable data elements with a NULL value or a default value such as FIRST NAME，LAST NAME，etc.""",Using automated scripts to replace customer names with placeholders.,,,
English,DEID-22,Moderate,Technical Data Steward must implement hashing for cryptographic protection of Highly Sensitive and Sensitive information.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Re-identification risk if weak hashing techniques are used.,"""The Technical Data Steward must choose a hash function to generate a hash value for the concatenated string，then replace the original data with the calculated hash.""",Using SHA-256 hashing to anonymize Social Security numbers.,,,
English,DEID-23,Important,Technical Data Steward must apply redaction to remove all sensitive data elements from datasets to maintain confidentiality.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Failure to redact data may lead to exposure of confidential business or personal information.,"""The Technical Data Steward must remove all sensitive data elements within a dataset. This process is done by eliminating or obscuring individual identifiers，rendering the PI untraceable to the individual.""",Applying automated redaction to PDFs before sharing reports externally.,,,
English,DEID-24,Important,Technical Data Steward must scramble relevant data fields to prevent re-identification.,Preventive,As Needed,Technical Data Steward,Global Data De-Identification Standard,Published,Weak scrambling techniques could be reversible，leading to privacy violations.,"""The Technical Data Steward must scramble all relevant data fields，such that the values do not describe a reasonably identifiable person.""",Replacing customer names with scrambled character sequences.,,,
English,DEID-25,Moderate,Technical Data Steward must verify that scrambled data cannot be reversed and ensure destruction of any keys used in the process.,Preventive,As Needed,Technical Data Steward,Global Data De-Identification Standard,Published,Retained keys may allow unauthorized re-identification of de-identified data.,"""The Technical Data Steward must verify that the scrambling process is not reversible.""",Destroying hash keys after data obfuscation to ensure irreversibility.,,,
English,DEID-26,Important,Technical Data Steward must implement Random Anonymization by replacing identifiers with generic labels to protect data privacy.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Weak anonymization techniques may allow reconstruction of individual identities.,"""The identifiers can be replaced with either category names or data that are obviously generic.""",Replacing customer names with 'PERSON NAME' in datasets.,,,
English,DEID-27,Moderate,Technical Data Steward must implement Random Anonymization using symbols for sensitive data elements.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Ineffective symbol-based anonymization may still allow data linkage.,"""The identifiers can be replaced with symbols such as '*****' or 'XXXXX'.""",Replacing partial addresses with symbols to mask geospatial identifiers.,,,
English,DEID-28,Important,Technical Data Steward must remove all key personal attributes and linkages from datasets to prevent re-identification.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Retaining linkages increases the risk of unauthorized data re-identification.,"""The Technical Data Steward must remove all fields that permit linkages within the database and to other databases.""",Removing primary keys and relational fields that link records to personal identities.,,,
English,DEID-29,Important,If de-identification is not required for regulatory reasons，the Technical Data Steward may choose from Section 3.5 techniques or additional techniques outlined in Section 3.6.,Preventive,As Needed,Technical Data Steward,Global Data De-Identification Standard,Published,Failure to use an appropriate de-identification method may lead to privacy risks.,"""If de-identification is not required for regulatory reasons，the Technical Data Steward may use any of the methods identified in Section 3.5，in addition to those listed below in this section (3.6).""",Using a combination of tokenization and aggregation for de-identification in analytics.,,,
English,DEID-30,Important,Technical Data Steward must implement data masking to replace sensitive data with fictional but realistic values to protect unauthorized access.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Unauthorized access to unmasked data can lead to breaches.,"""Masking is a data security technique that replaces sensitive data with realistic but fictional values to protect it from unauthorized access.""",Hiding credit card numbers except for the last four digits.,,,
English,DEID-31,Moderate,Technical Data Steward must implement K-Anonymization to replace identifiers with random values，ensuring uniqueness for each instance.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Weak anonymization may still allow re-identification of data subjects.,"""The identifiers can be replaced with random values. If the same identity appears twice，it receives two different values.""",Applying K-Anonymization for research datasets where patient identities need to be hidden.,,,
English,DEID-32,Moderate,Technical Data Steward must implement Substitution/Shuffling to anonymize data while preserving dataset integrity.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Weak substitution methods may allow attackers to infer original values.,"""Substitution consists of replacing the contents of a database column with data from a predefined list of facts but similar data types，so it cannot be traced to the original subject.""",Shuffling phone numbers within the same dataset to prevent direct identification.,,,
English,DEID-33,Moderate,Technical Data Steward must implement Percentage-based data modification to anonymize numeric and date-based information.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,If percentage variance is too small，data re-identification may still be possible.,"""The algorithm involves modifying each value in a column by some random percentage of its real value to significantly alter the data to an untraceable point.""",Modifying salaries by ±5% to maintain privacy while allowing statistical analysis.,,,
English,DEID-34,Moderate,Technical Data Steward must apply Nulling to remove sensitive data that does not need to be shared.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Incomplete nulling may leave traces of sensitive information.,"""Nulling out consists of simply removing sensitive data by deleting it from the shared dataset.""",Removing user email addresses from logs before external data sharing.,,,
English,DEID-35,Moderate,Technical Data Steward must implement Tokenization to replace sensitive data with unique surrogate values that hold no meaning outside the tokenization system.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Failure to implement proper tokenization may allow sensitive data to be exposed.,"""The Technical Data Steward must replace sensitive or highly sensitive business data with unique identifiers，or tokens，that hold no exploitable meaning or value outside the system that generated them.""",Replacing credit card numbers with tokens for secure payment processing.,,,
English,DEID-36,Important,Technical Data Steward must assess jurisdictional laws before implementing tokenization on personally identifiable data.,Preventive,As Needed,Technical Data Steward，Business Data Steward，Legal & Compliance Teams,Global Data De-Identification Standard,Published,Using tokenization where not legally permitted may result in regulatory violations.,"""When processing personal information (PI) data，the Technical Data Steward in collaboration with the Business Data Steward must assess the laws and regulations of each jurisdiction where the data is collected，stored，or processed.""",Verifying that tokenization is permitted under specific regional privacy laws before use.,,,
English,DEID-37,Moderate,Technical Data Steward must only use tokenization in compliance with Walmart's Global Data Segregation Guideline (DC-05-00-07).,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Failure to comply with data segregation policies may lead to data misuse.,"""Tokenization can only be employed on PI data where the specific jurisdictional privacy laws do not exclude its use as a de-identification method.""",Ensuring PI data in international transactions is tokenized per Walmart policy.,,,
English,DEID-38,Moderate,Technical Data Steward must use Data Aggregation techniques to protect personal and sensitive information by summarizing and grouping data.,Preventive,Ongoing,Technical Data Steward,Global Data De-Identification Standard,Published,Failure to apply proper aggregation may allow individual-level data inference.,"""By combining and summarizing data，it reduces the risk of revealing sensitive details.""",Aggregating individual transactions into category-level summaries for reporting.,,,
