Primary,Business Domain,Data Group (Sub Domain),Data Sub Group (Business Process),Description,Example,Harm to Walmart,Harm to the Individual,Internal Remark,Data Classification,Data Category,Scope
Chinese,信息安全,专有机构信息,通用 Application Programming Interface（应用程序编程接口，API）密钥, 允许与 API 进行基本交互而无需指定详细使用参数的通用访问密钥。,与公共 API 一起使用的 API 密钥。,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,基因检测结果或信息 ,揭示个人基因信息的检测结果。,确定患某种疾病的风险/确认或排除疑似遗传病等。,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,带有 VISA/MC/DISC/AMEX/JCB 徽标的礼品卡主账号 (PAN) ,品牌礼品卡（即开环礼品卡）可在接受该品牌卡的任何地方使用。卡片上印有 Visa、Mastercard、American Express、JCB 或 Discover 等卡片品牌或网络的徽标。非品牌礼品卡（即闭环礼品卡）不带这些卡片品牌名称/徽标。,Visa 礼品卡,违反 PCI 规定,身份盗用,禁止通过不安全渠道传输个人信息,高度敏感-受限,个人信息,全球
Chinese,信息安全,专有机构信息,GitHub 个人访问令牌,可用于代替密码登录 GitHub 的字符串。,由 40 个字母数字字符组成的字符串。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,全球付款和国际财务服务,帮助企业进行国际运营的服务，包括支付处理、货币兑换和遵守当地法规。,数字钱包、国际银行转账、跨境支付等  ,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,全球财富,跨国公司在其所有国际业务中持有的金融资产和资源的集合，基本上包括公司在全球范围内可用的所有现金、投资和流动资产，由公司财务部门管理，以优化财务效率并降低与不同货币和市场相关的风险。,谷歌的搜索算法和技术：谷歌搜索引擎的核心功能是推动全球使用的主要资产。,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Google API 密钥, 允许应用程序访问 Google 服务的代码,地图/地点/驱动器,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Google OAuth 访问令牌,授权应用程序访问用户 Google 资源的代码。,当应用程序需要读取日历事件时使用的访问令牌。,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Grafana API 令牌,一串独特的字符，允许应用程序或脚本通过其 API 验证 Grafana 平台并与之交互。,eyJhbGciOiJIUzI1NiIsInR5cCI6I……,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,健康设备,用于医疗目的的设备。,植入式设备/辅助技术/诊断设备等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,健康保险识别号或账户号码,识别个人及其特定健康保险计划的承保范围的唯一代码。,个人健康保险卡正面的数字。,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,健康产品,医疗保健管理中使用的产品。,药品/医疗器械/化妆品/膳食补充剂等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,医疗保健付款信息,与医疗服务成本有关的详细信息。,供应商收费/由保险公司支付/患者自付金额等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,住院治疗历史记录,患者医疗记录中提供其既往住院治疗详情的部分。,住院日期/住院原因/住院时长/住院类型,,,,高度敏感,个人信息,全球
Chinese,Walmart Connect,专有机构信息,针对目标受众细分的 ID 图表/对照表（沃尔玛标识符和 3P 标识符，如 RampID、Trade Desk ID/TAPAD、LUID）,跨不同平台和系统的受众细分。,沃尔玛标识符和 3P 标识符，如 RampID、Trade Desk ID/TAPAD、LUID,,,,敏感,个人信息,美国
Chinese,健康与保健,专有机构信息,免疫历史记录 ,个人疫苗接种史的完整时间表。,包括疫苗信息/患者信息/供应商信息等。,,,,高度敏感,个人信息,全球
Chinese,销售规划,专有机构信息,入库/出库数量、KPI,入库和出库的库存数量。,从供应商处收到的货物/向客户发出的货物,,,,敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,含员工姓名的轻微伤害事件报告,包含员工姓名的轻微伤害事故报告。,存储在安全日志中,若公开泄露需承担法律责任,健康、隐私影响,可识别的工伤具有法律和安全敏感性,高度敏感,业务信息,全球
Chinese,Walmart Connect,专有机构信息,个人和家庭级偏好数据,收集记录个人或家庭特定选择/品味/和偏好的信息。,通过产品审核满足个体客户需求的业务。,,,,高度敏感,个人信息,美国
Chinese,法务 ,专有机构信息,为执法目的而持有的信息 ,为协助执法机构履行维护法律和保障公共安全的职责而收集和保存的信息。,犯罪记录/调查信息等,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,用于编制年度报告或财务报告的信息 ,与公司财务业绩相关的信息。,包括收入/现金流/资产负债表报表和会计政策/公司治理等信息。,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,任何 OSI 层（应用、表示、会话、传输、网络）的信息安全合规特定输出报告（例如，合规得分） ,OSI 层的输出报告。,应用层/表示层/会话层等 ,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,集成,金融市场间的联系或金融系统的结合。,将会计软件与薪资系统集成。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,公司间交易,同一企业集团内不同实体间的财务往来。,特许权使用费、股息支付、库存转移,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,内部审计报告  ,评估公司财务记录和流程以确保准确性和合规性的审计报告。,会计记录/内部审计职能/预算,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,内部工厂地图、规划或资产,使组织能够优化效率/安全性/和资源利用的详细信息。,内部工厂地图、规划或资产,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,内部法律实体组织结构图 ,企业内法律实体之间关系的内部可视化展示。,企业总账系统图表,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,内部政策、程序或流程，适用于员工的人事政策除外,确保一致性和遵守公司标准和目标的公司指南。,政策/流程/程序等,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,投资者和公共关系（发布后）,通过传统公关渠道管理公司与公众及潜在/现有投资者沟通的公司职能。,向投资者推送公司重大进展/新闻稿/社交媒体活动的定期更新,,,,非敏感,业务信息,全球
Chinese,金融,专有机构信息,投资者和公共关系（发布前）,通过传统公关渠道管理公司与公众及潜在/现有投资者沟通的公司职能。,向投资者推送公司重大进展/新闻稿/社交媒体活动的定期更新,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,发票 (GFR),记录买卖双方非转售商品交易凭证的文件。,服装、电子产品、家居用品、杂货、家具、玩具等 ,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,发票 (GNFR),记录买卖双方转售商品交易情况的文件。,门店运营相关咨询、运营用品、固定装置、设备及系统 ,,,,敏感,业务信息,全球
Chinese,电子商务,专有机构信息,IT 安全信息或安全数据,用于保护组织资产和数据的任何信息或数据。,安全事件/漏洞数据/威胁情报/安全控制等,,,,高度敏感,业务信息,全球
Chinese,销售规划,专有机构信息,项目/目录 KPI,评估产品在市场中表现的指标。,产品价格/独特产品/竞争对手,,,,敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Jenkins 令牌或 Crumb,用户在与 Jenkins API 交互时用于身份验证的 API 访问令牌。Crumb 是 Jenkins 为防止 CSFR 攻击而生成的唯一临时令牌。,使用 Crumb 确保向 Jenkins 提出的请求是合法的。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,含高度敏感数据的日记账分录,含高度敏感数据的会计系统中的财务交易记录。,财务交易或会计系统中提供的 PII/HIPAA 数据。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,不含高度敏感数据的日记账分录,会计系统中的财务交易记录。,某公司购买新办公用品时，会在其办公用品账户中记录一笔费用。该公司将借记其办公用品账户并贷记其现金账户。,,,,敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,实验室设备和 Quality Control（质量控制，QC）,确保实验室结果准确性和可靠性的程序和协议。,妥善储存和处理/人员培训/遵守标准操作程序等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,实验室检测结果,有助于医生诊断健康状况并监测治疗效果的实验室结果。,胆固醇/血糖水平/白细胞计数等,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,法律实体,可以合法签订合同并对这些合同负责的个人或组织。 ,例如：银行和金融公司是金融法律实体。法律实体是指根据法律享有权利和承担义务并可被起诉的企业。,,,,敏感,业务信息,全球
Chinese,销售规划,专有机构信息,法律信息、商业秘密,法律信息是指法律领域工作者合法拥有和使用的数据和知识。商业机密是使企业比竞争对手具有经济优势的知识产权。,遗嘱和信托/法律表格/科技公司搜索引擎的算法/电子商务公司的交付系统等,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,负债与债务,必须支付的财务义务。,负债示例：应付账款/债务示例：贷款,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,位置和利润中心/成本中心,组织内部不直接创造利润但仍需运营成本的职能部门，如会计、人力资源或 IT 部门。成本中心的主要用途是跟踪实际费用，以便与预算进行比较。,US1234G,,,,敏感,业务信息,全球
Chinese,电子商务,专有机构信息,登录凭据；账户代码、号码或详细信息,使用户能够验证身份以登录在线账户的唯一标识符。,用户名/密码/用户 ID/账户详细信息等,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,医疗诊断,确定引发患者症状的疾病或病理状态的过程。,糖尿病/睡眠呼吸暂停/癫痫/自闭症等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,病历,个人健康记录。,疾病/受伤/手术/药物等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,医学影像/放射检查和元数据,元数据为解释图像提供了关键背景信息。,解读影像/包括患者人口统计资料/影像特征等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,医疗记录和其他相关健康信息,与患者病史相关的数据。,医疗记录/保险信息等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,医疗治疗 ,为诊断/预防/或治愈疾病或损伤而采取的干预措施或行动。,用药/治疗/手术/住院等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,药品、处方和药物 ,用于治疗或预防疾病的物质。,药物/处方/药品,,,,高度敏感,个人信息,全球
Chinese,公司,专有机构信息,会议出席情况（如果不需要提供个人信息）,无需表明您的身份或提供任何个人详细信息即可加入的会议。,会议出席总人数。,无,无,,非敏感,业务信息,南非
Chinese,信息安全,专有机构信息,活动目录的元数据,提供修改记录，以便在网络内的域控制器之间进行复制。,用户名和密码/上次登录时间/联系信息/成员等,,,,敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Microsoft Teams 网络钩子（Slack、Microsoft Teams）,外部应用程序在 Microsoft Teams 频道和聊天中共享内容的一种方式。,Slack/Microsoft Teams,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,超过信用卡/借记卡主账号 (PAN) 的前六位和后四位数字,暴露信用卡/借记卡号码超过前六位和后四位有时可视为等同于完整卡号。但是，某些截断/遮盖格式可能不视为与完整卡号等效且符合 PCI DSS 标准和卡品牌规定。因此，PCI 范围界定和数据敏感度可能需要降级，但这些场景必须首先由 PCI 专家进行分析。,超过信用卡/借记卡主账号 (PAN) 的前六位和后四位数字,违反 PCI 规定,身份盗用,禁止通过不安全渠道传输个人信息,高度敏感-受限,个人信息,全球
Chinese,健康与保健,专有机构信息,姓名 + 保险 ID + 处方,PHI 的组合。,在索赔工作流程中处理,HIPAA，监管风险敞口,健康信息泄露,在高风险工作流程中处理完整的 PHI 链,高度敏感-受限,个人信息,全球
Chinese,信息安全,专有机构信息,网络访问控制：加密方法、网络位置、网络详细信息、时间戳,管理哪些人员和设备可以访问网络的安全流程。,加密方法/网络位置/网络详细信息/时间戳,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Network Intrusion Detection System（网络入侵检测系统，NIDS）和 Host Intrusion Detection System（主机入侵检测系统，HIDS）指标,NIDS 监控整个网络的网络流量，以发现可疑活动。HIDS 则监控该网络内的单个设备或主机。,网络流量/协议使用等,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,网络地图（打印机服务器地图、网络拓扑等）,提供网络内物理和逻辑关系的图形概览。,打印机服务器图/网络拓扑等,,,,敏感,业务信息,全球
Chinese,市场营销,专有机构信息,新商店、产品上市数据 ,有关公司将新产品或服务引入市场的信息。,上市指标/客户反馈/市场分析等,,,,高度敏感,业务信息,全球
Chinese,供应链,专有机构信息,非目录/原始 Laminar 数据（来自源系统）,Laminar 数据的形式。,非目录或原始数据 ,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,运营费用,企业运营日常业务所产生的成本。,运营支出 - 租金、水电费、薪资等 ,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,运营单位/报告部门,运营单位是管理资源和流程的业务部门。报告部门是整个组织内能够独立报告其财务数据的可区分运营单位。,销售部、市场部等 ,,,,敏感,业务信息,全球
Chinese,Walmart Connect,专有机构信息,运营和业务计划 (AOP)、业务绩效指标,详细路线图，概述公司来年的战略目标，为不同部门提供可行的步骤。,AOP 功能/AOP 中的 KPI 等 ,,,,高度敏感,业务信息,美国
Chinese,信息安全,专有机构信息,运营或业务计划 ,公司实现其目标的日常运营路线图。,概述商店日常运营的文件。,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,验光学影像/放射检查和元数据,嵌入图像文件内或与之关联的描述图像及其采集过程的文本信息。,患者人口统计资料/扫描数据和时间/检索/成像模式等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,验光/视力诊断,检查和诊断眼部疾病和视力问题。,屈光不正/青光眼和白内障等眼部疾病,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,验光/视力历史记录,个人既往及当前的视力健康记录。,视力/眼部健康/矫正措施等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,验光/视力治疗,用于矫正视力和管理眼部疾病的服务和程序。,配镜处方和验配眼镜/隐形眼镜等,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,以上未列出的其他账户号码,以上未列出的其他账户号码,以上未列出的其他账户号码,,,,敏感,个人信息,南非
Chinese,信息安全,专有机构信息,其他机构信息,与组织相关的数据和信息。,机构的法定名称/认证信息,,,,高度敏感,业务信息,全球
Chinese,所有域,专有机构信息,其他专有机构信息,未公开且能提供竞争优势的信息。,业务计划/算法/商业秘密等,,,,高度敏感,业务信息,全球
Chinese,销售规划,专有机构信息,所有者/供应商运行状况信息,可用于识别个人的独特身体或行为特征。,供应商的生物特征认证,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,Profit And Loss（损益，P&L）分析,损益 (P&L) 分析是对公司特定时期的收入、支出和利润进行的财务审查。它也称为损益表。 ,可显示公司的收入和支出情况、公司创造收入的能力、公司管理成本的能力以及公司的盈利能力。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,用于访问 PCI 系统组件的密码或其他身份验证因素,确保只有授权用户才能访问 PCI 范围内的系统组件和数据的身份验证因素。,密码/安全令牌/智能卡/指纹扫描等生物识别数据,,,,高度敏感,业务信息,全球
Chinese,所有域,专有机构信息,专利或专有技术或数据,被视为知识产权并受到法律保护的技术或数据，以防止他人未经授权复制或使用。,具有独特算法的专业软件程序。,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,患者人口统计信息,对有效的医疗保健服务和高效的电子健康记录功能至关重要的非临床数据。,基本识别信息/个人特征/保险和财务信息等,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,付款及支出类型,财务付款是指金钱、商品或服务的交换。,供应商付款、税务付款、薪资付款等,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,个人/家庭保险信息,保护您的财物/家庭/财产以及可能发生的事故或伤害的个人责任的保单所提供的详细信息和承保范围。,责任险承保范围/个人财产险承保范围等,,,,敏感,个人信息,南非
Chinese,信息安全,专有机构信息,个人防火墙详细信息（BYOD、IP 地址、相关元数据、往返目的地）,安装在个人计算机上的软件应用程序，用于监视和控制进出网络流量。,BYOD/IP 地址/相关元数据,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,药房,在药房内收集的任何个人身份信息均视为 HIPAA 的范围。,姓/名/处方详情/账单信息等 ,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,照片,当数字图像能够让某人被识别，即被视为个人数据，也就是任何一个人的面部或其他显著特征足够清晰以供识别的图像。,某人在公共活动中的照片、可清晰识别出个人的集体照,,,,高度敏感,个人信息,全球
Chinese,所有域,专有机构信息,在公共活动中拍摄的照片,在公共活动中拍摄的照片。,拍摄照片并发布在沃尔玛批准的平台上。,,,,高度敏感,个人信息,加拿大
Chinese,所有域,专有机构信息,在公共活动中拍摄的照片,在公共活动中拍摄的照片。,拍摄照片并发布在沃尔玛批准的平台上。,,,,敏感,个人信息,全球
Chinese,信息安全,专有机构信息,照片、录像带和录音,当数字图像、视频录像和录音能够让某人被识别，即被视为个人数据。,可以听到某人声音的视频录像。,,,,敏感,个人信息,南非
Chinese,金融,专有机构信息,计划或考虑的兼并和收购、购买/收购或撤资/出售或停业 ,一笔商业交易，两家公司决定通过合并成新实体或由一家公司收购另一家来合并业务，并制定计划概述条款、目标和整合流程。,埃克森和美孚合并成为埃克森美孚,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,规划,公司概述其未来财务目标并确定实现这些目标的最佳行动方案的流程。,某公司制定了详细的财务计划，概述未来几年的预计收入、支出、资本支出和现金流。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,政策,政府/政党/企业/个人采用或提议的行动方案或原则。,政策,,,,敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,妊娠状态 ,怀孕状态。,当前怀孕/未怀孕/未知,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,妊娠状态 ,怀孕状态。,当前怀孕/未怀孕/未知,,,,敏感,个人信息,南非
Chinese,信息安全,专有机构信息,包含公司或部门指标的演示文稿   ,包含公司或部门指标的演示文稿。,显示营销指标等的演示文稿,,,,高度敏感,业务信息,全球
Chinese,销售规划,专有机构信息,定价计算/条件/策略/未来定价/价格差距/价格表现/所有定价 KPI,定价是营销的关键要素。,直接影响消费者行为/收入/和盈利能力。,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,私有密钥（如 RSA、DSA、ECC、EdDSA、AES、SSH、PGP/GPG）,要求用户除了密码外还需持有物理密钥才能访问敏感系统或账户，从而增加一层安全保障。,RSA/DSA/ECC/EdDSA/AES/SSH/PGP/GPG,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,私有秘钥（带有云凭据）,用于验证和访问云服务的加密密钥。,服务账户密钥,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,私有秘钥（不带有云凭据）,无需直接共享密码即可验证和访问敏感数据的安全方式,私有秘钥（不含云凭据）,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,受保护健康信息 (PHI),由涵盖实体或其业务伙伴持有或传输的个人可识别健康信息。,通过电子邮件手动共享 PHI,HIPAA 违规,医疗隐私损害,监管数据 + 手动电子邮件 = 严重漏洞,高度敏感-受限,个人信息,全球
Chinese,信息安全,专有机构信息,私有密钥,用于解密数据的加密密钥。,可在代码或配置文件中找到,未经授权的访问,不适用,突破限制并导致系统级入侵,高度敏感-受限,业务信息,全球
Chinese,信息安全,专有机构信息,公共密钥,公共密钥加密中使用的数学密钥，用于加密和验证数字信息。,安全套接层证书。,无,无,,非敏感,业务信息,全球
Chinese,销售规划,专有机构信息,公开或已发布的项目/目录,企业提供的、可供客户查看的产品或服务。,实体印刷目录或在线可访问的数字格式。,无,无,,非敏感,业务信息,全球
Chinese,销售规划,专有机构信息,公开产品目录,已发布产品目录,数据发布在 walmart.com 上,无,无,公开披露的产品信息,非敏感,业务信息,全球
Chinese,金融,专有机构信息,公开发布的收益,公司向公众发布的关于特定时期（通常为季度或年度）的官方损益报表。,“[城市，州] - [日期] - [公司名称]（纽约证券交易所代码：[股票代码]）今日公布了截至 [日期] 的第二季度财务业绩，报告收入为 [金额] 百万美元，较上年同期增长 [百分比]。” ,无,无,,非敏感,业务信息,全球
Chinese,信息安全,专有机构信息,可公开获得的工厂地图,可公开获得的工厂地图,可公开获得的工厂地图,无,无,,非敏感,业务信息,全球
Chinese,金融,专有机构信息,公开披露的法律实体组织结构图 ,公开可见的企业内法律实体之间的关系,有限责任公司/独资企业/公司,无,无,,非敏感,业务信息,全球
Chinese,金融,专有机构信息,已公布的全球会计科目表,跨国公司在其所有子公司使用的标准化财务账户列表，为记录和报告全球财务交易提供了一致的框架，从而可以轻松比较和整合来自不同地区和法律实体的财务数据。,通常包括资产账户/负债账户/股权账户/销售成本/费用账户,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,已公布的纳税义务（如联邦税、国际税等）,通过官方 IRS 出版物正式公布并向公众公开的纳税义务。,国税局公告 (IRB),无,无,,非敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,质量控制,为在所有医疗实践中保持高水平质量而实施的系统，从而最大限度地减少错误和风险。,患者满意度调查/事件报告/定期设备校准等,,,,高度敏感,个人信息,全球
Chinese,销售规划,专有机构信息,数量、金额（成本除外）,企业当前所持未售出商品的实际数量。,示例：单位,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,季度报告,汇总公司三个月内业绩的财务报表。,资产负债表/损益表/现金流量表,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,放射影像,有助于诊断和监测健康状况的成像。,X 光/超声/CT 扫描等,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,Role Based Access Control（基于角色的访问控制，RBAC）：相关的业务 PI 数据,基于角色的访问控制,为沃尔玛内部特定角色授予并管控的访问与 PI 相关数据的权限。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,核对,比较两组财务数据以确保准确性的会计流程。这不包括 HIPPA 或 PII 数据。,供应商对账/应收账款对账等,,,,敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,特定人群的记录 - 脆弱人群,针对社会/经济/或健康方面处于显著劣势的特定人群所专门采集的数据。,老年人/儿童/残疾人等,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,可报告的事件/疾病,因涉及公共卫生问题而需向卫生部门报告的情况。,食源性疾病等,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,受限工厂地图、规划或资产,受限工厂地图、规划或资产,受限工厂地图、规划或资产,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,回报,投资利润。,当您以 10‚000 美元的价格购买股票，然后以 12‚000 美元的价格出售股票时，您的回报就是 2‚000 美元。,,,,高度敏感,业务信息,全球
Chinese,Walmart Connect,专有机构信息,审查媒体策划、创意、活动、广告项目、受众 ID、目标策略、指标和模型,全面评估数字广告的各个方面。,媒体策划、活动等 ,,,,高度敏感,业务信息,美国
Chinese,信息安全,专有机构信息,风险相关指标（例如，风险等级、问题名称、问题描述、严重程度等）,对风险的可能性和严重程度进行数值评估的方法。,风险评级/问题名称/问题描述/严重程度等,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,基于角色的访问控制 (RBAC) 和基于规则的访问控制 (RuBAC) 详细信息,RBAC 是一种安全方法，通过根据用户在组织中的预定义角色分配权限来管理用户对系统、数据和应用程序的访问。RuBAC 是一种使用规则来管理对资源访问权限的安全模型。,仅允许在特定时间内进入建筑物。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,路由号码,识别金融机构的 9 位数代码。,用于为员工设置工资直接存款的路由号码。,,,,高度敏感,个人信息,全球
Chinese,健康与保健,专有机构信息,处方药/处方编号或信息 ,分配给药房配药的每个处方的唯一编号。,处方编号/药房信息/名称/填写日期/开方医生姓名等,,,,高度敏感,个人信息,全球
Chinese,金融,专有机构信息,销售和使用退税,用于申报企业向政府征收并缴纳销售税和使用税的退税申请表。,企业多缴销售税和使用税而产生的退税。,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,销售税 - 规划和商店运营,一种交易税。按应税商品和某些应税服务销售价格的百分比计算。,产品应税性判断,,,,敏感,业务信息,全球
Chinese,金融,专有机构信息,销售税审计抗辩,通过确保遵守税法和质疑不正确的评估，保护公司免于多缴税款、罚款和利息。,验证免税证书等,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,销售税合规性,准备并提交销售税和使用税申报表。,及时报税/费用等,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Salesforce 访问令牌,允许应用程序访问 Salesforce 上受保护数据的密钥。,与 Salesforce 数据交互的 API 调用。,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,Sauce 令牌,SaucerSwap 平台的治理令牌。,可用于允许个人查看自动化测试运行结果，而无需授予其访问完整账户的权限。,,,,高度敏感,业务信息,全球
Chinese,供应链,专有机构信息,安全应用程序目录执行计分卡数据,以正式方式呈现的高级别信息，使高管能够做出决策。,计分卡，提供与高管相关的 KPI 和指标。,,,,敏感,业务信息,全球
Chinese,供应链,专有机构信息,安全企业消费数据,在所有系统和平台上保护和管理组织数据的做法。,数据保护/访问控制等,,,,敏感,业务信息,全球
Chinese,供应链,专有机构信息,安全非目录/原始 Laminar 数据（来自源系统）,由安全解决方案管理和保护的数据类型。,非结构化内部文档,,,,敏感,业务信息,全球
Chinese,信息安全,专有机构信息,安全令牌,验证用户身份并授权访问的安全层。,系统日志中的残留,未经授权的访问,不适用,令牌不得存储在可访问的渠道中,高度敏感-受限,业务信息,全球
Chinese,金融,专有机构信息,未公开发布的敏感财务数据，无法在收益报告发布前汇总显示公司总体业绩,未公开发布的敏感数据，无法在收益报告发布前汇总显示公司总体业绩。,特定部门的个别销售数据,,,,敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,性与生殖健康,与生殖系统相关的身体/精神/社会福祉的完整状态。,避孕/生育和不育护理等 ,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,Slack 网络钩子,使外部应用程序能够向 Slack 频道发送消息和数据的唯一 URL。, 设置一个系统，每当在线商店收到新客户订单时，都会向指定的 Slack 频道发送包含订单详细信息的自动消息，如客户名称/产品详情/和总金额，从而实时通知销售团队新订单。,,,,高度敏感,业务信息,全球
Chinese,健康与保健,专有机构信息,睡眠数据,收集有关个人睡眠模式的信息。,睡眠阶段/快速眼动睡眠/身体动作/呼吸频率和氧气水平等,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,SOC 特定数据,服务组织控制期间收集的信息，本质上详细说明了公司保护客户数据并遵守安全最佳实践的实际成效。,Google Cloud Platform 上的服务账户密钥。,,,,高度敏感,个人信息,全球
Chinese,信息安全,专有机构信息,SonarQube 令牌,允许用户访问 SonarQube 服务器的唯一标识符。,与 SonarQube API 交互时使用。,,,,高度敏感,业务信息,全球
Chinese,金融,专有机构信息,州所得税合规性,应税收入的固定或累进税率。,个人/公司/以及某些财产和信托应纳税。,,,,敏感,业务信息,全球
Chinese,信息安全,专有机构信息,从多个数据源收集的用于诉讼、调查和索赔的结构化/非结构化非 PI 数据。,无法追踪以识别个人身份的数据。,部分或完全屏蔽的 IP 地址/设备类型/浏览器类型等,,,,高度敏感,业务信息,全球
Chinese,信息安全,专有机构信息,从多个数据源收集的用于诉讼、调查和索赔的结构化/非结构化 PI 数据。,结构化数据是以预定义和有组织的方式格式化的信息，用于分析和检索。非结构化数据是从各种来源收集的，在电子取证过程中构建更全面的图像。,结构化数据示例：数据库/电子表格/交易系统等  非结构化数据示例：文本文档/图像/社交媒体等,,,,高度敏感,个人信息,全球
Chinese,供应链,专有机构信息,供应链跟踪数据,在供应链中货物移动过程中收集的信息，使企业能够高效地监控和管理其物流。,包括地点/货件状态/库存水平等详细信息。,,,,敏感,业务信息,全球
Chinese,供应链,专有机构信息,供应链跟踪安全数据,与整个供应链中货物移动相关的敏感信息，受到高安全措施的保护。,位置信息/货物状况/货物移动等,,,,敏感,业务信息,全球
