Store ,Requested Ship Date,FedEx Tracking,Device Type,JD Link,Qty,Shipped Qty,Completed / GNFR,Revised Shipped Qty
613,2/14/2022,,Phone Tracker,SO599082Phone Tracker,1,0,0,0
649,2/14/2022,,Pharma Tracker,SO599083Pharma Tracker,1,0,0,0
649,2/14/2022,,Phone Tracker,SO599083Phone Tracker,1,0,0,0
666,2/14/2022,,Pharma Tracker,SO599085Pharma Tracker,1,0,0,0
666,2/14/2022,,Phone Tracker,SO599085Phone Tracker,1,0,0,0
697,2/14/2022,COMPLETED VIA GNFR REQUEST,Phone Tracker,SO599086Phone Tracker,1,1,1,0
705,2/14/2022,,Phone Tracker,SO599087Phone Tracker,1,0,0,0
706,2/14/2022,,Pharma Tracker,SO599089Pharma Tracker,1,0,0,0
713,2/14/2022,,Pharma Tracker,SO599090Pharma Tracker,1,0,0,0
721,2/14/2022,,Pharma Tracker,SO599091Pharma Tracker,1,0,0,0
767,2/14/2022,,Pharma Tracker,SO599092Pharma Tracker,1,0,0,0
769,2/14/2022,,Pharma Tracker,SO599093Pharma Tracker,1,0,0,0
771,2/14/2022,,Pharma Tracker,SO599095Pharma Tracker,1,0,0,0
771,2/14/2022,,Phone Tracker,SO599095Phone Tracker,1,0,0,0
778,2/14/2022,,Pharma Tracker,SO599096Pharma Tracker,1,0,0,0
778,2/14/2022,,Phone Tracker,SO599096Phone Tracker,1,0,0,0
779,2/14/2022,,Pharma Tracker,SO599097Pharma Tracker,1,0,0,0
779,2/14/2022,,Phone Tracker,SO599097Phone Tracker,1,0,0,0
800,2/14/2022,,Pharma Tracker,SO599098Pharma Tracker,1,0,0,0
811,2/14/2022,,Pharma Tracker,SO599099Pharma Tracker,1,0,0,0
811,2/14/2022,,Phone Tracker,SO599099Phone Tracker,1,0,0,0
814,2/14/2022,,Phone Tracker,SO599101Phone Tracker,1,0,0,0
817,2/14/2022,,Cash Tracker,SO599102Cash Tracker,1,0,0,0
817,2/14/2022,,Pharma Tracker,SO599102Pharma Tracker,1,0,0,0
817,2/14/2022,,Phone Tracker,SO599102Phone Tracker,1,0,0,0
818,2/14/2022,,Pharma Tracker,SO599103Pharma Tracker,1,0,0,0
819,2/14/2022,,Pharma Tracker,SO599105Pharma Tracker,1,0,0,0
819,2/14/2022,,Phone Tracker,SO599105Phone Tracker,1,0,0,0
857,2/14/2022,,Pharma Tracker,SO599106Pharma Tracker,1,0,0,0
857,2/14/2022,,Phone Tracker,SO599106Phone Tracker,1,0,0,0
859,2/14/2022,,Pharma Tracker,SO599108Pharma Tracker,1,0,0,0
859,2/14/2022,,Phone Tracker,SO599108Phone Tracker,1,0,0,0
860,2/14/2022,,Pharma Tracker,SO599109Pharma Tracker,1,0,0,0
860,2/14/2022,,Phone Tracker,SO599109Phone Tracker,1,0,0,0
890,2/14/2022,,Cash Tracker,SO599111Cash Tracker,1,0,0,0
890,2/14/2022,,Pharma Tracker,SO599111Pharma Tracker,1,0,0,0
890,2/14/2022,,Phone Tracker,SO599111Phone Tracker,1,0,0,0
908,2/14/2022,,Cash Tracker,SO599112Cash Tracker,4,0,0,0
908,2/14/2022,,Pharma Tracker,SO599112Pharma Tracker,1,0,0,0
908,2/14/2022,,Phone Tracker,SO599112Phone Tracker,1,0,0,0
919,2/14/2022,,Pharma Tracker,SO599114Pharma Tracker,1,0,0,0
919,2/14/2022,,Phone Tracker,SO599114Phone Tracker,1,0,0,0
925,2/14/2022,,Pharma Tracker,SO599115Pharma Tracker,1,0,0,0
928,2/14/2022,,Pharma Tracker,SO599117Pharma Tracker,1,0,0,0
929,2/14/2022,,Pharma Tracker,SO599118Pharma Tracker,1,0,0,0
929,2/14/2022,,Phone Tracker,SO599118Phone Tracker,1,0,0,0
931,2/14/2022,,Pharma Tracker,SO599120Pharma Tracker,1,0,0,0
931,2/14/2022,,Phone Tracker,SO599120Phone Tracker,1,0,0,0
941,2/14/2022,COMPLETED VIA GNFR REQUEST,Pharma Tracker,SO599122Pharma Tracker,1,1,1,0
941,2/14/2022,,Phone Tracker,SO599122Phone Tracker,1,0,0,0
942,2/14/2022,,Pharma Tracker,SO599123Pharma Tracker,1,0,0,0
943,2/14/2022,,Pharma Tracker,SO599125Pharma Tracker,1,0,0,0
943,2/14/2022,,Phone Tracker,SO599125Phone Tracker,1,0,0,0
944,2/14/2022,,Phone Tracker,SO599126Phone Tracker,1,0,0,0
955,2/14/2022,,Cash Tracker,SO599128Cash Tracker,1,0,0,0
955,2/14/2022,,Pharma Tracker,SO599128Pharma Tracker,1,0,0,0
955,2/14/2022,,Phone Tracker,SO599128Phone Tracker,1,0,0,0
956,2/14/2022,,Pharma Tracker,SO599129Pharma Tracker,1,0,0,0
959,2/14/2022,,Pharma Tracker,SO599131Pharma Tracker,1,0,0,0
959,2/14/2022,,Phone Tracker,SO599131Phone Tracker,1,0,0,0
960,2/14/2022,,Phone Tracker,SO599133Phone Tracker,1,0,0,0
973,2/14/2022,,Pharma Tracker,SO599135Pharma Tracker,1,0,0,0
973,2/14/2022,,Phone Tracker,SO599135Phone Tracker,1,0,0,0
974,2/14/2022,,Pharma Tracker,SO599136Pharma Tracker,1,0,0,0
977,2/14/2022,,Pharma Tracker,SO599138Pharma Tracker,1,0,0,0
987,2/14/2022,,Pharma Tracker,SO599139Pharma Tracker,1,0,0,0
987,2/14/2022,,Phone Tracker,SO599139Phone Tracker,1,0,0,0
988,2/14/2022,,Pharma Tracker,SO599141Pharma Tracker,1,0,0,0
988,2/14/2022,,Phone Tracker,SO599141Phone Tracker,1,0,0,0
990,2/14/2022,,Pharma Tracker,SO599143Pharma Tracker,1,0,0,0
990,2/14/2022,,Phone Tracker,SO599143Phone Tracker,1,0,0,0
994,2/14/2022,,Pharma Tracker,SO599144Pharma Tracker,1,0,0,0
1004,2/14/2022,,Pharma Tracker,SO599146Pharma Tracker,1,0,0,0
1004,2/14/2022,,Phone Tracker,SO599146Phone Tracker,1,0,0,0
1029,2/14/2022,,Pharma Tracker,SO599148Pharma Tracker,1,0,0,0
1032,2/14/2022,,Pharma Tracker,SO599150Pharma Tracker,1,0,0,0
1032,2/14/2022,,Phone Tracker,SO599150Phone Tracker,1,0,0,0
1068,2/14/2022,,Pharma Tracker,SO599151Pharma Tracker,1,0,0,0
1068,2/14/2022,,Phone Tracker,SO599151Phone Tracker,1,0,0,0
1077,2/14/2022,,Pharma Tracker,SO599153Pharma Tracker,1,0,0,0
1079,2/14/2022,,Phone Tracker,SO599154Phone Tracker,1,0,0,0
1081,2/14/2022,,Pharma Tracker,SO599156Pharma Tracker,1,0,0,0
1082,2/14/2022,,Pharma Tracker,SO599158Pharma Tracker,1,0,0,0
1082,2/14/2022,,Phone Tracker,SO599158Phone Tracker,1,0,0,0
1083,2/14/2022,,Cash Tracker,SO599159Cash Tracker,6,0,0,0
1083,2/14/2022,,Pharma Tracker,SO599159Pharma Tracker,1,0,0,0
1083,2/14/2022,,Phone Tracker,SO599159Phone Tracker,1,0,0,0
1084,2/14/2022,,Cash Tracker,SO599161Cash Tracker,1,0,0,0
1084,2/14/2022,,Pharma Tracker,SO599161Pharma Tracker,1,0,0,0
1085,2/14/2022,,Pharma Tracker,SO599163Pharma Tracker,1,0,0,0
1085,2/14/2022,,Phone Tracker,SO599163Phone Tracker,1,0,0,0
1086,2/14/2022,,Pharma Tracker,SO599164Pharma Tracker,1,0,0,0
1086,2/14/2022,,Phone Tracker,SO599164Phone Tracker,1,0,0,0
1087,2/14/2022,,Pharma Tracker,SO599166Pharma Tracker,1,0,0,0
1090,2/14/2022,,Cash Tracker,SO599168Cash Tracker,5,0,0,0
1090,2/14/2022,,Phone Tracker,SO599168Phone Tracker,1,0,0,0
1104,2/14/2022,,Pharma Tracker,SO599169Pharma Tracker,1,0,0,0
1104,2/14/2022,,Phone Tracker,SO599169Phone Tracker,1,0,0,0
1119,2/14/2022,,Pharma Tracker,SO599171Pharma Tracker,1,0,0,0
1134,2/14/2022,,Phone Tracker,SO599172Phone Tracker,1,0,0,0
1171,2/14/2022,,Pharma Tracker,SO599174Pharma Tracker,1,0,0,0
1171,2/14/2022,,Phone Tracker,SO599174Phone Tracker,1,0,0,0
1172,2/14/2022,,Cash Tracker,SO599176Cash Tracker,1,0,0,0
1172,2/14/2022,,Pharma Tracker,SO599176Pharma Tracker,1,0,0,0
1172,2/14/2022,,Phone Tracker,SO599176Phone Tracker,1,0,0,0
1173,2/14/2022,,Cash Tracker,SO599178Cash Tracker,5,0,0,0
1173,2/14/2022,,Pharma Tracker,SO599178Pharma Tracker,1,0,0,0
1173,2/14/2022,,Phone Tracker,SO599178Phone Tracker,1,0,0,0
1182,2/14/2022,,Pharma Tracker,SO599179Pharma Tracker,1,0,0,0
1182,2/14/2022,,Phone Tracker,SO599179Phone Tracker,1,0,0,0
1203,2/14/2022,,Pharma Tracker,SO599181Pharma Tracker,1,0,0,0
1205,2/14/2022,,Pharma Tracker,SO599183Pharma Tracker,1,0,0,0
1205,2/14/2022,,Phone Tracker,SO599183Phone Tracker,1,0,0,0
1207,2/14/2022,,Pharma Tracker,SO599184Pharma Tracker,1,0,0,0
1213,2/14/2022,,Pharma Tracker,SO599186Pharma Tracker,1,0,0,0
1213,2/14/2022,,Phone Tracker,SO599186Phone Tracker,1,0,0,0
1219,2/14/2022,,Cash Tracker,SO599187Cash Tracker,6,0,0,0
1220,2/14/2022,,Cash Tracker,SO599190Cash Tracker,1,0,0,0
1220,2/14/2022,,Pharma Tracker,SO599190Pharma Tracker,1,0,0,0
1220,2/14/2022,,Phone Tracker,SO599190Phone Tracker,1,0,0,0
1222,2/14/2022,,Pharma Tracker,SO599191Pharma Tracker,1,0,0,0
1222,2/14/2022,,Phone Tracker,SO599191Phone Tracker,1,0,0,0
1223,2/14/2022,,Pharma Tracker,SO599193Pharma Tracker,1,0,0,0
1224,2/14/2022,,Pharma Tracker,SO599194Pharma Tracker,1,0,0,0
1224,2/14/2022,,Phone Tracker,SO599194Phone Tracker,1,0,0,0
1225,2/14/2022,,Pharma Tracker,SO599196Pharma Tracker,1,0,0,0
1225,2/14/2022,,Phone Tracker,SO599196Phone Tracker,1,0,0,0
1245,2/14/2022,,Pharma Tracker,SO599197Pharma Tracker,1,0,0,0
1297,2/14/2022,,Pharma Tracker,SO599200Pharma Tracker,1,0,0,0
1297,2/14/2022,,Phone Tracker,SO599200Phone Tracker,1,0,0,0
1349,2/14/2022,,Pharma Tracker,SO599201Pharma Tracker,1,0,0,0
1362,2/14/2022,,Pharma Tracker,SO599202Pharma Tracker,1,0,0,0
1362,2/14/2022,,Phone Tracker,SO599202Phone Tracker,1,0,0,0
1374,2/14/2022,,Cash Tracker,SO599204Cash Tracker,1,0,0,0
1374,2/14/2022,,Pharma Tracker,SO599204Pharma Tracker,1,0,0,0
1374,2/14/2022,,Phone Tracker,SO599204Phone Tracker,1,0,0,0
1375,2/14/2022,,Pharma Tracker,SO599206Pharma Tracker,1,0,0,0
1375,2/14/2022,,Phone Tracker,SO599206Phone Tracker,1,0,0,0
1387,2/14/2022,,Pharma Tracker,SO599207Pharma Tracker,1,0,0,0
1387,2/14/2022,,Phone Tracker,SO599207Phone Tracker,1,0,0,0
1390,2/14/2022,,Pharma Tracker,SO599209Pharma Tracker,1,0,0,0
1391,2/14/2022,,Phone Tracker,SO599210Phone Tracker,1,0,0,0
1398,2/14/2022,,Pharma Tracker,SO599212Pharma Tracker,1,0,0,0
1408,2/14/2022,,Pharma Tracker,SO599214Pharma Tracker,1,0,0,0
1436,2/14/2022,,Pharma Tracker,SO599215Pharma Tracker,1,0,0,0
1444,2/14/2022,,Cash Tracker,SO599217Cash Tracker,3,0,0,0
1444,2/14/2022,,Pharma Tracker,SO599217Pharma Tracker,1,0,0,0
1444,2/14/2022,,Phone Tracker,SO599217Phone Tracker,1,0,0,0
1482,2/14/2022,,Pharma Tracker,SO599218Pharma Tracker,1,0,0,0
1511,2/14/2022,,Cash Tracker,SO599220Cash Tracker,6,0,0,0
1511,2/14/2022,,Pharma Tracker,SO599220Pharma Tracker,1,0,0,0
1513,2/14/2022,,Pharma Tracker,SO599222Pharma Tracker,1,0,0,0
1517,2/14/2022,,Pharma Tracker,SO599224Pharma Tracker,1,0,0,0
1517,2/14/2022,,Phone Tracker,SO599224Phone Tracker,1,0,0,0
1536,2/14/2022,,Pharma Tracker,SO599225Pharma Tracker,1,0,0,0
1536,2/14/2022,,Phone Tracker,SO599225Phone Tracker,1,0,0,0
1541,2/14/2022,,Pharma Tracker,SO599227Pharma Tracker,1,0,0,0
1589,2/14/2022,,Pharma Tracker,SO599228Pharma Tracker,1,0,0,0
1590,2/14/2022,,Pharma Tracker,SO599230Pharma Tracker,1,0,0,0
1590,2/14/2022,,Phone Tracker,SO599230Phone Tracker,1,0,0,0
1605,2/14/2022,,Pharma Tracker,SO599232Pharma Tracker,1,0,0,0
1605,2/14/2022,,Phone Tracker,SO599232Phone Tracker,1,0,0,0
1680,2/14/2022,,Pharma Tracker,SO599234Pharma Tracker,1,0,0,0
1680,2/14/2022,,Phone Tracker,SO599234Phone Tracker,1,0,0,0
1702,2/14/2022,,Pharma Tracker,SO599235Pharma Tracker,1,0,0,0
1712,2/14/2022,,Pharma Tracker,SO599237Pharma Tracker,1,0,0,0
1712,2/14/2022,,Phone Tracker,SO599237Phone Tracker,1,0,0,0
1845,2/14/2022,,Pharma Tracker,SO599238Pharma Tracker,1,0,0,0
1847,2/14/2022,,Pharma Tracker,SO599240Pharma Tracker,1,0,0,0
1847,2/14/2022,,Phone Tracker,SO599240Phone Tracker,1,0,0,0
1851,2/14/2022,,Pharma Tracker,SO599242Pharma Tracker,1,0,0,0
1851,2/14/2022,,Phone Tracker,SO599242Phone Tracker,1,0,0,0
1874,2/14/2022,,Pharma Tracker,SO599244Pharma Tracker,1,0,0,0
1874,2/14/2022,,Phone Tracker,SO599244Phone Tracker,1,0,0,0
1916,2/14/2022,,Pharma Tracker,SO599245Pharma Tracker,1,0,0,0
1916,2/14/2022,,Phone Tracker,SO599245Phone Tracker,1,0,0,0
1957,2/14/2022,,Pharma Tracker,SO599247Pharma Tracker,1,0,0,0
1960,2/14/2022,,Pharma Tracker,SO599248Pharma Tracker,1,0,0,0
1960,2/14/2022,,Phone Tracker,SO599248Phone Tracker,1,0,0,0
1996,2/14/2022,,Pharma Tracker,SO599249Pharma Tracker,1,0,0,0
1996,2/14/2022,,Phone Tracker,SO599249Phone Tracker,1,0,0,0
2081,2/14/2022,,Pharma Tracker,SO599251Pharma Tracker,1,0,0,0
2081,2/14/2022,,Phone Tracker,SO599251Phone Tracker,1,0,0,0
2091,2/14/2022,,Pharma Tracker,SO599252Pharma Tracker,1,0,0,0
2114,2/14/2022,,Pharma Tracker,SO599254Pharma Tracker,1,0,0,0
2114,2/14/2022,,Phone Tracker,SO599254Phone Tracker,1,0,0,0
2151,2/14/2022,,Pharma Tracker,SO599255Pharma Tracker,1,0,0,0
2151,2/14/2022,,Phone Tracker,SO599255Phone Tracker,1,0,0,0
2176,2/14/2022,,Pharma Tracker,SO599257Pharma Tracker,1,0,0,0
2237,2/14/2022,,Pharma Tracker,SO599258Pharma Tracker,1,0,0,0
2237,2/14/2022,,Phone Tracker,SO599258Phone Tracker,1,0,0,0
2387,2/14/2022,,Pharma Tracker,SO599260Pharma Tracker,1,0,0,0
2387,2/14/2022,,Phone Tracker,SO599260Phone Tracker,1,0,0,0
2391,2/14/2022,,Pharma Tracker,SO599261Pharma Tracker,1,0,0,0
2392,2/14/2022,,Pharma Tracker,SO599263Pharma Tracker,1,0,0,0
2396,2/14/2022,,Pharma Tracker,SO599264Pharma Tracker,1,0,0,0
2406,2/14/2022,,Pharma Tracker,SO599266Pharma Tracker,1,0,0,0
2449,2/14/2022,,Cash Tracker,SO599267Cash Tracker,1,0,0,0
2459,2/14/2022,,Pharma Tracker,SO599269Pharma Tracker,1,0,0,0
2499,2/14/2022,,Pharma Tracker,SO599271Pharma Tracker,1,0,0,0
2533,2/14/2022,,Pharma Tracker,SO599272Pharma Tracker,1,0,0,0
2591,2/14/2022,,Pharma Tracker,SO599273Pharma Tracker,1,0,0,0
2626,2/14/2022,,Pharma Tracker,SO599275Pharma Tracker,1,0,0,0
2626,2/14/2022,,Phone Tracker,SO599275Phone Tracker,1,0,0,0
2627,2/14/2022,,Pharma Tracker,SO599276Pharma Tracker,1,0,0,0
2695,2/14/2022,,Pharma Tracker,SO599278Pharma Tracker,1,0,0,0
2695,2/14/2022,,Phone Tracker,SO599278Phone Tracker,1,0,0,0
2727,2/14/2022,,Pharma Tracker,SO599280Pharma Tracker,1,0,0,0
2727,2/14/2022,,Phone Tracker,SO599280Phone Tracker,1,0,0,0
2740,2/14/2022,,Phone Tracker,SO599281Phone Tracker,1,0,0,0
2789,2/14/2022,,Pharma Tracker,SO599283Pharma Tracker,1,0,0,0
2796,2/14/2022,,Pharma Tracker,SO599284Pharma Tracker,1,0,0,0
2796,2/14/2022,,Phone Tracker,SO599284Phone Tracker,1,0,0,0
2814,2/14/2022,,Cash Tracker,SO599285Cash Tracker,4,0,0,0
2814,2/14/2022,,Phone Tracker,SO599285Phone Tracker,1,0,0,0
2843,2/14/2022,,Pharma Tracker,SO599287Pharma Tracker,1,0,0,0
2843,2/14/2022,,Phone Tracker,SO599287Phone Tracker,1,0,0,0
2881,2/14/2022,,Cash Tracker,SO599289Cash Tracker,1,0,0,0
2881,2/14/2022,,Pharma Tracker,SO599289Pharma Tracker,1,0,0,0
2881,2/14/2022,,Phone Tracker,SO599289Phone Tracker,1,0,0,0
2907,2/14/2022,,Cash Tracker,SO599291Cash Tracker,2,0,0,0
2907,2/14/2022,,Pharma Tracker,SO599291Pharma Tracker,1,0,0,0
2920,2/14/2022,,Pharma Tracker,SO599292Pharma Tracker,1,0,0,0
2920,2/14/2022,,Phone Tracker,SO599292Phone Tracker,1,0,0,0
2930,2/14/2022,,Pharma Tracker,SO599294Pharma Tracker,1,0,0,0
2944,2/14/2022,,Pharma Tracker,SO599295Pharma Tracker,1,0,0,0
2946,2/14/2022,,Pharma Tracker,SO599297Pharma Tracker,1,0,0,0
2946,2/14/2022,,Phone Tracker,SO599297Phone Tracker,1,0,0,0
2962,2/14/2022,,Pharma Tracker,SO599298Pharma Tracker,1,0,0,0
2963,2/14/2022,,Pharma Tracker,SO599300Pharma Tracker,1,0,0,0
2963,2/14/2022,,Phone Tracker,SO599300Phone Tracker,1,0,0,0
2987,2/14/2022,,Pharma Tracker,SO599301Pharma Tracker,1,0,0,0
3011,2/14/2022,,Pharma Tracker,SO599302Pharma Tracker,1,0,0,0
3066,2/14/2022,,Pharma Tracker,SO599303Pharma Tracker,1,0,0,0
3075,2/14/2022,,Pharma Tracker,SO599305Pharma Tracker,1,0,0,0
3104,2/14/2022,,Pharma Tracker,SO599306Pharma Tracker,1,0,0,0
3119,2/14/2022,,Pharma Tracker,SO599308Pharma Tracker,1,0,0,0
3119,2/14/2022,,Phone Tracker,SO599308Phone Tracker,1,0,0,0
3161,2/14/2022,,Pharma Tracker,SO599309Pharma Tracker,1,0,0,0
3162,2/14/2022,,Cash Tracker,SO599311Cash Tracker,1,0,0,0
3162,2/14/2022,,Pharma Tracker,SO599311Pharma Tracker,1,0,0,0
3163,2/14/2022,,Pharma Tracker,SO599312Pharma Tracker,1,0,0,0
3183,2/14/2022,,Pharma Tracker,SO599314Pharma Tracker,1,0,0,0
3197,2/14/2022,,Pharma Tracker,SO599315Pharma Tracker,1,0,0,0
3207,2/14/2022,,Pharma Tracker,SO599317Pharma Tracker,1,0,0,0
3207,2/14/2022,,Phone Tracker,SO599317Phone Tracker,1,0,0,0
3235,2/14/2022,,Cash Tracker,SO599319Cash Tracker,1,0,0,0
3235,2/14/2022,,Phone Tracker,SO599319Phone Tracker,1,0,0,0
3307,2/14/2022,,Pharma Tracker,SO599320Pharma Tracker,1,0,0,0
3307,2/14/2022,,Phone Tracker,SO599320Phone Tracker,1,0,0,0
3308,2/14/2022,,Pharma Tracker,SO599322Pharma Tracker,1,0,0,0
3308,2/14/2022,,Phone Tracker,SO599322Phone Tracker,1,0,0,0
3309,2/14/2022,,Cash Tracker,SO599324Cash Tracker,5,0,0,0
3309,2/14/2022,,Pharma Tracker,SO599324Pharma Tracker,1,0,0,0
3309,2/14/2022,,Phone Tracker,SO599324Phone Tracker,1,0,0,0
3311,2/14/2022,,Cash Tracker,SO599325Cash Tracker,4,0,0,0
3311,2/14/2022,,Pharma Tracker,SO599325Pharma Tracker,1,0,0,0
3347,2/14/2022,,Pharma Tracker,SO599327Pharma Tracker,1,0,0,0
3348,2/14/2022,,Pharma Tracker,SO599328Pharma Tracker,1,0,0,0
3349,2/14/2022,,Pharma Tracker,SO599330Pharma Tracker,1,0,0,0
3370,2/14/2022,,Pharma Tracker,SO599331Pharma Tracker,1,0,0,0
3372,2/14/2022,,Pharma Tracker,SO599333Pharma Tracker,1,0,0,0
3387,2/14/2022,,Pharma Tracker,SO599335Pharma Tracker,1,0,0,0
3387,2/14/2022,,Phone Tracker,SO599335Phone Tracker,1,0,0,0
3397,2/14/2022,,Cash Tracker,SO599337Cash Tracker,5,0,0,0
3397,2/14/2022,,Pharma Tracker,SO599337Pharma Tracker,1,0,0,0
3397,2/14/2022,,Phone Tracker,SO599337Phone Tracker,1,0,0,0
3414,2/14/2022,,Pharma Tracker,SO599338Pharma Tracker,1,0,0,0
3415,2/14/2022,,Pharma Tracker,SO599340Pharma Tracker,1,0,0,0
3417,2/14/2022,,Pharma Tracker,SO599341Pharma Tracker,1,0,0,0
3418,2/14/2022,COMPLETED VIA GNFR REQUEST,Pharma Tracker,SO599343Pharma Tracker,1,1,1,0
3418,2/14/2022,COMPLETED VIA GNFR REQUEST,Phone Tracker,SO599343Phone Tracker,1,1,1,0
3439,2/14/2022,,Pharma Tracker,SO599344Pharma Tracker,1,0,0,0
3474,2/14/2022,,Pharma Tracker,SO599346Pharma Tracker,1,0,0,0
3474,2/14/2022,,Phone Tracker,SO599346Phone Tracker,1,0,0,0
3484,2/14/2022,,Pharma Tracker,SO599347Pharma Tracker,1,0,0,0
3484,2/14/2022,,Phone Tracker,SO599347Phone Tracker,1,0,0,0
3526,2/14/2022,,Pharma Tracker,SO599349Pharma Tracker,1,0,0,0
3526,2/14/2022,,Phone Tracker,SO599349Phone Tracker,1,0,0,0
3527,2/14/2022,,Pharma Tracker,SO599351Pharma Tracker,1,0,0,0
3538,2/14/2022,,Pharma Tracker,SO599353Pharma Tracker,1,0,0,0
3538,2/14/2022,,Phone Tracker,SO599353Phone Tracker,1,0,0,0
3617,2/14/2022,,Pharma Tracker,SO599354Pharma Tracker,1,0,0,0
3625,2/14/2022,,Pharma Tracker,SO599356Pharma Tracker,1,0,0,0
3625,2/14/2022,,Phone Tracker,SO599356Phone Tracker,1,0,0,0
3629,2/14/2022,,Pharma Tracker,SO599357Pharma Tracker,1,0,0,0
3702,2/14/2022,,Cash Tracker,SO599359Cash Tracker,6,0,0,0
3702,2/14/2022,,Pharma Tracker,SO599359Pharma Tracker,1,0,0,0
3702,2/14/2022,,Phone Tracker,SO599359Phone Tracker,1,0,0,0
3782,2/14/2022,,Cash Tracker,SO599360Cash Tracker,1,0,0,0
3782,2/14/2022,,Pharma Tracker,SO599360Pharma Tracker,1,0,0,0
3782,2/14/2022,,Phone Tracker,SO599360Phone Tracker,1,0,0,0
3785,2/14/2022,,Pharma Tracker,SO599362Pharma Tracker,1,0,0,0
3785,2/14/2022,,Phone Tracker,SO599362Phone Tracker,1,0,0,0
3858,2/14/2022,,Pharma Tracker,SO599364Pharma Tracker,1,0,0,0
3858,2/14/2022,,Phone Tracker,SO599364Phone Tracker,1,0,0,0
3862,2/14/2022,,Pharma Tracker,SO599366Pharma Tracker,1,0,0,0
3877,2/14/2022,,Pharma Tracker,SO599367Pharma Tracker,1,0,0,0
3877,2/14/2022,,Phone Tracker,SO599367Phone Tracker,1,0,0,0
3887,2/14/2022,,Pharma Tracker,SO599369Pharma Tracker,1,0,0,0
3887,2/14/2022,,Phone Tracker,SO599369Phone Tracker,1,0,0,0
3935,2/14/2022,,Pharma Tracker,SO599370Pharma Tracker,1,0,0,0
4063,2/14/2022,,Pharma Tracker,SO599372Pharma Tracker,1,0,0,0
4140,2/14/2022,,Cash Tracker,SO599373Cash Tracker,2,0,0,0
4141,2/14/2022,,Pharma Tracker,SO599375Pharma Tracker,1,0,0,0
4142,2/14/2022,,Cash Tracker,SO599376Cash Tracker,1,0,0,0
4142,2/14/2022,,Pharma Tracker,SO599376Pharma Tracker,1,0,0,0
4159,2/14/2022,,Cash Tracker,SO599378Cash Tracker,1,0,0,0
4159,2/14/2022,,Pharma Tracker,SO599378Pharma Tracker,1,0,0,0
4161,2/14/2022,,Cash Tracker,SO599380Cash Tracker,2,0,0,0
4161,2/14/2022,,Pharma Tracker,SO599380Pharma Tracker,1,0,0,0
4197,2/14/2022,,Cash Tracker,SO599381Cash Tracker,1,0,0,0
4197,2/14/2022,,Pharma Tracker,SO599381Pharma Tracker,1,0,0,0
4260,2/14/2022,,Pharma Tracker,SO599383Pharma Tracker,1,0,0,0
4260,2/14/2022,,Phone Tracker,SO599383Phone Tracker,1,0,0,0
4262,2/14/2022,,Pharma Tracker,SO599385Pharma Tracker,1,0,0,0
4303,2/14/2022,,Cash Tracker,SO599386Cash Tracker,2,0,0,0
4303,2/14/2022,,Pharma Tracker,SO599386Pharma Tracker,1,0,0,0
4303,2/14/2022,,Phone Tracker,SO599386Phone Tracker,1,0,0,0
4332,2/14/2022,,Cash Tracker,SO599387Cash Tracker,1,0,0,0
4332,2/14/2022,,Phone Tracker,SO599387Phone Tracker,1,0,0,0
4354,2/14/2022,,Pharma Tracker,SO599388Pharma Tracker,1,0,0,0
4365,2/14/2022,,Cash Tracker,SO599389Cash Tracker,1,0,0,0
4365,2/14/2022,,Pharma Tracker,SO599389Pharma Tracker,1,0,0,0
4365,2/14/2022,,Phone Tracker,SO599389Phone Tracker,1,0,0,0
4368,2/14/2022,,Pharma Tracker,SO599390Pharma Tracker,1,0,0,0
4380,2/14/2022,,Pharma Tracker,SO599391Pharma Tracker,1,0,0,0
4425,2/14/2022,,Cash Tracker,SO599392Cash Tracker,1,0,0,0
4425,2/14/2022,,Pharma Tracker,SO599392Pharma Tracker,1,0,0,0
4427,2/14/2022,,Pharma Tracker,SO599394Pharma Tracker,1,0,0,0
4434,2/14/2022,,Pharma Tracker,SO599395Pharma Tracker,1,0,0,0
4441,2/14/2022,,Pharma Tracker,SO599397Pharma Tracker,1,0,0,0
4444,2/14/2022,,Cash Tracker,SO599399Cash Tracker,5,0,0,0
4444,2/14/2022,,Pharma Tracker,SO599399Pharma Tracker,1,0,0,0
4444,2/14/2022,,Phone Tracker,SO599399Phone Tracker,1,0,0,0
4446,2/14/2022,,Pharma Tracker,SO599400Pharma Tracker,1,0,0,0
4446,2/14/2022,,Phone Tracker,SO599400Phone Tracker,1,0,0,0
4498,2/14/2022,,Pharma Tracker,SO599402Pharma Tracker,1,0,0,0
4546,2/14/2022,,Pharma Tracker,SO599403Pharma Tracker,1,0,0,0
4560,2/14/2022,,Pharma Tracker,SO599405Pharma Tracker,1,0,0,0
4561,2/14/2022,,Pharma Tracker,SO599406Pharma Tracker,1,0,0,0
4563,2/14/2022,,Pharma Tracker,SO599407Pharma Tracker,1,0,0,0
4565,2/14/2022,,Pharma Tracker,SO599408Pharma Tracker,1,0,0,0
4582,2/14/2022,,Pharma Tracker,SO599409Pharma Tracker,1,0,0,0
4588,2/14/2022,,Cash Tracker,SO599411Cash Tracker,1,0,0,0
4588,2/14/2022,,Pharma Tracker,SO599411Pharma Tracker,1,0,0,0
4588,2/14/2022,,Phone Tracker,SO599411Phone Tracker,1,0,0,0
