Store #,Format,City,State,Fuel Frequency,July Fuel,August Fuel,September Fuel,Service Provider,Phone Number,,,,
4712,SAMS,Houston,TX,90,   ,    ,5,CHES,844-367-5240,,,,
4713,SAMS,Shenandoah,TX,60,   ,1,26,CHES,844-367-5240,,,,
4722,SAMS,Williamstown,NJ,90,   ,    ,19,CHES,844-367-5240,,,,
4729,SAMS,Sterling,VA,90,   ,    ,5,CHES,844-367-5240,,,,
4731,SAMS,OK City (Warr Acres),OK,180,   ,    ,   ,CHES,844-367-5240,,,,
4735,SAMS,La Habra,CA,30,11,8,5,CHES,844-367-5240,,,,
4738,SAMS,EAGAN,MN,60,   ,1,26,CHES,844-367-5240,,,,
4739,SAMS,Snellville,GA,60,4,29,   ,CHES,844-367-5240,,,,
4740,SAMS,Southaven,MS,180,   ,    ,   ,CHES,844-367-5240,,,,
4742,SAMS,Fort Worth,TX,90,18,    ,   ,CHES,844-367-5240,,,,
4743,SAMS,Plano,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4745,SAMS,Thornton,CO,90,   ,    ,12,CHES,844-367-5240,,,,
4763,SAMS,Sugar Land,TX,90,   ,22,   ,CHES,844-367-5240,,,,
4764,SAMS,Katy,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4767,SAMS,Palmdale,CA,60,11,    ,5,CHES,844-367-5240,,,,
4769,SAMS,Houston,TX,90,25,    ,   ,CHES,844-367-5240,,,,
4770,SAMS,Evans,CO,120,   ,15,   ,CHES,844-367-5240,,,,
4771,SAMS,Severn,MD,90,   ,    ,19,CHES,844-367-5240,,,,
4775,SAMS,Metairie,LA,90,   ,29,   ,CHES,844-367-5240,,,,
4780,SAMS,Buford,GA,60,11,    ,5,CHES,844-367-5240,,,,
4782,SAMS,Kissimmee,FL,90,   ,    ,12,CHES,844-367-5240,,,,
4783,SAMS,Garland,TX,90,   ,15,   ,CHES,844-367-5240,,,,
4784,SAMS,LAS CRUCES,NM,60,   ,22,   ,CHES,844-367-5240,,,,
4785,SAMS,Sanford,FL,90,   ,    ,19,CHES,844-367-5240,,,,
4787,SAMS,BLOOMINGTON,MN,90,   ,1,   ,CHES,844-367-5240,,,,
4789,SAMS,Sharpsburg,GA,60,   ,15,   ,CHES,844-367-5240,,,,
4790,SAMS,Pearl,MS,90,   ,    ,12,CHES,844-367-5240,,,,
4794,SAMS,Lakeland,FL,90,   ,8,   ,CHES,844-367-5240,,,,
4795,SC,Grapevine,TX,90,   ,    ,19,CHES,844-367-5240,,,,
4797,SAMS,Concord,NC,90,   ,    ,12,CHES,844-367-5240,,,,
4798,SAMS,Winston-Salem,NC,90,25,    ,   ,CHES,844-367-5240,,,,
4799,SAMS,Citrus Heights,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
4801,SAMS,Riverview,FL,180,   ,29,   ,CHES,844-367-5240,,,,
4802,SAMS,Hiram,GA,60,   ,8,   ,CHES,844-367-5240,,,,
4804,SAMS,McDonough,GA,60,   ,8,   ,CHES,844-367-5240,,,,
4816,SAMS,Aurora,CO,90,18,    ,   ,CHES,844-367-5240,,,,
4818,SAMS,Brooksville,FL,90,   ,    ,19,CHES,844-367-5240,,,,
4819,SAMS,Bakersfield,CA,30,11,8,5,CHES,844-367-5240,,,,
4820,SAMS,Pooler,GA,180,   ,    ,   ,CHES,844-367-5240,,,,
4822,SAMS,Murrieta,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
4824,SAMS,Santa Clarita,CA,60,   ,1,26,CHES,844-367-5240,,,,
4828,SAMS,Orlando,FL,90,18,    ,   ,CHES,844-367-5240,,,,
4831,SAMS,Durham,NC,90,   ,1,   ,CHES,844-367-5240,,,,
4837,SAMS,Denham Springs,LA,90,   ,22,   ,CHES,844-367-5240,,,,
4839,SAMS,Tulsa,OK,90,   ,15,   ,CHES,844-367-5240,,,,
4843,SAMS,Pearland,TX,90,   ,8,   ,CHES,844-367-5240,,,,
4847,SAMS,Greensburg,PA,90,4,    ,26,CHES,844-367-5240,,,,
4850,SAMS,McAllen,TX,90,25,    ,   ,CHES,844-367-5240,,,,
4852,SAMS,Wesley Chapel,FL,60,25,    ,19,CHES,844-367-5240,,,,
4853,SAMS,Castle Rock,CO,60,   ,22,   ,CHES,844-367-5240,,,,
4855,SAMS,Hanover,PA,60,4,29,   ,CHES,844-367-5240,,,,
4857,SAMS,Cape Coral,FL,90,   ,22,   ,CHES,844-367-5240,,,,
4859,SAMS,Butler,PA,90,   ,    ,5,CHES,844-367-5240,,,,
4861,SAMS,SAINT PETERSBURG,FL,60,   ,15,   ,CHES,844-367-5240,,,,
4871,SAMS,Meridian,MS,90,   ,    ,12,CHES,844-367-5240,,,,
4872,SAMS,Columbia,SC,90,   ,29,   ,CHES,844-367-5240,,,,
4873,SAMS,LINCOLN,NE,60,11,    ,5,CHES,844-367-5240,,,,
4874,SAMS,Covington,LA,90,   ,15,   ,CHES,844-367-5240,,,,
4879,SAMS,Aiken,SC,90,   ,15,   ,CHES,844-367-5240,,,,
4901,SAMS,Easley,SC,90,   ,    ,19,CHES,844-367-5240,,,,
4905,SAMS,Denton,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
4906,SAMS,McKinney,TX,90,   ,8,   ,CHES,844-367-5240,,,,
4911,SAMS,Mansfield,TX,120,   ,1,   ,CHES,844-367-5240,,,,
4917,SAMS,Mooresville,NC,90,   ,    ,5,CHES,844-367-5240,,,,
4938,SAMS,ALBUQUERQUE,NM,90,   ,15,   ,CHES,844-367-5240,,,,
4939,SAMS,San Antonio,TX,120,   ,    ,   ,CHES,844-367-5240,,,,
4946,SAMS,Rocky Mount,NC,90,   ,29,   ,CHES,844-367-5240,,,,
4948,SAMS,San Angelo,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4950,SAMS,Hendersonville,NC,90,   ,    ,12,CHES,844-367-5240,,,,
4952,SAMS,Tarentum,PA,90,   ,    ,5,CHES,844-367-5240,,,,
4958,SAMS,San Marcos,TX,90,18,    ,   ,CHES,844-367-5240,,,,
4961,SAMS,ROSWELL,NM,60,11,29,   ,CHES,844-367-5240,,,,
4972,SAMS,Port St. Lucie,FL,90,   ,    ,12,CHES,844-367-5240,,,,
4973,SAMS,DUBUQUE,IA,120,   ,8,   ,CHES,844-367-5240,,,,
4987,SAMS,Longmont,CO,60,11,    ,5,CHES,844-367-5240,,,,
4991,SAMS,Cocoa,FL,90,   ,    ,5,CHES,844-367-5240,,,,
4994,SAMS,Mechanicsburg,PA,90,   ,    ,19,CHES,844-367-5240,,,,
4996,SAMS,Danville,VA,90,   ,15,   ,CHES,844-367-5240,,,,
4998,SAMS,Lady Lake,FL,90,   ,15,   ,CHES,844-367-5240,,,,
5051,WSC,Greeley,CO,60,   ,8,   ,CHES,844-367-5240,,,,
5078,WSC,Yakima,WA,30,4,"1,29",26,CHES,844-367-5240,,,,
5081,WNM,Meraux,LA,90,   ,29,   ,CHES,844-367-5240,,,,
5102,WNM,Gretna,LA,180,   ,    ,   ,CHES,844-367-5240,,,,
5125,WNM,Opelousas,LA,90,   ,8,   ,CHES,844-367-5240,,,,
5136,WSC,MARYSVILLE,CA,30,25,15,12,CHES,844-367-5240,,,,
5198,WNM,Tifton,GA,180,   ,    ,   ,CHES,844-367-5240,,,,
5204,WNM,Bossier City,LA,90,   ,1,   ,CHES,844-367-5240,,,,
5214,WSC,Kissimmee,FL,30,25,22,19,CHES,844-367-5240,,,,
5226,WNM,San Antonio,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
5265,WNM,St. Cloud,FL,90,11,    ,   ,CHES,844-367-5240,,,,
5267,WNM,Athens,GA,60,18,    ,12,CHES,844-367-5240,,,,
5279,WNM,Summerville,SC,90,   ,    ,19,CHES,844-367-5240,,,,
5290,WNM,San Antonio,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
5291,WNM,Columbia,SC,180,25,    ,   ,CHES,844-367-5240,,,,
5310,WNM,Prairieville,LA,90,25,    ,   ,CHES,844-367-5240,,,,
5323,WNM,OK City,OK,90,   ,29,   ,CHES,844-367-5240,,,,
5327,WNM,Baton Rouge,LA,90,   ,15,   ,CHES,844-367-5240,,,,
5353,WNM,Spring,TX,90,   ,29,   ,CHES,844-367-5240,,,,
5364,WNM,Stillwater,OK,180,   ,    ,   ,CHES,844-367-5240,,,,
5367,WNM,Myrtle Beach,SC,60,   ,1,26,CHES,844-367-5240,,,,
5371,WNM,Simpsonville,SC,90,   ,    ,12,CHES,844-367-5240,,,,
5378,WNM,Cayce,SC,90,   ,22,   ,CHES,844-367-5240,,,,
5383,WNM,Sumter,SC,90,   ,29,   ,CHES,844-367-5240,,,,
5425,WSC,SAN JACINTO,CA,60,   ,15,   ,CHES,844-367-5240,,,,
5459,WNM,Starkville,MS,90,   ,    ,12,CHES,844-367-5240,,,,
5461,WSC,Vancouver,WA,30,18,15,12,CHES,844-367-5240,,,,
5464,WNM,Thibodaux,LA,90,   ,8,   ,CHES,844-367-5240,,,,
5488,WSC,Norfolk,VA,60,4,29,   ,CHES,844-367-5240,,,,
5490,WNM,San Antonio,TX,90,   ,15,   ,CHES,844-367-5240,,,,
5671,WSC,Homestead,FL,60,   ,8,   ,CHES,844-367-5240,,,,
5700,WNM,Tyler,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
5701,WSC,KERMAN,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
5702,WNM,Lubbock,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
5704,WNM,Port St Lucie,FL,90,   ,8,   ,CHES,844-367-5240,,,,
5707,WSC,Cross Roads,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
5715,WNM,Abilene,TX,90,   ,29,   ,CHES,844-367-5240,,,,
5717,WSC,El Paso,TX,90,4,    ,26,CHES,844-367-5240,,,,
5726,WNM,ALAMOGORDO,NM,180,   ,22,   ,CHES,844-367-5240,,,,
5741,WNM,Orlando,FL,90,   ,    ,5,CHES,844-367-5240,,,,
5771,WNM,Pensacola,FL,60,   ,8,   ,CHES,844-367-5240,,,,
5773,WNM,New Iberia,LA,90,   ,22,   ,CHES,844-367-5240,,,,
5776,WNM,Ocean Springs,MS,180,18,    ,   ,CHES,844-367-5240,,,,
5782,WNM,LAS CRUCES,NM,180,   ,8,   ,CHES,844-367-5240,,,,
5805,WNM,Norman,OK,90,   ,8,   ,CHES,844-367-5240,,,,
5824,WNM,Mesquite,TX,90,   ,22,   ,CHES,844-367-5240,,,,
5828,WNM,Pueblo,CO,90,   ,    ,12,CHES,844-367-5240,,,,
5829,WNM,Danville,VA,90,   ,15,   ,CHES,844-367-5240,,,,
5859,WSC,WASCO,CA,60,   ,1,26,CHES,844-367-5240,,,,
5923,WNM,Myrtle Beach,SC,180,   ,    ,   ,CHES,844-367-5240,,,,
6078,WNM,Wylie,TX,90,   ,    ,5,CHES,844-367-5240,,,,
6159,WNM,Weslaco,TX,90,   ,22,   ,CHES,844-367-5240,,,,
6165,WNM,Gulfport,MS,90,25,    ,   ,CHES,844-367-5240,,,,
6181,SAMS,PAPILLION,NE,60,18,    ,12,CHES,844-367-5240,,,,
6188,SAMS,Austin,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6189,SAMS,Apopka,FL,90,11,    ,   ,CHES,844-367-5240,,,,
6190,WSC,Labelle,FL,180,4,    ,   ,CHES,844-367-5240,,,,
6203,SAMS,Columbia,SC,90,   ,29,   ,CHES,844-367-5240,,,,
6204,SAMS,Valdosta,GA,60,   ,8,   ,CHES,844-367-5240,,,,
6207,WNM,Spring Hill,FL,90,   ,    ,19,CHES,844-367-5240,,,,
6212,SAMS,Orlando,FL,90,11,    ,   ,CHES,844-367-5240,,,,
6216,SAMS,Winterville,NC,90,   ,29,   ,CHES,844-367-5240,,,,
6217,SAMS,Miami,FL,90,   ,    ,19,CHES,844-367-5240,,,,
6218,SAMS,Orlando,FL,180,18,    ,   ,CHES,844-367-5240,,,,
6219,SAMS,Colorado Springs,CO,90,   ,    ,5,CHES,844-367-5240,,,,
6220,SAMS,Slidell,LA,90,18,    ,   ,CHES,844-367-5240,,,,
6236,SAMS,Rock Hill,SC,90,   ,15,   ,CHES,844-367-5240,,,,
6238,SAMS,Owasso,OK,90,   ,29,   ,CHES,844-367-5240,,,,
6240,SAMS,Glendora,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
6244,SAMS,Fort Worth,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6245,SAMS,Harker Heights,TX,90,18,    ,   ,CHES,844-367-5240,,,,
6246,SAMS,El Paso,TX,90,   ,22,   ,CHES,844-367-5240,,,,
6251,SAMS,Washington,PA,90,   ,    ,19,CHES,844-367-5240,,,,
6254,SAMS,MAPLE GROVE,MN,180,11,    ,   ,CHES,844-367-5240,,,,
6255,SAMS,Plano,TX,60,25,    ,19,CHES,844-367-5240,,,,
6262,SAMS,San Antonio,TX,180,   ,    ,12,CHES,844-367-5240,,,,
6265,SAMS,Irving,TX,90,25,    ,   ,CHES,844-367-5240,,,,
6267,SAMS,Edmond,OK,90,   ,1,   ,CHES,844-367-5240,,,,
6269,SAMS,Harlingen,TX,90,   ,22,   ,CHES,844-367-5240,,,,
6286,WSC,Killeen,TX,180,   ,    ,12,CHES,844-367-5240,,,,
6300,WSC,Prosper,TX,60,25,    ,19,CHES,844-367-5240,,,,
6309,SAMS,WHITE BEAR LAKE,MN,120,   ,8,   ,CHES,844-367-5240,,,,
6310,SAMS,FRIDLEY,MN,90,   ,15,   ,CHES,844-367-5240,,,,
6311,SAMS,SHAKOPEE,MN,90,   ,8,   ,CHES,844-367-5240,,,,
6312,SAMS,WOODBURY,MN,180,   ,1,   ,CHES,844-367-5240,,,,
6320,SAMS,HERMANTOWN,MN,90,   ,8,   ,CHES,844-367-5240,,,,
6323,WNM,Gulfport,MS,90,25,    ,   ,CHES,844-367-5240,,,,
6324,SAMS,MILWAUKEE,WI,90,18,    ,   ,CHES,844-367-5240,,,,
6329,SAMS,Tupelo,MS,180,   ,    ,   ,CHES,844-367-5240,,,,
6330,SAMS,Dover,DE,90,   ,29,   ,CHES,844-367-5240,,,,
6331,SAMS,KENOSHA,WI,60,   ,1,26,CHES,844-367-5240,,,,
6332,SAMS,Philadelphia,PA,90,4,    ,26,CHES,844-367-5240,,,,
6333,SAMS,Bangor,ME,60,11,    ,5,CHES,844-367-5240,,,,
6335,SAMS,Ocala,FL,60,   ,22,   ,CHES,844-367-5240,,,,
6336,SAMS,Temple,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6338,SAMS,College Station,TX,90,18,    ,   ,CHES,844-367-5240,,,,
6342,SAMS,Tulsa (E),OK,90,   ,22,   ,CHES,844-367-5240,,,,
6343,SAMS,Richmond,VA,90,   ,8,   ,CHES,844-367-5240,,,,
6344,SAMS,DES MOINES,IA,180,25,    ,   ,CHES,844-367-5240,,,,
6347,SAMS,FARMINGTON,NM,180,   ,29,   ,CHES,844-367-5240,,,,
6348,SAMS,Pineville,NC,90,   ,    ,5,CHES,844-367-5240,,,,
6350,SAMS,Sherman,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6351,SAMS,Newport News,VA,90,   ,    ,5,CHES,844-367-5240,,,,
6352,SAMS,Hudson,NH,60,   ,22,   ,CHES,844-367-5240,,,,
6353,SAMS,Myrtle Beach,SC,90,   ,29,   ,CHES,844-367-5240,,,,
6354,SAMS,Midlothian,VA,90,   ,15,   ,CHES,844-367-5240,,,,
6355,SAMS,Hickory,NC,90,   ,1,   ,CHES,844-367-5240,,,,
6357,SAMS,Annapolis,MD,90,   ,8,   ,CHES,844-367-5240,,,,
6360,SAMS,Grand Junction,CO,180,   ,29,   ,CHES,844-367-5240,,,,
6361,SAMS,FORT WALTON BEACH,FL,90,11,    ,   ,CHES,844-367-5240,,,,
6363,SAMS,Jacksonville,FL,90,   ,29,   ,CHES,844-367-5240,,,,
6364,SAMS,Naples,FL,90,   ,    ,19,CHES,844-367-5240,,,,
6365,SAMS,Charlottesville,VA,60,11,    ,5,CHES,844-367-5240,,,,
6367,SAMS,Humble,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6368,SAMS,Chesapeake,VA,60,11,    ,5,CHES,844-367-5240,,,,
6369,SAMS,Edison,NJ,90,   ,    ,5,CHES,844-367-5240,,,,
6371,SAMS,Woodbridge,VA,90,   ,15,   ,CHES,844-367-5240,,,,
6372,SAMS,Dallas,TX,90,   ,1,   ,CHES,844-367-5240,,,,
6376,SAMS,Dallas,TX,90,25,    ,   ,CHES,844-367-5240,,,,
6378,SAMS,Riverside,CA,60,   ,1,26,CHES,844-367-5240,,,,
6381,SAMS,Lewisville,TX,90,   ,8,   ,CHES,844-367-5240,,,,
6383,SAMS,Salisbury,MD,90,   ,15,   ,CHES,844-367-5240,,,,
6386,SAMS,Concord,NH,90,   ,    ,19,CHES,844-367-5240,,,,
6387,SAMS,Pinellas Park,FL,60,   ,1,26,CHES,844-367-5240,,,,
6401,SAMS,Tampa,FL,60,   ,15,   ,CHES,844-367-5240,,,,
6402,SAMS,Greensboro,NC,90,   ,1,   ,CHES,844-367-5240,,,,
6403,SAMS,Brandon,FL,60,4,29,   ,CHES,844-367-5240,,,,
6405,SAMS,Yuba City,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
6406,SAMS,Niagara Falls,NY,90,   ,22,   ,CHES,844-367-5240,,,,
6408,SAMS,SANTA FE,NM,90,   ,15,   ,CHES,844-367-5240,,,,
6409,SAMS,Tucker,GA,60,25,    ,19,CHES,844-367-5240,,,,
6413,SAMS,LINCOLN,NE,60,11,    ,5,CHES,844-367-5240,,,,
6414,SAMS,Gastonia,NC,90,4,    ,26,CHES,844-367-5240,,,,
6420,SAMS,Clearwater,FL,60,25,    ,19,CHES,844-367-5240,,,,
6421,SAMS,Conroe,TX,180,   ,15,   ,CHES,844-367-5240,,,,
6422,SAMS,Longview,TX,90,18,    ,   ,CHES,844-367-5240,,,,
6423,SAMS,Middletown,NY,90,   ,29,   ,CHES,844-367-5240,,,,
6425,SAMS,CASPER,WY,90,   ,22,   ,CHES,844-367-5240,,,,
6428,SAMS,Medford,NY,90,4,    ,26,CHES,844-367-5240,,,,
6430,SAMS,CHEYENNE,WY,90,   ,    ,19,CHES,844-367-5240,,,,
6432,SAMS,Sioux City,IA,90,   ,22,   ,CHES,844-367-5240,,,,
6433,SAMS,Vacaville,CA,30,11,8,5,CHES,844-367-5240,,,,
6434,SAMS,LAUREL,MD,60,25,    ,19,CHES,844-367-5240,,,,
6439,SAMS,Odessa,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6440,SAMS,Latham,NY,60,   ,15,   ,CHES,844-367-5240,,,,
6441,SAMS,Lakeland,FL,60,   ,8,   ,CHES,844-367-5240,,,,
6443,SAMS,Goldsboro,NC,180,   ,    ,   ,CHES,844-367-5240,,,,
6445,SAMS,Port Charlotte,FL,90,4,    ,26,CHES,844-367-5240,,,,
6448,SAMS,New Port Richey,FL,180,   ,    ,   ,CHES,844-367-5240,,,,
6452,SAMS,Asheville,NC,90,25,    ,   ,CHES,844-367-5240,,,,
6453,SAMS,Austin,TX,90,   ,8,   ,CHES,844-367-5240,,,,
6456,SAMS,Plattsburgh,NY,90,   ,    ,5,CHES,844-367-5240,,,,
6458,SAMS,Lynchburg,VA,90,   ,22,   ,CHES,844-367-5240,,,,
6459,WNM,Harker Heights,TX,90,18,    ,   ,CHES,844-367-5240,,,,
6460,SAMS,Altoona,PA,90,   ,    ,12,CHES,844-367-5240,,,,
6461,SAMS,Grand Island,NE,90,   ,8,   ,CHES,844-367-5240,,,,
6463,SAMS,Anderson,SC,90,   ,    ,12,CHES,844-367-5240,,,,
6467,WSC,Tyler,TX,90,   ,15,   ,CHES,844-367-5240,,,,
6471,SAMS,Victoria,TX,90,   ,8,   ,CHES,844-367-5240,,,,
6472,SAMS,COUNCIL BLUFFS,IA,90,   ,15,   ,CHES,844-367-5240,,,,
6482,SAMS,Dallas,TX,90,   ,1,   ,CHES,844-367-5240,,,,
6502,SAMS,El Paso,TX,90,   ,8,   ,CHES,844-367-5240,,,,
6503,SAMS,Hattiesburg,MS,90,11,    ,   ,CHES,844-367-5240,,,,
6506,SAMS,Albany,GA,60,11,    ,5,CHES,844-367-5240,,,,
6510,SAMS,MANKATO,MN,90,   ,1,   ,CHES,844-367-5240,,,,
6514,SAMS,Waterloo,IA,180,   ,15,   ,CHES,844-367-5240,,,,
6518,SAMS,Bristol,VA,180,   ,    ,   ,CHES,844-367-5240,,,,
6520,SAMS,Vero Beach,FL,90,   ,    ,5,CHES,844-367-5240,,,,
6521,SAMS,Houma,LA,90,   ,8,   ,CHES,844-367-5240,,,,
6524,SAMS,Colonial Heights,VA,90,   ,29,   ,CHES,844-367-5240,,,,
6527,SAMS,Baton Rouge,LA,90,25,    ,   ,CHES,844-367-5240,,,,
6533,SAMS,State College,PA,90,   ,29,   ,CHES,844-367-5240,,,,
6535,SAMS,WAUSAU,WI,90,   ,1,   ,CHES,844-367-5240,,,,
6536,SAMS,Allentown,PA,90,   ,29,   ,CHES,844-367-5240,,,,
6540,SAMS,Charlotte,NC,90,   ,    ,5,CHES,844-367-5240,,,,
6547,SAMS,Muncy,PA,90,   ,8,   ,CHES,844-367-5240,,,,
6549,SAMS,Pueblo,CO,180,   ,8,   ,CHES,844-367-5240,,,,
6568,SAMS,Ames,IA,180,4,    ,   ,CHES,844-367-5240,,,,
6569,SAMS,Bluefield,VA,90,   ,    ,5,CHES,844-367-5240,,,,
6570,SAMS,Raleigh,NC,90,   ,1,   ,CHES,844-367-5240,,,,
6571,SAMS,Florence,SC,60,   ,8,   ,CHES,844-367-5240,,,,
6573,SAMS,Jacksonville,NC,60,25,    ,19,CHES,844-367-5240,,,,
6575,SAMS,Pittsburgh,PA,90,   ,    ,5,CHES,844-367-5240,,,,
6578,WNM,Richland Hills,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6579,WSC,New Caney,TX,90,   ,8,   ,CHES,844-367-5240,,,,
6581,SAMS,Scranton,PA,60,   ,15,   ,CHES,844-367-5240,,,,
6582,SAMS,Bluffton,SC,90,   ,1,   ,CHES,844-367-5240,,,,
6583,WNM,Lake Charles,LA,90,   ,22,   ,CHES,844-367-5240,,,,
6590,WNM,Moss Bluff,LA,90,25,    ,   ,CHES,844-367-5240,,,,
6609,SAMS,Palm Desert,CA,60,11,    ,5,CHES,844-367-5240,,,,
6610,SAMS,Chino,CA,30,11,8,5,CHES,844-367-5240,,,,
6614,SAMS,El Monte,CA,60,   ,1,26,CHES,844-367-5240,,,,
6616,SAMS,Fullerton,CA,60,18,    ,12,CHES,844-367-5240,,,,
6617,SAMS,GARDENA,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
6619,SAMS,Ontario,CA,30,11,8,5,CHES,844-367-5240,,,,
6620,SAMS,Folsom,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
6621,SAMS,Roseville,CA,60,   ,1,26,CHES,844-367-5240,,,,
6622,SAMS,Sacramento,CA,30,11,8,5,CHES,844-367-5240,,,,
6624,SAMS,San Bernardino,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
6630,SAMS,Arvada,CO,180,   ,    ,   ,CHES,844-367-5240,,,,
6631,SAMS,Aurora,CO,90,25,    ,   ,CHES,844-367-5240,,,,
6634,SAMS,Lone Tree,CO,60,   ,15,   ,CHES,844-367-5240,,,,
6636,SAMS,Newington,CT,90,11,    ,   ,CHES,844-367-5240,,,,
6643,SAMS,Atlanta,GA,60,25,    ,19,CHES,844-367-5240,,,,
6644,SAMS,Oakwood,GA,60,25,    ,19,CHES,844-367-5240,,,,
6646,SAMS,Alpharetta,GA,60,11,    ,5,CHES,844-367-5240,,,,
6650,SAMS,ROSEDALE,MD,90,   ,    ,5,CHES,844-367-5240,,,,
6651,SAMS,CATONSVILLE,MD,90,   ,    ,5,CHES,844-367-5240,,,,
6652,SAMS,Frederick,MD,90,   ,8,   ,CHES,844-367-5240,,,,
6655,SAMS,Waldorf,MD,90,   ,8,   ,CHES,844-367-5240,,,,
6670,SAMS,Deptford,NJ,90,   ,29,   ,CHES,844-367-5240,,,,
6672,SAMS,ALBUQUERQUE,NM,60,   ,22,   ,CHES,844-367-5240,,,,
6675,SAMS,Erie,PA,90,4,    ,26,CHES,844-367-5240,,,,
6676,SAMS,Willow Grove,PA,90,   ,29,   ,CHES,844-367-5240,,,,
6677,SAMS,Monroeville,PA,90,   ,    ,19,CHES,844-367-5240,,,,
6678,SAMS,Pittsburgh,PA,90,   ,29,   ,CHES,844-367-5240,,,,
6679,SAMS,West Mifflin,PA,90,   ,15,   ,CHES,844-367-5240,,,,
6732,WNM,Valdosta,GA,60,   ,8,   ,CHES,844-367-5240,,,,
6779,SAMS,Moore,OK,90,   ,29,   ,CHES,844-367-5240,,,,
6781,SAMS,Keller,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
6786,WNM,McAllen,TX,90,25,    ,   ,CHES,844-367-5240,,,,
6850,WNM,Mission,TX,90,   ,22,   ,CHES,844-367-5240,,,,
6851,WNM,Sachse,TX,90,   ,29,   ,CHES,844-367-5240,,,,
6867,SAMS,Richmond,TX,90,   ,29,   ,CHES,844-367-5240,,,,
6894,WNM,Apopka,FL,120,   ,    ,12,CHES,844-367-5240,,,,
6898,WSC,Lubbock,TX,180,   ,    ,26,CHES,844-367-5240,,,,
6929,WSC,Temple,TX,90,   ,15,   ,CHES,844-367-5240,,,,
6932,WSC,Shreveport,LA,180,   ,    ,   ,CHES,844-367-5240,,,,
6941,WNM,Cape Coral,FL,60,25,    ,19,CHES,844-367-5240,,,,
6962,WNM,Rock Hill,SC,90,   ,8,   ,CHES,844-367-5240,,,,
6963,WSC,Anna,TX,60,   ,8,   ,CHES,844-367-5240,,,,
6964,WSC,Horn Lake,MS,180,   ,    ,26,CHES,844-367-5240,,,,
6966,WNM,McKinney,TX,90,   ,    ,5,CHES,844-367-5240,,,,
6976,SAMS,Wake Forest,NC,90,25,    ,   ,CHES,844-367-5240,,,,
6979,SAMS,DES MOINES (ANKENY),IA,180,   ,    ,   ,CHES,844-367-5240,,,,
7009,WSC,Richlands,NC,30,4,"1,29",26,CHES,844-367-5240,,,,
7129,WSC,OGALLALA,NE,90,   ,1,   ,CHES,844-367-5240,,,,
7137,WNM,Jacksonville,NC,90,   ,22,   ,CHES,844-367-5240,,,,
7156,WSC,Hewitt,TX,180,   ,    ,12,CHES,844-367-5240,,,,
7177,WNM,Rockingham,VA,90,   ,8,   ,CHES,844-367-5240,,,,
7178,WSC,Princeton,TX,90,   ,    ,5,CHES,844-367-5240,,,,
7179,WSC,Swansboro,NC,60,   ,1,26,CHES,844-367-5240,,,,
7185,WSC,Cumming,GA,60,4,29,   ,CHES,844-367-5240,,,,
7188,WSC,Darlington,SC,90,   ,    ,5,CHES,844-367-5240,,,,
7189,SAMS,OK City,OK,180,   ,    ,   ,CHES,844-367-5240,,,,
7209,WNM,Lumberton,NC,90,   ,29,   ,CHES,844-367-5240,,,,
7218,WNM,New Bern,NC,60,   ,8,   ,CHES,844-367-5240,,,,
7221,WNM,North Port,FL,90,4,    ,26,CHES,844-367-5240,,,,
7224,WNM,Lancaster,TX,90,   ,8,   ,CHES,844-367-5240,,,,
7232,WNM,DeSoto,TX,60,   ,22,   ,CHES,844-367-5240,,,,
7233,WNM,Baton Rouge,LA,90,   ,    ,5,CHES,844-367-5240,,,,
7235,WNM,Winterville,NC,90,   ,29,   ,CHES,844-367-5240,,,,
7238,WSC,Grantsboro,NC,120,   ,    ,19,CHES,844-367-5240,,,,
7240,WNM,Rowlett,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
7241,WNM,Denham Springs,LA,90,   ,22,   ,CHES,844-367-5240,,,,
