STORE_NBR,Item Number,UPC,DEPT,Desc,Retail_Price,Supplier Nbr,Supplier Name,OH Qty
4348,7000012,733538709790,7,CART,44.99,455709,STEP2 COMPANY LLC,1
4348,7000023,191608906070,34,WENS PANT,29.00,413356,WALMART.COM,
4348,7000022,682604162740,34,WOMENS TANK 3PC,21.96,413356,WALMART.COM,
4348,7000000,9781534398420,5,INVINCIBLE,5.00,771055,DIAMOND COMIC DISTRIBUTORS INC,0
4348,7000001,1502630,38,BERRY VIAL,134.62,122663,MCKESSON,1
4348,7000002,1502640,38,BERRY VIAL 12OZ,134.62,122663,MCKESSON,0
4348,7000003,3626930,38,HIPPA PAPER,58.68,122663,MCKESSON,1
5384,7000003,6333766310,10,PIRELLT SCORPION AT,200.00,413356,WALMART.COM,-4
5384,7000024,2902330,40,ENSIRE,61.72,122663,MCKESSON,0
5384,7000001,1502640,48,CLOTRIMAZOE,7.78,12266,IMPORT-AURA INTERNATIONAL MANU,1
5384,7000021,400551956900,69,4/5 CTGW10KTRSGLDRIN,270.00,413356,WALMART.COM,
5384,7000020,551956900,69,4/5 CTGW10KTRSGLDRIN,270.00,222474,WAL-MART,1
5384,7000007,848447000440,72,BEATS BY DR. DRE,149.95,542654,WAL-MART IMPORT,0
5384,7000026,19144888100,69,CROCS FUN LAB MICKEY,10.00,413356,WALMART.COM,
5384,7000022,1502610,99,VIALS,188.92,122663,MCKESSON,
5384,7000005,840825031820,92,CHAI,4.98,542654,WAL-MART IMPORT,4
4456,7000006,75691302280,19,LINT BRUSH,9.97,419351,WALMART DISTRIBUTION CTR 7047,0
4456,7000020,192408560550,22,BATH TOWEL SET,46.98,222474,WAL-MART,
4456,7000031,987756324450,23,ATHLETIC SHORT,15.88,419351,WALMART DISTRIBUTION CTR 7047,
4456,7000002,64534808100,23,HILL ATHLETIC SHORTS,15.88,419351,WALMART DISTRIBUTION CTR 7047,0
4456,7000029,695480191680,34,CHAMA TOP FOR WOMEN,6.00,163314,WAL MART STORES INC,
4456,7000001,760934038100,71,CHAIR,86.99,413356,WALMART.COM,
4456,7000015,791928112540,94,TANGERINES,3.98,222474,WAL-MART,-32
4456,7000021,57355428420,1,YARN BEIGE,3.00,413356,WALMART.COM,-4
4456,7000000,8500479704110,29,DIABETIC SOCKS,3.00,163314,WAL MART STORES INC,0
4456,7000019,4631652226780,33,PATPAT SUIT,3.00,163314,WAL MART STORES INC,
4456,7000028,7741447350280,34,ANYGREW FASHION TOP,3.00,163314,WAL MART STORES INC,
4456,7000026,682604162920,29,SPORTS WEAR,4.00,163314,WAL MART STORES INC,
4456,7000022,190173917040,23,JEANS SHORTS,5.00,163314,WAL MART STORES INC,
4456,7000025,190173917220,23,JEANS SHORTS,5.00,163314,WAL MART STORES INC,
4456,7000003,4615309896520,29,BRAS,5.00,163314,WAL MART STORES INC,0
4456,7000027,194869475480,34,THERMAL HOODIE AND P,10.00,163314,WAL MART STORES INC,
4456,7000017,9331672704470,1,SPRAYER,15.00,413356,WALMART.COM,
4456,7000023,796391108530,1,FULL MOTION TV WALL,20.00,413356,WALMART.COM,-1
4456,7000024,6383109646840,23,MENS SHORTS,1.00,163314,WAL MART STORES INC,
1350,7000199,734408512700,14,LYNCHBURG TRASH BAG,10.00,813568,CITY OF LYNCHBURG,1
1350,7000005,1502590,99,BERRY OVAL 3OZ,182.28,122663,MCKESSON,
4682,7000003,2814530,99,CSBERRYOVAL 2OZ AMB,235.28,122663,MCKESSON,
3831,7000455,621187738010,72,7000504,52.89,413356,WALMART.COM,0
1841,7000206,49288196950,9,7001527,47.99,413356,WALMART.COM,
1841,7000008,6954247825260,79,BABY CARE KIT,3.00,170159,WAL-MART NURSERY,
1841,7000009,1502590,38,OVAL 3 OZ VIAL,1.00,122663,MCKESSON,4
1841,7000000,3626930,38,HIPPA LEAFLET,58.68,122663,MCKESSON,1
1523,7003071,309978695440,2,COLORSILK 44,2.97,430306,REVLON INC,0
1523,7003547,727223616580,18,SNOWFLAKES CLING,0.98,251702,IG DESIGN GROUP AMERICAS INC,
1523,7003692,3614225050610,46,RML STYMATTE LIP-860,4.97,112797,HFC PRESTIGE INTERNATIONAL US,0
4350,7000000,3053624708500,40,MILK OF MAG,2.78,12266,IMPORT-AURA INTERNATIONAL MANU,
5847,7000013,840315351300,2,FOOT SCRUB,3.97,21006,EDGEWELL PERSONAL CARE LLC,
5847,7000012,197820073100,33,2PK SPORTS SKIRT,25.00,722101,"UNIQUE DESIGNS, INC.",
5847,7000011,1502650,99,BERRY 16OZ,91.52,122663,MCKESSON,
1759,7000000,14100054780,95,WG GOLDFISH,8.98,423772,PEPPERIDGE FARM INC,
1940,7000000,733900131720,1,MENTOS,1.00,538306,PERFETTI VAN MELLE USA INC,
1975,7000001,196739577620,29,BRA,24.99,89276,HANESBRANDS INC,
2227,7000019,812228031990,20,BARE COMFORTER,45.00,222474,WAL-MART,
2227,7000020,75544578420,8,WATER DISPENSER,20.00,222474,WAL-MART,
2227,7000012,3626930,99,WM HIPPA LEAFLERT,58.68,122663,MCKESSON,
2222,7000007,31604025090,40,NATURE MADE VIT C 50,14.68,68798,MCKESSON MEDICAL-SURGICAL INC.,0
2222,7000002,71573005390,69,DAUPANZ,19.96,413356,WALMART.COM,
2222,7000000,700304152280,69,MONOPOLY NBC,15.98,413356,WALMART.COM,
2222,7000005,6190115109740,69,TRIKE,59.99,413356,WALMART.COM,
2222,7000012,4614301093720,69,FULL SHEET SET,45.98,413356,WALMART.COM,
2222,7000001,7557519767922,69, HAMMOCK CHAIR,20.59,413356,WALMART.COM,
2222,7000008,6955601916270,69,TIRES,56.99,413356,WALMART.COM,
2222,7000010,665609400420,69,CEREAL,24.89,413356,WALMART.COM,
1661,7000011,44761794400,9,FOLDING SIDE TABLE,54.46,222474,WAL-MART,
1661,7000000,3626930,38,SCAN TAG,55.68,122663,MCKESSON,1
1661,7000009,2790530,38,REFR RETURN,0.02,122630,GONZALEZ TREVIZO JOSE LUIS,1
1661,7000010,3911850,99,RETURN KIT BIO-REFRI,0.02,122663,MCKESSON,
1661,7000008,1502620,38,60 AMBEE,128.48,122663,MCKESSON,1
1096,7000002,79100520140,8,CANINE CARRY OUTS,1.24,222474,WAL-MART,0
1096,7000000,802923400030,32,10K CHAIN,198.00,831263,JEWELAMERICA INC,
1096,7000001,810041731790,72,32-70 MOUNT,69.00,210123,LEGRAND AV INC.,
1096,7000005,96705781300,99,VIAL 13,124.76,601341,MCKESSON,
1096,7000003,1966249810300,23,LEVI SHORT,15.00,222474,WAL-MART,
1096,7000004,810051084300,40,GURU COCONUT MINT,4.97,624275,GURUNANDA LLC,0
4458,7000005,193336047180,23,PANT,34.99,413356,WALMART.COM,
4458,7000009,1502610,99,BERRY VIAL 4 OZ,188.92,122663,MCKESSON,
4458,7000002,1502620,99,BERRY VIAL 6OZ,128.48,122663,MCKESSON,
4458,7000007,1502630,99,BERRY VIALS 8OZ,134.62,122663,MCKESSON,
1603,7000001,810017185260,7,SKYVIPDRO,17.99,413356,WALMART.COM,1
1603,7000000,850001876540,69,DOCTOR RECOM,10.87,413356,WALMART.COM,
1217,7000002,9504570,1,LOLLIPOP,1.00,490764,ORIGINAL GOURMET FOOD COMPANY,
1217,7000000,3626930,99,HIPAA LEAFLET,58.68,122663,MCKESSON,
2712,7000008,99900722200,1,CRUNCH,1.18,481304,MCLANE COMPANY,-8
2712,7000020,895697005640,2,THE BOUNCE BACK SHAM,8.97,423214,"RAW SUGAR, LLC",-4
2712,7001257,675220000210,41,SWIMWEAR,0.03,456864,IN GEAR FASHIONS INC,-9
2712,7000022,858098007570,46,CREMO,7.97,413356,WALMART.COM,-1
2712,7000018,733538842790,69,WATER TABLE,54.99,413356,WALMART.COM,
2712,7000024,9772053864460,69,BED FRAME,65.99,413356,WALMART.COM,
2712,7000023,753700359100,69,HOSE,30.00,413356,WALMART.COM,
2712,7000000,75320805060,69,CLIPPERS,37.99,413356,WALMART.COM,
2712,7000016,745437783310,72,PROJECTOR SCREEN,50.00,413356,WALMART.COM,1
2712,7000011,89305479970,71,24 DUFFLE BAG,10.00,413356,WALMART.COM,-1
629,7000073,758060083370,3,DECAL,3.97,419351,WALMART DISTRIBUTION CTR 7047,9
629,7000002,840093111360,40,NT MAGNESI GLY,13.08,122663,MCKESSON,0
629,7000019,2506900,95,SIMPLY FRUIT PUNCH,1.98,457904,SIMPLY FRESH LLC,
629,7000004,3911850,99,RETURN KIT,0.05,122663,MCKESSON,
629,7000013,1502590,99,3 OZ BERRY OVAL,182.28,122663,MCKESSON,
629,7000006,1502640,99,BERRY OVAL 12 OZ,108.28,122663,MCKESSON,
629,7000003,1502620,99,BERRY 6 OZ,128.48,122663,MCKESSON,
629,7000001,1502630,99,BERRY 8 OZ,134.62,122663,MCKESSON,
629,7000000,3626930,99,WM HIPPA LEAFLET,58.68,122663,MCKESSON,
629,7000005,1502650,99,BERRY OVAL 16 OZ,91.52,122663,MCKESSON,
7243,7000000,3911850,99,RETUEN KIT BIO FRIDG,0.01,68798,MCKESSON MEDICAL-SURGICAL INC.,
7243,7000001,3626930,99,WM HIPPA LEAFLET,58.68,12266,IMPORT-AURA INTERNATIONAL MANU,
1166,7000003,20066187740,12,RUST-OLEUM BRILLANT,13.99,449306,RUST-OLEUM CORPORATION,-1
1166,7000025,6543811077760,34,WOMENS ROBE,22.99,413356,WALMART.COM,
1166,7000000,3626930,99,WM HIPPA LEAFLET ENG,58.68,122663,MCKESSON,
1166,7000005,196328463250,41,SUNSHINE SALT LI WMN,12.98,744073,CREEDENCE HOLDINGS LLC,0
1166,7000029,196328463180,41,SOUTHERN MY SUNS WMN,12.98,755705,KERUSSO ACTIVEWEAR INC,0
1166,7000028,196328463260,41,SUNSHINE SALT LI WMN,12.98,744073,CREEDENCE HOLDINGS LLC,0
635,7000006,1502620,99,CS BERRY OVAL 6 OZ,128.48,122663,MCKESSON,
2373,7000005,4722341817,17,REL GUDALUPE REPLI,1.57,467766,SSC INC DBA SUNNYVALE SEAFOOD,
2373,7000059,720972439040,23,POLO,6.00,413356,WALMART.COM,
2373,7000002,1502640,99,BERRY OVAL AMB C/R 1,108.28,122663,MCKESSON,
2373,7000003,1502630,99,BERRY OVAL AMB C/R 8,134.62,122663,MCKESSON,
3420,7000001,810020413000,13,OC MICROTWIST MAX,13.98,542654,WAL-MART IMPORT,-1
3420,7008827,8717154023530,40,EARCARE,12.00,739733,QUEST PRODUCTS INC,
3420,7000004,885609027710,74,DYSON,200.00,283671,DYSON INCORPORATED,
3420,7000011,719565493990,46,DISNEY,5.00,542654,WAL-MART IMPORT,-1
3420,7000000,1502610,99,OVALS 4OZ,188.92,122663,MCKESSON,
3420,7000005,1502640,99,BERRY AMBER 12,108.28,122663,MCKESSON,
3420,7000012,100412558430,1,AIRHEADS XTR,14.99,542654,WAL-MART IMPORT,
3420,7000008,1502630,99,BERRY AMBER 8OZ,134.62,122663,MCKESSON,
3420,7000002,3626930,99,WM HIPAA LEAFLET,58.68,122663,MCKESSON,
1884,7000004,194735128900,7,FISHER PRICE PLAYSET,49.96,413356,WALMART.COM,1
1884,7000005,1502610,99,BERRY OVAL AMB 4OZ,188.92,122663,MCKESSON,
2365,7000008,1502650,99,BERRY 16OZ OVAL,134.62,122663,MCKESSON,
2365,7000009,1502630,99,BWRRY,134.62,122663,MCKESSON,
2582,7000000,33613021750,92,CHUBBY REGGAE RED,0.52,33897,UNITED FOOD BRANDS LLC,
2582,7000008,2814530,99,BERRY OVAL 2 OZ,235.28,122663,MCKESSON,
2582,7000001,20066758780,12,HIGH PRE ENMAEL,4.97,542654,WAL-MART IMPORT,-2
5129,7000017,6970357485870,14,WAFFLE MAKER,32.00,163314,WAL MART STORES INC,
5129,7000014,758060363120,17,WOOD COASTER SET OF,16.97,673445,"R AND R, IMPORTS, INC.",11
5129,7000015,19842228212,23,DRAGONBALLZ,11.97,109338,"FOSTER, HAROLD SR",2
5129,7000016,19822282095,23,DRAGONBALL Z,11.95,109338,"FOSTER, HAROLD SR",3
5129,7001118,5638909670,69,COGHLAND,2.88,368316,W & B ENTERPRISES INC,2
5129,7000001,1812700,90,PILLSBURY CORN DOG W,2.00,47987,PILLSY INC.,11
1830,7000001,748305985130,11,LHRIVER 8000 BTU AC,199.98,413356,WALMART.COM,
1830,7000003,748305977090,11,AUSEO 8000 BTU AC,199.99,413356,WALMART.COM,
1830,7000010,1502640,38,BERRY OVAL AMBER BOT,108.28,122663,MCKESSON,1
1830,7000009,1502630,38,BERRY OVAL AMBER BOT,108.28,122663,MCKESSON,1
1830,7000008,1502620,99,AMBER OVAL BOTTLES,128.48,122663,MCKESSON,
1966,7000008,91053557260,25,SHOE PAW BLACK,10.00,413356,WALMART.COM,0
1966,7000004,47237002970,7,SPARKLE KARAOKE,20.00,222474,WAL-MART,-1
3280,7000002,805978419030,32,DOUBLE HALO TWISTED,149.00,413356,WALMART.COM,
3280,7000001,3626930,40,PAPER,31.78,122663,MCKESSON,1
1673,7000000,36775720,38,MY CHOICE,33.54,122663,MCKESSON,1
2015,7000004,3618820,40,ACETAM 650MG,85.90,122663,MCKESSON,1
2015,7000197,78715013630,33,HANES GRAPHIC TEE,4.97,212001,HANESBRANDS INC,
5880,7000001,71641221280,3,PAPER MATE FLAIR,12.56,413356,WALMART.COM,
2164,7000008,1502620,99,BERRY OV 6,0.25,122663,MCKESSON,
2164,7000002,3626930,10,HIPPA LEAFLET,1.00,68798,MCKESSON MEDICAL-SURGICAL INC.,1
2164,7000000,1502630,99,8 OUNCE BOTTLES,1.00,68798,MCKESSON MEDICAL-SURGICAL INC.,
2164,7000009,3911850,99,RETURN KT,0.01,122663,MCKESSON,
2164,7000006,2790530,99,DEA REF,0.02,122663,MCKESSON,
3514,7000003,317033366180,38,CARPROVET 100MG,88.20,59635,MWI VETERINARY SUPPLY CO,12
3514,7000011,2895440,38,AEROCHAMBER PLUS,43.64,122663,MCKESSON,1
3514,7000007,2610240,38,DEXCOM,152.35,122663,MCKESSON,1
3514,7000002,345802308960,40,BENZOYL PEROXIDE 10,24.97,122663,MCKESSON,
3514,7000021,40565115650,40,UNI-SOLVE WIPES,18.94,122663,MCKESSON,0
3514,7000001,3911850,99,RETURN KIT LARGE,0.03,122663,MCKESSON,
3514,7000012,1502610,99,4OZ PB OVAL VIAL,188.92,122663,MCKESSON,
3514,7000000,3626930,99,WM HIPAA LEAFLET,58.68,122663,MCKESSON,
1887,7000000,3626930,10,HIPAA PQPER,100.00,68798,MCKESSON MEDICAL-SURGICAL INC.,1
1887,7000011,607869292520,14,CONTIGO TREETERVILLE,14.00,542654,WAL-MART IMPORT,6
1887,7000004,81738403000,40,81738403004,10.00,122663,MCKESSON,0
1670,7000003,810051084300,2,ORAL RINSE,7.97,624275,GURUNANDA LLC,
1670,7000006,9780966809920,21,REVELATION BOOK,5.99,867200,READERLINK DISTRIBUTION SERVIC,
1670,7000007,829610007670,72,FLOODLIGHT CAMERA,99.00,743053,ROKU INC,
1670,7000001,853382004420,2,CREMO BODY WASH,2.00,425661,"SACKS HOLDINGS, INC.",-2
1670,7000039,4262386140100,14,STEAMER BASKET,5.00,413356,WALMART.COM,
1670,7000035,196203018370,29,PAJAMA SET,5.00,413356,WALMART.COM,
1670,7000032,196203018160,29,ROBE,5.00,413356,WALMART.COM,
1670,7000038,850020893550,79,BABY FEEDING SET,5.00,413356,WALMART.COM,
1670,7000004,812228034450,22,MATTRESS PAD,10.00,413356,WALMART.COM,
1670,7000036,85002728480,32,GOLD CHAIN,20.00,413356,WALMART.COM,
1670,7000000,3626930,99,CT WM HIPPA LEAFLET,58.68,122663,MCKESSON,
2830,7000000,11158750,9,WINCHESTER DEFENDER,42.98,163314,WAL MART STORES INC,1
2830,7000003,27736050290,9,TNT GLOW SABER 2PK,9.98,823385,"TNT DEALS, INC.",5
2830,7000001,932049596300,17,DECONOVO INSULATED C,10.08,163314,WAL MART STORES INC,4
2830,7000002,24691190,46,WEAVE,25.00,163314,WAL MART STORES INC,1
1607,7000000,1093038600001,9,SHARK SQEAKY,8.99,535872,ANIMUS INC,
1607,7000009,749782539270,34,ASKLAZY WOMENS 3/4,18.99,413356,WALMART.COM,
1529,7000005,2730790,38,ZOLP 10,462.00,122663,MCKESSON,1
1529,7000004,1502590,99,BERRY BOTTLES,182.28,122663,MCKESSON,
1529,7000002,1502650,99,CS BERRY OVAL AMB 16,91.52,122663,MCKESSON,
2009,7000005,9198229480300,17,CHAIR,169.99,413356,WALMART.COM,
2009,7000008,1502640,99,CENTOR VIAL 12OZ,108.28,122663,MCKESSON,
2009,7000007,1502650,99,CENTOR VIAL 16OZ,91.52,122663,MCKESSON,
4697,7000018,609845512610,8,PET GATE,39.99,222474,WAL-MART,
4697,7000147,804691302000,34,CAT JETSET TANKINI,11.00,659741,IN MOCEAN GROUP LLC,
4697,7000014,694168542100,85,SHOWER CURTAIN,19.99,222474,WAL-MART,
4697,7000006,744581678910,38,SHAG RUG,14.99,413356,WALMART.COM,
4697,7000016,1502630,38,BERRY 8OZ,134.62,122663,MCKESSON,1
1399,7000002,840147401130,72,TONIES BEAUTY,14.99,422150,"BOXINE US, INC.",
5343,7000002,810053331410,3,MR PEN LOOSE LEAF BI,6.85,413356,WALMART.COM,
5343,7000001,782706840200,23,5PK MENS ACTIVE SHO,39.99,413356,WALMART.COM,
5343,7000000,3746660,1,LINDT TRUFFLE,1.00,221507,HERSHEY COMPANY,
5343,7000003,100053430,29,LADIES UNDERWEAR,1.00,739966,VENDOR DEVELOPMENT GROUP INC,0
5343,7000005,1053430,29,LADIES UNDERWEAR,1.00,468572,PANTIES PLUS INC,
5343,7000004,10053540,29,LADIES UNDERWEAR,1.00,404061,HANES COMPANIES INC,
1773,7000000,648748963840,9,TRAVEL,11.99,674524,ABSOLUTE EYEWEAR SOLUTIONS INC,0
1773,7000013,648748969360,9,TRAVEL PILLOW,11.99,674524,ABSOLUTE EYEWEAR SOLUTIONS INC,0
1773,7000003,1502590,38,OVAL VIAL 3OZ,182.28,122663,MCKESSON,1
1773,7000001,1502640,38,OVAL VIAL 12 OZ,108.28,122663,MCKESSON,1
1773,7000005,3911850,99,RETURN KIT,0.02,122663,MCKESSON,
1773,7000004,3626930,99,LEAFLET,58.68,122663,MCKESSON,
1773,7000002,1502650,38,OVAL VIAL 16OZ,91.52,122663,MCKESSON,1
1797,7000002,9120096774340,6,POLAROID NOW,119.00,59021,POLAROID AMERICA CORP,0
2444,7000000,81099036330,11,DUST CONTROL JOINT C,12.86,222474,WAL-MART,
2444,7000001,688267539830,94,ORG TOM 2PK,2.46,733652,NATURES BEST PRODUCE INC,-15
5497,7000000,2790530,99,RETURN KIT,0.02,122663,MCKESSON,
5278,7000015,6952938349430,9,COSTWAY CORE AB TRA,67.99,413356,WALMART.COM,
5278,7000014,821808044730,18,8X24 BEST WAY FAST,59.95,413356,WALMART.COM,
5278,7000005,729808917460,18,MINI ELECTRIC CHAINS,51.00,413356,WALMART.COM,
5278,7000001,57355442140,19,YARN,8.98,413356,WALMART.COM,0
5278,7000004,577148039,40,ATK RTD CHOCOLATE 4,6.00,820244,"ATKINS MARKETING, LLC",3
5278,7000009,2833860,99,CENTOR 30OZ CAP,259.03,122663,MCKESSON,
5278,7000007,1524690,99,CENTOR BULK OVAL 2OZ,319.46,122663,MCKESSON,
1984,7000005,724504109130,12,PAINT PEN,6.77,163314,WAL MART STORES INC,4
1984,7000000,75160009920,19,BUTTONS,1.50,110784,BLUMENTHAL DISTRIBUTING INC,
1984,7000001,345802308960,40,BENZOYL PRX 10,24.00,12266,IMPORT-AURA INTERNATIONAL MANU,8
2158,7000733,76501074170,9,CLMNM CABIN TENT,189.97,101006,COLEMAN COMPANY INC THE,
2158,7000809,674932136180,32,PEACOCK FTH W/CHARMS,6.88,286166,K&M ASSOCIATES LP,
2158,7000004,2059360,40,GLUCERNA,48.89,122663,MCKESSON,0
2158,7000006,41331089850,91,GOYA,2.00,419351,WALMART DISTRIBUTION CTR 7047,
2264,7000002,55390010,38,SEVELAMER,43.57,12266,IMPORT-AURA INTERNATIONAL MANU,
2264,7000001,3626930,99,WM HIPAA LEAFLET,58.68,122663,MCKESSON,
2264,7000003,1502650,99,BERRY OVAL AMB C/R,91.52,122663,MCKESSON,
1997,7000000,1502590,99,BERRY VIAL,15.53,68798,MCKESSON MEDICAL-SURGICAL INC.,
3114,7000005,193033019220,31,SUNGLASSES,9.98,542654,WAL-MART IMPORT,-1
3114,7000002,2895420,38,AERO,58.85,122663,MCKESSON,
3114,7000000,3626930,99,LEAFLET,58.68,122663,MCKESSON,
2329,7000008,797427717630,35,LARACE COLOR BLOCK T,19.97,413356,WALMART.COM,
2329,7000009,2814530,99,2OZ BOTTLE,235.28,122663,MCKESSON,
2329,7000010,1502630,99,BERRY AMB 8OZ,134.62,122663,MCKESSON,
2730,7000002,1502630,10,BERRY OVAL 8 0Z,134.00,12266,IMPORT-AURA INTERNATIONAL MANU,1
2730,7000000,1502590,99,CSBERRYOVALAMBER3OZ,182.28,12266,IMPORT-AURA INTERNATIONAL MANU,
2730,7000003,3911850,99,RETURN KIT BIO-REFRI,0.02,122663,MCKESSON,
2730,7000001,1502620,99,CSBERRYOVAL6OZ,128.48,12266,IMPORT-AURA INTERNATIONAL MANU,
1751,7000000,2610240,38,SODIUM,34.50,806732,SOFELLA GOURMET NATURAL FOODS,4
4237,7000000,3626930,38,HIPPA,0.05,601341,MCKESSON,1
4237,7000003,3911850,40,VIAL,10.00,122663,MCKESSON,5
1036,7000003,23032113160,19,BASIC STITCH SAGE,3.48,729973,SPRINT CORPORATION,
1036,7000001,853382004420,2,CREMO,2.00,487693,MANHATTAN COMFORT,
1036,7000005,43194603050,46,SCUNCI CLAW CLIP,2.00,736921,SCULLY PACKING COMPANY LLC,0
1036,7000004,43374431540,11,SPONGE WINDOW SEAL,5.00,523639,"M-D BUILDING PRODUCTS, INC.",0
1036,7000002,47213579960,79,10PK DIAPERS,5.00,550231,GERBER PRODUCTS CO OF PR INC,
1036,7000012,9781629131540,21,HERO OF HACKSAW,1.00,729251,SUMMIT INDUSTRIES INC,0
1036,7000000,3626930,99,LEAFLET,58.68,122663,MCKESSON,
1242,7000001,71641219610,3,SHARPIE ASSORTMENT,5.00,122763,NEWELL BRANDS DISTRIBUTION LLC,
586,7000019,8809952269140,26,WN BG SHORTS,3.98,77355,SHINWON EBENEZER USA INC,-3
586,7000005,827854010360,13,FABULOSO 128,5.00,481390,COLGATE-PALMOLIVE COMPANY,-9
586,7000001,5713467779628,14,8 PC STEAK KNIFW SET,10.00,413356,WALMART.COM,
586,7000002,3626930,99,WM HIPPAEAFLETS,0.01,122663,MCKESSON,
2284,7000012,639277622000,18,YARD SIGN,2.00,542654,WAL-MART IMPORT,18
2284,7000001,731341610930,23,SHORTS,3.00,715543,WALMART FOUNDATION,
2284,7000038,85214137840,79,DISNEY BABY BLANKET,3.00,413356,WALMART.COM,-1
2284,7000031,195142126760,25,BLIPPI SHOES,5.00,542654,WAL-MART IMPORT,1
2284,7000014,192995223320,7,DISNEY ENCANTO,10.00,542654,WAL-MART IMPORT,1
2284,7000037,1502610,99,VIAL,188.92,122663,MCKESSON,
2284,7000000,3626930,99,WM HIPPA LEAFLET,58.68,122663,MCKESSON,
2225,7000011,689323913490,10,SEAT BELT EXTENDER,13.00,413356,WALMART.COM,
2225,7000000,2610240,40,FEXOF 180,34.38,122663,MCKESSON,1
2225,7000001,8008698005491,92,CHOCO CHIP COOKIE,3.92,413356,WALMART.COM,
2225,7000002,8008698005490,95,CHOCO CHIP COOKIES,3.98,542654,WAL-MART IMPORT,5
2225,7000005,8809930700570,34,TS HENLEY RIB TOP,5.00,542654,WAL-MART IMPORT,-1
2225,7000007,8809930700630,34,TS HENLEY RIB TOP,5.00,542654,WAL-MART IMPORT,-1
2225,7000003,707849156920,14,INSULATED CUP,4.97,542654,WAL-MART IMPORT,2
2651,7000008,6800313001120,5,XBOX ADAPTER,24.98,543703,WALMART DC 7084,
3035,7000005,658347572960,5,GAMING HEADSET FOR P,20.59,222474,WAL-MART,0
3035,7000480,681326924010,7,ACTIONFIGURES,9.97,212485,JAZWARES LLC,
3035,7000000,2610240,38,OMNIPOD 5 G6 PODS,362.50,122663,MCKESSON,5
3035,7001101,616960177050,87,PREPAIDPHONESNOCONT,79.00,657582,TRACFONE WIRELESS INC,
2038,7005412,763615132050,14,HANNA K DVINE DINNE,4.59,780846,"JET.COM, INC.",
3077,7000000,683953003370,94,ORGANIC PLUMS,5.97,734327,VALLEY ISLE PRODUCE INC,
3077,7000003,41190066730,92,EGG NOODLES,2.00,58630,THE FRESH WAVE LLC,-12
3077,7000001,881644505190,7,DESPICABLE ME4,3.00,514435,UNIVERSAL PRODUCTS INC,-2
3077,7000005,30772091090,79,PAMPER BABY DRY SIZE,25.00,375501,PROCTER & GAMBLE,-1
3077,7000006,811504034430,9,EUROTACKLE,1.00,258484,EUROPAN CORP,
3077,7000008,790161103410,9,GRN FLASH,1.00,831263,JEWELAMERICA INC,-1
3077,7000004,3626930,99,HIPPA LEAFLEY,58.68,122663,MCKESSON,
2210,7000010,1111111111110,38,PETMED,0.10,484352,VAXSERVE INC,1
2210,7000003,3911850,38,BOX,0.10,122663,MCKESSON,2
2210,7000013,748838311690,32,GUESS EARRINGS,20.00,493742,BRIGHT INTERNATIONAL LLC,
3228,7000011,37064081150,12,HT 1.5 PUTTY KNIFE,1.08,674296,HYPER PRODUCTS,-24
3228,7000004,758544882930,34,DRESS,24.49,413356,WALMART.COM,
3228,7000000,689259005320,94,CHERRY TOMATOES,3.98,43553,NATURE FRESH FARMS INC,-7
3228,7000012,2814530,38,BERRY OVAL AMBER 2OZ,0.01,601341,MCKESSON,1
2663,7000006,2814530,38,BERRY VIAL 2OZ,235.28,122663,MCKESSON,1
2663,7000005,840093111360,40,MAG GLY,8.50,601341,MCKESSON,-8
2663,7000000,1502630,99,BERRY OVAL VIAL 8OZ,22.84,122663,MCKESSON,
2663,7000001,1502640,38,BERRY VIAL 12OZ,108.28,122663,MCKESSON,1
2663,7000002,8809952264190,33,WN SS GIRLS STRIPE T,4.98,542654,WAL-MART IMPORT,
2663,7000012,196328463260,41,BEACH GIRL NAVY M,12.98,542654,WAL-MART IMPORT,0
2663,7000008,196328463650,41,BEACH GIRL 2X,12.98,542654,WAL-MART IMPORT,0
2663,7000013,196328463240,41,BEACH GIRL NAVY 2X,12.98,542654,WAL-MART IMPORT,1
2663,7000010,196328463250,41,BEACH GIRL L,12.98,542654,WAL-MART IMPORT,0
1921,7000001,675220000210,33,GIRLS COVERUP,10.00,456864,IN GEAR FASHIONS INC,117
3541,7000001,1820600,90,PB DINNER ROLLS,3.24,413356,WALMART.COM,
2888,7000000,20059299340,94,BOUQUET,11.99,163314,WAL MART STORES INC,-3
5142,7000011,798014757990,17,COAT RACK,18.99,222474,WAL-MART,
5142,7000003,84960807050,38,EASYTOUCH STRIPS,15.98,122663,MCKESSON,-9
5142,7000012,1502610,38,BERRY OVAL 4OZ,188.00,122663,MCKESSON,
5142,7000010,76808011807,92,BARILLA GEMELLI,1.97,457788,BARILLA AMERICA INC,0
5142,7000007,958104836060,69,BLOOD PRESSURE MONIT,16.99,413356,WALMART.COM,
5345,7000002,1502630,99,BERRY OVAL 8OZ,22.84,122663,MCKESSON,
5345,7000005,1502640,99,BERRY OVAL 12OZ,18.38,122663,MCKESSON,
5345,7000000,605925926970,25,BEARPAW ELLE,25.00,42553,SHOE CRAZY WINE,
5345,7000004,3911850,99,LG BIO REFRIGER BOX,0.02,122663,MCKESSON,
2565,7000002,1502640,38,3OZ BOTTLES,182.00,122663,MCKESSON,1
2565,7000008,872191310800,38,APOQUEL16MG,188.37,122663,MCKESSON,1
