Store Number,Trade Date,Days,Item Status,Order ID,Appraisal ID,Make,Model,Gift Card Issue
3710,2/2/2025,183,Awaiting RMA Creation,5388138,165716779,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3710,2/27/2025,158,Awaiting RMA Creation,5407198,166079815,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,2/27/2025,158,Awaiting RMA Creation,5407199,166079905,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,2/27/2025,158,Awaiting RMA Creation,5407205,166080082,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
3710,2/27/2025,158,Awaiting RMA Creation,5407218,166080247,Apple,iPhone SE (3rd Gen) - 64GB Unlocked,$78.61
3710,2/27/2025,158,Awaiting RMA Creation,5407226,166080351,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,2/27/2025,158,Awaiting RMA Creation,5407236,166080460,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3710,2/27/2025,158,Awaiting RMA Creation,5407237,166080481,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3710,2/27/2025,158,Awaiting RMA Creation,5407260,166080951,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
3710,2/27/2025,158,Awaiting RMA Creation,5407342,166083244,Apple,iPhone 12 Pro Max - 128GB AT&T,$200.00
3710,2/27/2025,158,Awaiting RMA Creation,5407342,166083325,Apple,iPhone 12 Pro Max - 128GB AT&T,$200.00
3710,2/27/2025,158,Awaiting RMA Creation,5407357,166083760,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,2/27/2025,158,Awaiting RMA Creation,5407360,166083832,Apple,iPhone 11 Pro Max - 256GB Verizon,$115.00
3710,2/27/2025,158,Awaiting RMA Creation,5407360,166083840,Apple,iPhone 11 Pro Max - 256GB Verizon,$115.00
3710,2/27/2025,158,Awaiting RMA Creation,5407370,166083999,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,2/27/2025,158,Awaiting RMA Creation,5407371,166084160,Apple,iPhone 11 - 128GB Unlocked,$53.65
3710,2/27/2025,158,Awaiting RMA Creation,5407371,166084214,Apple,iPhone 11 - 128GB Unlocked,$53.65
3710,2/27/2025,158,Awaiting RMA Creation,5407371,166084269,Apple,iPhone XR - 64GB Unlocked,$54.04
3710,2/27/2025,158,Awaiting RMA Creation,5407371,166084323,Apple,iPhone XR - 64GB Unlocked,$54.04
3710,2/27/2025,158,Awaiting RMA Creation,5407373,166084419,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,2/27/2025,158,Awaiting RMA Creation,5407382,166084545,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,3/1/2025,156,Awaiting RMA Creation,5408465,166122404,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3710,3/1/2025,156,Awaiting RMA Creation,5408476,166122753,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3710,3/1/2025,156,Awaiting RMA Creation,5408480,166122840,Apple,iPhone 16 128GB Unlocked,$300.00
3710,3/3/2025,154,Awaiting RMA Creation,5409473,166156886,Apple,iPhone 15 128GB Unlocked,$232.65
3710,3/3/2025,154,Awaiting RMA Creation,5409473,166156898,Apple,iPhone 15 128GB Unlocked,$232.65
3710,3/3/2025,154,Awaiting RMA Creation,5409650,166159256,Apple,iPhone 14 - 128GB Unlocked,$148.50
3710,3/3/2025,154,Awaiting RMA Creation,5409650,166159306,Apple,iPhone 14 - 128GB Unlocked,$148.50
3710,3/3/2025,154,Awaiting RMA Creation,5409745,166165793,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3710,3/3/2025,154,Awaiting RMA Creation,5409754,166166070,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
3726,12/8/2024,239,Awaiting RMA Creation,5344018,164969232,Apple,iPhone 12 Pro - 128GB AT&T,$210.97
3726,12/8/2024,239,Awaiting RMA Creation,5344029,164969433,Apple,iPhone 11 - 64GB Unlocked,$57.38
3726,12/12/2024,235,Awaiting RMA Creation,5347001,165029394,Apple,iPhone 11 Pro Max - 64GB AT&T,$99.00
3726,3/19/2025,138,Awaiting RMA Creation,5422659,166469537,Apple,iPhone 16 Pro Max 256GB Verizon,$583.00
3726,3/21/2025,136,Awaiting RMA Creation,5425270,166491446,Apple,iPhone 16 Pro Max 256GB Verizon,$583.00
3726,3/23/2025,134,Awaiting RMA Creation,5426413,166519136,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3726,3/23/2025,134,Awaiting RMA Creation,5426414,166519359,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3726,7/6/2025,29,Awaiting RMA Creation,5478095,167885820,Motorola,Moto G Stylus 5G (2024) 128GB Verizon,$67.50
3739,7/26/2025,9,Awaiting RMA Creation,5486663,168116224,Apple,iPhone 12 Pro - 128GB AT&T,$180.00
3768,9/23/2024,315,Awaiting RMA Creation,5293061,163920372,Motorola,One 5G Ace - 64GB Verizon,$29.75
3768,11/29/2024,248,Awaiting RMA Creation,5337665,164806356,Samsung,Galaxy S22 - 128GB AT&T,$106.25
3768,11/29/2024,248,Awaiting RMA Creation,5337665,164806364,Apple,iPhone 13 - 128GB AT&T,$126.00
3812,8/26/2024,343,Awaiting RMA Creation,5276213,163578067,Apple,iPhone 11 Pro Max - 64GB T-Mobile,$150.28
3812,4/9/2025,117,Awaiting RMA Creation,5435812,166770853,Motorola,Moto G Stylus 5G (2024) 128GB Other Carrier,$64.80
3812,4/12/2025,114,Awaiting RMA Creation,5437328,166801190,Samsung,Galaxy A15 5G 64GB Other Carrier,$33.75
3812,6/28/2025,37,Awaiting RMA Creation,5475364,167806475,Samsung,Galaxy S24 FE 128GB Other Carrier,$108.00
3812,7/18/2025,17,Awaiting RMA Creation,5482745,168027925,Motorola,Moto G Stylus 5G (2024) 256GB Unlocked,$78.51
3860,11/29/2024,248,Awaiting RMA Creation,5337851,164809173,Apple,iPhone 14 Pro Max - 128GB Unlocked,$297.00
3860,2/7/2025,178,Awaiting RMA Creation,5393837,165784031,Apple,iPhone 12 - 64GB T-Mobile,$61.45
3876,4/29/2025,97,Awaiting RMA Creation,5446455,167012504,Samsung,Galaxy A13 5G - 64GB Unlocked,$13.66
4168,10/3/2024,305,Awaiting RMA Creation,5299350,164041589,Apple,iPhone 11 - 64GB Unlocked,$57.38
4215,9/6/2024,332,Awaiting RMA Creation,5282863,163715056,Samsung,Galaxy Note 20 5G - 256GB AT&T,$38.68
4249,6/5/2025,60,Awaiting RMA Creation,5466318,167535349,Apple,iPhone 13 Pro - 128GB At&T,$165.00
4255,11/1/2024,276,Awaiting RMA Creation,5318328,164396353,Apple,iPhone 15 Plus 128GB Unlocked,$365.55
4255,1/14/2025,202,Awaiting RMA Creation,5370286,165477851,Apple,iPhone 12 Pro - 256GB Sprint,$195.08
4255,1/31/2025,185,Awaiting RMA Creation,5386428,165697508,Apple,iPhone 15 128GB Other Carrier,$232.65
4255,2/26/2025,159,Awaiting RMA Creation,5406876,166069428,Apple,iPhone 12 Pro - 128GB Unlocked,$189.87
4255,3/2/2025,155,Awaiting RMA Creation,5408925,166139489,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
4255,3/2/2025,155,Awaiting RMA Creation,5408941,166139788,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
4255,3/2/2025,155,Awaiting RMA Creation,5408970,166140982,Google,Pixel 8a 256GB Unlocked,$149.85
4255,4/6/2025,120,Awaiting RMA Creation,5433683,166718970,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
4378,12/26/2024,221,Awaiting RMA Creation,5354879,165235252,Motorola,One 5G Ace - 64GB Verizon,$29.75
4394,7/13/2025,22,Awaiting RMA Creation,5480766,167965448,Samsung,Galaxy S21 Ultra 5G - 128GB Unlocked,$135.00
4403,1/6/2025,210,Awaiting RMA Creation,5363401,165375937,Samsung,Galaxy S21 Plus 5G - 128GB Verizon,$114.75
4403,4/9/2025,117,Awaiting RMA Creation,5435498,166767179,Apple,iPhone 16 Pro Max 256GB Verizon,$583.00
4403,6/17/2025,48,Awaiting RMA Creation,5471231,167691579,Samsung,Galaxy S24 Ultra 1TB AT&T,$438.73
4475,7/5/2025,30,Awaiting RMA Creation,5477746,167880335,Samsung,Galaxy A32 5G - 64GB Other Carrier,$32.13
4476,5/14/2025,82,Awaiting RMA Creation,5452336,167235890,Samsung,Galaxy Z Flip3 5G - 128GB T-Mobile,$48.77
4487,8/17/2024,352,Awaiting RMA Creation,5271748,163437440,Apple,iPhone 13 Pro - 128GB T-Mobile,$278.80
4501,9/21/2024,317,Awaiting RMA Creation,5292354,163893236,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
4501,6/19/2025,46,Awaiting RMA Creation,5472126,167713787,Apple,iPhone 16 Plus 128GB Other Carrier,$405.00
4501,6/27/2025,38,Awaiting RMA Creation,5475161,167802536,Apple,iPhone XR - 64GB Verizon,$54.04
4501,7/12/2025,23,Awaiting RMA Creation,5480418,167953391,Motorola,Moto G Power 5G (2024) 128GB  Unlocked,$37.80
4511,8/2/2024,360,Awaiting RMA Creation,5263679,163224448,Apple,iPhone 14 Pro Max - 256GB Verizon,$488.75
4511,8/17/2024,352,Awaiting RMA Creation,5271724,163437337,Motorola,Edge (2020) - 256GB Verizon,$37.80
4511,8/31/2024,338,Awaiting RMA Creation,5278701,163642871,Google,Pixel 8 Pro 1TB Unlocked,$361.25
4511,9/1/2024,337,Awaiting RMA Creation,5278863,163649355,OnePlus,8 5G - 128GB Unlocked,$63.75
4511,9/1/2024,337,Awaiting RMA Creation,5278891,163653568,Google,Pixel 8 Pro 1TB Unlocked,$361.25
4511,9/5/2024,333,Awaiting RMA Creation,5282243,163708631,Google,Pixel Fold 512GB Unlocked,$275.40
4511,9/11/2024,327,Awaiting RMA Creation,5286014,163785257,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
4511,9/15/2024,323,Awaiting RMA Creation,5288215,163824929,Google,Pixel 8 Pro 1TB Unlocked,$361.25
4511,9/18/2024,320,Awaiting RMA Creation,5290555,163865749,Google,Pixel 8 Pro 1TB Unlocked,$361.25
4511,9/22/2024,316,Awaiting RMA Creation,5292502,163905284,Google,Pixel Fold 256GB Unlocked,$244.80
4511,9/25/2024,313,Awaiting RMA Creation,5294074,163948440,Apple,iPhone 14 Pro - 128GB Unlocked,$221.85
4511,9/25/2024,313,Awaiting RMA Creation,5294117,163948865,Apple,iPhone 14 Pro - 128GB Unlocked,$221.85
4511,9/25/2024,313,Awaiting RMA Creation,5294234,163949761,Google,Pixel 8 Pro 1TB Unlocked,$361.25
4511,10/2/2024,306,Awaiting RMA Creation,5298486,164027768,Google,Pixel 8 Pro 1TB Unlocked,$361.25
4511,10/2/2024,306,Awaiting RMA Creation,5298507,164028223,Motorola,Razr+ (2023) 256GB Other Carrier,$145.35
4511,10/2/2024,306,Awaiting RMA Creation,5298510,164028340,Microsoft,Surface Duo 2 - 512GB Other Carrier,$170.00
4568,6/13/2025,45,Awaiting RMA Creation,5469588,167636575,Motorola,Moto G 5G (2024) 128GB Verizon,$38.48
4568,6/13/2025,45,Awaiting RMA Creation,5469588,167636587,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
4612,7/23/2025,12,Awaiting RMA Creation,5485042,168086828,Samsung,Galaxy A32 5G - 64GB Other Carrier,$5.11
4677,12/7/2024,240,Awaiting RMA Creation,5343819,164960003,Apple,iPhone 14 - 128GB Verizon,$181.50
4677,1/18/2025,198,Awaiting RMA Creation,5374055,165533590,Apple,iPhone 11 - 64GB Sprint,$57.38
5029,7/29/2025,6,Awaiting RMA Creation,5488256,168152964,Apple,iPhone 11 - 64GB Other Carrier,$48.77
5040,11/17/2024,260,Awaiting RMA Creation,5328741,164621750,Samsung,Galaxy Note 10 - 256GB Unlocked,$95.20
5066,12/8/2024,239,Awaiting RMA Creation,5344044,164970467,Apple,iPhone 12 - 128GB Sprint,$82.62
5117,10/15/2024,293,Awaiting RMA Creation,5306520,164184206,Apple,iPhone 12 Pro - 128GB Verizon,$210.97
5117,1/11/2025,205,Awaiting RMA Creation,5367649,165436342,Samsung,Galaxy A14 5G - 64GB Unlocked,$38.25
5117,1/21/2025,195,Awaiting RMA Creation,5376648,165566591,Samsung,Galaxy A14 5G - 64GB T-Mobile,$34.00
5117,3/22/2025,135,Awaiting RMA Creation,5426006,166508477,OnePlus,Nord N10 5G - 128GB Other Carrier,$10.84
5144,11/30/2024,247,Awaiting RMA Creation,5338554,164834008,Samsung,Galaxy Note 10 - 256GB Verizon,$95.20
5151,1/12/2025,204,Awaiting RMA Creation,5368270,165449258,Apple,iPhone 13 Pro Max - 128GB AT&T,$200.28
5151,6/23/2025,42,Awaiting RMA Creation,5473467,167760566,Motorola,Moto G Play (2023) XT2271-5 - 32GB Other Carrier,$13.96
5151,7/4/2025,31,Awaiting RMA Creation,5477510,167870395,Samsung,Galaxy S24 FE 128GB AT&T,$139.50
5151,7/4/2025,31,Awaiting RMA Creation,5477518,167870470,Samsung,Galaxy A35 5G - 128GB AT&T,$63.00
5159,2/10/2025,175,Awaiting RMA Creation,5396087,165818251,Apple,iPhone XR - 64GB Verizon,$54.04
5159,5/6/2025,90,Awaiting RMA Creation,5449248,167108335,Samsung,Galaxy S24 Ultra 256GB Unlocked,$351.90
5173,5/2/2025,94,Awaiting RMA Creation,5447741,167047663,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
5173,6/13/2025,52,Awaiting RMA Creation,5469671,167641287,Apple,iPhone 16 Plus 128GB T-Mobile,$405.00
5184,10/18/2024,290,Awaiting RMA Creation,5308684,164227554,Samsung,Galaxy S23 Ultra - 256GB Unlocked,$261.00
5184,10/28/2024,280,Awaiting RMA Creation,5314887,164340709,Apple,iPhone 12 Pro Max - 128GB T-Mobile,$189.87
5184,5/9/2025,87,Awaiting RMA Creation,5450382,167157940,Samsung,Galaxy S23 Ultra - 256GB Unlocked,$261.00
5185,10/24/2024,284,Awaiting RMA Creation,5312532,164299847,Google,Pixel Fold 512GB Unlocked,$275.40
5252,2/28/2025,157,Awaiting RMA Creation,5408068,166105381,Apple,iPhone 15 128GB Unlocked,$232.65
5252,2/28/2025,157,Awaiting RMA Creation,5408065,166105405,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
5252,2/28/2025,157,Awaiting RMA Creation,5408078,166105787,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
5252,2/28/2025,157,Awaiting RMA Creation,5408080,166106743,Apple,iPhone 14 Pro Max - 256GB Unlocked,$243.00
5252,2/28/2025,157,Awaiting RMA Creation,5408081,166107339,Apple,iPhone 15 128GB Unlocked,$232.65
5252,2/28/2025,157,Awaiting RMA Creation,5408089,166107392,Apple,iPhone 15 Plus 128GB Unlocked,$242.10
5252,2/28/2025,157,Awaiting RMA Creation,5408091,166107438,Samsung,Galaxy S24 Ultra 256GB Unlocked,$351.90
5252,2/28/2025,157,Awaiting RMA Creation,5408094,166107492,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
5252,3/4/2025,153,Awaiting RMA Creation,5410401,166185824,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
5252,3/4/2025,153,Awaiting RMA Creation,5410410,166186015,Samsung,Galaxy S24 Ultra 256GB Unlocked,$351.90
5252,3/4/2025,153,Awaiting RMA Creation,5410410,166186026,Motorola,Razr+ (2024) 256GB AT&T,$175.50
5252,3/4/2025,153,Awaiting RMA Creation,5410411,166186124,Motorola,Razr+ (2024) 256GB AT&T,$175.50
5252,3/4/2025,153,Awaiting RMA Creation,5410411,166186143,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
5252,3/4/2025,153,Awaiting RMA Creation,5410413,166186214,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
5252,3/4/2025,153,Awaiting RMA Creation,5410421,166186250,Apple,iPhone 16 512GB Unlocked,$414.25
5263,11/26/2024,251,Awaiting RMA Creation,5335732,164766112,Apple,iPhone SE (3rd Gen) - 64GB Unlocked,$92.48
5307,1/9/2025,207,Awaiting RMA Creation,5366228,165416036,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
5343,12/10/2024,237,Awaiting RMA Creation,5345540,165003523,Motorola,Moto G 5G (2024) 128GB AT&T,$42.75
5356,5/4/2025,92,Awaiting RMA Creation,5448485,167070397,Motorola,Moto G Power 5G (2024) 128GB  Other Carrier,$37.80
5358,8/7/2024,362,Awaiting RMA Creation,5266383,163291968,Samsung,Galaxy A53 5G - 128GB Verizon,$28.35
5387,12/19/2024,228,Awaiting RMA Creation,5351950,165146980,Apple,iPhone 14 - 128GB Other Carrier,$148.50
5387,7/28/2025,7,Awaiting RMA Creation,5487829,168138525,Samsung,Galaxy A16 5G 128GB AT&T,$28.58
5411,8/11/2024,358,Awaiting RMA Creation,5267760,163329622,Apple,iPhone 12 Pro Max - 128GB Unlocked,$261.80
5411,8/13/2024,356,Awaiting RMA Creation,5268923,163365470,Motorola,Edge+ (2022) 5G UW  (XT2201-4) 256GB Other Carrier,$40.50
5458,11/30/2024,247,Awaiting RMA Creation,5338537,164833556,Apple,iPhone 13 Pro Max - 128GB Verizon,$200.28
5458,12/1/2024,246,Awaiting RMA Creation,5338717,164847469,Samsung,Galaxy S22 - 128GB AT&T,$106.25
5458,7/18/2025,17,Awaiting RMA Creation,5482829,168029707,Apple,iPhone 13 Pro Max - 256GB Other Carrier,$195.00
5463,12/31/2024,216,Awaiting RMA Creation,5358796,165304414,Apple,iPhone 12 - 128GB Unlocked,$91.80
5470,11/30/2024,247,Awaiting RMA Creation,5338431,164828182,Apple,iPhone 14 Pro Max - 256GB Verizon,$297.00
5476,1/24/2025,192,Awaiting RMA Creation,5379612,165610573,Samsung,Galaxy S21 Plus 5G - 128GB Other Carrier,$114.75
5497,1/3/2025,213,Awaiting RMA Creation,5361152,165341620,Apple,iPhone SE (2nd Gen) - 128GB T-Mobile,$38.15
5498,10/14/2024,294,Awaiting RMA Creation,5305732,164173033,Apple,iPhone 12 - 64GB Unlocked,$72.29
5498,10/14/2024,294,Awaiting RMA Creation,5305732,164173048,Apple,iPhone 12 - 64GB Unlocked,$72.29
5732,2/21/2025,164,Awaiting RMA Creation,5403730,165986361,Apple,iPhone 12 - 64GB Verizon,$61.45
5735,9/8/2024,330,Awaiting RMA Creation,5283376,163733903,Apple,iPhone 14 - 128GB T-Mobile,$245.65
5735,10/26/2024,282,Awaiting RMA Creation,5314270,164323158,Apple,iPhone 11 - 64GB Other Carrier,$57.38
5735,11/6/2024,271,Awaiting RMA Creation,5321010,164462304,Apple,iPhone 11 - 64GB Other Carrier,$57.38
5735,11/24/2024,253,Awaiting RMA Creation,5333681,164731697,Apple,iPhone 11 - 64GB Other Carrier,$57.38
5735,11/24/2024,253,Awaiting RMA Creation,5333681,164731705,Apple,iPhone 13 - 256GB Unlocked,$16.00
5735,12/7/2024,240,Awaiting RMA Creation,5343897,164963480,Motorola,Moto G 5G (2024) 128GB T-Mobile,$42.75
5735,12/12/2024,235,Awaiting RMA Creation,5347305,165034435,Apple,iPhone SE (3rd Gen) - 64GB Unlocked,$92.48
5735,2/7/2025,178,Awaiting RMA Creation,5393702,165781592,Apple,iPhone 14 Plus - 128GB Unlocked,$130.50
5786,7/13/2025,22,Awaiting RMA Creation,5480743,167963465,Apple,iPhone 12 - 64GB Unlocked,$61.45
26,11/21/2024,256,"RMA Created, Awaiting FedEx Pickup",5331572,164691507,Samsung,Galaxy A14 5G - 128GB Other Carrier,$42.50
26,11/21/2024,256,"RMA Created, Awaiting FedEx Pickup",5331575,164691650,Samsung,Galaxy A54 5G - 128GB Other Carrier,$53.55
195,12/1/2024,246,"RMA Created, Awaiting FedEx Pickup",5338683,164846519,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
196,7/16/2025,19,"RMA Created, Awaiting FedEx Pickup",5481995,168009891,Motorola,Moto G 5G (2025) - 128GB Unlocked,$40.50
302,7/17/2025,11,"RMA Created, Awaiting FedEx Pickup",5482310,168019706,Motorola,Moto G 5G (2025) - 128GB Unlocked,$40.50
338,2/26/2025,159,"RMA Created, Awaiting FedEx Pickup",5406666,166066709,Motorola,Moto G Stylus 5G (2024) 128GB AT&T,$64.80
338,7/21/2025,7,"RMA Created, Awaiting FedEx Pickup",5484078,168062231,Samsung,Galaxy A15 5G 128GB T-Mobile,$32.51
419,7/25/2025,10,"RMA Created, Awaiting FedEx Pickup",5486177,168106473,Apple,iPhone 13 - 128GB Other Carrier,$100.00
419,7/25/2025,10,"RMA Created, Awaiting FedEx Pickup",5486177,168106487,Apple,iPhone 13 - 128GB Other Carrier,$100.00
419,8/2/2025,2,"RMA Created, Awaiting FedEx Pickup",5489675,168210399,Samsung,Galaxy A14 5G - 128GB Unlocked,$4.68
592,5/30/2025,66,"RMA Created, Awaiting FedEx Pickup",5463436,167467886,Samsung,Galaxy S22 Plus - 128GB AT&T,$100.00
742,7/25/2025,10,"RMA Created, Awaiting FedEx Pickup",5486009,168104678,Motorola,Moto G 5G (2025) - 128GB Other Carrier,$30.75
1151,8/1/2024,361,"RMA Created, Awaiting FedEx Pickup",5262999,163216864,Apple,iPhone 14 - 128GB AT&T,$190.57
1151,1/10/2025,199,"RMA Created, Awaiting FedEx Pickup",5366921,165429342,Motorola,Moto G Stylus 5G (2023) 256GB Other Carrier,$49.73
1151,1/30/2025,179,"RMA Created, Awaiting FedEx Pickup",5385144,165687384,Motorola,Moto G Stylus 5G (2024) 128GB Other Carrier,$81.00
1350,9/17/2024,321,"RMA Created, Awaiting FedEx Pickup",5289526,163855376,Samsung,Galaxy A15 5G 128GB T-Mobile,$38.25
1350,7/1/2025,34,"RMA Created, Awaiting FedEx Pickup",5476387,167841443,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
1350,7/1/2025,34,"RMA Created, Awaiting FedEx Pickup",5476414,167842340,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
1422,6/21/2025,44,"RMA Created, Awaiting FedEx Pickup",5472719,167733934,Motorola,Moto G Play (2023) XT2271-5 - 32GB Unlocked,$13.96
1426,9/7/2024,331,"RMA Created, Awaiting FedEx Pickup",5283234,163727176,Apple,iPhone 11 Pro Max - 64GB Verizon,$156.06
1426,10/6/2024,302,"RMA Created, Awaiting FedEx Pickup",5300209,164064237,Apple,iPhone 12 Pro Max - 256GB Unlocked,$234.09
1427,3/17/2025,133,"RMA Created, Awaiting FedEx Pickup",5419901,166427156,Motorola,Moto G 5G (2024) 128GB Verizon,$38.48
1427,5/9/2025,80,"RMA Created, Awaiting FedEx Pickup",5450388,167158393,Samsung,Galaxy S24 128GB T-Mobile,$143.44
1427,6/29/2025,29,"RMA Created, Awaiting FedEx Pickup",5475660,167819509,Apple,iPhone 11 - 64GB Unlocked,$48.77
1427,7/5/2025,23,"RMA Created, Awaiting FedEx Pickup",5477860,167882117,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
1427,7/5/2025,23,"RMA Created, Awaiting FedEx Pickup",5477860,167882124,Motorola,Moto G Stylus (2021) - 128GB Other Carrier,$12.75
1460,7/5/2025,30,"RMA Created, Awaiting FedEx Pickup",5477781,167880913,Samsung,Galaxy S22 Ultra 5G - 128GB AT&T,$142.20
1460,7/27/2025,8,"RMA Created, Awaiting FedEx Pickup",5487122,168126019,Samsung,Galaxy A13 5G - 64GB Other Carrier,$13.66
1594,7/19/2025,16,"RMA Created, Awaiting FedEx Pickup",5483113,168036691,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
1594,7/19/2025,16,"RMA Created, Awaiting FedEx Pickup",5483113,168036694,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
1763,8/3/2025,1,"RMA Created, Awaiting FedEx Pickup",5489863,168215906,Apple,iPhone 15 Pro Max 256GB AT&T,$421.65
1787,7/16/2025,12,"RMA Created, Awaiting FedEx Pickup",5481973,168006475,Apple,iPhone SE (3rd Gen) - 64GB AT&T,$45.00
1812,7/23/2025,5,"RMA Created, Awaiting FedEx Pickup",5485022,168086623,Apple,iPhone 11 - 64GB Unlocked,$48.77
1828,7/27/2025,8,"RMA Created, Awaiting FedEx Pickup",5487135,168126413,Samsung,Galaxy A16 5G 128GB Other Carrier,$24.84
1885,8/3/2025,1,"RMA Created, Awaiting FedEx Pickup",5489897,168216737,Motorola,Moto G Power 5G (2024) 128GB  T-Mobile,$37.80
2014,6/23/2025,35,"RMA Created, Awaiting FedEx Pickup",5473410,167759890,Samsung,Galaxy S22 Plus - 256GB AT&T,$115.00
2014,6/23/2025,35,"RMA Created, Awaiting FedEx Pickup",5473416,167759970,Google,Pixel 7 Pro - 128GB Unlocked,$105.40
2019,10/9/2024,299,"RMA Created, Awaiting FedEx Pickup",5302689,164105068,Apple,iPhone 12 Pro - 128GB Verizon,$210.97
2027,4/4/2025,122,"RMA Created, Awaiting FedEx Pickup",5433223,166694422,Samsung,Galaxy Note 20 Ultra 5G - 256GB Unlocked,$115.00
2027,5/17/2025,79,"RMA Created, Awaiting FedEx Pickup",5453527,167271405,Samsung,Galaxy A54 5G - 128GB US Cellular,$50.58
2027,5/18/2025,78,"RMA Created, Awaiting FedEx Pickup",5453775,167283122,Motorola,Moto G Play (2024) - 64GB Unlocked,$0.00
2027,6/17/2025,48,"RMA Created, Awaiting FedEx Pickup",5471193,167690875,Apple,iPhone 12 Pro Max - 128GB Sprint,$210.97
2027,7/13/2025,22,"RMA Created, Awaiting FedEx Pickup",5480672,167961993,Apple,iPhone 11 - 64GB Verizon,$48.77
2027,7/19/2025,16,"RMA Created, Awaiting FedEx Pickup",5483169,168037489,Apple,iPhone 15 128GB AT&T,$232.65
2027,8/1/2025,3,"RMA Created, Awaiting FedEx Pickup",5489411,168200397,Samsung,Galaxy S22 - 128GB Other Carrier,$65.00
2027,8/2/2025,2,"RMA Created, Awaiting FedEx Pickup",5489718,168211153,Google,Pixel 8a 128GB Verizon,$12.75
2083,6/19/2025,46,"RMA Created, Awaiting FedEx Pickup",5472012,167710840,Apple,iPhone 13 - 128GB Other Carrier,$100.00
2083,7/20/2025,15,"RMA Created, Awaiting FedEx Pickup",5483424,168045413,Motorola,Moto G Stylus 5G (2024) 128GB Other Carrier,$43.20
2083,7/20/2025,15,"RMA Created, Awaiting FedEx Pickup",5483519,168046686,Apple,iPhone 13 Pro Max - 128GB AT&T,$19.73
2083,8/1/2025,3,"RMA Created, Awaiting FedEx Pickup",5489367,168199065,Apple,iPhone 13 - 128GB Unlocked,$126.00
2083,8/2/2025,2,"RMA Created, Awaiting FedEx Pickup",5489597,168207923,Samsung,Galaxy S23 Ultra - 256GB U.S. Cellular,$261.00
2083,8/2/2025,2,"RMA Created, Awaiting FedEx Pickup",5489609,168208536,Samsung,Galaxy S24 Ultra 256GB Verizon,$319.39
2087,10/14/2024,294,"RMA Created, Awaiting FedEx Pickup",5305276,164168800,Samsung,Galaxy S24 Ultra 256GB Unlocked,$351.90
2209,3/5/2025,152,"RMA Created, Awaiting FedEx Pickup",5410980,166196917,Apple,iPhone 16 Plus 128GB AT&T,$405.00
2209,3/7/2025,150,"RMA Created, Awaiting FedEx Pickup",5412211,166225946,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
2244,1/19/2025,197,"RMA Created, Awaiting FedEx Pickup",5374575,165538044,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
2338,8/3/2024,359,"RMA Created, Awaiting FedEx Pickup",5263875,163236022,Samsung,Galaxy A71 5G - 128GB Unlocked,$31.50
2426,7/28/2025,0,"RMA Created, Awaiting FedEx Pickup",5487852,168138686,Motorola,Moto G 5G (2025) - 128GB Unlocked,$40.50
