Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
4211,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4215,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4216,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4218,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4219,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4220,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
4221,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),6
4223,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4224,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
4226,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4230,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4231,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
4232,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4233,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4235,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4237,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),8
4238,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
4239,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4240,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),9
4241,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4243,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4244,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4246,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4247,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4249,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4250,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4252,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4253,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4255,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4256,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4257,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4258,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
4259,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),5
4260,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
4262,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),1
4264,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4272,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4273,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4274,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4275,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4276,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
4277,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),3
4278,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4279,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4281,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4283,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),2
4284,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4285,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4286,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),13
4288,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4293,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4295,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
4298,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4299,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4303,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4309,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4317,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4318,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4321,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),3
4322,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4323,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),2
4324,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4325,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4330,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
4332,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
4333,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
4334,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
4335,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4336,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4337,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4339,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4340,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4341,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4348,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
4350,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4352,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4354,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4355,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4356,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4357,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4358,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4359,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4365,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4366,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4367,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4368,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
4370,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4371,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4372,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4373,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4374,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4375,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4376,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4377,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4378,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4380,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4381,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4383,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),3
4384,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4387,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4388,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),1
4389,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4390,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4392,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4393,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4394,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4395,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
4399,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
4403,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),3
4404,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
4405,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4407,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4409,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
4410,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4412,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4413,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4414,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4415,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4416,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),2
4417,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4420,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4421,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
4423,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),4
4424,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4425,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4426,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4427,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4428,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4430,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4431,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
4432,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4434,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4435,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
4436,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4438,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4439,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4440,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4441,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4443,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4444,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),1
4445,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4446,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),6
4450,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
4451,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),5
4452,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4453,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
4456,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
4457,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4458,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4459,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4460,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4461,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
4464,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4465,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
4466,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4468,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4469,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
4470,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4471,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4472,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4473,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4474,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),6
4475,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4476,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4477,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4478,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
4479,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
4482,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4483,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4484,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4487,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4488,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4490,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),3
4491,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4494,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4497,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),7
4498,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4499,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4501,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4503,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4504,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4506,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),3
4508,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4509,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
4511,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4512,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4514,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),8
4516,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
4517,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4519,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4520,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4521,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4524,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4525,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4526,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),4
4527,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4528,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4529,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4530,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),2
4531,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4533,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4538,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4540,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4543,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4545,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4546,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4553,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4554,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4556,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4557,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4558,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4560,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
4561,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4563,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4564,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4565,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4567,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
4568,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4569,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),2
4570,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4574,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4577,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4579,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4580,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4581,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4582,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4583,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4585,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4586,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4588,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4589,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4590,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4591,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4593,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),3
4594,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4595,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4597,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4599,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4600,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4601,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4603,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
4605,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4606,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4607,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4609,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
4611,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4612,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4615,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
4616,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4617,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4618,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
4619,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
4623,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),6
4625,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4626,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4627,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4631,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4635,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4636,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4637,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4638,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),6
4639,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4641,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),6
4643,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),3
4644,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4648,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
4653,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4654,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4655,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4657,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4659,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4660,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4664,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4667,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4669,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4671,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4672,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4673,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4674,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4676,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4677,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
4678,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4679,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4681,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
4682,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4683,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4686,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
4687,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4689,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4690,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4691,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4692,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4695,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4696,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4697,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),4
4699,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4700,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4706,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4734,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4747,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4756,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
4757,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4759,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4762,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
4772,5/2/2023,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
4826,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
4848,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4849,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4865,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5003,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5005,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),2
5007,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5008,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5012,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5013,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
5014,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5021,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5022,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5023,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5025,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
5027,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5028,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
5029,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5030,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5031,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),2
5032,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),6
5033,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5034,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5035,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5036,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5037,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5038,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5039,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5040,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5041,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5043,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5044,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
5045,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
5046,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),3
5047,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),3
5048,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
5049,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5051,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
5054,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),6
5055,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5056,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5057,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
