Store #,Facility Type,Division,Region,Market,EPA/State ID #,Address,City,State,Zip Code
4871,Sam's Club,18,8,24,MSR000102285,715 Bonita Dr.  ,Meridian,Mississippi,39301
4872,Sam's Club,18,8,35,SCR000782615,733 Fashion Drive  ,Columbia,South Carolina,29229
4873,Sam's Club,18,2,8,NER000510339,8480 Andermatt Drive  ,Lincoln,Nebraska,68526
4874,Sam's Club,18,4,17,LAR000077149,69630 Stirling Boulevard  ,Covington,Louisiana,70433
4875,Sam's Club,18,3,19,MOR000545186,3055 Bear Creek Drive  ,Wentzville,Missouri,63385
4876,Sam's Club,18,3,22,KYR000045161,3200 Ken Bale Blvd.  ,Bowling Green,Kentucky,42103
4878,Sam's Club,18,3,19,ILR000172429,5 Illini Drive  ,Glen Carbon,Illinois,62034
4879,Sam's Club,18,8,29,SCR000777409,220 Jefferson Davis Highway  ,Aiken,South Carolina,29801
4894,Sam's Club Distribution Center,18,5,25,SCR000801241,2200 CHARLESTON REGIONAL PKWY  ,CHARLESTON,South Carolina,29492
4895,Sam’s Club Import Distribution Center,18,5,25,CAL000483459,4155 Wineville Road  ,Jurupa Valley,California,
4901,Sam's Club,18,8,30,SCR000776914,309 Rolling Hills Circle  ,Easley,South Carolina,29640
4905,Sam's Club,18,4,11,TXR000080175,2850 W. University Drive  ,Denton,Texas,76201
4906,Sam's Club,18,4,14,TXD130160674,1670 W. University Dr.  ,McKinney,Texas,75069
4908,Sam's Club,18,3,22,KYR000043687,5240 Frederica Street  ,Owensboro,Kentucky,42301
4911,Sam's Club,18,4,11,TXR000081560,1740 Highway 157 North  ,Mansfield,Texas,76063
4914,Sam's Club,18,4,12,TXR000081649,2530 Marshall Road  ,San Antonio,Texas,78259
4915,Sam's Club,18,1,4,AZR000500983,600 Highway 95  ,Bullhead City,Arizona,86429
4917,Sam's Club,18,8,30,NCR000162750,646 River Highway  ,Mooresville,North Carolina,28117
4920,Sam's Club,18,3,9,MOR000519868,"5201 N Belt Hwy, Building A  ",St. Joseph,Missouri,64506
4925,Sam's Club,18,4,14,TXR000081279,2218 Greenville Avenue  ,Dallas,Texas,75206
4926,Sam's Club,18,3,21,INR000115329,2715 Merchants Mile  ,Columbus,Indiana,47201
4930,Sam's Club,18,3,23,TNR000028035,1177 Sams Street  ,Cookeville,Tennessee,38506
4933,Sam's Club,18,1,7,NDR000007559,2821 Rock Island Place  ,Bismarck,North Dakota,58504
4936,Sam's Club,18,7,33,WVR000515023,5045 University Town Centre Drive  ,Granville,West Virginia,26534
4938,Sam's Club,18,1,6,NMR000010587,1421 N. Renaissance Blvd.  ,Albuquerque,New Mexico,87101
4939,Sam's Club,18,4,12,TXR000081676,3239 Goliad Road  ,San Antonio,Texas,78223
4942,Sam's Club,18,2,20,ILR000173294,1000 S. Randall Road  ,Elgin,Illinois,60123
4944,Sam's Club,18,2,25,MIK431256197,6160 South Saginaw Road  ,Grand Blanc,Michigan,48439
4946,Sam's Club,18,8,35,NCR000142901,300 Tarrytown Center  ,Rocky Mount,North Carolina,27804
4947,Sam's Club,18,2,27,OHR000137117,3724 NORTHPOINTE DRIVE  ,Zanesville,Ohio,43701
4948,Sam's Club,18,4,11,TXR000067181,5749 Sherwood Way  ,San Angelo,Texas,76901
4950,Sam's Club,18,8,30,NCR000141788,300 Highlands Square Drive  ,Hendersonville,North Carolina,28792
4952,Sam's Club,18,7,33,PAR000527093,2000 Village Center Drive  ,Tarentum,Pennsylvania,15084
4955,Sam's Club,18,1,4,AZR000507368,16573 W. Bell Road  ,Surprise,Arizona,85374
4956,Sam's Club,18,1,4,AZR000532143,2080 E Rio Salado Parkway  ,Tempe,Arizona,85288
4958,Sam's Club,18,4,12,TXR000077578,1350 Leah Ave  ,San Marcos,Texas,78666
4961,Sam's Club,18,1,6,NMR000011171,4400 North Main Street  ,Roswell,New Mexico,88201
4962,Sam's Club,18,2,26,OHR000136002,614 Crossings Road  ,Sandusky,Ohio,44870
4963,Sam's Club,18,2,27,OHR000135996,1270 NORTH BRIDGE STREET  ,Chillicothe,Ohio,45601
4964,Sam's Club Distribution Center,18,71,66,FLR000270637,1511 Zoo Parkway  ,Jacksonville,Florida,32218
4965,Sam's Club Distribution Center,18,71,66,OKR000044396,2400 S COUNCIL RD  ,Oklahoma City,Oklahoma,73128
4966,Sam's Club Distribution Center,18,71,66,ILR000222679,5710 INNER PARK DR  ,EDWARDSVILLE,Illinois,62025
4968,Sam's Club Distribution Center,18,71,66,MNS000355080,7400 Henteges Way  ,Shakopee,Minnesota,55379
4969,Sam's Club,18,3,16,ARR000015883,3500 Southeast Club Blvd  ,Bentonville,Arkansas,72712
4972,Sam's Club,18,8,32,FLR000142984,1750 SW GATLIN BOULEVARD  ,Port St. Lucie,Florida,34953
4973,Sam's Club,18,2,8,IAR000507202,4400 Asbury Road  ,Dubuque,Iowa,52002
4974,Sam's Club,18,1,3,NVR000082818,2650 E. Craig Rd.  ,North Las Vegas,Nevada,89030
4982,Sam's Club,18,2,25,MIK256695685,4850 Encore Blvd  ,Mt. Pleasant,Michigan,48858
4983,Sam's Club,18,1,3,NVR000083139,7100 Arroyo Crossing Parkway  ,Las Vegas,Nevada,89113
4985,Sam's Club,18,3,16,MOR000533984,745 W. El Camino Alto Drive  ,Springfield,Missouri,65810
4987,Sam's Club,18,1,7,COR000241331,1200 South Hover  ,Longmont,Colorado,80501
4989,Sam's Club,18,8,24,ALR000043299,2335 Bent Creek Road  ,Auburn,Alabama,36830
4990,Sam's Club,18,8,24,ALR000041186,29683 Frederick Blvd.  ,Daphne,Alabama,36526
4991,Sam's Club,18,8,32,FLR000155937,450 Townsend Road  ,Cocoa,Florida,32926
4992,Sam's Club,18,3,22,KYR000047126,1500 Ring Road  ,Elizabethtown,Kentucky,42710
4993,SamsClub.com Fulfillment Center,18,99,89,GAR000103887,1000 Douglas Hills Road  ,Lithia Springs,Georgia,30122-3623
4994,Sam's Club,18,7,39,PAR000547208,"6520 Carlisle Pike, Suite #250  ",Mechanicsburg,Pennsylvania,17050
4996,Sam's Club,18,7,34,VAR000515452,215 Piedmont Place  ,Danville,Virginia,24541
4998,Sam's Club,18,8,31,FLR000150607,755 N. Hwy 27/441  ,Lady Lake,Florida,32159
4999,Sam's Club,18,3,19,ILR000154583,700 North 54th Street  ,Quincy,Illinois,62301
5003,Wal-Mart Supercenter,1,46,375,COR000235861,211 Aspen Village Drive  ,Pagosa Springs,Colorado,81147
5005,Wal-Mart Neighborhood Market,1,72,549,FLR000213231,6855 Wilson Boulevard  ,Jacksonville,Florida,32210
5007,Wal-Mart Neighborhood Market,1,61,552,CA0001007525,2050 Nut Tree Road  ,Vacaville,California,95687
5008,Wal-Mart Neighborhood Market,1,61,551,CAR000257022,859 West Florida Ave  ,Hemet,California,92543
5012,Wal-Mart Supercenter,1,22,178,NJR986651396,1750 Nottingham Way  ,Hamilton,New Jersey,08619
5013,Wal-Mart Neighborhood Market,1,59,509,NCR000159210,4102 Precision Way  ,High Point,North Carolina,27265
5014,Wal-Mart Neighborhood Market,1,59,509,NCR000159202,3605 High Point Road  ,Greensboro,North Carolina,27407
5021,Wal-Mart Neighborhood Market,1,64,561,TXD149981144,2275 Gus Thomasson Road  ,DALLAS (GUS),Texas,75228
5022,Wal-Mart Supercenter,1,13,125,LAR000055418,1901 Tchoupitoulas Street  ,New Orleans,Louisiana,70130
5023,Wal-Mart Supercenter,1,58,458,CAR000206888,1200 HIGHLAND AVENUE  ,National City,California,91950
5025,Wal-Mart Supercenter,1,21,248,INR000117762,10420 Maysville Road  ,Fort Wayne,Indiana,46835
5027,Wal-Mart Supercenter,1,76,194,NYR000176800,4975 Transit Road  ,Lancaster,New York,14086
5028,Wal-Mart Supercenter,1,19,207,OHR000137174,2925 Glendale Avenue  ,TOLEDO (C),Ohio,43614
5029,Wal-Mart Supercenter,1,19,207,OHR000112920,3721 Navarre Avenue  ,Oregon,Ohio,43616
5030,Wal-Mart Supercenter,1,19,207,OHD986986503,5821 CENTRAL AVENUE WEST  ,TOLEDO (NW),Ohio,43615
5031,Wal-Mart Supercenter,1,46,366,AZR000045344,8280 NORTH CORTARO FARMS  ,Tucson,Arizona,85743
5032,Wal-Mart Division 1 Store,1,58,464,CA0000055335,8450 LA PALMA AVENUE  ,Buena Park,California,90620
5033,Wal-Mart Supercenter,1,54,378,COR000204487,1300 NORTH BARLOW ROAD  ,Fort Morgan,Colorado,80701
5034,Wal-Mart Supercenter,1,9,105,FLR000132266,4770 COLONIAL BLVD  ,Fort Myers,Florida,33966
5035,Wal-Mart Supercenter,1,9,116,FLR000129957,6745 NORTH CHURCH AVE  ,Mulberry,Florida,33860
5036,Wal-Mart Supercenter,1,3,112,FLR000130427,6192 Gunn Highway  ,Tampa,Florida,33625
5037,Wal-Mart Supercenter,1,3,98,FLR000129122,464016 State Road 200  ,Yulee,Florida,32097
5039,Wal-Mart Supercenter,1,22,284,DER000501502,263 Wal-Mart Drive  ,Camden,Delaware,19934
5040,Wal-Mart Division 1 Store,1,20,227,PAR000512020,2200 Washington Pike  ,Carnegie,Pennsylvania,15106
5041,Wal-Mart Supercenter,1,60,514,WAH000024491,19205 SR 410 East  ,Bonney Lake,Washington,98391
5043,Wal-Mart Neighborhood Market,1,72,492,TNR000028191,6990 SHELBY DRIVE  ,Memphis,Tennessee,38125
5044,Wal-Mart Supercenter,1,53,263,ILR000158063,10000 Bartel Blvd  ,Galena,Illinois,61036
5045,Wal-Mart Supercenter,1,6,67,TXR000076125,22605 TOMBALL PARKWAY  ,TOMBALL (HOUSTON),Texas,77375
5046,Wal-Mart Supercenter,1,26,299,NCR000141887,805 TOWN CENTRE BOULEVARD  ,Clayton,North Carolina,27520
5047,Wal-Mart Division 1 Store,1,22,558,NJR000053777,130 Blackhorse Pike  ,Audubon,New Jersey,08106
5048,Wal-Mart Supercenter,1,19,203,MIK867368441,30729 Lyon Center Drive East  ,New Hudson,Michigan,48165
5049,Wal-Mart Supercenter,1,54,380,COR000213892,13420 COAL MINE AVE  ,Littleton,Colorado,80127
5051,Wal-Mart Supercenter,1,54,378,COR000205864,920 47th Avenue  ,Greeley,Colorado,80634
5054,Wal-Mart Supercenter,1,3,98,FLR000094128,11900 ATLANTIC BLVD  ,Jacksonville,Florida,32225
5055,Wal-Mart Supercenter,1,9,105,FLR000112391,9885 COLLIER BLVD  ,Naples,Florida,34114
5056,Wal-Mart Supercenter,1,13,131,LAR000057760,17585 Airline Highway  ,Prairieville,Louisiana,70769
5057,Wal-Mart Supercenter,1,12,151,TNR000027862,2900 SOUTH RUTHERFORD BLVD  ,Murfreesboro,Tennessee,37130
5058,Wal-Mart Supercenter,1,12,153,TNR000027854,3035 Hamilton Church Road  ,Antioch,Tennessee,37013
5059,Wal-Mart Neighborhood Market,1,59,566,KYR000069773,3106 Canton Street  ,Hopkinsville,Kentucky,42240
5060,Wal-Mart Supercenter,1,25,270,ILR000158055,1410 South Randall Road  ,Algonquin,Illinois,60102
5062,Wal-Mart Neighborhood Market,1,72,544,ALR000003418,2047 E. University Drive  ,Auburn,Alabama,36830
5063,Wal-Mart Supercenter,1,26,309,NC0991302693,1830 Galleria Blvd  ,Charlotte,North Carolina,28270
5064,Wal-Mart Supercenter,1,19,201,MIK221488620,6065 Gull Road  ,Kalamazoo,Michigan,49048
5065,Wal-Mart Supercenter,1,19,201,MIK916877384,501 N. 9th Street  ,Kalamazoo,Michigan,49009
5066,Wal-Mart Supercenter,1,20,214,OHR000137182,35901 Chester Road  ,Avon,Ohio,44011
5070,Wal-Mart Supercenter,1,57,396,NVR000078303,5200 S. Fort Apache Road  ,Las Vegas,Nevada,89148
5071,Wal-Mart Supercenter,1,44,349,OKR000018226,6301 NW QUANNAH PARKER TRWAY  ,Lawton,Oklahoma,73505
5072,Wal-Mart Division 1 Store,1,57,465,CAR000207126,19503 SOUTH NORMANDIE AVE  ,Torrance,California,90501
5073,Wal-Mart Division 1 Store,1,60,514,WAH000024709,17432 SOUTHEAST 270TH PLACE  ,Covington,Washington,98042
5075,Wal-Mart Supercenter,1,58,460,CAR000206896,3405 Marron Road  ,Oceanside,California,92056
5076,Wal-Mart Supercenter,1,16,179,MER000503441,24 Walton Drive  ,Brewer,Maine,04412
5077,Wal-Mart Division 1 Store,1,17,577,NJR000064477,300 Wootton Street  ,Boonton,New Jersey,07005
5078,Wal-Mart Supercenter,1,60,473,WAH000034304,6600 W. Nob Hill Blvd.  ,Yakima,Washington,98908
5079,Wal-Mart Supercenter,1,13,143,MSR000102319,1617 EAST BEACH BLVD  ,Pass Christian,Mississippi,39571
5080,Wal-Mart Supercenter,1,5,50,TXR000072371,1732 Precinct Line Road  ,Hurst,Texas,76054
5081,Wal-Mart Neighborhood Market,1,64,543,LAR000088120,2500 Archbishop Hannan Boulevard  ,Meraux,Louisiana,70075
5082,Wal-Mart Supercenter,1,20,214,OHR000137190,8303 WEST RIDGEWOOD DRIVE  ,Parma,Ohio,44129
5085,Wal-Mart Supercenter,1,26,305,NC0991302855,701 Hawley Avenue  ,Belmont,North Carolina,28012
5087,Wal-Mart Supercenter,1,4,37,SCR000768044,550 Highway 17 North  ,North Myrtle Beach,South Carolina,29582
5088,Wal-Mart Supercenter,1,20,235,WVR000515494,450 Stewart Lane  ,Triadelphia,West Virginia,26059
5089,Wal-Mart Division 1 Store,1,52,423,MNS000119776,9165 Cahill Avenue  ,Inver Grove Heights,Minnesota,55076
5090,Wal-Mart Supercenter,1,53,440,WIR000119446,1415 LAWRENCE DRIVE  ,De Pere,Wisconsin,54115
5091,Wal-Mart Supercenter,1,6,67,TXR000072389,26270 Northwest Freeway  ,Cypress,Texas,77429
5092,Wal-Mart Supercenter,1,5,53,TXR000072397,190 EAST FM 3040  ,LEWISVILLE (SE),Texas,75067
5093,Wal-Mart Neighborhood Market,1,64,507,OKR000018218,4404 SOUTH PEORIA AVENUE EAST  ,Tulsa,Oklahoma,74105
5094,Wal-Mart Neighborhood Market,1,64,562,TXR000051375,9700 HILLCROFT STREET  ,Houston,Texas,77096
5095,Wal-Mart Supercenter,1,17,163,CTR000508168,495 FLATBUSH AVE  ,Hartford,Connecticut,06106
5096,Wal-Mart Supercenter,1,58,463,CAR000206292,34500 Monterey Avenue  ,Palm Desert,California,92211
5097,Wal-Mart Supercenter,1,19,204,MIK146387436,5650 Bay Road  ,Saginaw,Michigan,48604
5098,Wal-Mart Neighborhood Market,1,72,545,ALR000033951,1970 South University Blvd  ,Mobile,Alabama,36609
5099,Wal-Mart Supercenter,1,54,388,COR000213926,2545 Rimrock Ave  ,Grand Junction,Colorado,81505
5100,Wal-Mart Neighborhood Market,1,72,544,ALR000039487,1916 CENTER POINT ROAD  ,CENTER POINT,Alabama,35215
5101,Wal-Mart Supercenter,1,57,396,NVR000078329,300 SOUTH HIGHWAY 160  ,Pahrump,Nevada,89048
5102,Wal-Mart Neighborhood Market,1,64,543,LAR000088138,99 Westbank Expressway  ,Gretna,Louisiana,70053
5103,Wal-Mart Division 1 Store,1,22,166,PAR000513945,"4600 E. ROOSEVELT BLVD, BLDG G  ",Philadelphia,Pennsylvania,19124
5104,Wal-Mart Supercenter,1,21,223,OHR000137216,1701 WEST DOROTHY LANE  ,Moraine,Ohio,45439
5105,Wal-Mart Supercenter,1,76,286,VAR000516013,10 Riverton Commons Drive  ,Front Royal,Virginia,22630
5106,Wal-Mart Neighborhood Market,1,72,96,FLR000094136,4255 Alafaya Trail  ,Oviedo,Florida,32765
5107,Wal-Mart Neighborhood Market,1,59,566,TNR000020479,109 Gallatin Pike North  ,Madison,Tennessee,37115
5108,Wal-Mart Neighborhood Market,1,64,526,TXR000051391,3000 SAUL KLEINFELD DRIVE  ,El Paso,Texas,79936
5109,Wal-Mart Neighborhood Market,1,61,557,UTR000007336,4570 South 4000 West  ,West Valley City (3),Utah,84120
5110,Wal-Mart Neighborhood Market,1,61,557,UTR000009076,1360 EAST DRAPER PARKWAY  ,Draper,Utah,84020
5111,Wal-Mart Division 1 Store,1,17,176,NJR000064485,1501 Route 22 West  ,Watchung,New Jersey,07069
5113,Wal-Mart Supercenter,1,14,2,ALR000033969,165 Vaughan Lane  ,Pell City,Alabama,35125
5115,Wal-Mart Supercenter,1,52,418,IAR000507046,3101 WEST KIMBERLY ROAD  ,Davenport,Iowa,52806
5116,Wal-Mart Supercenter,1,6,60,TXR000072405,9025 Spencer Highway  ,La Porte,Texas,77571
5117,Wal-Mart Supercenter,1,75,315,VAR000513226,116 Lucy Lane  ,Waynesboro,Virginia,22980
5118,Wal-Mart Supercenter,1,26,297,NCR000141879,10050 Glenwood Avenue  ,Raleigh,North Carolina,27617
5119,Wal-Mart Neighborhood Market,1,59,566,TNR000027847,5531 EDMONDSON PIKE  ,Nashville,Tennessee,37211
5122,Wal-Mart Neighborhood Market,1,72,492,TNR000028183,2856 HICKORY HILL EXT  ,Memphis,Tennessee,38115
5123,Wal-Mart Supercenter,1,54,391,COR000213934,5550 East Woodmen Road  ,Colorado Springs,Colorado,80920
5124,Wal-Mart Supercenter,1,46,369,AZR000047217,5605 West Northern Avenue  ,Glendale,Arizona,85301
5125,Wal-Mart Neighborhood Market,1,64,541,LAR000088146,2310 S Union Street  ,Opelousas,Louisiana,70570
5126,Wal-Mart Supercenter,1,14,3,ALR000032441,1950 WEST MAIN STREET  ,Centre,Alabama,35960
5127,Wal-Mart Supercenter,1,53,438,WIR000119438,4622 Mormon Coulee Road  ,La Crosse,Wisconsin,54601
5129,Wal-Mart Division 1 Store,1,76,283,MDR000515312,6210 Annapolis Road  ,Landover Hills,Maryland,20784
5130,Wal-Mart Division 1 Store,1,22,170,PAR000512061,"9745 Roosevelt Blvd ""A""  ",Philadelphia,Pennsylvania,19114
5131,Wal-Mart Division 1 Store,1,22,170,PAR000526699,3461 Horizon Blvd  ,Bensalem,Pennsylvania,19020
5132,Wal-Mart Neighborhood Market,1,72,96,FLR000129189,5216 RED BUG LAKE ROAD  ,Winter Springs,Florida,32708
5133,Wal-Mart Supercenter,1,56,457,CAR000205336,5000 Rhonda Road  ,Anderson,California,96007
5134,Wal-Mart Supercenter,1,57,447,CAR000204453,5075 Gosford Road  ,Bakersfield,California,93313
5135,Wal-Mart Neighborhood Market,1,59,498,KYR000067462,102 Gateway Crossings Boulevard  ,Radcliff,Kentucky,40160
5136,Wal-Mart Supercenter,1,56,457,CAR000208181,1131 North Beale Road  ,Marysville,California,95901
5137,Wal-Mart Supercenter,1,54,376,COR000209478,6101 South Aurora Parkway  ,Aurora,Colorado,80016
5139,Wal-Mart Supercenter,1,56,453,CAR000207134,235 E Dorset Drive  ,Dixon,California,95620
5140,Wal-Mart Division 1 Store,1,58,459,CAR000206904,5500 Grossmont Center Drive  ,La Mesa,California,91942
5141,Wal-Mart Supercenter,1,47,432,NER000502989,16960 West Maple Road  ,Omaha,Nebraska,68116
5142,Wal-Mart Supercenter,1,22,178,NJR000064493,3575 Route 66 West  ,Neptune,New Jersey,07753
5143,Wal-Mart Neighborhood Market,1,59,554,TNR000040014,8101 East Brainerd Road  ,Chattanooga,Tennessee,37421
5144,Wal-Mart Supercenter,1,7,77,TXR000072413,8315 FM 78  ,Converse,Texas,78109
5145,Wal-Mart Supercenter,1,7,86,TXR000072421,1603 Vance Jackson Road  ,San Antonio,Texas,78213
5146,Wal-Mart Supercenter,1,7,506,TXR000072439,8030 Bandera Road  ,San Antonio,Texas,78250
5147,Wal-Mart Supercenter,1,5,44,TXR000072477,1521 North Cockrell Hill Road  ,DALLAS (W),Texas,75211
5148,Wal-Mart Neighborhood Market,1,59,566,TNR000040535,1153 Fortress Boulevard  ,Murfreesboro,Tennessee,37128
5149,Wal-Mart Neighborhood Market,1,59,485,MOR000546796,1700 N 7 Highway  ,Blue Springs,Missouri,64014
5150,Wal-Mart Supercenter,1,40,340,MOR000518969,1900 Maplewood Commons Drive  ,Maplewood,Missouri,63143
5151,Wal-Mart Supercenter,1,12,120,GAR000036467,825 Cartersville Highway SE  ,ROME (S),Georgia,30161
5152,Wal-Mart Division 1 Store,1,57,446,CAD070653001,6433 Fallbrook Avenue  ,West Hills,California,91307
5154,Wal-Mart Supercenter,1,57,484,CAR000207852,1827 Walnut Grove Blvd  ,Rosemead,California,91770
5155,Wal-Mart Supercenter,1,46,387,NMR000011650,1550 South Valley Drive  ,Las Cruces,New Mexico,88005
5156,Wal-Mart Supercenter,1,58,463,CAR000206300,1540 EAST 2ND STREET  ,Beaumont,California,92223
5157,Wal-Mart Supercenter,1,25,278,ILR000139139,155 East Courtland Street  ,Morton,Illinois,61550
5159,Wal-Mart Supercenter,1,19,204,MIK994938199,2750 Cook Road  ,West Branch,Michigan,48661
5160,Wal-Mart Supercenter,1,19,202,MID985645308,1700 West Michigan Avenue  ,Jackson,Michigan,49202
5162,Wal-Mart Supercenter,1,57,448,CAR000207860,27931 Kelly Johnson Parkway  ,Santa Clarita,California,91355
5165,Wal-Mart Supercenter,1,6,80,TXR000072454,1421 West Frontage Road  ,Alamo,Texas,78516
5166,Wal-Mart Supercenter,1,46,387,NMR000010678,1021 East Pine Street  ,Deming,New Mexico,88030
5167,Wal-Mart Supercenter,1,54,582,UTR000009084,1052 South Turf Farm Road  ,Payson,Utah,84651
5168,Wal-Mart Supercenter,1,57,405,UTR000009092,10 East 1300 South  ,Richfield,Utah,84701
5170,Wal-Mart Supercenter,1,47,429,NER000503342,3001 Silverberg Drive  ,Sidney,Nebraska,69162
5172,Wal-Mart Supercenter,1,14,97,FLR000129148,1900 SOUTH JEFFERSON STREET  ,Perry,Florida,32348
5173,Wal-Mart Supercenter,1,12,120,GAR000047050,815 Shugart Road  ,DALTON (W),Georgia,30720
5174,Wal-Mart Supercenter,1,14,1,ALR000034074,7855 Moffett Road  ,Semmes,Alabama,36575
5175,Wal-Mart Supercenter,1,12,121,TNR000028027,589 West Main Street  ,Algood,Tennessee,38506
5178,Wal-Mart Division 1 Store,1,17,176,NJR000053330,220 Enterprise Drive  ,Rockaway,New Jersey,07866
5179,Wal-Mart Neighborhood Market,1,72,96,FLR000117168,201 South Chickasaw Trail  ,Orlando,Florida,32825
5182,Wal-Mart Neighborhood Market,1,59,566,TNR000040527,2478 New Salem Highway  ,Murfreesboro,Tennessee,37128
5183,Wal-Mart Neighborhood Market,1,59,498,KYR000041830,3800 Ruckriegel Parkway  ,Jeffersontown,Kentucky,40299
5184,Wal-Mart Supercenter,1,21,219,OHR000119321,6674 Winchester Blvd  ,Canal Winchester,Ohio,43110
5185,Wal-Mart Supercenter,1,21,217,OHR000119826,1221 GEORGESVILLE ROAD  ,Columbus,Ohio,43228
5186,Wal-Mart Supercenter,1,46,373,AZR000500025,2501 South Market Street  ,Gilbert,Arizona,85295
5188,Wal-Mart Neighborhood Market,1,59,554,TNR000040550,7636 Middle Valley Road  ,Hixson,Tennessee,37343
5189,Wal-Mart Supercenter,1,46,369,AZR000047514,5250 West Indian School Road  ,Phoenix,Arizona,85031
5190,Wal-Mart Supercenter,1,46,370,AZR000500017,2501 West Happy Valley Road  ,Phoenix,Arizona,85085
5191,Wal-Mart Supercenter,1,5,55,TXR000062976,802 EAST HIGHWAY 80  ,Forney,Texas,75126
5192,Wal-Mart Supercenter,1,56,455,CAR000204305,5821 Antelope North Road  ,ANTELOPE,California,95843
5193,Wal-Mart Supercenter,1,58,461,CAR000206318,12721 Moreno Beach Drive  ,Moreno Valley,California,92555
5196,Wal-Mart Supercenter,1,11,144,TNR000019620,5255 Elvis Presley Blvd  ,Memphis,Tennessee,38116
5197,Wal-Mart Supercenter,1,12,5,ALR000034140,330 Sutton Road  ,Owens Cross Roads,Alabama,35763
5198,Wal-Mart Neighborhood Market,1,59,546,GAR000077321,1810 N. Tift Avenue  ,Tifton,Georgia,31794
5199,Wal-Mart Supercenter,1,25,269,ILR000158071,475 East Route 173  ,Antioch,Illinois,60002
5200,Wal-Mart Division 1 Store,1,22,233,PAR000513960,2030 Fruitville Pike  ,Lancaster,Pennsylvania,17601
5201,Wal-Mart Division 1 Store,1,17,175,NJR000072207,2200 STATE ROUTE 27  ,Edison,New Jersey,08817
5202,Wal-Mart Division 1 Store,1,17,171,NYR000141739,85 Crooked Hill Road  ,Commack,New York,11725
5203,Wal-Mart Supercenter,1,21,217,OHR000133181,375 Lafayette Street  ,London,Ohio,43140
5204,Wal-Mart Neighborhood Market,1,64,542,LAR000087684,4000 Barksdale Boulevard  ,Bossier City,Louisiana,71112
5205,Wal-Mart Neighborhood Market,1,61,557,UTR000007880,1356 EAST HIGHWAY 193  ,Layton,Utah,84040
5206,Wal-Mart Neighborhood Market,1,61,557,UTR000009118,1710 East Skyline Drive  ,South Ogden,Utah,84405
5207,Wal-Mart Neighborhood Market,1,59,485,KSR000500702,9000 METCALF AVENUE  ,Overland Park,Kansas,66212
5210,Wal-Mart Supercenter,1,5,51,TXR000058248,2050 NORTH HIGHWAY 78  ,Wylie,Texas,75098
5211,Wal-Mart Supercenter,1,5,52,TXR000061069,5001 McKinney Ranch Parkway  ,McKinney,Texas,75070
5214,Wal-Mart Supercenter,1,9,90,FLR000224931,2855 N. Old Lake Wilson Road  ,Kissimmee,Florida,34747
5215,Wal-Mart Supercenter,1,57,581,CAR000240382,530 Woollomes Avenue  ,Delano,California,93215
5216,Wal-Mart Supercenter,1,7,70,TXR000072470,5730 West Amarillo Blvd  ,Amarillo,Texas,79106
5218,Wal-Mart Supercenter,1,3,111,FLR000113704,3501 34th Street South  ,St. Petersburg,Florida,33711
5219,Wal-Mart Supercenter,1,47,411,KSR000505438,550 Congressional Dr.  ,Lawrence,Kansas,66049
5220,Wal-Mart Supercenter,1,3,112,FLR000023333,8220 North Dale Mabry Highway  ,Tampa,Florida,33614
5221,Wal-Mart Neighborhood Market,1,72,548,FLR000107292,8885 North Florida Avenue  ,Tampa,Florida,33604
5224,Wal-Mart Neighborhood Market,1,64,528,TXR000082149,4226 De Zavala Road  ,San Antonio,Texas,78249
5226,Wal-Mart Neighborhood Market,1,64,528,TXR000081816,9526 W. Military Drive  ,San Antonio,Texas,78251
5227,Wal-Mart Division 1 Store,1,76,292,VAR000513218,6000 BURKE COMMONS ROAD  ,Burke,Virginia,22015
5228,Wal-Mart Division 1 Store,1,75,282,MDR000516070,6405 Dobbin Road  ,Columbia,Maryland,21045
5229,Wal-Mart Division 1 Store,1,22,166,PAR000510883,1000 EASTON ROAD - SUITE 200  ,Wyncote,Pennsylvania,19095
5231,Wal-Mart Supercenter,1,56,454,CAR000245241,10470 Twin Cities Road  ,Galt,California,95632
5232,Wal-Mart Supercenter,1,54,388,COR000213942,1000 Airport Road  ,Rifle,Colorado,81650
5233,Wal-Mart Supercenter,1,54,403,UTR000008037,5675 West 6200 South  ,West Valley City,Utah,84118
5234,Wal-Mart Supercenter,1,54,401,UTR000009100,1632 North 2000 West  ,Clinton,Utah,84015
5235,Wal-Mart Supercenter,1,54,403,UTR000009423,9151 SOUTH QUARRY BLVD  ,Sandy,Utah,84094
5236,Wal-Mart Supercenter,1,41,254,KYR000036970,1201 Morgantown Road  ,Bowling Green,Kentucky,42101
5239,Wal-Mart Supercenter,1,22,167,PAR000524108,567 Route 100 North  ,Bechtelsville,Pennsylvania,19505
5240,Wal-Mart Supercenter,1,17,190,NYD986908408,135 Fairgrounds Memorial Pkwy  ,Ithaca,New York,14850
5241,Wal-Mart Supercenter,1,76,231,PAR000529677,915 Mills Drive  ,North Huntingdon,Pennsylvania,15642
5242,Wal-Mart Supercenter,1,76,191,NYR000132522,8064 Brewerton Road  ,Cicero,New York,13039
5244,Wal-Mart Supercenter,1,42,324,ARR000013359,19301 Cantrell Road  ,Little Rock,Arkansas,72223
5245,Wal-Mart Supercenter,1,7,77,TXR000069054,3302 SOUTHEAST MILITARY DRIVE  ,SAN ANTONIO (BROOKS),Texas,78223
