Location Number,ORG_NAME,MEMBER PHONE
5089,Second Harvest Heartland,651-484-5117
5090,Feeding America Eastern Wisconsin,414-931-7400
5091,Houston Food Bank,713-223-3700
5092,North Texas Food Bank,214-330-1396
5092,Tarrant Area Food Bank,817-857-7100
5093,Community Food Bank of Eastern Oklahoma,918-585-2800
5094,Houston Food Bank,713-223-3700
5095,Connecticut Foodshare,203-469-5000
5096,FIND Food Bank,760-775-3663
5097,Food Bank of Eastern Michigan,810-239-4441
5098,Feeding the Gulf Coast,251-653-1617
5099,Food Bank of the Rockies,303-371-9250
5100,Community Food Bank of Central Alabama,205-942-8911
5101,Three Square Food Bank,702-644-3663
5102,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5103,Philabundance,215-339-0900
5104,"The Foodbank, Inc.",937-461-0265
5105,Blue Ridge Area Food Bank,540-248-3663
5106,Second Harvest Food Bank of Central Florida,407-295-1066
5107,Second Harvest Food Bank of Middle Tennessee,615-329-3491
5108,El Pasoans Fighting Hunger,915 298-0353
5109,Utah Food Bank,801-908-8660
5110,Utah Food Bank,801-908-8660
5111,Community Foodbank of New Jersey,908-355-3663
5113,Community Food Bank of Central Alabama,205-942-8911
5115,River Bend Food Bank,563-345-6490
5116,Houston Food Bank,713-223-3700
5117,Blue Ridge Area Food Bank,540-248-3663
5118,Inter-Faith Food Shuttle,919-250-0043
5118,Food Bank of Central & Eastern North Carolina,919-875-0707
5119,Second Harvest Food Bank of Middle Tennessee,615-329-3491
5122,Mid-South Food Bank,901-527-0841
5123,Care and Share Food Bank,719-528-1247
5124,St. Mary's Food Bank,602-242-3663
5125,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5126,Community Food Bank of Central Alabama,205-942-8911
5127,Channel One Regional Food Bank,507-424-1700
5129,Capital Area Food Bank,202-526-5344
5130,Philabundance,215-339-0900
5131,Philabundance,215-339-0900
5132,Second Harvest Food Bank of Central Florida,407-295-1066
5133,Food Bank of Contra Costa and Solano,925-676-7543
5134,Central California Food Bank,559-237-2527
5135,"Feeding America, Kentucky's Heartland",270-769-6997
5136,Food Bank of Contra Costa and Solano,925-676-7543
5137,Food Bank of the Rockies,303-371-9250
5139,Food Bank of Contra Costa and Solano,925-676-7543
5140,Feeding San Diego,858-452-3663
5141,Food Bank for the Heartland,402-331-1213
5142,Fulfill,732-918-2600
5143,Chattanooga Area Food Bank,423-622-1800
5144,San Antonio Food Bank,210-337-3663
5145,San Antonio Food Bank,210-337-3663
5146,San Antonio Food Bank,210-337-3663
5147,North Texas Food Bank,214-330-1396
5148,Second Harvest Food Bank of Middle Tennessee,615-329-3491
5149,Harvesters - The Community Food Network,816-929-3000
5150,St. Louis Area Foodbank,314-292-6262
5151,Atlanta Community Food Bank,404-892-9822
5152,Los Angeles Regional Food Bank,323-234-3030
5154,Los Angeles Regional Food Bank,323-234-3030
5155,Roadrunner Food Bank,505-247-2052
5156,Feeding America Riverside |San Bernardino Counties,951-359-4757
5157,Eastern Illinois Foodbank,217-328-3663
5159,Food Bank of Eastern Michigan,810-239-4441
5160,South Michigan Food Bank,269-964-3663
5162,Los Angeles Regional Food Bank,323-234-3030
5165,Food Bank of the Rio Grande Valley,956-682-8101
5166,Roadrunner Food Bank,505-247-2052
5167,Utah Food Bank,801-908-8660
5168,Utah Food Bank,801-908-8660
5170,Food Bank for the Heartland,402-331-1213
5172,"Second Harvest of the Big Bend, Inc.",850-562-3033
5173,Chattanooga Area Food Bank,423-622-1800
5174,Feeding the Gulf Coast,251-653-1617
5175,Second Harvest Food Bank of Middle Tennessee,615-329-3491
5178,Community Foodbank of New Jersey,908-355-3663
5179,Second Harvest Food Bank of Central Florida,407-295-1066
5182,Second Harvest Food Bank of Middle Tennessee,615-329-3491
5183,Dare to Care Food Bank,502-966-3821
5184,Mid-Ohio FoodBank,614-274-7770
5185,Mid-Ohio FoodBank,614-274-7770
5186,United Food Bank,480-926-4897
5188,Chattanooga Area Food Bank,423-622-1800
5189,St. Mary's Food Bank,602-242-3663
5190,St. Mary's Food Bank,602-242-3663
5191,North Texas Food Bank,214-330-1396
5192,Food Bank of Contra Costa and Solano,925-676-7543
5193,Feeding America Riverside |San Bernardino Counties,951-359-4757
5196,Mid-South Food Bank,901-527-0841
5197,Food Bank of North Alabama,256-539-2256
5198,Second Harvest of South Georgia,229-244-2678
5199,Northern Illinois Food Bank,630-443-6910
5200,Central Pennsylvania Food Bank,717-564-1700
5201,Community Foodbank of New Jersey,908-355-3663
5202,"Long Island Cares, Inc.",631-582-3663
5202,Island Harvest,516-294-8528
5203,Mid-Ohio FoodBank,614-274-7770
5204,Food Bank of Northwest Louisiana,318-675-2400
5205,Utah Food Bank,801-908-8660
5206,Utah Food Bank,801-908-8660
5207,Harvesters - The Community Food Network,816-929-3000
5210,North Texas Food Bank,214-330-1396
5211,North Texas Food Bank,214-330-1396
5214,Second Harvest Food Bank of Central Florida,407-295-1066
5215,Central California Food Bank,559-237-2527
5216,High Plains Food Bank,806-374-8562
5218,Feeding Tampa Bay,813-254-1190
5219,Harvesters - The Community Food Network,816-929-3000
5220,Feeding Tampa Bay,813-254-1190
5221,Feeding Tampa Bay,813-254-1190
5224,San Antonio Food Bank,210-337-3663
5226,San Antonio Food Bank,210-337-3663
5227,Capital Area Food Bank,202-526-5344
5228,Maryland Food Bank,410-737-8282
5229,Philabundance,215-339-0900
5231,Food Bank of Contra Costa and Solano,925-676-7543
5232,Food Bank of the Rockies,303-371-9250
5233,Utah Food Bank,801-908-8660
5234,Utah Food Bank,801-908-8660
5235,Utah Food Bank,801-908-8660
5236,"Feeding America, Kentucky's Heartland",270-769-6997
5239,Helping Harvest,610-926-5802
5240,Food Bank of the Southern Tier,607-796-6061
5241,Westmoreland Food Bank,724-468-8660
5242,Food Bank of Central New York,315-437-1899
5244,Arkansas Foodbank,501-569-4301
5245,San Antonio Food Bank,210-337-3663
5246,Food Bank of the Golden Crescent,361-578-0591
5247,North Texas Food Bank,214-330-1396
5247,Tarrant Area Food Bank,817-857-7100
5248,Heart of Alabama Food Bank,334-263-3784
5250,Feeding Tampa Bay,813-254-1190
5251,Chattanooga Area Food Bank,423-622-1800
5252,Atlanta Community Food Bank,404-892-9822
5253,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
5254,Inter-Faith Food Shuttle,919-250-0043
5254,Food Bank of Central & Eastern North Carolina,919-875-0707
5255,Feeding Tampa Bay,813-254-1190
5256,Heart of Alabama Food Bank,334-263-3784
5257,United Food Bank,480-926-4897
5258,Three Square Food Bank,702-644-3663
5259,Three Square Food Bank,702-644-3663
5260,Northwest Arkansas Food Bank,479-872-8774
5261,Ozarks Food Harvest,417-865-3411
5262,Community Food Bank of Central Alabama,205-942-8911
5263,Chattanooga Area Food Bank,423-622-1800
5264,All Faiths Food Bank,941-379-6333
5265,Second Harvest Food Bank of Central Florida,407-295-1066
5266,Feeding Tampa Bay,813-254-1190
5267,Food Bank of Northeast Georgia,706-354-8191
5269,Three Square Food Bank,702-644-3663
5270,Utah Food Bank,801-908-8660
5272,Food Lifeline,206-545-6600
5273,Food Lifeline,206-545-6600
5274,"Hawaii Foodbank, Inc.",808-836-3600
5275,Atlanta Community Food Bank,404-892-9822
5276,Greater Chicago Food Depository,773-247-3663
5278,The Food Bank of Western Massachusetts,413-247-9738
5279,Lowcountry Food Bank,843-747-8146
5280,South Michigan Food Bank,269-964-3663
5281,Community Foodbank of New Jersey,908-355-3663
5282,"Foodlink, Inc.",585-328-3380
5285,Akron-Canton Regional Foodbank,330-535-6900
5286,Regional Food Bank of Oklahoma,405-972-1111
5287,Houston Food Bank,713-223-3700
5288,North Texas Food Bank,214-330-1396
5290,San Antonio Food Bank,210-337-3663
5291,Harvest Hope Food Bank,803-254-4432
5292,Inter-Faith Food Shuttle,919-250-0043
5292,Food Bank of Central & Eastern North Carolina,919-875-0707
5293,"Long Island Cares, Inc.",631-582-3663
5293,Island Harvest,516-294-8528
5294,Connecticut Foodshare,203-469-5000
5295,"Long Island Cares, Inc.",631-582-3663
5295,Island Harvest,516-294-8528
5296,Facing Hunger Foodbank,304-523-6029
5297,Dare to Care Food Bank,502-966-3821
5298,Second Harvest Food Bank of Metrolina,704-376-1785
5299,Second Harvest Food Bank of Central Florida,407-295-1066
5300,Feeding Tampa Bay,813-254-1190
5301,Feeding South Florida,954-518-1818
5303,St. Mary's Food Bank,602-242-3663
5304,United Food Bank,480-926-4897
5305,Feeding San Diego,858-452-3663
5306,Three Square Food Bank,702-644-3663
5307,Harvesters - The Community Food Network,816-929-3000
5308,Harvesters - The Community Food Network,816-929-3000
5309,Second Harvest Food Bank of North Central Ohio,440-960-2265
5310,Greater Baton Rouge Food Bank,225-359-9940
5311,North Texas Food Bank,214-330-1396
5312,Tarrant Area Food Bank,817-857-7100
5313,St. Louis Area Foodbank,314-292-6262
5314,Regional Food Bank of Oklahoma,405-972-1111
5316,Tarrant Area Food Bank,817-857-7100
5317,Central Texas Food Bank,512-282-2111
5319,Mountaineer Food Bank,304-364-5518
5320,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
5321,Harry Chapin Food Bank of Southwest Florida,239-334-7007
5323,Regional Food Bank of Oklahoma,405-972-1111
5325,Feeding South Florida,954-518-1818
5326,Second Harvest Food Bank of Central Florida,407-295-1066
5327,Greater Baton Rouge Food Bank,225-359-9940
5328,Greater Baton Rouge Food Bank,225-359-9940
5329,St. Mary's Food Bank,602-242-3663
5330,St. Mary's Food Bank,602-242-3663
5331,St. Mary's Food Bank,602-242-3663
5332,United Food Bank,480-926-4897
5334,Food Bank of the Rockies,303-371-9250
5335,FIND Food Bank,760-775-3663
5336,Community Food Bank of Eastern Oklahoma,918-585-2800
5337,Central California Food Bank,559-237-2527
5338,Feeding San Diego,858-452-3663
5340,Food Bank of South Jersey,856-662-4884
5340,Philabundance,215-339-0900
5341,Food Bank of the Rockies,303-371-9250
5342,Yuma Community Food Bank,928-343-1243
5343,Fredericksburg Regional Food Bank,540-371-7666
5344,Maryland Food Bank,410-737-8282
5345,Maryland Food Bank,410-737-8282
5346,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
5347,Harry Chapin Food Bank of Southwest Florida,239-334-7007
5348,Heart of Alabama Food Bank,334-263-3784
5349,United Food Bank,480-926-4897
5350,Utah Food Bank,801-908-8660
5352,Northern Illinois Food Bank,630-443-6910
5353,Houston Food Bank,713-223-3700
5355,West Ohio Food Bank,419-222-7946
5356,Greater Pittsburgh Community Food Bank,412-460-3663
5358,Central Pennsylvania Food Bank,717-564-1700
5359,Tarrant Area Food Bank,817-857-7100
5360,Second Harvest Food Bank of Northwest Pennsylvania,814-459-3663
5361,Food Bank for the Heartland,402-331-1213
5363,Atlanta Community Food Bank,404-892-9822
5364,Regional Food Bank of Oklahoma,405-972-1111
5365,Second Harvest Food Bank of Central Florida,407-295-1066
5366,Second Harvest Food Bank of Central Florida,407-295-1066
5367,Lowcountry Food Bank,843-747-8146
5368,Oregon Food Bank,503-282-0555
5369,St. Mary's Food Bank,602-242-3663
5370,Community Food Share,303-652-3663
5371,Harvest Hope Food Bank,803-254-4432
5372,"Tri-State Food Bank, Inc.",812-425-0775
5373,Second Harvest Heartland,651-484-5117
5374,"The Foodbank, Inc.",937-461-0265
5374,Shared Harvest Foodbank,513-874-0114
5376,Food Bank of Eastern Michigan,810-239-4441
5378,Harvest Hope Food Bank,803-254-4432
5379,Greater Pittsburgh Community Food Bank,412-460-3663
5381,Greater Pittsburgh Community Food Bank,412-460-3663
5382,Maryland Food Bank,410-737-8282
5383,Harvest Hope Food Bank,803-254-4432
5384,Community Foodbank of New Jersey,908-355-3663
5385,Toledo Northwestern Ohio Food Bank,419-242-5000
5386,Feeding America West Michigan,616-784-3250
5387,"Greater Cleveland Foodbank, Inc.",216-738-2265
5388,Houston Food Bank,713-223-3700
5389,Central Texas Food Bank,512-282-2111
5390,Atlanta Community Food Bank,404-892-9822
5391,Harry Chapin Food Bank of Southwest Florida,239-334-7007
5392,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
5393,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
5394,Central California Food Bank,559-237-2527
5396,Oregon Food Bank,503-282-0555
5397,Channel One Regional Food Bank,507-424-1700
5398,Northern Illinois Food Bank,630-443-6910
5399,River Bend Food Bank,563-345-6490
5402,Greater Chicago Food Depository,773-247-3663
5403,Eastern Illinois Foodbank,217-328-3663
5408,"Gleaners Food Bank of Indiana, Inc.",3179273190
5409,"The Foodbank, Inc.",937-461-0265
5410,Akron-Canton Regional Foodbank,330-535-6900
5411,Feeding America West Michigan,616-784-3250
5414,Fulfill,732-918-2600
5416,Tarrant Area Food Bank,817-857-7100
5417,Dare to Care Food Bank,502-966-3821
5418,Dare to Care Food Bank,502-966-3821
5419,Mid-South Food Bank,901-527-0841
5420,Second Harvest Food Bank of Central Florida,407-295-1066
5421,St. Louis Area Foodbank,314-292-6262
5422,Second Harvest of South Georgia,229-244-2678
5423,Three Square Food Bank,702-644-3663
5424,Oregon Food Bank,503-282-0555
5425,Feeding America Riverside |San Bernardino Counties,951-359-4757
5426,Alameda County Community Food Bank,510-635-3663
5427,St. Louis Area Foodbank,314-292-6262
5428,United Food Bank,480-926-4897
5429,St. Mary's Food Bank,602-242-3663
5430,Roadrunner Food Bank,505-247-2052
5432,Second Harvest Heartland,651-484-5117
5433,Arkansas Foodbank,501-569-4301
5434,Alameda County Community Food Bank,510-635-3663
5435,Second Harvest of Silicon Valley,408-266-8866
5436,Food Bank of Delaware,302-292-1305
5438,Feeding America Eastern Wisconsin,414-931-7400
5439,Connecticut Foodshare,203-469-5000
5440,Oregon Food Bank,503-282-0555
5441,Harvesters - The Community Food Network,816-929-3000
5442,Northern Illinois Food Bank,630-443-6910
5443,"Gleaners Food Bank of Indiana, Inc.",3179273190
5444,Feeding America West Michigan,616-784-3250
5445,Second Harvest Food Bank of Northwest Pennsylvania,814-459-3663
5446,Greater Pittsburgh Community Food Bank,412-460-3663
5447,Community Foodbank of New Jersey,908-355-3663
5448,The Greater Boston Food Bank,617-427-5200
5449,Houston Food Bank,713-223-3700
5450,Maryland Food Bank,410-737-8282
5451,Harry Chapin Food Bank of Southwest Florida,239-334-7007
5452,"Tri-State Food Bank, Inc.",812-425-0775
5453,Harry Chapin Food Bank of Southwest Florida,239-334-7007
5455,Second Harvest Food Bank of Central Florida,407-295-1066
5458,Food Bank of the Rockies,303-371-9250
5459,Mississippi Food Network,601-973-7080
5460,Coastal Bend Food Bank,361-887-6291
5461,Oregon Food Bank,503-282-0555
5462,Oregon Food Bank,503-282-0555
5463,Feeding America Eastern Wisconsin,414-931-7400
5464,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5466,Mid-Ohio FoodBank,614-274-7770
5467,Second Harvest Food Bank of East Tennessee,865-521-0000
5469,Central Pennsylvania Food Bank,717-564-1700
5470,Central Pennsylvania Food Bank,717-564-1700
5471,"Greater Cleveland Foodbank, Inc.",216-738-2265
5472,Food Gatherers,734-761-2796
5476,Food Bank of South Jersey,856-662-4884
5476,Philabundance,215-339-0900
5477,The Food Bank for Central & Northeast Missouri,573-474-1020
5479,Central Texas Food Bank,512-282-2111
5480,Central Texas Food Bank,512-282-2111
5481,Second Harvest Food Bank of Metrolina,704-376-1785
5482,Golden Harvest Food Bank,706-736-1199
5483,"Gleaners Food Bank of Indiana, Inc.",3179273190
5485,Greater Chicago Food Depository,773-247-3663
5486,Greater Chicago Food Depository,773-247-3663
5487,Harvest Hope Food Bank,803-254-4432
5488,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
5489,Second Harvest Food Bank of Southeast North Carolina,910-485-8809
5490,San Antonio Food Bank,210-337-3663
5491,Roadrunner Food Bank,505-247-2052
5492,Roadrunner Food Bank,505-247-2052
5494,The Idaho Foodbank,208-336-9643
5495,Philabundance,215-339-0900
5497,Food Bank of Central New York,315-437-1899
5498,Food Bank of Central New York,315-437-1899
5499,Freestore Foodbank,513-482-4500
5600,Second Harvest Food Bank of Orange County,949-653-2900
5601,Second Harvest Food Bank of Orange County,949-653-2900
5602,Los Angeles Regional Food Bank,323-234-3030
5603,Los Angeles Regional Food Bank,323-234-3030
5604,Los Angeles Regional Food Bank,323-234-3030
5605,Los Angeles Regional Food Bank,323-234-3030
5606,Food Bank of Contra Costa and Solano,925-676-7543
5608,Food Bank of Contra Costa and Solano,925-676-7543
5609,Food Bank of Contra Costa and Solano,925-676-7543
5610,Food Bank of Contra Costa and Solano,925-676-7543
5611,Alameda County Community Food Bank,510-635-3663
5612,Houston Food Bank,713-223-3700
5613,Tarrant Area Food Bank,817-857-7100
5614,Tarrant Area Food Bank,817-857-7100
5615,Feeding South Florida,954-518-1818
5616,Second Harvest Food Bank of Middle Tennessee,615-329-3491
5617,Greater Chicago Food Depository,773-247-3663
5622,Feeding Tampa Bay,813-254-1190
5623,Feeding the Gulf Coast,251-653-1617
5624,North Texas Food Bank,214-330-1396
5626,Community Food Bank of Southern Arizona,520-622-0525
5627,Oregon Food Bank,503-282-0555
5628,Food Lifeline,206-545-6600
5629,Redwood Empire Food Bank,707-523-7900
5632,Central California Food Bank,559-237-2527
5633,Central California Food Bank,559-237-2527
5634,Central California Food Bank,559-237-2527
5635,Central California Food Bank,559-237-2527
5637,Feeding San Diego,858-452-3663
5638,Feeding San Diego,858-452-3663
5640,Second Harvest Food Bank of Orange County,949-653-2900
5641,Second Harvest Food Bank of Orange County,949-653-2900
5643,"Food Share, Inc.",805-983-7100
5644,Second Harvest Food Bank of Orange County,949-653-2900
5649,Philabundance,215-339-0900
5653,Feeding the Gulf Coast,251-653-1617
5654,Feeding Tampa Bay,813-254-1190
5657,North Texas Food Bank,214-330-1396
5658,Foodbank of Santa Barbara County,805-967-5741
5659,Foodbank of Santa Barbara County,805-967-5741
5661,Los Angeles Regional Food Bank,323-234-3030
5663,Feeding America Riverside |San Bernardino Counties,951-359-4757
5664,"Food Share, Inc.",805-983-7100
5667,Feeding America Eastern Wisconsin,414-931-7400
5668,Feeding America Eastern Wisconsin,414-931-7400
5669,Feeding America Eastern Wisconsin,414-931-7400
5670,Feeding Tampa Bay,813-254-1190
5671,Feeding South Florida,954-518-1818
5672,North Texas Food Bank,214-330-1396
5673,North Texas Food Bank,214-330-1396
5675,Roadrunner Food Bank,505-247-2052
5676,Food Bank of the Rockies,303-371-9250
5678,Food Lifeline,206-545-6600
5683,Food Bank of Contra Costa and Solano,925-676-7543
5684,Feeding San Diego,858-452-3663
5686,Los Angeles Regional Food Bank,323-234-3030
5689,Los Angeles Regional Food Bank,323-234-3030
5691,Feeding America Riverside |San Bernardino Counties,951-359-4757
5692,Ozarks Food Harvest,417-865-3411
5693,Ozarks Food Harvest,417-865-3411
5695,Feeding America Eastern Wisconsin,414-931-7400
5697,Feeding America Eastern Wisconsin,414-931-7400
5700,East Texas Food Bank,903-617-2005
5701,Central California Food Bank,559-237-2527
5702,South Plains Food Bank,806-763-3003
5703,Food Bank of North Alabama,256-539-2256
5704,Treasure Coast Food Bank,772-489-3034
5705,Lowcountry Food Bank,843-747-8146
5706,Arkansas Foodbank,501-569-4301
5707,North Texas Food Bank,214-330-1396
5707,Tarrant Area Food Bank,817-857-7100
5709,Atlanta Community Food Bank,404-892-9822
5710,Second Harvest of the Greater Valley,209-239-2091
5713,South Texas Food Bank,956-726-3120
5715,Food Bank of West Central Texas,325-695-6311
5716,Food Bank of North Alabama,256-539-2256
5717,El Pasoans Fighting Hunger,915 298-0353
5719,Feeding South Florida,954-518-1818
5722,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5725,Community Food Bank of Southern Arizona,520-622-0525
5726,Roadrunner Food Bank,505-247-2052
5727,Feeding Tampa Bay,813-254-1190
5728,"Tri-State Food Bank, Inc.",812-425-0775
5731,Fredericksburg Regional Food Bank,540-371-7666
5732,Food Bank of the Southern Tier,607-796-6061
5734,Second Harvest Food Bank of Northeast Tennessee,423-279-0430
5735,Golden Harvest Food Bank,706-736-1199
5737,Northwest Arkansas Food Bank,479-872-8774
5738,Northwest Arkansas Food Bank,479-872-8774
5740,Feeding the Gulf Coast,251-653-1617
5741,Second Harvest Food Bank of Central Florida,407-295-1066
5743,Inter-Faith Food Shuttle,919-250-0043
5743,Food Bank of Central & Eastern North Carolina,919-875-0707
5744,Feeding the Gulf Coast,251-653-1617
5745,Second Harvest Food Bank of Metrolina,704-376-1785
5747,Second Harvest Food Bank of Metrolina,704-376-1785
5748,Food Bank of Iowa,515-564-0330
5751,Food Bank for Monterey County,831-758-1523
5752,Community Foodbank of New Jersey,908-355-3663
5753,Capital Area Food Bank,202-526-5344
5754,Virginia Peninsula Foodbank,757-596-7188
5755,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
5758,Feeding South Florida,954-518-1818
5759,Feeding South Florida,954-518-1818
5760,Feeding Tampa Bay,813-254-1190
5761,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
5761,Forgotten Harvest,248-967-1500
5763,Utah Food Bank,801-908-8660
5764,Tarrant Area Food Bank,817-857-7100
5766,Second Harvest of Silicon Valley,408-266-8866
5767,"Gleaners Food Bank of Indiana, Inc.",3179273190
5768,United Food Bank,480-926-4897
5769,Heart of Alabama Food Bank,334-263-3784
5771,Feeding the Gulf Coast,251-653-1617
5772,Feeding Tampa Bay,813-254-1190
5773,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5774,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5776,Feeding the Gulf Coast,251-653-1617
5777,Connecticut Foodshare,203-469-5000
5779,Fredericksburg Regional Food Bank,540-371-7666
5780,Food Bank of Northeast Arkansas,870-932-3663
5782,Roadrunner Food Bank,505-247-2052
5786,Atlanta Community Food Bank,404-892-9822
5787,Second Harvest Food Bank of Southeast North Carolina,910-485-8809
5789,Arkansas Foodbank,501-569-4301
5790,Arkansas Foodbank,501-569-4301
5791,Kansas Food Bank,316-265-3663
5795,Philabundance,215-339-0900
5797,Feeding the Valley Food Bank,706-561-4755
5799,Community Food Bank of Southern Arizona,520-622-0525
5804,"Gleaners Food Bank of Indiana, Inc.",3179273190
5805,Regional Food Bank of Oklahoma,405-972-1111
5806,Great Plains Food Bank,701-232-6219
5807,Los Angeles Regional Food Bank,323-234-3030
5808,Food Bank of the Rio Grande Valley,956-682-8101
5809,Food Bank of the Rio Grande Valley,956-682-8101
5810,North Texas Food Bank,214-330-1396
5812,Chattanooga Area Food Bank,423-622-1800
5813,Golden Harvest Food Bank,706-736-1199
5814,Atlanta Community Food Bank,404-892-9822
5815,Atlanta Community Food Bank,404-892-9822
5816,Feeding Northeast Florida,904-513-1333
5817,Feeding Northeast Florida,904-513-1333
5818,Feeding Northeast Florida,904-513-1333
5819,Feeding Northeast Florida,904-513-1333
5820,Feeding Northeast Florida,904-513-1333
5823,North Texas Food Bank,214-330-1396
5824,North Texas Food Bank,214-330-1396
5826,Feeding Tampa Bay,813-254-1190
5828,Care and Share Food Bank,719-528-1247
5829,Feeding America Southwest Virginia,540-342-3011
5831,Feeding Tampa Bay,813-254-1190
5832,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
5835,St. Mary's Food Bank,602-242-3663
5837,Northwest Arkansas Food Bank,479-872-8774
5839,Oregon Food Bank,503-282-0555
5840,Community Food Bank of Eastern Oklahoma,918-585-2800
5841,The Idaho Foodbank,208-336-9643
5842,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
5842,Forgotten Harvest,248-967-1500
5843,Second Harvest of the Greater Valley,209-239-2091
5844,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
5844,Forgotten Harvest,248-967-1500
5845,Feeding the Gulf Coast,251-653-1617
5846,Second Harvest Food Bank of Central Florida,407-295-1066
5847,Feed More,804-521-2500
5848,Food Bank of Contra Costa and Solano,925-676-7543
5851,Food Bank of Central & Eastern North Carolina,919-875-0707
5853,Food Lifeline,206-545-6600
5854,Feeding South Florida,954-518-1818
5855,Kansas Food Bank,316-265-3663
5857,Mid-Ohio FoodBank,614-274-7770
5858,Community Food Bank of Southern Arizona,520-622-0525
5859,Central California Food Bank,559-237-2527
5861,Oregon Food Bank,503-282-0555
5863,Regional Food Bank of Oklahoma,405-972-1111
5864,Food Bank of Northern Nevada,775-331-3663
5866,North Texas Food Bank,214-330-1396
5866,Tarrant Area Food Bank,817-857-7100
5867,Community Foodbank of New Jersey,908-355-3663
5869,The Idaho Foodbank,208-336-9643
5871,Second Harvest Food Bank of Central Florida,407-295-1066
5872,Feeding the Gulf Coast,251-653-1617
5874,Los Angeles Regional Food Bank,323-234-3030
5875,Second Harvest Food Bank of Central Florida,407-295-1066
5876,Feeding Tampa Bay,813-254-1190
5879,Second Harvest Food Bank of Metrolina,704-376-1785
5880,Capital Area Food Bank,202-526-5344
5881,Philabundance,215-339-0900
5882,Feeding South Florida,954-518-1818
5883,Second Harvest Inland Northwest,509-534-6678
5884,Second Harvest of Silicon Valley,408-266-8866
5886,Feeding San Diego,858-452-3663
5888,Central Pennsylvania Food Bank,717-564-1700
5889,North Texas Food Bank,214-330-1396
5890,Second Harvest of the Greater Valley,209-239-2091
5891,Philabundance,215-339-0900
5893,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
5893,Forgotten Harvest,248-967-1500
5894,Second Harvest Food Bank of Central Florida,407-295-1066
5898,Coastal Bend Food Bank,361-887-6291
5903,Heart of Alabama Food Bank,334-263-3784
5907,Feeding the Valley Food Bank,706-561-4755
5908,Second Harvest Food Bank of East Tennessee,865-521-0000
5911,Feeding South Florida,954-518-1818
5912,Feeding South Florida,954-518-1818
5922,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
5923,Lowcountry Food Bank,843-747-8146
5925,Food Bank of North Alabama,256-539-2256
5927,St. Louis Area Foodbank,314-292-6262
5929,Oregon Food Bank,503-282-0555
5930,Second Harvest Food Bank of Orange County,949-653-2900
5932,Feeding South Florida,954-518-1818
5935,Oregon Food Bank,503-282-0555
5936,Capital Area Food Bank,202-526-5344
5938,Feeding San Diego,858-452-3663
5944,Food Bank of South Jersey,856-662-4884
5944,Philabundance,215-339-0900
5945,Feeding South Florida,954-518-1818
5947,El Pasoans Fighting Hunger,915 298-0353
5954,Los Angeles Regional Food Bank,323-234-3030
5956,Central California Food Bank,559-237-2527
5957,Food Bank of the Rockies,303-371-9250
5959,Houston Food Bank,713-223-3700
5960,El Pasoans Fighting Hunger,915 298-0353
5962,El Pasoans Fighting Hunger,915 298-0353
5963,North Texas Food Bank,214-330-1396
5963,Tarrant Area Food Bank,817-857-7100
5964,Feeding Tampa Bay,813-254-1190
5965,Greater Chicago Food Depository,773-247-3663
5968,Capital Area Food Bank,202-526-5344
5969,Capital Area Food Bank,202-526-5344
5976,Second Harvest Heartland,651-484-5117
5977,Second Harvest Heartland,651-484-5117
5979,Placer Food Bank,916-783-0481
5980,Placer Food Bank,916-783-0481
5981,Food Bank of Contra Costa and Solano,925-676-7543
5982,Food Bank of Contra Costa and Solano,925-676-7543
5987,North Texas Food Bank,214-330-1396
5988,Second Harvest Food Bank of Central Florida,407-295-1066
5990,Kansas Food Bank,316-265-3663
5991,Kansas Food Bank,316-265-3663
5992,Second Harvest Heartland,651-484-5117
5993,Oregon Food Bank,503-282-0555
5994,Oregon Food Bank,503-282-0555
5996,Feeding San Diego,858-452-3663
6078,North Texas Food Bank,214-330-1396
6098,Food Bank of the Rio Grande Valley,956-682-8101
6149,Second Harvest Food Bank of Central Florida,407-295-1066
6159,Food Bank of the Rio Grande Valley,956-682-8101
6165,Feeding the Gulf Coast,251-653-1617
6166,Feeding the Gulf Coast,251-653-1617
6170,Community Food Bank of Eastern Oklahoma,918-585-2800
