Store,Digital Shelf Labels,Automated Pallet Delivery,Digital Locks,Consistent Freight Delivery,CoSTL
2095,TBD,YES,TBD,YES,TBD
2096,TBD,TBD,TBD,YES,TBD
2097,TBD,YES,YES,YES,TBD
2098,TBD,YES,YES,YES,TBD
2099,TBD,YES,YES,YES,TBD
2100,TBD,TBD,TBD,YES,TBD
2101,TBD,YES,YES,YES,TBD
2102,TBD,TBD,TBD,YES,TBD
2103,TBD,YES,TBD,YES,TBD
2104,TBD,TBD,TBD,YES,TBD
2105,TBD,TBD,YES,YES,TBD
2106,TBD,YES,TBD,YES,TBD
2107,TBD,YES,TBD,YES,TBD
2108,TBD,TBD,YES,YES,TBD
2109,TBD,TBD,TBD,YES,TBD
2110,TBD,YES,YES,YES,TBD
2111,TBD,YES,TBD,YES,TBD
2112,TBD,YES,YES,YES,TBD
2113,TBD,YES,TBD,YES,TBD
2114,TBD,YES,TBD,YES,TBD
2115,TBD,YES,YES,YES,TBD
2116,TBD,YES,TBD,YES,TBD
2117,TBD,YES,YES,YES,TBD
2118,TBD,YES,TBD,YES,TBD
2119,TBD,YES,TBD,YES,TBD
2120,TBD,YES,TBD,YES,TBD
2121,TBD,YES,YES,YES,TBD
2122,TBD,YES,TBD,YES,TBD
2123,TBD,YES,TBD,YES,TBD
2124,TBD,YES,TBD,YES,TBD
2125,TBD,YES,YES,YES,TBD
2126,TBD,TBD,YES,YES,TBD
2127,TBD,TBD,TBD,TBD,TBD
2128,TBD,YES,TBD,YES,TBD
2129,TBD,YES,TBD,YES,TBD
2130,TBD,YES,TBD,YES,TBD
2131,TBD,YES,YES,YES,TBD
2132,TBD,TBD,YES,YES,TBD
2133,TBD,YES,YES,YES,TBD
2134,TBD,TBD,TBD,YES,TBD
2135,TBD,YES,TBD,YES,TBD
2136,TBD,TBD,YES,YES,TBD
2137,TBD,YES,TBD,YES,TBD
2138,TBD,YES,TBD,YES,TBD
2139,TBD,YES,YES,YES,TBD
2140,TBD,YES,TBD,YES,TBD
2141,TBD,TBD,YES,YES,TBD
2142,TBD,YES,TBD,YES,TBD
2143,TBD,YES,TBD,YES,TBD
2144,TBD,YES,TBD,YES,TBD
2145,TBD,TBD,YES,YES,TBD
2146,TBD,YES,TBD,YES,TBD
2147,TBD,TBD,TBD,YES,TBD
2149,TBD,YES,TBD,YES,TBD
2150,TBD,TBD,TBD,YES,TBD
2151,TBD,TBD,TBD,YES,TBD
2152,TBD,YES,YES,YES,TBD
2153,TBD,YES,TBD,YES,TBD
2154,TBD,TBD,TBD,YES,TBD
2155,TBD,YES,TBD,YES,TBD
2156,TBD,TBD,YES,YES,TBD
2157,TBD,YES,TBD,YES,TBD
2158,TBD,YES,YES,YES,TBD
2159,TBD,YES,TBD,YES,TBD
2160,TBD,YES,TBD,YES,TBD
2161,TBD,YES,TBD,YES,TBD
2163,TBD,TBD,TBD,YES,TBD
2164,TBD,YES,TBD,YES,TBD
2166,TBD,YES,YES,YES,TBD
2167,TBD,TBD,TBD,YES,TBD
2169,TBD,TBD,TBD,YES,TBD
2170,TBD,YES,TBD,YES,TBD
2174,TBD,YES,TBD,YES,TBD
2175,TBD,TBD,TBD,YES,TBD
2176,TBD,TBD,TBD,YES,TBD
2177,TBD,TBD,YES,YES,TBD
2178,TBD,YES,TBD,YES,TBD
2180,TBD,YES,TBD,YES,TBD
2181,TBD,TBD,YES,YES,TBD
2183,TBD,YES,TBD,YES,TBD
2184,TBD,YES,TBD,YES,TBD
2185,TBD,YES,TBD,YES,TBD
2187,TBD,YES,TBD,YES,TBD
2188,TBD,YES,TBD,YES,TBD
2189,TBD,YES,TBD,YES,TBD
2190,TBD,YES,YES,YES,TBD
2191,TBD,TBD,TBD,YES,TBD
2192,TBD,TBD,TBD,TBD,TBD
2193,TBD,YES,TBD,YES,TBD
2194,TBD,YES,TBD,YES,TBD
2195,TBD,TBD,YES,YES,TBD
2196,TBD,YES,YES,YES,TBD
2197,TBD,YES,YES,YES,TBD
2198,TBD,YES,YES,YES,TBD
2199,TBD,YES,TBD,YES,TBD
2200,TBD,YES,TBD,YES,TBD
2201,TBD,YES,TBD,YES,TBD
2202,TBD,YES,TBD,YES,TBD
2204,TBD,TBD,YES,YES,TBD
2205,TBD,YES,YES,YES,TBD
2206,TBD,YES,YES,YES,TBD
2207,TBD,TBD,TBD,YES,TBD
2208,TBD,TBD,TBD,YES,TBD
2209,TBD,YES,TBD,YES,TBD
2210,TBD,YES,YES,YES,TBD
2211,TBD,YES,TBD,YES,TBD
2213,TBD,TBD,TBD,YES,TBD
2214,TBD,TBD,YES,YES,YES
2215,TBD,TBD,TBD,YES,TBD
2218,TBD,TBD,YES,YES,TBD
2221,TBD,TBD,TBD,YES,TBD
2222,TBD,YES,TBD,YES,TBD
2223,TBD,YES,TBD,YES,TBD
2224,TBD,YES,TBD,YES,TBD
2225,TBD,YES,TBD,YES,TBD
2226,TBD,TBD,TBD,YES,TBD
2227,TBD,YES,TBD,YES,TBD
2228,TBD,YES,TBD,YES,TBD
2230,TBD,YES,TBD,YES,TBD
2231,TBD,TBD,TBD,YES,TBD
2232,TBD,TBD,TBD,YES,TBD
2233,TBD,TBD,YES,YES,TBD
2234,TBD,YES,TBD,YES,TBD
2236,TBD,TBD,TBD,YES,TBD
2237,TBD,TBD,TBD,YES,TBD
2238,TBD,TBD,YES,YES,TBD
2239,TBD,YES,TBD,YES,TBD
2241,TBD,YES,TBD,YES,TBD
2242,TBD,TBD,YES,YES,TBD
2243,TBD,YES,TBD,YES,TBD
2244,TBD,YES,TBD,YES,TBD
2245,TBD,TBD,YES,YES,TBD
2247,TBD,YES,TBD,YES,TBD
2248,TBD,TBD,YES,YES,TBD
2249,TBD,YES,YES,YES,TBD
2250,TBD,YES,YES,YES,TBD
2251,TBD,YES,YES,YES,TBD
2252,TBD,TBD,TBD,YES,TBD
2253,TBD,TBD,TBD,YES,TBD
2254,TBD,TBD,TBD,YES,TBD
2255,TBD,TBD,TBD,YES,TBD
2256,TBD,YES,TBD,YES,TBD
2257,TBD,TBD,YES,YES,TBD
2258,TBD,YES,TBD,YES,TBD
2259,TBD,YES,YES,YES,TBD
2261,TBD,YES,TBD,YES,TBD
2262,TBD,YES,TBD,YES,TBD
2263,TBD,TBD,TBD,YES,TBD
2264,TBD,YES,TBD,YES,TBD
2265,TBD,TBD,TBD,YES,TBD
2266,TBD,YES,YES,YES,TBD
2267,TBD,YES,TBD,YES,TBD
2269,TBD,YES,YES,YES,TBD
2270,TBD,TBD,TBD,YES,TBD
2271,TBD,TBD,TBD,TBD,TBD
2272,TBD,TBD,TBD,YES,TBD
2273,TBD,TBD,TBD,YES,TBD
2274,TBD,YES,YES,YES,TBD
2275,TBD,YES,TBD,YES,TBD
2276,TBD,TBD,TBD,YES,TBD
2277,TBD,YES,YES,YES,TBD
2278,TBD,YES,TBD,YES,TBD
2279,TBD,TBD,TBD,YES,TBD
2280,TBD,YES,TBD,YES,TBD
2281,TBD,YES,YES,YES,TBD
2282,TBD,YES,YES,YES,TBD
2283,TBD,YES,YES,YES,TBD
2284,TBD,TBD,TBD,YES,TBD
2285,TBD,YES,TBD,YES,TBD
2286,TBD,TBD,YES,YES,TBD
2287,TBD,YES,TBD,YES,TBD
2288,TBD,YES,YES,YES,TBD
2289,TBD,YES,TBD,YES,TBD
2291,TBD,TBD,YES,YES,TBD
2292,TBD,YES,YES,YES,TBD
2293,TBD,YES,TBD,YES,TBD
2294,TBD,TBD,TBD,YES,TBD
2295,TBD,YES,TBD,YES,YES
2297,TBD,YES,YES,YES,TBD
2299,TBD,YES,TBD,YES,TBD
2300,TBD,YES,YES,YES,TBD
2306,TBD,YES,YES,YES,TBD
2307,TBD,TBD,TBD,YES,TBD
2308,TBD,TBD,YES,YES,TBD
2309,TBD,YES,TBD,YES,TBD
2310,TBD,YES,YES,YES,TBD
2311,TBD,YES,TBD,YES,TBD
2312,TBD,TBD,YES,YES,TBD
2313,TBD,YES,TBD,YES,TBD
2314,TBD,TBD,YES,YES,TBD
2315,TBD,YES,TBD,YES,TBD
2316,TBD,YES,TBD,YES,TBD
2317,TBD,YES,YES,YES,TBD
2318,TBD,YES,TBD,YES,TBD
2319,TBD,YES,TBD,YES,TBD
2320,TBD,YES,YES,YES,TBD
2321,TBD,TBD,TBD,YES,TBD
2322,TBD,YES,YES,YES,TBD
2323,TBD,YES,YES,YES,TBD
2325,TBD,YES,YES,YES,TBD
2326,TBD,YES,TBD,YES,TBD
2328,TBD,TBD,TBD,YES,TBD
2329,TBD,YES,TBD,YES,TBD
2330,TBD,YES,TBD,YES,TBD
2331,TBD,YES,TBD,YES,TBD
2332,TBD,YES,TBD,YES,TBD
2333,TBD,TBD,TBD,YES,TBD
2334,TBD,TBD,TBD,YES,TBD
2335,TBD,TBD,YES,TBD,TBD
2336,TBD,YES,TBD,YES,TBD
2337,TBD,TBD,TBD,YES,TBD
2338,TBD,TBD,TBD,YES,TBD
2339,TBD,TBD,YES,YES,TBD
2340,TBD,TBD,TBD,YES,TBD
2341,TBD,YES,TBD,YES,TBD
2348,TBD,YES,YES,YES,TBD
2350,TBD,TBD,TBD,YES,TBD
2351,TBD,YES,TBD,YES,TBD
2352,TBD,YES,YES,YES,TBD
2354,TBD,TBD,TBD,YES,TBD
2355,TBD,YES,TBD,YES,TBD
2357,TBD,TBD,TBD,YES,TBD
2358,TBD,TBD,TBD,YES,TBD
2359,TBD,YES,TBD,YES,TBD
2360,TBD,TBD,YES,YES,TBD
2361,TBD,YES,TBD,YES,TBD
2362,TBD,YES,YES,YES,TBD
2365,TBD,TBD,TBD,YES,TBD
2366,TBD,YES,TBD,YES,TBD
2367,TBD,YES,YES,TBD,TBD
2368,TBD,TBD,TBD,YES,TBD
2369,TBD,YES,TBD,YES,TBD
2370,TBD,YES,YES,YES,TBD
2371,TBD,TBD,TBD,YES,TBD
2373,TBD,YES,TBD,YES,TBD
2385,TBD,YES,TBD,YES,TBD
2386,TBD,YES,TBD,YES,TBD
2387,TBD,YES,YES,YES,TBD
2388,TBD,YES,TBD,YES,TBD
2391,TBD,YES,TBD,YES,TBD
2392,TBD,YES,TBD,YES,TBD
2393,TBD,TBD,TBD,YES,TBD
2394,TBD,TBD,TBD,YES,TBD
2395,TBD,TBD,TBD,YES,TBD
2396,TBD,TBD,TBD,YES,TBD
2397,TBD,TBD,TBD,YES,TBD
2398,TBD,YES,TBD,YES,TBD
2399,TBD,YES,TBD,YES,TBD
2400,TBD,YES,TBD,YES,TBD
2401,TBD,YES,YES,YES,TBD
2402,TBD,TBD,TBD,YES,TBD
2403,TBD,YES,TBD,YES,TBD
2404,TBD,YES,TBD,YES,TBD
2405,TBD,YES,TBD,YES,TBD
2406,TBD,TBD,TBD,YES,TBD
2412,TBD,TBD,TBD,YES,TBD
2414,TBD,YES,TBD,YES,TBD
2417,TBD,TBD,TBD,YES,TBD
2418,TBD,YES,TBD,YES,TBD
2419,TBD,TBD,TBD,YES,TBD
2420,TBD,YES,YES,YES,TBD
2421,TBD,YES,TBD,TBD,TBD
2422,TBD,YES,TBD,YES,TBD
2424,TBD,YES,TBD,YES,TBD
2425,TBD,TBD,TBD,YES,TBD
2426,TBD,YES,YES,YES,TBD
2427,TBD,YES,TBD,YES,TBD
2428,TBD,YES,TBD,YES,TBD
2429,TBD,YES,TBD,YES,TBD
2431,TBD,YES,TBD,YES,TBD
2432,TBD,YES,YES,YES,TBD
2433,TBD,TBD,TBD,YES,TBD
2434,TBD,TBD,TBD,TBD,TBD
2435,TBD,TBD,TBD,YES,TBD
2436,TBD,TBD,TBD,YES,TBD
2437,TBD,TBD,TBD,YES,TBD
2438,TBD,YES,TBD,YES,TBD
2439,TBD,TBD,YES,YES,TBD
2440,TBD,YES,TBD,YES,TBD
2441,TBD,YES,YES,YES,TBD
2442,TBD,YES,TBD,YES,TBD
2443,TBD,YES,TBD,YES,TBD
2444,TBD,YES,TBD,YES,TBD
2445,TBD,TBD,YES,YES,TBD
2446,TBD,TBD,TBD,YES,TBD
2447,TBD,YES,YES,YES,TBD
2448,TBD,YES,TBD,TBD,TBD
2450,TBD,YES,YES,YES,TBD
2451,TBD,YES,TBD,YES,TBD
2452,TBD,TBD,YES,TBD,TBD
2453,TBD,YES,TBD,YES,TBD
2455,TBD,TBD,TBD,YES,TBD
2457,TBD,YES,YES,YES,TBD
2458,TBD,YES,TBD,YES,TBD
2459,TBD,YES,TBD,YES,TBD
2460,TBD,TBD,TBD,YES,TBD
2463,TBD,TBD,YES,YES,TBD
2464,TBD,YES,YES,YES,TBD
2465,TBD,YES,TBD,YES,TBD
2590,TBD,YES,TBD,YES,TBD
2469,TBD,YES,YES,YES,YES
2471,TBD,YES,TBD,YES,TBD
2472,TBD,TBD,TBD,YES,TBD
2473,TBD,TBD,YES,YES,TBD
2474,TBD,TBD,TBD,YES,TBD
2475,TBD,TBD,TBD,YES,TBD
2476,TBD,YES,TBD,YES,TBD
2477,TBD,YES,YES,YES,TBD
2479,TBD,TBD,TBD,YES,TBD
2480,TBD,TBD,TBD,YES,TBD
2481,TBD,YES,YES,YES,TBD
2482,TBD,YES,YES,YES,TBD
2483,TBD,TBD,YES,YES,TBD
2484,TBD,TBD,TBD,YES,TBD
2485,TBD,YES,TBD,YES,TBD
3126,TBD,YES,TBD,YES,TBD
2487,TBD,TBD,TBD,YES,TBD
2488,TBD,YES,TBD,YES,TBD
2490,TBD,YES,YES,YES,TBD
2491,TBD,TBD,TBD,YES,TBD
2492,TBD,YES,TBD,YES,TBD
2493,TBD,TBD,TBD,YES,TBD
2494,TBD,TBD,TBD,YES,TBD
2495,TBD,YES,YES,YES,TBD
2496,TBD,YES,YES,YES,TBD
2497,TBD,TBD,TBD,YES,TBD
2499,TBD,YES,TBD,YES,TBD
2502,TBD,YES,TBD,YES,TBD
2503,TBD,TBD,TBD,YES,TBD
2504,TBD,YES,YES,YES,TBD
2505,TBD,TBD,TBD,YES,TBD
2506,TBD,YES,TBD,YES,TBD
2507,TBD,YES,YES,YES,TBD
2508,TBD,TBD,TBD,YES,TBD
2509,TBD,TBD,TBD,TBD,TBD
2510,TBD,TBD,TBD,TBD,TBD
2511,TBD,TBD,TBD,YES,TBD
2512,TBD,YES,TBD,YES,TBD
2513,TBD,TBD,TBD,YES,TBD
2514,TBD,TBD,TBD,YES,TBD
2515,TBD,YES,YES,YES,TBD
2516,TBD,YES,YES,YES,TBD
2517,TBD,TBD,YES,YES,TBD
2518,TBD,TBD,TBD,YES,TBD
2519,TBD,TBD,TBD,YES,TBD
2520,TBD,YES,TBD,YES,TBD
2522,TBD,TBD,TBD,TBD,TBD
2523,TBD,YES,YES,YES,TBD
2526,TBD,YES,YES,YES,TBD
2527,TBD,YES,TBD,YES,TBD
2528,TBD,YES,TBD,YES,TBD
2529,TBD,YES,TBD,YES,TBD
2530,TBD,YES,YES,YES,TBD
2531,TBD,TBD,TBD,YES,TBD
2532,TBD,TBD,TBD,YES,TBD
2533,TBD,YES,TBD,YES,TBD
2534,TBD,YES,TBD,YES,TBD
2535,TBD,TBD,YES,YES,TBD
2536,TBD,YES,YES,YES,TBD
2537,TBD,YES,YES,YES,TBD
2538,TBD,YES,YES,YES,TBD
2539,TBD,YES,YES,YES,TBD
2540,TBD,YES,TBD,YES,TBD
2541,TBD,YES,TBD,YES,TBD
2542,TBD,YES,TBD,YES,TBD
2543,TBD,TBD,TBD,YES,TBD
2544,TBD,TBD,TBD,YES,TBD
2545,TBD,TBD,TBD,TBD,TBD
2546,TBD,YES,YES,YES,TBD
2547,TBD,TBD,TBD,YES,TBD
2548,TBD,YES,TBD,YES,TBD
2549,TBD,YES,YES,YES,TBD
2550,TBD,YES,YES,YES,TBD
2551,TBD,TBD,TBD,YES,TBD
2553,TBD,YES,YES,YES,TBD
2554,TBD,YES,YES,YES,TBD
2555,TBD,TBD,YES,YES,TBD
2556,TBD,YES,YES,YES,TBD
2557,TBD,YES,YES,YES,TBD
2558,TBD,TBD,TBD,YES,TBD
2559,TBD,TBD,TBD,YES,TBD
2560,TBD,TBD,TBD,YES,TBD
2561,TBD,YES,TBD,YES,TBD
2562,TBD,YES,TBD,YES,TBD
2563,TBD,YES,TBD,YES,TBD
2564,TBD,TBD,TBD,YES,TBD
2565,TBD,TBD,TBD,YES,TBD
2566,TBD,TBD,TBD,YES,TBD
2567,TBD,TBD,TBD,YES,TBD
2568,TBD,YES,YES,YES,TBD
2571,TBD,YES,YES,YES,TBD
2572,TBD,YES,TBD,YES,TBD
2574,TBD,YES,TBD,YES,TBD
2575,TBD,YES,TBD,YES,TBD
2576,TBD,YES,TBD,YES,TBD
2577,TBD,TBD,YES,YES,TBD
2579,TBD,YES,TBD,YES,TBD
2580,TBD,YES,YES,YES,TBD
2581,TBD,YES,TBD,YES,TBD
2582,TBD,TBD,TBD,YES,TBD
2583,TBD,TBD,TBD,YES,TBD
2584,TBD,TBD,TBD,YES,TBD
2585,TBD,TBD,TBD,YES,TBD
2586,TBD,YES,YES,YES,TBD
2587,TBD,YES,TBD,YES,TBD
2588,TBD,YES,YES,YES,TBD
3127,TBD,YES,TBD,YES,TBD
2591,TBD,TBD,TBD,YES,TBD
2592,TBD,TBD,YES,YES,TBD
2593,TBD,TBD,YES,YES,TBD
2594,TBD,YES,YES,YES,TBD
2595,TBD,YES,YES,YES,TBD
2596,TBD,YES,YES,YES,TBD
2597,TBD,YES,TBD,YES,TBD
2598,TBD,YES,YES,YES,TBD
2599,TBD,YES,TBD,YES,TBD
2600,TBD,TBD,TBD,YES,TBD
2603,TBD,YES,TBD,YES,TBD
2604,TBD,TBD,TBD,YES,TBD
2605,TBD,YES,TBD,YES,TBD
2607,TBD,YES,TBD,YES,TBD
2608,TBD,YES,YES,YES,TBD
2609,TBD,YES,YES,YES,TBD
2610,TBD,YES,TBD,YES,TBD
2611,TBD,YES,TBD,YES,TBD
2612,TBD,YES,TBD,YES,TBD
2613,TBD,YES,TBD,YES,TBD
2614,TBD,TBD,TBD,YES,TBD
2615,TBD,YES,TBD,YES,TBD
2616,TBD,TBD,TBD,YES,TBD
2617,TBD,TBD,TBD,YES,TBD
2618,TBD,TBD,TBD,YES,TBD
2619,TBD,TBD,TBD,YES,TBD
2620,TBD,TBD,TBD,YES,TBD
2621,TBD,YES,YES,YES,TBD
2626,TBD,TBD,TBD,YES,TBD
2627,TBD,YES,YES,YES,TBD
2628,TBD,YES,YES,YES,TBD
2629,TBD,YES,TBD,YES,TBD
2630,TBD,YES,TBD,YES,TBD
2631,TBD,TBD,TBD,YES,TBD
2632,TBD,YES,TBD,YES,TBD
2633,TBD,TBD,YES,YES,TBD
2634,TBD,YES,TBD,YES,TBD
2636,TBD,YES,YES,YES,TBD
2637,TBD,TBD,TBD,YES,TBD
2638,TBD,YES,TBD,YES,TBD
2639,TBD,YES,TBD,YES,TBD
2640,TBD,YES,TBD,YES,TBD
2641,TBD,TBD,TBD,YES,TBD
2642,TBD,YES,YES,YES,TBD
2643,TBD,YES,YES,TBD,TBD
2644,TBD,TBD,TBD,YES,TBD
2645,TBD,YES,TBD,YES,TBD
2646,TBD,TBD,TBD,YES,TBD
2647,TBD,TBD,TBD,YES,TBD
2648,TBD,YES,TBD,YES,TBD
2649,TBD,TBD,YES,YES,TBD
2650,TBD,TBD,YES,YES,TBD
2651,TBD,TBD,YES,YES,TBD
2652,TBD,YES,TBD,YES,TBD
2653,TBD,YES,TBD,YES,TBD
2654,TBD,TBD,TBD,YES,TBD
2656,TBD,YES,YES,YES,TBD
2658,TBD,TBD,TBD,TBD,TBD
2659,TBD,YES,TBD,YES,TBD
2660,TBD,YES,TBD,YES,TBD
2662,TBD,TBD,TBD,YES,TBD
2663,TBD,YES,TBD,YES,TBD
2664,TBD,YES,TBD,YES,TBD
2665,TBD,YES,TBD,YES,TBD
2666,TBD,YES,TBD,YES,TBD
2667,TBD,YES,TBD,YES,TBD
2668,TBD,TBD,YES,TBD,TBD
2671,TBD,YES,YES,YES,TBD
2672,TBD,YES,TBD,YES,TBD
2674,TBD,YES,TBD,YES,TBD
2678,TBD,TBD,YES,YES,TBD
2679,TBD,TBD,YES,YES,TBD
2681,TBD,YES,TBD,YES,TBD
2682,TBD,YES,TBD,YES,TBD
2683,TBD,YES,TBD,YES,TBD
2684,TBD,YES,TBD,YES,TBD
2686,TBD,TBD,TBD,YES,TBD
2687,TBD,TBD,TBD,YES,TBD
2688,TBD,YES,TBD,YES,TBD
2689,TBD,YES,TBD,YES,TBD
2690,TBD,YES,TBD,YES,TBD
2691,TBD,YES,YES,YES,TBD
2692,TBD,TBD,YES,YES,TBD
2693,TBD,TBD,TBD,YES,TBD
2694,TBD,TBD,TBD,YES,TBD
2695,TBD,YES,TBD,YES,TBD
2696,TBD,TBD,TBD,YES,TBD
2697,TBD,YES,YES,YES,TBD
2699,TBD,TBD,TBD,YES,TBD
2700,TBD,TBD,TBD,YES,TBD
2702,TBD,TBD,TBD,YES,TBD
2703,TBD,YES,YES,YES,TBD
2704,TBD,TBD,TBD,YES,TBD
2705,TBD,YES,TBD,YES,TBD
2706,TBD,TBD,YES,YES,TBD
2708,TBD,TBD,YES,YES,TBD
2710,TBD,YES,TBD,YES,TBD
2711,TBD,YES,TBD,YES,TBD
2712,TBD,YES,YES,YES,TBD
2713,TBD,YES,TBD,YES,TBD
2714,TBD,YES,TBD,YES,TBD
2715,TBD,YES,TBD,YES,TBD
2716,TBD,TBD,YES,YES,TBD
2717,TBD,YES,TBD,YES,TBD
2718,TBD,TBD,YES,YES,TBD
2719,TBD,TBD,TBD,YES,TBD
2720,TBD,YES,TBD,YES,TBD
2722,TBD,YES,YES,YES,TBD
2723,TBD,YES,TBD,YES,TBD
2724,TBD,TBD,YES,YES,TBD
2725,TBD,YES,TBD,YES,TBD
2726,TBD,YES,TBD,YES,TBD
2727,TBD,TBD,YES,YES,TBD
2728,TBD,TBD,TBD,YES,TBD
2729,TBD,YES,TBD,YES,TBD
2730,TBD,YES,TBD,YES,TBD
2731,TBD,TBD,TBD,YES,TBD
2732,TBD,TBD,TBD,YES,TBD
2733,TBD,YES,TBD,YES,TBD
2734,TBD,TBD,TBD,YES,TBD
2735,TBD,YES,YES,YES,TBD
2739,TBD,YES,TBD,YES,TBD
2740,TBD,YES,TBD,YES,TBD
2741,TBD,TBD,TBD,YES,TBD
2742,TBD,TBD,TBD,YES,TBD
2743,TBD,YES,TBD,YES,TBD
2744,TBD,TBD,TBD,YES,TBD
2745,TBD,TBD,TBD,YES,TBD
2747,TBD,YES,TBD,YES,TBD
2748,TBD,YES,TBD,YES,TBD
2749,TBD,YES,TBD,YES,TBD
2751,TBD,YES,YES,YES,TBD
2752,TBD,YES,TBD,YES,TBD
2753,TBD,YES,TBD,YES,TBD
2754,TBD,YES,TBD,YES,TBD
2755,TBD,YES,TBD,YES,TBD
2756,TBD,TBD,TBD,YES,TBD
2757,TBD,TBD,TBD,YES,TBD
2758,TBD,YES,TBD,YES,TBD
2760,TBD,YES,TBD,YES,TBD
2761,TBD,YES,TBD,YES,TBD
2762,TBD,TBD,TBD,YES,TBD
2763,TBD,YES,TBD,YES,TBD
2764,TBD,TBD,YES,YES,TBD
2765,TBD,YES,TBD,YES,TBD
2766,TBD,YES,YES,YES,TBD
2767,TBD,YES,TBD,YES,TBD
2768,TBD,YES,YES,YES,TBD
2769,TBD,YES,TBD,YES,TBD
2771,TBD,TBD,TBD,YES,TBD
2772,TBD,YES,TBD,YES,TBD
2773,TBD,TBD,TBD,YES,TBD
2774,TBD,YES,TBD,YES,TBD
2777,TBD,YES,TBD,YES,TBD
2778,TBD,YES,TBD,YES,TBD
2780,TBD,TBD,TBD,YES,TBD
2781,TBD,TBD,TBD,YES,TBD
2782,TBD,TBD,TBD,YES,TBD
2783,TBD,YES,YES,YES,TBD
2784,TBD,YES,TBD,YES,TBD
2785,TBD,YES,TBD,YES,TBD
2786,TBD,YES,TBD,YES,TBD
2787,TBD,YES,TBD,YES,TBD
2788,TBD,YES,TBD,YES,TBD
2789,TBD,TBD,TBD,YES,TBD
2790,TBD,TBD,TBD,YES,TBD
2791,TBD,TBD,TBD,YES,TBD
2792,TBD,YES,TBD,YES,TBD
2793,TBD,TBD,TBD,YES,TBD
2794,TBD,TBD,TBD,YES,TBD
2795,TBD,YES,TBD,YES,YES
2796,TBD,YES,TBD,YES,TBD
2797,TBD,YES,TBD,YES,TBD
2799,TBD,YES,TBD,YES,TBD
2800,TBD,TBD,TBD,YES,TBD
2801,TBD,YES,TBD,YES,TBD
2803,TBD,TBD,TBD,YES,TBD
2804,TBD,TBD,TBD,YES,TBD
2805,TBD,YES,TBD,YES,TBD
2806,TBD,TBD,TBD,YES,TBD
2807,TBD,TBD,TBD,YES,TBD
2808,TBD,YES,TBD,YES,TBD
2809,TBD,TBD,TBD,YES,TBD
2810,TBD,YES,TBD,YES,TBD
2811,TBD,TBD,TBD,YES,TBD
2812,TBD,YES,TBD,TBD,TBD
2813,TBD,TBD,TBD,TBD,TBD
2814,TBD,TBD,TBD,YES,TBD
2815,TBD,TBD,TBD,YES,TBD
2816,TBD,TBD,TBD,YES,TBD
2817,TBD,TBD,YES,YES,TBD
2818,TBD,TBD,TBD,YES,TBD
2819,TBD,YES,TBD,YES,TBD
2820,TBD,YES,TBD,YES,TBD
2821,TBD,YES,TBD,YES,TBD
2822,TBD,TBD,TBD,YES,TBD
2823,TBD,YES,YES,YES,TBD
2825,TBD,TBD,TBD,YES,TBD
2826,TBD,TBD,TBD,YES,TBD
2827,TBD,TBD,YES,YES,TBD
2828,TBD,TBD,YES,TBD,TBD
2830,TBD,TBD,TBD,YES,TBD
2831,TBD,TBD,TBD,YES,TBD
2832,TBD,YES,TBD,YES,TBD
2833,TBD,TBD,TBD,YES,TBD
2834,TBD,TBD,TBD,YES,TBD
2835,TBD,YES,TBD,YES,TBD
2836,TBD,YES,TBD,YES,TBD
2838,TBD,TBD,YES,YES,TBD
2839,TBD,TBD,TBD,YES,TBD
2840,TBD,YES,TBD,YES,TBD
2841,TBD,TBD,TBD,YES,TBD
2842,TBD,TBD,YES,YES,TBD
2843,TBD,TBD,TBD,YES,TBD
2844,TBD,YES,TBD,YES,TBD
2845,TBD,YES,TBD,YES,TBD
2846,TBD,YES,TBD,YES,TBD
2847,TBD,YES,YES,YES,TBD
2849,TBD,YES,TBD,YES,TBD
2850,TBD,TBD,TBD,YES,TBD
2852,TBD,YES,TBD,YES,TBD
2853,TBD,YES,TBD,YES,TBD
2854,TBD,YES,TBD,YES,TBD
2855,TBD,YES,TBD,YES,TBD
2856,TBD,YES,TBD,YES,TBD
2857,TBD,YES,YES,YES,TBD
2858,TBD,YES,TBD,YES,TBD
2859,TBD,YES,YES,YES,TBD
2860,TBD,YES,YES,YES,TBD
2861,TBD,TBD,TBD,YES,TBD
2862,TBD,TBD,TBD,YES,TBD
2864,TBD,YES,TBD,YES,TBD
2865,TBD,YES,YES,YES,TBD
2866,TBD,TBD,TBD,YES,TBD
2867,TBD,TBD,TBD,YES,TBD
2869,TBD,TBD,TBD,YES,TBD
2870,TBD,YES,TBD,YES,TBD
2871,TBD,TBD,TBD,YES,TBD
2872,TBD,TBD,TBD,YES,TBD
2873,TBD,TBD,TBD,YES,TBD
2874,TBD,YES,YES,YES,TBD
2875,TBD,TBD,TBD,YES,TBD
2876,TBD,TBD,TBD,YES,TBD
2877,TBD,TBD,TBD,YES,TBD
2878,TBD,TBD,TBD,YES,TBD
2880,TBD,TBD,TBD,YES,TBD
2881,TBD,YES,TBD,YES,TBD
2882,TBD,YES,YES,YES,TBD
2883,TBD,TBD,TBD,YES,TBD
2884,TBD,TBD,YES,YES,TBD
2885,TBD,YES,TBD,YES,TBD
2886,TBD,TBD,TBD,YES,TBD
