Store #,Format,City,State,Rx Freq,July Rx,August Rx,September Rx,Service Provider,Phone Number
769,SUP,Venice,FL,Sweep,,5,,CHES,844-367-5240
2152,SUP,Albany,NY,Sweep,,19,,CHES,844-367-5240
778,SUP,Punta Gorda,FL,Sweep,,5,,CHES,844-367-5240
779,SUP,Lakeland,FL,Sweep,,5,,CHES,844-367-5240
788,SUP,Clinton,AR,Sweep,,12,,CHES,844-367-5240
1984,SUP,North Adams,MA,Sweep,29,,,CHES,844-367-5240
2159,SUP,Olean,NY,Sweep,,19,,CHES,844-367-5240
2205,SUP,York,PA,Sweep,,19,,CHES,844-367-5240
811,SUP,Arcadia,FL,Sweep,,5,,CHES,844-367-5240
125,SUP,Fort Smith,AR,Sweep,,2,,CHES,844-367-5240
2210,SUP,Amherst,NY,Sweep,,19,,CHES,844-367-5240
538,SUP,Gainesville,FL,Sweep,,26,,CHES,844-367-5240
2,SUP,Harrison,AR,Sweep,29,,,CHES,844-367-5240
8,SUP,Morrilton,AR,Sweep,,,23,CHES,844-367-5240
83,SUP,Magnolia,AR,Sweep,,12,,CHES,844-367-5240
1375,SUP,Marianna,FL,Sweep,,2,,CHES,844-367-5240
2299,SUP,Cromwell,CT,Sweep,,19,,CHES,844-367-5240
1408,SUP,Tallahassee,FL,Sweep,,2,,CHES,844-367-5240
141,SUP,Fort Smith,AR,Sweep,,2,,CHES,844-367-5240
908,SUP,Orlando,FL,Sweep,15,,,CHES,844-367-5240
5433,SUP,Hot Springs Village,AR,Sweep,,26,,CHES,844-367-5240
2366,SUP,North Attleboro,MA,Sweep,,19,,CHES,844-367-5240
931,SUP,Vero Beach,FL,Sweep,15,,,CHES,844-367-5240
5448,SUP,Raynham,MA,Sweep,,26,,CHES,844-367-5240
1806,SUP,Gloversville,NY,Sweep,,2,,CHES,844-367-5240
1823,SUP,Hanover,PA,Sweep,,2,,CHES,844-367-5240
959,SUP,Bushnell,FL,Sweep,,12,,CHES,844-367-5240
960,SUP,Dunnellon,FL,Sweep,,12,,CHES,844-367-5240
1835,SUP,Vestal,NY,Sweep,,2,,CHES,844-367-5240
968,SUP,Winter Haven,FL,Sweep,,12,,CHES,844-367-5240
24,SUP,Jacksonville,AR,Sweep,,19,,CHES,844-367-5240
974,SUP,West Melbourne,FL,Sweep,,12,,CHES,844-367-5240
2026,SUP,Ponce,PR,Sweep,29,,,CHES,844-367-5240
1860,SUP,Elkton,MD,Sweep,,2,,CHES,844-367-5240
988,SUP,Lutz,FL,Sweep,15,,,CHES,844-367-5240
990,SUP,Pace,FL,Sweep,,12,,CHES,844-367-5240
579,SUP,Saint Augustine,FL,Sweep,,26,,CHES,844-367-5240
2484,SUP,Clewiston,FL,Sweep,,19,,CHES,844-367-5240
5704,WNM,Port St Lucie,FL,Sweep,,12,,CHES,844-367-5240
5771,WNM,Pensacola,FL,Sweep,,,9,CHES,844-367-5240
2097,SUP,Hudson,NY,Sweep,29,,,CHES,844-367-5240
2107,SUP,Lockport,NY,Sweep,29,,,CHES,844-367-5240
5803,SUP,San Juan,PR,Sweep,,26,,CHES,844-367-5240
2514,SUP,Pocomoke City,MD,Sweep,,19,,CHES,844-367-5240
2108,SUP,Mays Landing,NJ,Sweep,29,,,CHES,844-367-5240
4582,WNM,Navarre,FL,Sweep,,,9,CHES,844-367-5240
2944,WNM,Deland,FL,Sweep,,,16,CHES,844-367-5240
2790,SUP,Hagerstown,MD,Sweep,15,,,CHES,844-367-5240
6894,WNM,Apopka,FL,Sweep,,12,,CHES,844-367-5240
4561,WNM,Jacksonville,FL,Sweep,,,16,CHES,844-367-5240
3935,WNM,Naranja,FL,Sweep,15,,,CHES,844-367-5240
5944,SUP,Mount Laurel,NJ,Sweep,,5,,CHES,844-367-5240
2120,SUP,Norwich,NY,Sweep,29,,,CHES,844-367-5240
1968,SUP,Aberdeen,MD,Sweep,,2,,CHES,844-367-5240
424,SUP,Clanton,AL,Sweep,,,16,CHES,844-367-5240
2012,SUP,N. Oxford,MA,Sweep,,2,,CHES,844-367-5240
329,SUP,Anniston,AL,Sweep,8,,,CHES,844-367-5240
2146,SUP,Amsterdam,NY,Sweep,29,,,CHES,844-367-5240
734,SUP,Enterprise,AL,Sweep,,,23,CHES,844-367-5240
2027,SUP,Lavale,MD,Sweep,,2,,CHES,844-367-5240
904,SUP,Foley,AL,Sweep,15,,,CHES,844-367-5240
715,SUP,Tuscaloosa,AL,Sweep,15,,,CHES,844-367-5240
2306,SUP,Northport,AL,Sweep,15,,,CHES,844-367-5240
934,SUP,Daphne,AL,Sweep,15,,,CHES,844-367-5240
5888,SUP,Camp Hill,PA,Sweep,,26,,CHES,844-367-5240
700,SUP,Selma,AL,Sweep,,,16,CHES,844-367-5240
2153,SUP,Biddeford,ME,Sweep,29,,,CHES,844-367-5240
66,SUP,Clarksville,AR,Sweep,,,30,CHES,844-367-5240
764,SUP,Bessemer,AL,Sweep,22,,,CHES,844-367-5240
5062,WNM,Auburn,AL,Sweep,,12,,CHES,844-367-5240
2543,SUP,Pittston,PA,Sweep,,19,,CHES,844-367-5240
681,SUP,Guntersville,AL,Sweep,,,16,CHES,844-367-5240
766,SUP,Florence,AL,Sweep,22,,,CHES,844-367-5240
2064,SUP,Milford,PA,Sweep,,2,,CHES,844-367-5240
315,SUP,Oneonta,AL,Sweep,22,,,CHES,844-367-5240
483,SUP,Prattville,AL,Sweep,,,16,CHES,844-367-5240
1212,SUP,Saraland,AL,Sweep,15,,,CHES,844-367-5240
691,SUP,Fort Payne,AL,Sweep,22,,,CHES,844-367-5240
2682,SUP,Berlin,VT,Sweep,,19,,CHES,844-367-5240
2713,SUP,Birmingham,AL,Sweep,,,23,CHES,844-367-5240
5932,SUP,Pembroke Pines,FL,Sweep,,26,,CHES,844-367-5240
2103,SUP,Walpole,MA,Sweep,,2,,CHES,844-367-5240
2158,SUP,Northborough,MA,Sweep,,2,,CHES,844-367-5240
866,SUP,Mobile,AL,Sweep,22,,,CHES,844-367-5240
938,SUP,Montgomery,AL,Sweep,,,16,CHES,844-367-5240
2723,SUP,Sumiton,AL,Sweep,15,,,CHES,844-367-5240
2202,SUP,Windham,ME,Sweep,29,,,CHES,844-367-5240
2690,SUP,Madison,AL,Sweep,,,23,CHES,844-367-5240
1124,SUP,Hartselle,AL,Sweep,,12,,CHES,844-367-5240
2164,SUP,Springville,NY,Sweep,,2,,CHES,844-367-5240
432,SUP,Talladega,AL,Sweep,,,30,CHES,844-367-5240
2739,SUP,Bay Minette,AL,Sweep,8,,,CHES,844-367-5240
3271,SUP,Calera,AL,Sweep,22,,,CHES,844-367-5240
723,SUP,Troy,AL,Sweep,,,23,CHES,844-367-5240
853,SUP,Mobile,AL,Sweep,22,,,CHES,844-367-5240
2695,SUP,Clermont,FL,Sweep,,19,,CHES,844-367-5240
562,SUP,Leeds,AL,Sweep,8,,,CHES,844-367-5240
2534,SUP,Dothan,AL,Sweep,,,23,CHES,844-367-5240
1481,SUP,Homewood,AL,Sweep,,,23,CHES,844-367-5240
2222,SUP,Tewksbury,MA,Sweep,29,,,CHES,844-367-5240
2237,SUP,Lehigh Acres,FL,Sweep,29,,,CHES,844-367-5240
1052,SUP,Fayette,AL,Sweep,,,9,CHES,844-367-5240
660,SUP,Muscle Shoals,AL,Sweep,22,,,CHES,844-367-5240
712,SUP,Scottsboro,AL,Sweep,,,23,CHES,844-367-5240
662,SUP,Decatur,AL,Sweep,,,16,CHES,844-367-5240
809,SUP,Oxford,AL,Sweep,,5,,CHES,844-367-5240
287,SUP,Jasper,AL,Sweep,22,,,CHES,844-367-5240
762,SUP,Birmingham,AL,Sweep,,,23,CHES,844-367-5240
991,SUP,Mobile,AL,Sweep,22,,,CHES,844-367-5240
2528,SUP,Mill Hall,PA,Sweep,,2,,CHES,844-367-5240
604,SUP,Dothan,AL,Sweep,,12,,CHES,844-367-5240
2785,SUP,Victor,NY,Sweep,,19,,CHES,844-367-5240
2796,SUP,Oldsmar,FL,Sweep,,19,,CHES,844-367-5240
332,SUP,Huntsville,AL,Sweep,,,30,CHES,844-367-5240
661,SUP,Athens,AL,Sweep,,,30,CHES,844-367-5240
1158,SUP,Birmingham,AL,Sweep,,,23,CHES,844-367-5240
306,SUP,Arab,AL,Sweep,15,,,CHES,844-367-5240
5126,SUP,Centre,AL,Sweep,22,,,CHES,844-367-5240
298,SUP,Boaz,AL,Sweep,15,,,CHES,844-367-5240
670,SUP,Cullman,AL,Sweep,15,,,CHES,844-367-5240
2748,SUP,Gulf Shores,AL,Sweep,8,,,CHES,844-367-5240
2651,SUP,Manville,NJ,Sweep,,2,,CHES,844-367-5240
316,SUP,Attalla,AL,Sweep,22,,,CHES,844-367-5240
1101,SUP,Wetumpka,AL,Sweep,,,16,CHES,844-367-5240
1201,SUP,Gardendale,AL,Sweep,,,23,CHES,844-367-5240
2331,SUP,Waterford,CT,Sweep,29,,,CHES,844-367-5240
2111,SUP,Hoover,AL,Sweep,,,23,CHES,844-367-5240
740,SUP,Ozark,AL,Sweep,,12,,CHES,844-367-5240
434,SUP,Huntsville,AL,Sweep,,,30,CHES,844-367-5240
730,SUP,Sylacauga,AL,Sweep,,,30,CHES,844-367-5240
5174,SUP,Semmes,AL,Sweep,15,,,CHES,844-367-5240
300,SUP,Jacksonville,AL,Sweep,8,,,CHES,844-367-5240
5197,SUP,Owens Cross Roads,AL,Sweep,,12,,CHES,844-367-5240
394,SUP,Moulton,AL,Sweep,15,,,CHES,844-367-5240
403,SUP,Russellville,AL,Sweep,15,,,CHES,844-367-5240
301,SUP,Gadsden,AL,Sweep,22,,,CHES,844-367-5240
423,SUP,Alabaster,AL,Sweep,22,,,CHES,844-367-5240
3386,SUP,Springville,AL,Sweep,8,,,CHES,844-367-5240
91,SUP,Forrest City,AR,Sweep,,26,,CHES,844-367-5240
2987,SUP,Davie,FL,Sweep,,2,,CHES,844-367-5240
731,SUP,Demopolis,AL,Sweep,15,,,CHES,844-367-5240
5348,SUP,Montgomery,AL,Sweep,,,16,CHES,844-367-5240
5100,WNM,Center Point,AL,Sweep,,12,,CHES,844-367-5240
2336,SUP,Plymouth,MA,Sweep,29,,,CHES,844-367-5240
4407,SUP,Montgomery,AL,Sweep,,,16,CHES,844-367-5240
2881,SUP,Kissimmee,FL,Sweep,,19,,CHES,844-367-5240
4318,SUP,Millbrook,AL,Sweep,,,16,CHES,844-367-5240
3075,SUP,Panama City,FL,Sweep,,2,,CHES,844-367-5240
3078,SUP,East Brunswick,NJ,Sweep,,2,,CHES,844-367-5240
4333,SUP,Fairhope,AL,Sweep,15,,,CHES,844-367-5240
4580,WNM,Vestavia Hills,AL,Sweep,,,16,CHES,844-367-5240
1229,SUP,Hoover,AL,Sweep,,,23,CHES,844-367-5240
1711,SUP,Birmingham,AL,Sweep,,,23,CHES,844-367-5240
362,SUP,Winfield,AL,Sweep,15,,,CHES,844-367-5240
3119,SUP,Panama City Beach,FL,Sweep,,2,,CHES,844-367-5240
425,SUP,Brent,AL,Sweep,15,,,CHES,844-367-5240
2953,SUP,Swansea,MA,Sweep,,19,,CHES,844-367-5240
433,SUP,Huntsville,AL,Sweep,,,30,CHES,844-367-5240
1620,SUP,Brewton,AL,Sweep,8,,,CHES,844-367-5240
5262,SUP,Pelham,AL,Sweep,,,30,CHES,844-367-5240
919,SUP,FORT WALTON BEACH,FL,Sweep,,26,,CHES,844-367-5240
3207,SUP,Sanford,FL,Sweep,,2,,CHES,844-367-5240
1493,SUP,Monroeville,AL,Sweep,8,,,CHES,844-367-5240
1638,SUP,Eufaula,AL,Sweep,,12,,CHES,844-367-5240
5653,WNM,Orange Beach,AL,Sweep,,,9,CHES,844-367-5240
5703,SUP,Madison,AL,Sweep,,,23,CHES,844-367-5240
2488,WNM,Decatur,AL,Sweep,,,16,CHES,844-367-5240
4188,WNM,Florence,AL,Sweep,,,23,CHES,844-367-5240
4189,WNM,Helena,AL,Sweep,,,16,CHES,844-367-5240
3114,SUP,Saugus,MA,Sweep,,19,,CHES,844-367-5240
4187,SUP,Florence,AL,Sweep,22,,,CHES,844-367-5240
3221,SUP,Watkins Glen,NY,Sweep,,2,,CHES,844-367-5240
3307,SUP,Crawfordville,FL,Sweep,,2,,CHES,844-367-5240
5113,SUP,Pell City,AL,Sweep,,,30,CHES,844-367-5240
6173,SUP,Robertsdale,AL,Sweep,8,,,CHES,844-367-5240
3308,SUP,Middleburg,FL,Sweep,,2,,CHES,844-367-5240
2386,SUP,Ware,MA,Sweep,29,,,CHES,844-367-5240
3159,SUP,Teterboro,NJ,Sweep,,19,,CHES,844-367-5240
942,SUP,Ocoee,FL,Sweep,,26,,CHES,844-367-5240
3310,SUP,Deltona,FL,Sweep,,2,,CHES,844-367-5240
1091,SUP,Andalusia,AL,Sweep,,,30,CHES,844-367-5240
4756,WNM,Alabaster,AL,Sweep,,,9,CHES,844-367-5240
5256,WNM,Tuscaloosa,AL,Sweep,,,16,CHES,844-367-5240
3527,SUP,Port St. Lucie,FL,Sweep,,19,,CHES,844-367-5240
7280,SUP,Cullman,AL,Sweep,15,,,CHES,844-367-5240
3418,SUP,Wesley Chapel,FL,Sweep,,2,,CHES,844-367-5240
4673,WNM,Auburn,AL,Sweep,,12,,CHES,844-367-5240
944,SUP,Crestview,FL,Sweep,,26,,CHES,844-367-5240
3526,SUP,Brooksville,FL,Sweep,,2,,CHES,844-367-5240
3782,SUP,Orlando,FL,Sweep,,2,,CHES,844-367-5240
388,SUP,Fort Smith,AR,Sweep,,2,,CHES,844-367-5240
4153,SUP,Old Bridge,NJ,Sweep,,2,,CHES,844-367-5240
5769,WNM,Dothan,AL,Sweep,,,9,CHES,844-367-5240
5248,WNM,Northport,AL,Sweep,,12,,CHES,844-367-5240
2756,SUP,Frederick,MD,Sweep,,26,,CHES,844-367-5240
4330,SUP,Chelsea,AL,Sweep,,,30,CHES,844-367-5240
4387,SUP,Worcester,MA,Sweep,,2,,CHES,844-367-5240
4427,SUP,Tallahassee,FL,Sweep,,2,,CHES,844-367-5240
658,SUP,Rome,GA,Sweep,15,,,CHES,844-367-5240
3071,WNM,Tucker,GA,Sweep,,12,,CHES,844-367-5240
2699,WNM,Gainesville,GA,Sweep,,12,,CHES,844-367-5240
3633,SUP,Waynesboro,PA,Sweep,,19,,CHES,844-367-5240
556,SUP,Waycross,GA,Sweep,,12,,CHES,844-367-5240
593,SUP,Douglas,GA,Sweep,,12,,CHES,844-367-5240
1011,SUP,Rincon,GA,Sweep,22,,,CHES,844-367-5240
2449,SUP,Caguas,PR,Sweep,29,,,CHES,844-367-5240
2756,SUP,Frederick,MD,Sweep,,26,,CHES,844-367-5240
2480,SUP,Honesdale,PA,Sweep,29,,,CHES,844-367-5240
3212,SUP,Egg Harbor Township,NJ,Sweep,,26,,CHES,844-367-5240
3634,SUP,Tamaqua,PA,Sweep,,19,,CHES,844-367-5240
2360,SUP,Atlanta,GA,Sweep,22,,,CHES,844-367-5240
3795,SUP,North Bergen,NJ,Sweep,,19,,CHES,844-367-5240
3067,SUP,Norcross,GA,Sweep,22,,,CHES,844-367-5240
2535,SUP,Saint Clair,PA,Sweep,29,,,CHES,844-367-5240
1181,SUP,Marietta,GA,Sweep,,12,,CHES,844-367-5240
754,SUP,Statesboro,GA,Sweep,,12,,CHES,844-367-5240
1215,SUP,Calhoun,GA,Sweep,15,,,CHES,844-367-5240
3118,SUP,Decatur,GA,Sweep,22,,,CHES,844-367-5240
7342,WNM,Madison,AL,Sweep,,26,,CHES,844-367-5240
2860,SUP,Pooler,GA,Sweep,22,,,CHES,844-367-5240
2547,SUP,Monticello,NY,Sweep,29,,,CHES,844-367-5240
4260,SUP,Port St Lucie,FL,Sweep,,19,,CHES,844-367-5240
2586,SUP,Cheektowaga,NY,Sweep,29,,,CHES,844-367-5240
5744,WNM,Theodore,AL,Sweep,,26,,CHES,844-367-5240
4520,SUP,Tallahassee,FL,Sweep,,2,,CHES,844-367-5240
614,SUP,La Grange,GA,Sweep,,26,,CHES,844-367-5240
4276,SUP,Taylor,PA,Sweep,,19,,CHES,844-367-5240
2753,SUP,Clayton,GA,Sweep,15,,,CHES,844-367-5240
2721,SUP,Cayey,PR,Sweep,29,,,CHES,844-367-5240
4588,SUP,Orlando,FL,Sweep,,2,,CHES,844-367-5240
4332,SUP,Orlando,FL,Sweep,,19,,CHES,844-367-5240
1720,SUP,Snellville,GA,Sweep,,,16,CHES,844-367-5240
864,SUP,Vidalia,GA,Sweep,,12,,CHES,844-367-5240
588,SUP,Albany,GA,Sweep,15,,,CHES,844-367-5240
5035,SUP,Mulberry,FL,Sweep,,19,,CHES,844-367-5240
836,SUP,St. Marys,GA,Sweep,22,,,CHES,844-367-5240
2615,SUP,Valdosta,GA,Sweep,15,,,CHES,844-367-5240
488,SUP,Quincy,FL,Sweep,,2,,CHES,844-367-5240
510,SUP,Gainesville,GA,Sweep,,5,,CHES,844-367-5240
2475,SUP,Conyers,GA,Sweep,22,,,CHES,844-367-5240
5260,SUP,Rogers,AR,Sweep,,19,,CHES,844-367-5240
4556,SUP,Savannah,GA,Sweep,,12,,CHES,844-367-5240
1227,SUP,Augusta,GA,Sweep,,26,,CHES,844-367-5240
2854,SUP,Lisbon,CT,Sweep,29,,,CHES,844-367-5240
2630,SUP,Jesup,GA,Sweep,22,,,CHES,844-367-5240
1184,SUP,Stone Mountain,GA,Sweep,,12,,CHES,844-367-5240
1047,SUP,Morrow,GA,Sweep,22,,,CHES,844-367-5240
952,SUP,Moultrie,GA,Sweep,15,,,CHES,844-367-5240
2584,SUP,Tucker,GA,Sweep,22,,,CHES,844-367-5240
5172,SUP,Perry,FL,Sweep,,2,,CHES,844-367-5240
1314,SUP,Buford,GA,Sweep,,5,,CHES,844-367-5240
5299,SUP,Clermont,FL,Sweep,,19,,CHES,844-367-5240
878,SUP,Cumming,GA,Sweep,,5,,CHES,844-367-5240
618,SUP,Hiram,GA,Sweep,,26,,CHES,844-367-5240
5447,SUP,Kearny,NJ,Sweep,,19,,CHES,844-367-5240
2513,SUP,Dahlonega,GA,Sweep,15,,,CHES,844-367-5240
547,SUP,Plant City,FL,Sweep,,19,,CHES,844-367-5240
4497,SUP,Hueytown,AL,Sweep,,,30,CHES,844-367-5240
1293,SUP,Augusta,GA,Sweep,,26,,CHES,844-367-5240
518,SUP,Canton,GA,Sweep,,26,,CHES,844-367-5240
3471,SUP,Kennesaw,GA,Sweep,22,,,CHES,844-367-5240
5382,SUP,Pasadena,MD,Sweep,,2,,CHES,844-367-5240
1658,SUP,Thomson,GA,Sweep,,26,,CHES,844-367-5240
758,SUP,Americus,GA,Sweep,15,,,CHES,844-367-5240
5469,SUP,Hanover,PA,Sweep,,2,,CHES,844-367-5240
1458,SUP,Fort Oglethorpe,GA,Sweep,,5,,CHES,844-367-5240
1072,SUP,Tifton,GA,Sweep,15,,,CHES,844-367-5240
3201,SUP,McDonough,GA,Sweep,22,,,CHES,844-367-5240
635,SUP,Savannah,GA,Sweep,,12,,CHES,844-367-5240
520,SUP,Winder,GA,Sweep,,,9,CHES,844-367-5240
3461,SUP,Peachtree City,GA,Sweep,22,,,CHES,844-367-5240
5772,SUP,Lecanto,FL,Sweep,,19,,CHES,844-367-5240
2732,SUP,Villa Rica,GA,Sweep,,26,,CHES,844-367-5240
2811,SUP,Athens,GA,Sweep,,26,,CHES,844-367-5240
1070,SUP,East Ellijay,GA,Sweep,15,,,CHES,844-367-5240
7247,SUP,Atmore,AL,Sweep,,,30,CHES,844-367-5240
2154,SUP,Duluth,GA,Sweep,,5,,CHES,844-367-5240
375,SUP,Huntsville,AL,Sweep,,,30,CHES,844-367-5240
1111,SUP,Hartwell,GA,Sweep,,5,,CHES,844-367-5240
5151,SUP,Rome,GA,Sweep,15,,,CHES,844-367-5240
551,SUP,Palatka,FL,Sweep,,2,,CHES,844-367-5240
563,SUP,Orange City,FL,Sweep,,2,,CHES,844-367-5240
780,SUP,Monroe,GA,Sweep,,12,,CHES,844-367-5240
575,SUP,Woodstock,GA,Sweep,15,,,CHES,844-367-5240
1340,SUP,Lithonia,GA,Sweep,15,,,CHES,844-367-5240
605,SUP,Savannah,GA,Sweep,,12,,CHES,844-367-5240
899,SUP,Valdosta,GA,Sweep,15,,,CHES,844-367-5240
6878,SUP,Hazel Green,AL,Sweep,,,30,CHES,844-367-5240
5275,SUP,Woodstock,GA,Sweep,,,9,CHES,844-367-5240
5363,SUP,Lovejoy,GA,Sweep,,,9,CHES,844-367-5240
580,SUP,Bartow,FL,Sweep,,19,,CHES,844-367-5240
5392,SUP,Baxley,GA,Sweep,22,,,CHES,844-367-5240
1061,SUP,Hazlehurst,GA,Sweep,22,,,CHES,844-367-5240
5867,SUP,Bayonne,NJ,Sweep,,19,,CHES,844-367-5240
3,SUP,Commerce,GA,Sweep,,26,,CHES,844-367-5240
1024,SUP,Swainsboro,GA,Sweep,,,16,CHES,844-367-5240
855,SUP,Union City,GA,Sweep,22,,,CHES,844-367-5240
7324,SUP,Huntsville,AL,Sweep,,,30,CHES,844-367-5240
937,SUP,Marietta,GA,Sweep,,5,,CHES,844-367-5240
615,SUP,Cartersville,GA,Sweep,,26,,CHES,844-367-5240
1153,SUP,Macon,GA,Sweep,,26,,CHES,844-367-5240
5482,SUP,Eatonton,GA,Sweep,,12,,CHES,844-367-5240
3389,SUP,Snellville,GA,Sweep,,5,,CHES,844-367-5240
727,SUP,Cedartown,GA,Sweep,15,,,CHES,844-367-5240
3570,SUP,Evans,GA,Sweep,,26,,CHES,844-367-5240
1122,SUP,Eastanolle,GA,Sweep,15,,,CHES,844-367-5240
582,SUP,Port Orange,FL,Sweep,,2,,CHES,844-367-5240
3403,SUP,Dallas,GA,Sweep,8,,,CHES,844-367-5240
3339,SUP,Vineland,NJ,Sweep,29,,,CHES,844-367-5240
1112,SUP,Thomaston,GA,Sweep,,26,,CHES,844-367-5240
3709,SUP,Atlanta,GA,Sweep,22,,,CHES,844-367-5240
3874,SUP,Dawsonville,GA,Sweep,,5,,CHES,844-367-5240
5871,SUP,Orlando,FL,Sweep,,2,,CHES,844-367-5240
5891,SUP,Philadelphia,PA,Sweep,,2,,CHES,844-367-5240
3462,SUP,Suwanee,GA,Sweep,,5,,CHES,844-367-5240
5894,SUP,Oviedo,FL,Sweep,,2,,CHES,844-367-5240
5252,SUP,Loganville,GA,Sweep,,5,,CHES,844-367-5240
613,SUP,Ormond Beach,FL,Sweep,,19,,CHES,844-367-5240
62,SUP,Blytheville,AR,Sweep,,19,,CHES,844-367-5240
3786,SUP,Buford,GA,Sweep,15,,,CHES,844-367-5240
6978,SUP,Jacksonville,FL,Sweep,,2,,CHES,844-367-5240
3611,SUP,Marietta,GA,Sweep,,5,,CHES,844-367-5240
932,SUP,Griffin,GA,Sweep,,26,,CHES,844-367-5240
649,SUP,Titusville,FL,Sweep,,19,,CHES,844-367-5240
3621,SUP,Chamblee,GA,Sweep,15,,,CHES,844-367-5240
3415,SUP,Tarpon Springs,FL,Sweep,29,,,CHES,844-367-5240
3417,SUP,Naples,FL,Sweep,29,,,CHES,844-367-5240
3627,SUP,Oakwood,GA,Sweep,,5,,CHES,844-367-5240
1143,SUP,Sandersville,GA,Sweep,,26,,CHES,844-367-5240
767,SUP,Lake City,FL,Sweep,,2,,CHES,844-367-5240
4409,SUP,Rockmart,GA,Sweep,,5,,CHES,844-367-5240
555,SUP,Dublin,GA,Sweep,,,23,CHES,844-367-5240
3520,SUP,Secaucus,NJ,Sweep,29,,,CHES,844-367-5240
4283,SUP,Columbus,GA,Sweep,15,,,CHES,844-367-5240
3710,SUP,Decatur,GA,Sweep,,12,,CHES,844-367-5240
4436,SUP,Alpharetta,GA,Sweep,,5,,CHES,844-367-5240
3609,SUP,Ellenwood,GA,Sweep,,,16,CHES,844-367-5240
7,SUP,Sherwood,AR,Sweep,,19,,CHES,844-367-5240
3541,SUP,Kennett Square,PA,Sweep,29,,,CHES,844-367-5240
1018,SUP,Eastman,GA,Sweep,,26,,CHES,844-367-5240
3564,SUP,Willow Grove,PA,Sweep,29,,,CHES,844-367-5240
2941,SUP,Alpharetta,GA,Sweep,,5,,CHES,844-367-5240
1373,SUP,Lilburn,GA,Sweep,22,,,CHES,844-367-5240
686,SUP,Fitzgerald,GA,Sweep,15,,,CHES,844-367-5240
818,SUP,Panama City Beach,FL,Sweep,,2,,CHES,844-367-5240
857,SUP,Sanford,FL,Sweep,,2,,CHES,844-367-5240
860,SUP,DELAND,FL,Sweep,,2,,CHES,844-367-5240
3485,SUP,Blairsville,GA,Sweep,15,,,CHES,844-367-5240
1363,SUP,Madison,GA,Sweep,,26,,CHES,844-367-5240
890,SUP,Orlando,FL,Sweep,,2,,CHES,844-367-5240
907,SUP,Forsyth,GA,Sweep,8,,,CHES,844-367-5240
5786,SUP,Jasper,GA,Sweep,15,,,CHES,844-367-5240
941,SUP,Valrico,FL,Sweep,,2,,CHES,844-367-5240
943,SUP,Casselberry,FL,Sweep,,2,,CHES,844-367-5240
5797,SUP,Albany,GA,Sweep,15,,,CHES,844-367-5240
5390,SUP,Marietta,GA,Sweep,,26,,CHES,844-367-5240
1403,SUP,Cornelia,GA,Sweep,,5,,CHES,844-367-5240
771,SUP,Merritt Island,FL,Sweep,,19,,CHES,844-367-5240
800,SUP,Leesburg,FL,Sweep,,19,,CHES,844-367-5240
814,SUP,Okeechobee,FL,Sweep,,19,,CHES,844-367-5240
817,SUP,Kissimmee,FL,Sweep,,19,,CHES,844-367-5240
3070,WNM,Dunwoody,GA,Sweep,,,16,CHES,844-367-5240
3188,SUP,Stone Mountain,GA,Sweep,15,,,CHES,844-367-5240
955,SUP,Apopka,FL,Sweep,,2,,CHES,844-367-5240
3741,SUP,Atlanta,GA,Sweep,22,,,CHES,844-367-5240
4472,SUP,Lithonia,GA,Sweep,,,16,CHES,844-367-5240
85,SUP,Benton,AR,Sweep,,19,,CHES,844-367-5240
5813,WNM,Martinez,GA,Sweep,,12,,CHES,844-367-5240
722,SUP,Carrollton,GA,Sweep,,26,,CHES,844-367-5240
3693,SUP,Santa Isabel,PR,Sweep,29,,,CHES,844-367-5240
4185,SUP,Suwanee,GA,Sweep,,5,,CHES,844-367-5240
5814,SUP,Holly Springs,GA,Sweep,,5,,CHES,844-367-5240
859,SUP,Lake Wales,FL,Sweep,,19,,CHES,844-367-5240
5812,SUP,Blue Ridge,GA,Sweep,,5,,CHES,844-367-5240
967,SUP,Spring Hill,FL,Sweep,,2,,CHES,844-367-5240
929,SUP,Port St Lucie,FL,Sweep,,19,,CHES,844-367-5240
973,SUP,Fort Pierce,FL,Sweep,,19,,CHES,844-367-5240
2858,WNM,Statesboro,GA,Sweep,22,,,CHES,844-367-5240
5214,SUP,Kissimmee,FL,Sweep,,19,,CHES,844-367-5240
2731,WNM,Gainesville,GA,Sweep,,12,,CHES,844-367-5240
6149,WNM,Orlando,FL,Sweep,,2,,CHES,844-367-5240
1174,SUP,Thomasville,AL,Sweep,,2,,CHES,844-367-5240
2760,SUP,Jackson,AL,Sweep,,2,,CHES,844-367-5240
4206,WNM,Augusta,GA,Sweep,,12,,CHES,844-367-5240
4525,WNM,Hinesville,GA,Sweep,,,16,CHES,844-367-5240
726,SUP,Alexander City,AL,Sweep,,19,,CHES,844-367-5240
356,SUP,Auburn,AL,Sweep,,2,,CHES,844-367-5240
733,SUP,Valley,AL,Sweep,,2,,CHES,844-367-5240
1462,SUP,Greenville,AL,Sweep,,2,,CHES,844-367-5240
355,SUP,Opelika,AL,Sweep,,2,,CHES,844-367-5240
1100,SUP,Hamilton,AL,Sweep,,2,,CHES,844-367-5240
2465,WNM,Hephzibah,GA,Sweep,,12,,CHES,844-367-5240
4581,SUP,Mobile,AL,Sweep,,2,,CHES,844-367-5240
