Dept / Cat #,Business Unit,date,Supplier Name,Brand/Product Name,UPC #,Description,Stock #,Retail Price,Customer_Remedy,,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730056,Pool Ladder,56904W,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730057,Pool Ladder,56904WL,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730196,Pool Ladder,56945W,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730197,Pool Ladder,56945WL,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730055,Pool Ladder,56951W,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730058,Pool Ladder,56951WL,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730198,Pool Ladder,57965W,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730036,Pool Ladder,57979W,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,4/02/07,Intex,Swimming Pool Ladder,7825730052,Pool Ladder,57979WL,30,"CPSC 07-147
Accept returns of only the ladder. The recall includes 42-inch, 48-inch, and 52-inch ""A"" frame pool ladders. The ladders were sold with above ground pools with the brand names ""Intex,"" ""Easy Set"" and ""Sand N Sun"".Consumers: stop using the ladd",,,
7,Walmart,3/29/07,"Jakks Pacific
(Road Champ)",Fly Wheels XPV ,3296173904,Battery Pack and Charger,73904,29.97,"CPSC 07-101
Recall involves battery packs used with FLY WHEELS XPV toy vehicles (item # 73904) and the radio-controlled XPV toy (item # 73906). The batteries are marked ""Fly Wheelz,"" ""XPV,"" and ""JAKKS Pacific,"" ""Lithium-ion Polymer battery (LiPo)"".The XPV",,,
7,Walmart,3/28/07,Estes Industries,SkyRangers Wicked,4777604161,Radio Controled Airplane,4161,29.96,"CPSC 07-139
Recall involves Sky Squadron Model 4153 (sold at RadioShack) and Sky Rangers Model 4161 (sold at Wal-Mart).Consumers should stop using them and contact Estes-Cox at 800-576-5811 for instructions on returning the unit for a replacement product.",,,
5,Walmart,3/19/07,Casio Inc,Key board,7976734151,Key board,CTK710ADMC,78.76,"CPSC 07-133
Unplug your CTK-710 and remove the batteries.  Consumers should contact Casio for a free repair.  Recalled serial numbers are in the ranges 7030001 - 7040400 or 7041901 - 743500.
Contact Casio at www.casio.com or call 973-361-5400 Ext. 1352.",,,
5,Sams,3/19/07,Casio Inc,61 Key Key board,7976734107,Electric Key board,CTK710STAD,93.27,"CPSC 07-133
Unplug the keyboard and remove the batteries.  Contact Casio for a free repair.  Recalled keyboards will have a serial number in the battery compartment  in the ranges of 7030001 - 7040400 or 7041901 - 743500.Contact Casio at www.casio.com or ",,,
16,Walmart,2/22/07,"CFM U.S.
Corporation",Disposable Gel Lighter,6019700271,Lighter,G704-9220,Assorted,"CPSC 07-112
Contact CFM to obtain safety warning labels in English and instructions for proper placement of the labels on the lighters.  Contact CFM at 866-333-4833.",,,
16,Walmart,2/22/07,"CFM U.S.
Corporation",Disposable Gel Lighter,6019700274,Lighter,S704-9200,Assorted,"CPSC 07-112
Contact CFM to obtain safety warning labels in English and instructions for proper placement of the labels on the lighters.  Contact CFM at 866-333-4833.",,,
16,Walmart,2/22/07,"CFM U.S.
Corporation",Disposable Gel Lighter,6019711967,Lighter,S704-9670,Assorted,"CPSC 07-112
Contact CFM to obtain safety warning labels in English and instructions for proper placement of the labels on the lighters.  Contact CFM at 866-333-4833.",,,
7,Walmart,2/15/07,Fisher Price,laugh and Learning Bunny,2708437369,Laugh and Learn Bunny,K0468,15.97,"CPSC 07-105
Product #s involved in the recall are: K0468, K2960, K2961, K2962, K2963, K2964, K2965, K3440, K6898, K7884, L0327, and K5862. The product numbers are located on the fabric tag sewn to the body of the bunny.Consumers should take the recalled t",,,
7,Walmart,2/15/07,Fisher Price,Laugh and Learning Bunny,2708439859,Laugh and Learn Bunny,K2962,15.97,"CPSC 07-105
Product #s involved in the recall are: K0468, K2960, K2961, K2962, K2963, K2964, K2965, K3440, K6898, K7884, L0327, and K5862. The product numbers are located on the fabric tag sewn to the body of the bunny.Consumers should take the recalled t",,,
7,Sams,2/15/07,Fisher Price,Laugh & Learn Bunny Toy,2708442518,Toy,K5862,3.71,"CPSC 07-105  
Consumers should immediately take these recalled toys away from children and contact Fisher-Price to arrange for the return of the bunny to receive a voucher for a replacement toy of the customer's choice.Contact Fisher-Price at (800) 432-54",,,
14,Walmart,2/07/07,Conair,Ceramic Curling Irons,7410801606,Curling Iron,Assorted,11.82,"CPSC 07-097
Recalled Irons have date codes from November 2005 through July 2006 (ex. 0706).
Stop using the curling iron and contact Conair to receive a replacement at 800-687-6916 or www.conair.com/ironrecall.html.",,,
14,Walmart,2/07/07,Conair,Ceramic Curling Irons,7410801607,Curling Iron,Assorted,11.82,"CPSC 07-097
Recalled Irons have date codes from November 2005 through July 2006 (ex. 0706).
Stop using the curling iron and contact Conair to receive a replacement at 800-687-6916 or www.conair.com/ironrecall.html.",,,
14,Walmart,2/07/07,Conair,Ceramic Curling Irons,77410801608,Curling Iron,Assorted,14.82,"CPSC 07-097
Recalled Irons have date codes from November 2005 through July 2006 (ex. 0706).
Stop using the curling iron and contact Conair to receive a replacement at 800-687-6916 or www.conair.com/ironrecall.html.",,,
79,Walmart,1/17/07,Kids II,Bright Starts Teether Beads,7445108549,Teether,8549-36,0.96,"CPSC 07-081
Take this product away from children and contact Kids II for information on receiving a replacement.  Contact Kids II at 877-325-7056 or log on to www.kidsii.com.",,,
79,Walmart,1/17/07,Graco Children's Products,Darby High Chair,4740607487,High Chair,k,99.97,"CPSC 07-084
Model # included in this recall: 3800DRB The highchairs were manufactured from October 27, 2005 - November 22, 2006. Model # and manufacturing date are printed underneath the snack tray.Consumers: contact Graco at 800-345-4109 for a free repai",,,
14,Walmart,12/26/06,Lifetime Brands,Lemonade Jar,40001478790,Beverage Container,512W,9.84,"CPSC 07-053
Stop using the lemonade jars and return the spigot pieces to Lifetime Brands for a refund. 
Consumers can contact Lifetime Brands at 888-561-2269 or lemonadejar@lifetimebrands.com.",,,
9,Walmart,12/21/06,Gamo USA,Gamo USA Air Rifle,79367601853,Air Rifle,6110048W54,149.87,"CPSC 07-045
Recalled rifles have serial numbers 04-IC-415577-06 through 04-IC-579918-06, located on the left side of the barrel just above the front left side of the stock.Stop using the air rifles and contact the company to receive a free repair.  Contac",,,
18,Walmart,12/19/06,"Dan Dee
International",Holiday Time ,4747545419,Toy- Santa Christmas Mug Gift Set,X645419-A,4.88,"CPSC 07-064
Take the plush character away from children and return it to Walmart for a refund.  Call Walmart at 800-925-6278 or visit www.walmartstores.com.",,,
5,Sams,12/18/06,Nintendo of  America,Wii Remote Control,4549689001,Remote Control,RVLACW,32,"CPSC 07-061 
Consumers should contact the firm for a replacement wrist strap.Contact Nintendo toll-free at 800-859-4519 or visit their Web site at http://www.support.nintendo.com.",,,
5,Sams,12/18/06,Nintendo of  America,Wii Console,4549688001,Game Console,RVLSWC,237.5,"CPSC 07-061 
Consumers should contact the firm for a replacement wrist strap.Contact Nintendo toll-free at 800-859-4519 or visit their Web site at http://www.support.nintendo.com.",,,
18,Walmart,12/18/06,"Dan Dee
International",Holiday Time ,4747545429,Toy- Snowman Christmas Mug Gift Set,X645419-B,4.88,"CPSC 07-064
Take the plush character away from children and return it to Walmart for a refund.  Call Walmart at 800-925-6278 or visit www.walmartstores.com.",,,
18,Walmart,12/18/06,"Dan Dee
International",Holiday Time,4747545439,Toy- Reindeer Christmas Mug Gift Set,X645419-C,4.88,"CPSC 07-064
Take the plush character away from children and return it to Walmart for a refund.  Call Walmart at 800-925-6278 or visit www.walmartstores.com.",,,
18,Walmart,12/13/06,McFair Co.,Christmas Beagle,88527190780,Toy,MF00779,2.96,"CPSC 07-058
Take the stuffed animal away from children and return it to Walmart store for a refund.  Call Walmart at 800-925-6278 or visit www.walmartstores.com.",,,
9,Sams,12/13/06,Sportsstuff Inc.,Water Trampoline,2980800475,Trampoline,58-1003,375.42,"CPSC 08-036  
Stop using the pumps and contact Sportsstuff for a free replacement.Contact Sportsstuff at 888-814-8833 or visit the firm’s Web site at www.sportsstuff.com.",,,
10,Sams,12/07/06,"Devilbiss Air
Power Co.",Power Washers,73242201283,Power Washer,PWH2500,209.27,"CPSC 07-060
Stop using thise product and contact DeVilbiss to obtain the location of the nearest service center to receive a free replacement of the tires.  Contact DeVilbiss at 866-323-9867 or visit the firm's website at www.devap.com.Only  merchandise w",,,
10,Sams,12/07/06,"Devilbiss Air
Power Co.",Power Washers,73242201312,Power Washer,PWH2500K,349.88,"CPSC 07-060
Stop using thise product and contact DeVilbiss to obtain the location of the nearest service center to receive a free replacement of the tires.  Contact DeVilbiss at 866-323-9867 or visit the firm's website at www.devap.com.Only  merchandise w",,,
7,Walmart,11/21/06,Mattel Inc,POLLYPOCKETHANGINOUTHOUSEPLAYSET,2708402410,Toy,B2632,24.83,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,POLLY POCKET QUICK CLIK BOUTIQUE,2708418833,Toy,G8605,13.67,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,Polly Pocket Play sets,2708418834,Toy,G8606,9.22,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,POLLY POCKET MAGNETASIC LILA,2708421623,Toy,H1537,9.22,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,POLLY POCKET MAGNETASIC LEA,2708421624,Toy,H1538,9.22,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,POLLY POCKET QUIK CLIK MOVIETIME PLAYSE,2708421629,Toy,H1553,9.22,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,POLLY POCKET QUIK CLIK POOL PARTY PLAYS,2708421630,Toy,H1554,9.22,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
7,Walmart,11/21/06,Mattel Inc,POLLY POCKET MAGNETASIC SHANI,2708422876,Toy,H3211,9.22,"CPSC 07-273
The recalled Polly Pocket play sets. Products manufactured after November 1, 2006 and are currently on store shelves are not included in this recall. Contact Mattel to determine if your toy is part of the recall.Consumers: take these recalled ",,,
11,Walmart,11/14/06,WMH Tool,Miter Saw,1990799164,Tools,99164,98.84,"CPSC 07-025
Stop using these saws, destroy and discard them. The firm is out of business. No remedy is available.",,,
79,Walmart,11/02/06,First Year Inc,Shake N Jingle Keys,7146302852,Infant Toy,2852,4.86,"CPSC 07-023
Shake‘n Jingle Keys, Shake & Jingle Keys, My Jingle Keys by The First Years and the John Deere Real Keys. Only toy keys with the letter ""F"" in the date code stamp on the product are involved in the recall.Date code can be found on the remote c",,,
79,Walmart,11/02/06,First Year Inc,John Deere Keys,79671425101,Infant Toy,LC25101,5.96,"CPSC 07-023
Shake‘n Jingle Keys, Shake & Jingle Keys, My Jingle Keys by The First Years and the John Deere Real Keys. Only toy keys with the letter ""F"" in the date code stamp on the product are involved in the recall.Date code can be found on the remote c",,,
17,Walmart,10/25/06,Tai-Chong Mfg,Home Trends Foot Stool,87065900001,Foot Stool,TC1588,9.88,"CPSC 07-016
Stop using the product and return it to Walmart for a refund.   Call Walmart at 800-925-6278 or visit www.walmartstores.com.",,,
79,Walmart,10/25/06,Beluga,Minnie Mouse Cardigan,73596429459,Children's Cardigan,WM1201,14.73,"CPSC 07-015
Take the cardigan away from children and return the entire three-piece set to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
79,Walmart,10/25/06,Beluga,Minnie Mouse Cardigan,73596429460,Children's Cardigan,WM1201,14.73,"CPSC 07-015
Take the cardigan away from children and return the entire three-piece set to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
79,Walmart,10/25/06,Beluga,Minnie Mouse Cardigan,73596429461,Children's Cardigan,WM1201,14.73,"CPSC 07-015
Take the cardigan away from children and return the entire three-piece set to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
79,Walmart,10/25/06,Beluga,Minnie Mouse Cardigan,73596429462,Children's Cardigan,WM1201,14.73,"CPSC 07-015
Take the cardigan away from children and return the entire three-piece set to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
79,Walmart,10/25/06,Beluga,Minnie Mouse Cardigan,73596429463,Children's Cardigan,WM1201,14.73,"CPSC 07-015
Take the cardigan away from children and return the entire three-piece set to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
79,Walmart,10/25/06,Beluga,Minnie Mouse Cardigan,73596429464,Children's Cardigan,WM1201,14.73,"CPSC 07-015
Take the cardigan away from children and return the entire three-piece set to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
5,Walmart,10/20/06,Sony Music Entertainment,SS Beg music with plush,40000549177,Cookie Monster Toy,82876809939,9.96,"CPSC 07-009
Consumers should remove the felt cookie and its connecting thread from the toy and disposed of it.
For additional information, contact Sesame Workshop at 800-986-1619 , or visit www.sesameworkshop.org/recall",,,
5,Walmart,10/20/06,Sony Music Entertainment,SS Beg music with plush,82876809939,Cookie Monster Toy,82876809939,9.96,"CPSC 07-009
Consumers should remove the felt cookie and its connecting thread from the toy and disposed of it.
For additional information, contact Sesame Workshop at 800-986-1619 , or visit www.sesameworkshop.org/recall",,,
16,Walmart,10/20/06,Black & Decker,Electric Blower/Vac,2887744704,Blower/Vac,BV4000 Type 1,68.42,"CPSC 07-005
Stop using the blower/vacs and contact Black & Decker for a repair kit.  Contact Black & Decker at 866-853-2138 or www.blackanddecker.com.",,,
16,Walmart,10/20/06,Black & Decker,Electric Blower/Vac,2887754503,Blower/Vac,BV4000 Type 1,68.42,"CPSC 07-005
Stop using the blower/vacs and contact Black & Decker for a repair kit.  Contact Black & Decker at 866-853-2138 or www.blackanddecker.com.",,,
16,Walmart,10/11/06,MTD Products,Snow Throwers,4303353136,Snow Thrower,31A3BAD752,498,"CPSC 07-003
Contact MTD for a kit with pressure relief valves, labels and instructions at 888-848-6038 or http://www.mtdproducts.com/webapp/wcs/stores/servlet/corporate/productRecall.",,,
46,Walmart,10/03/06,Almar Sales Co,Suave Kids Bath Sets,2457674658,Bath Set,SVK9500W,9.77,"CPSC 06-267
Stop using the bath sets and dispose of them 
or return them to the store where purchased for a refund. Contact Almar Sales at 800-251-2522 or e-mail them at recall@almarsales.com.",,,
31,Sams,9/29/06,Canon USA,Canon Desktop Copiers,30275163315,Copier,PC11,Unknown,"CPSC 06-259
Stop using the copiers immediately and contact Canon U.S.A. to receive a free repair.  
Contact Canon U.S.A. at (800) 828-4040 or visit the firm's Web site at www.usa.canon.com.",,,
31,Sams,9/29/06,Canon USA,Canon Desktop Copiers,30275128314,Copier,PC6,Unknown,"CPSC 06-259
Stop using the copiers immediately and contact Canon U.S.A. to receive a free repair.  
Contact Canon U.S.A. at (800) 828-4040 or visit the firm's Web site at www.usa.canon.com.",,,
31,Sams,9/29/06,Canon USA,Canon Desktop Copiers,30575112320,Copier,PC6RE,Unknown,"CPSC 06-259
Stop using the copiers immediately and contact Canon U.S.A. to receive a free repair.  
Contact Canon U.S.A. at (800) 828-4040 or visit the firm's Web site at www.usa.canon.com.",,,
7,Walmart,9/21/06,Hasbro,Talking Tool Bench,65356901987,Toy,7254,32.97,"CPSC 06-266
The Team Talkin' Tool Bench is a 20-inch tall plastic toy tool bench with a red toy saw, a yellow toy drill and a blue toy vice. Consumers: take the two toy nails away from children and contactPlayskool at 800-509-9554 for info on returning th",,,
7,Walmart,9/21/06,Hasbro,Talking Tool Bench,65356909568,Toy,8124,32.97,"CPSC 06-266
The Team Talkin' Tool Bench is a 20-inch tall plastic toy tool bench with a red toy saw, a yellow toy drill and a blue toy vice. Consumers: take the two toy nails away from children and contactPlayskool at 800-509-9554 for info on returning th",,,
7,Walmart,9/20/06,Lego Systems,Blockbuster Super Truck,67341902041,Toy,3509,19.88,"CPSC 06-262
The box of DUPLO bricks is not included in this recall. Consumers: stop using the recalled toy trucks and contact LEGO Systems at 800-718-1858 for information on receiving a refund.For more info, visit www.lego.com/eng/service/recall.asp?prod=",,,
9,Sams,9/14/06,Segway,XT Cross Terrain Transporter,84145000081,Scooter,XT,Unknown,"CPSC 06-258
Stop using the Segway PT and contact the company to receive a free software upgrade.Call Segway Inc. at 800-750-6557 or visit http://www.segway.com/support/recalls/recall_letter.html.",,,
70,Sams,9/13/06,School Specialty Publishing,"Ideal and ""Brighter Child""",60974655711,Science Kit,None,8.88,"CPSC 06-240
Stop using the science kits and return them to the place of purchase or School Specialty for a refund.  Contact School Specialty at 800-253-5469, or visit them at www.schoolspecialtypublishing.com.",,,
70,Sams,9/13/06,School Specialty Publishing,"Ideal and ""Brighter Child""",60974655714,Science Kit,None,8.88,"CPSC 06-240
Stop using the science kits and return them to the place of purchase or School Specialty for a refund.  Contact School Specialty at 800-253-5469, or visit them at www.schoolspecialtypublishing.com.",,,
70,Sams,9/13/06,School Specialty Publishing,"Ideal and ""Brighter Child""",9.78618E+11,Science Kit,None,8.88,"CPSC 06-240
Stop using the science kits and return them to the place of purchase or School Specialty for a refund.  Contact School Specialty at 800-253-5469, or visit them at www.schoolspecialtypublishing.com.",,,
7,Walmart,9/07/06,"LeapFrog
Enterprises",Learn Around Play ground,70843110200,Toy,10200,59.88,"CPSC 06-253
The Learn-Around Playground is a multi-colored, plastic musical activity center. ""Leap Frog Baby"" is printed on the activity center. Item number 10200 is written underneath the activity table.""Consumers take the recalled product away from chil",,,
31,Sams,8/22/06,Dell Marketing,Dell,Assorted,Notebook Computer Batteries,Assorted,Assorted,"CPSC 06-231
Stop using the batteries and contact Dell to receive a replacement battery. Consumers can continue to use the notebook computers by turning the system off, ejecting the battery, and using the AC adapter and power cordto power the system until ",,,
9,Walmart,7/14/06,Sportsstuff Inc.,Kite tube,2980800518,Tube,53-5000,499.95,"CPSC 06-210
Consumers should immediately stop using the kite tubes and discard them. The firm is no longer in business. Remedy and contact information are no longer available.",,,
17,Walmart,7/11/06,"Van Troxel
International",Mainstays Associate Office Chair,9501401610,Chair,VCR1022,36.43,"CPSC 06-208
Stop using the product and return it to Walmart for a refund.   Call Walmart at 800-925-6278 or visit www.walmartstores.com.",,,
5,Walmart,7/10/06,Lexar Media,Fire Fly Jump Drive,65059013686,Jump Drive,JDFF256-445RU,18.88,"CPSC 06-205
This recall only includes Lexar JumpDrive FireFly, and Lexar JumpDrive Secure II 1GB. ""Lexar"" is embossed on the front of the plastic housing and the capacity is marked on the back. The part number is located on the FireFly's packaging, and on",,,
36,Sams,7/10/06,Lexar Media,Fire Fly,65059013879,Jump Drive,JDFF1GB-431TO,44.88,"CPSC 06-205
Stop using the Secure II device and contact Lexar to receive a replacement product.  Contact Lexar at 800-248-2798 or visit the firm's Web site at www.lexar.com.",,,
36,Sams,7/10/06,Lexar Media,Fire Fly,65059013983,Jump Drive,JDFF2GB-431BK,67.63,"CPSC 06-205
Stop using the JumpDrive Firefly and contact Lexar to receive a replacement product.  Contact Lexar at 800-248-2798 or visit the firm's Web site at www.lexar.com.",,,
36,Sams,7/10/06,Lexar Media,Fire Fly,65059013878,Jump Drive,JDFF512-431EM,27.37,"CPSC 06-205
Stop using the JumpDrive Firefly and contact Lexar to receive a replacement product.  Contact Lexar at 800-248-2798 or visit the firm's Web site at www.lexar.com.",,,
36,Sams,7/10/06,Lexar Media,Fire Fly,65059013435,Jump Drive,JDSE1GB-431,44.87,"CPSC 06-205
Stop using the JumpDrive Firefly and contact Lexar to receive a replacement product.  Contact Lexar at 800-248-2798 or visit the firm's Web site at www.lexar.com.",,,
7,Walmart,6/27/06,"Simon &
Schuster",Hello Curious Buddies Books,1416906517,Toy,None,9.39,"CPSC 06-189
Recall involves Curious Buddies cloth books titled ""Hello, Curious Buddies!""
Consumers: clip off the felt ears and limbs of the pop-up characters and place them out of a child's reach.Contact Simon and Schuster at 800-732-9531 for information ",,,
6,Walmart,6/26/06,Hewlett Packard,HP R707V Digital Camera,82916022207,Digital Camera,Q2231A#120,205.24,CPSC 06-176 Recall involves HP Photosmart R707 digital camera. Stop using the recalled cameras and contact HP for the firmware update. Consumers can download the update at www.hp.com/hpinfo/newsroom/recalls.html or contact HP directly  at 866-304-7117.,,,
14,Walmart,5/22/06,Leader Light Ltd.,Simply Basic Lighted Mirror,1519131698,Mirror,H-1698-0,14.86,"CPSC 06-171
Stop using the mirror and return it to Walmart for a refund.  Contact Walmart at 800-925-6278 or www.walmartstores.com.",,,
7,Walmart,5/19/06,Grey land Trading/Aqua Leisure,14’X42” Simple Set Pool ladder,4419413865,Pool Ladder,WM-3865,30,"CPSC 06-165
The ladders were included with Aqua Leisure Simple-Set inflatable pools that range from 12- to 18-feet in diameter. 
Consumers: stop using the ladders and contact Aqua-Leisure at 866-807-3998 for a free repair kitto re-assemble the ladders.
Fo",,,
7,Walmart,5/19/06,Grey land Trading/Aqua Leisure,Simple Set,4419403877,Pool Ladder - 12’X36” ,WM-3877,98.74,"CPSC 06-165
The ladders were included with Aqua Leisure Simple-Set inflatable pools that range from 12- to 18-feet in diameter. 
Consumers: stop using the ladders and contact Aqua-Leisure at 866-807-3998 for a free repair kitto re-assemble the ladders.
Fo",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454316779,Charms,2226780,9.88,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454316783,Charms,2226784,9.44,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454316787,Charms,2226788,9.44,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454316791,Charms,2226792,9.44,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley  Temple DVD with charms,2454320793,Charms,2230794,9.88,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley  Temple DVD with charms,2454320797,Charms,2230798,9.88,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454320805,Charms,2230806,19.96,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454322841,Charms,2232842,19.96,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454322844,Charms,2232845,9.64,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
5,Walmart,5/09/06,20th Century Fox,Shirley Temple DVD with charms,2454322847,Charms,2232848,9.64,"CPSC 06-156
Consumers should take the recalled charms away from children and contact the Fox Home Entertainment at 877-541-2229 for information on how to return the charms only, and to receive a free DVD.",,,
16,Walmart,5/03/06,MTD Products,20 Ton Log Splitter,4303353437,Snow Thrower,24AD501D700,998,"CPSC 06-130
Stop using the equipment until it is inspected and repaired. Contact Tecumseh at 888-271-4048 or www.tecumsehpower.com.",,,
16,Walmart,5/03/06,MTD Products,9.5HP Snow Thrower,4303353067,Snow Thrower,31AE5KLF701,998,"CPSC 06-130
Stop using the equipment until it is inspected and repaired. Contact Tecumseh at 888-271-4048 or www.tecumsehpower.com.",,,
16,Walmart,5/03/06,MTD Products,9.5 HP Snow Thrower,4303353387,Snow Thrower,31AE5KLF801,998,"CPSC 06-130
Stop using the equipment until it is inspected and repaired. Contact Tecumseh at 888-271-4048 or www.tecumsehpower.com.",,,
16,Walmart,5/03/06,MTD Products,8HP Snow Thrower,4303353137,Snow Thrower,31AE6FFF752,774,"CPSC 06-130
Stop using the equipment until it is inspected and repaired. Contact Tecumseh at 888-271-4048 or www.tecumsehpower.com.",,,
16,Walmart,5/03/06,MTD Products,13HP Snow Thrower,4303353083,Snow Thrower,31AE9P3I701,1598,"CPSC 06-130
Stop using the equipment until it is inspected and repaired. Contact Tecumseh at 888-271-4048 or www.tecumsehpower.com.",,,
