Primary Key,BU2,Region,Market,Store,Monthly Procedure Review,Monthly Equipment  Completion,Weekly Compliance  Usage,Weekly Operational  Usage
12,SOUTHEAST,12,153,272,100%,100%,100%,100%
12,SOUTHEAST,12,153,406,100%,100%,75%,75%
12,SOUTHEAST,12,153,659,100%,100%,100%,100%
12,SOUTHEAST,12,153,688,0%,100%,100%,100%
12,SOUTHEAST,12,153,710,100%,100%,75%,75%
12,SOUTHEAST,12,153,5058,100%,100%,50%,50%
12,SOUTHEAST,12,153,7020,0%,0%,0%,0%
,,,153 Total,,71%,86%,71%,71%
12,SOUTHEAST,12,329,36,100%,100%,75%,75%
12,SOUTHEAST,12,329,45,100%,100%,100%,100%
12,SOUTHEAST,12,329,62,100%,100%,100%,100%
12,SOUTHEAST,12,329,68,100%,100%,75%,75%
12,SOUTHEAST,12,329,70,0%,100%,50%,25%
12,SOUTHEAST,12,329,91,100%,100%,100%,100%
12,SOUTHEAST,12,329,128,100%,100%,100%,100%
12,SOUTHEAST,12,329,190,100%,100%,100%,100%
,,,329 Total,,88%,100%,88%,84%
12 Total,,12 Total,,,90%,93%,86%,85%
14,SOUTHEAST,14,1,853,0%,100%,100%,100%
14,SOUTHEAST,14,1,866,0%,0%,100%,100%
14,SOUTHEAST,14,1,904,100%,100%,100%,100%
14,SOUTHEAST,14,1,934,100%,100%,75%,75%
14,SOUTHEAST,14,1,991,0%,0%,0%,0%
14,SOUTHEAST,14,1,1212,100%,100%,100%,100%
14,SOUTHEAST,14,1,2748,100%,100%,75%,75%
14,SOUTHEAST,14,1,4333,100%,100%,50%,50%
14,SOUTHEAST,14,1,5174,100%,100%,100%,100%
,,,1 Total,,67%,78%,78%,78%
14,SOUTHEAST,14,2,562,100%,100%,100%,100%
14,SOUTHEAST,14,2,670,100%,100%,100%,100%
14,SOUTHEAST,14,2,762,0%,100%,100%,100%
14,SOUTHEAST,14,2,1158,100%,100%,100%,100%
14,SOUTHEAST,14,2,2723,100%,100%,100%,100%
14,SOUTHEAST,14,2,5113,100%,100%,75%,75%
14,SOUTHEAST,14,2,7280,100%,100%,100%,100%
,,,2 Total,,86%,100%,96%,96%
14,SOUTHEAST,14,3,300,100%,100%,100%,100%
14,SOUTHEAST,14,3,301,100%,100%,100%,100%
14,SOUTHEAST,14,3,315,100%,100%,100%,100%
14,SOUTHEAST,14,3,316,100%,100%,100%,100%
14,SOUTHEAST,14,3,681,100%,100%,100%,100%
14,SOUTHEAST,14,3,691,100%,100%,100%,100%
14,SOUTHEAST,14,3,1201,100%,0%,25%,25%
14,SOUTHEAST,14,3,2713,100%,100%,75%,75%
14,SOUTHEAST,14,3,3386,100%,100%,100%,100%
14,SOUTHEAST,14,3,5126,100%,100%,100%,100%
,,,3 Total,,100%,90%,90%,90%
14,SOUTHEAST,14,7,604,100%,100%,100%,100%
14,SOUTHEAST,14,7,723,100%,100%,100%,100%
14,SOUTHEAST,14,7,734,100%,100%,75%,75%
14,SOUTHEAST,14,7,740,0%,0%,50%,50%
14,SOUTHEAST,14,7,1091,0%,100%,50%,50%
14,SOUTHEAST,14,7,1134,100%,0%,25%,0%
14,SOUTHEAST,14,7,1462,0%,0%,0%,0%
14,SOUTHEAST,14,7,2114,100%,100%,50%,50%
14,SOUTHEAST,14,7,2534,100%,100%,100%,100%
,,,7 Total,,67%,67%,61%,58%
14,SOUTHEAST,14,8,424,100%,100%,100%,75%
14,SOUTHEAST,14,8,483,100%,100%,100%,100%
14,SOUTHEAST,14,8,700,100%,100%,100%,100%
14,SOUTHEAST,14,8,930,100%,100%,100%,100%
14,SOUTHEAST,14,8,938,0%,100%,100%,100%
14,SOUTHEAST,14,8,1101,100%,100%,50%,50%
14,SOUTHEAST,14,8,4318,100%,100%,100%,100%
14,SOUTHEAST,14,8,4407,100%,100%,25%,25%
14,SOUTHEAST,14,8,5348,100%,100%,100%,100%
,,,8 Total,,89%,100%,86%,83%
14,SOUTHEAST,14,10,329,100%,100%,75%,50%
14,SOUTHEAST,14,10,355,100%,100%,100%,100%
14,SOUTHEAST,14,10,356,100%,100%,100%,75%
14,SOUTHEAST,14,10,432,100%,100%,100%,100%
14,SOUTHEAST,14,10,726,100%,100%,100%,100%
14,SOUTHEAST,14,10,730,100%,100%,100%,100%
14,SOUTHEAST,14,10,733,100%,100%,100%,100%
14,SOUTHEAST,14,10,809,100%,100%,75%,75%
14,SOUTHEAST,14,10,863,100%,100%,75%,75%
,,,10 Total,,100%,100%,92%,86%
14,SOUTHEAST,14,11,287,100%,100%,100%,100%
14,SOUTHEAST,14,11,715,100%,100%,100%,100%
14,SOUTHEAST,14,11,731,100%,100%,100%,100%
14,SOUTHEAST,14,11,764,100%,100%,100%,100%
14,SOUTHEAST,14,11,2306,0%,100%,50%,50%
,,,11 Total,,80%,100%,90%,90%
14,SOUTHEAST,14,13,423,100%,100%,25%,25%
14,SOUTHEAST,14,13,1229,100%,100%,75%,75%
14,SOUTHEAST,14,13,2111,100%,100%,75%,50%
14,SOUTHEAST,14,13,3271,100%,100%,100%,100%
14,SOUTHEAST,14,13,4330,100%,100%,100%,75%
14,SOUTHEAST,14,13,4497,0%,100%,75%,75%
14,SOUTHEAST,14,13,5262,100%,100%,100%,100%
,,,13 Total,,86%,100%,79%,71%
14,SOUTHEAST,14,14,990,100%,100%,100%,100%
14,SOUTHEAST,14,14,1174,100%,100%,100%,100%
14,SOUTHEAST,14,14,1222,100%,100%,100%,100%
14,SOUTHEAST,14,14,1224,100%,100%,100%,100%
14,SOUTHEAST,14,14,1620,100%,100%,100%,100%
14,SOUTHEAST,14,14,2533,100%,100%,100%,100%
14,SOUTHEAST,14,14,2739,100%,100%,100%,100%
14,SOUTHEAST,14,14,3484,100%,100%,100%,100%
,,,14 Total,,100%,100%,100%,100%
14,SOUTHEAST,14,15,818,100%,100%,100%,100%
14,SOUTHEAST,14,15,919,100%,100%,100%,100%
14,SOUTHEAST,14,15,944,100%,100%,75%,75%
14,SOUTHEAST,14,15,1207,100%,100%,100%,100%
14,SOUTHEAST,14,15,1362,0%,0%,25%,0%
14,SOUTHEAST,14,15,3439,100%,100%,100%,100%
,,,15 Total,,83%,83%,83%,79%
14,SOUTHEAST,14,138,112,100%,100%,100%,100%
14,SOUTHEAST,14,138,205,100%,100%,100%,100%
14,SOUTHEAST,14,138,495,100%,100%,100%,100%
14,SOUTHEAST,14,138,981,100%,100%,100%,100%
14,SOUTHEAST,14,138,1059,100%,100%,100%,100%
14,SOUTHEAST,14,138,1271,100%,100%,100%,100%
,,,138 Total,,100%,100%,100%,100%
14 Total,,14 Total,,,87%,92%,86%,84%
42,SOUTHEAST,42,127,87,100%,100%,100%,100%
42,SOUTHEAST,42,127,278,100%,100%,100%,100%
42,SOUTHEAST,42,127,376,100%,100%,100%,100%
42,SOUTHEAST,42,127,448,100%,100%,50%,50%
42,SOUTHEAST,42,127,450,100%,100%,100%,100%
42,SOUTHEAST,42,127,3868,100%,100%,100%,100%
42,SOUTHEAST,42,127,6932,100%,100%,100%,100%
,,,127 Total,,100%,100%,93%,93%
42,SOUTHEAST,42,135,23,100%,100%,100%,100%
42,SOUTHEAST,42,135,98,100%,100%,75%,75%
42,SOUTHEAST,42,135,307,100%,100%,100%,100%
42,SOUTHEAST,42,135,976,100%,100%,100%,100%
42,SOUTHEAST,42,135,1193,100%,100%,75%,75%
,,,135 Total,,100%,100%,90%,90%
42,SOUTHEAST,42,321,16,100%,100%,100%,100%
42,SOUTHEAST,42,321,66,100%,100%,100%,100%
42,SOUTHEAST,42,321,67,100%,100%,100%,100%
42,SOUTHEAST,42,321,125,100%,100%,100%,100%
42,SOUTHEAST,42,321,141,100%,100%,100%,100%
42,SOUTHEAST,42,321,358,100%,100%,100%,100%
42,SOUTHEAST,42,321,388,100%,100%,100%,100%
,,,321 Total,,100%,100%,100%,100%
42,SOUTHEAST,42,322,2,0%,100%,75%,75%
42,SOUTHEAST,42,322,54,100%,100%,100%,75%
42,SOUTHEAST,42,322,76,100%,100%,75%,75%
42,SOUTHEAST,42,322,144,100%,100%,75%,75%
42,SOUTHEAST,42,322,359,100%,100%,100%,100%
42,SOUTHEAST,42,322,914,100%,100%,100%,100%
,,,322 Total,,83%,100%,88%,83%
42,SOUTHEAST,42,323,1,0%,100%,100%,100%
42,SOUTHEAST,42,323,4,100%,0%,25%,0%
42,SOUTHEAST,42,323,100,100%,100%,25%,25%
42,SOUTHEAST,42,323,4108,100%,100%,75%,50%
42,SOUTHEAST,42,323,5260,100%,100%,100%,100%
42,SOUTHEAST,42,323,5261,0%,0%,0%,0%
,,,323 Total,,67%,67%,54%,46%
42,SOUTHEAST,42,324,85,100%,0%,50%,50%
42,SOUTHEAST,42,324,124,100%,0%,100%,100%
42,SOUTHEAST,42,324,3230,100%,0%,100%,100%
42,SOUTHEAST,42,324,4460,100%,100%,100%,100%
42,SOUTHEAST,42,324,5244,100%,100%,100%,100%
,,,324 Total,,100%,40%,90%,90%
42,SOUTHEAST,42,325,33,100%,100%,75%,75%
42,SOUTHEAST,42,325,52,100%,100%,100%,100%
42,SOUTHEAST,42,325,58,100%,100%,75%,75%
42,SOUTHEAST,42,325,127,100%,100%,100%,100%
42,SOUTHEAST,42,325,261,100%,100%,100%,100%
42,SOUTHEAST,42,325,318,100%,100%,100%,100%
42,SOUTHEAST,42,325,1065,100%,100%,100%,100%
,,,325 Total,,100%,100%,93%,93%
42,SOUTHEAST,42,326,5,100%,0%,25%,25%
42,SOUTHEAST,42,326,7,100%,100%,100%,100%
42,SOUTHEAST,42,326,8,100%,100%,75%,75%
42,SOUTHEAST,42,326,24,100%,100%,75%,75%
42,SOUTHEAST,42,326,1105,100%,100%,100%,100%
42,SOUTHEAST,42,326,2575,100%,100%,100%,100%
42,SOUTHEAST,42,326,2587,100%,100%,75%,75%
42,SOUTHEAST,42,326,4168,100%,100%,100%,100%
,,,326 Total,,100%,88%,81%,81%
42,SOUTHEAST,42,327,83,0%,0%,0%,0%
42,SOUTHEAST,42,327,167,100%,100%,100%,100%
42,SOUTHEAST,42,327,171,100%,100%,100%,100%
42,SOUTHEAST,42,327,348,100%,100%,100%,100%
42,SOUTHEAST,42,327,530,0%,0%,25%,25%
42,SOUTHEAST,42,327,714,100%,100%,100%,100%
42,SOUTHEAST,42,327,3331,100%,100%,100%,100%
,,,327 Total,,71%,71%,75%,75%
42,SOUTHEAST,42,328,11,100%,100%,100%,100%
42,SOUTHEAST,42,328,18,100%,100%,100%,100%
42,SOUTHEAST,42,328,57,0%,0%,75%,75%
42,SOUTHEAST,42,328,71,100%,100%,75%,75%
42,SOUTHEAST,42,328,119,100%,100%,100%,100%
42,SOUTHEAST,42,328,157,100%,100%,100%,100%
42,SOUTHEAST,42,328,160,0%,100%,75%,75%
42,SOUTHEAST,42,328,788,100%,100%,100%,100%
42,SOUTHEAST,42,328,1114,100%,0%,75%,75%
42,SOUTHEAST,42,328,1147,100%,100%,100%,100%
,,,328 Total,,80%,80%,90%,90%
42,SOUTHEAST,42,334,13,100%,100%,75%,75%
42,SOUTHEAST,42,334,17,0%,100%,100%,100%
42,SOUTHEAST,42,334,34,100%,100%,100%,100%
42,SOUTHEAST,42,334,48,100%,100%,100%,100%
42,SOUTHEAST,42,334,59,100%,100%,100%,100%
42,SOUTHEAST,42,334,79,100%,100%,100%,100%
42,SOUTHEAST,42,334,267,100%,0%,25%,25%
42,SOUTHEAST,42,334,338,100%,100%,100%,100%
42,SOUTHEAST,42,334,888,100%,100%,50%,50%
,,,334 Total,,89%,89%,83%,83%
42 Total,,42 Total,,,90%,86%,85%,84%
,SOUTHEAST Total,,,,91%,91%,86%,84%
5,SOUTHWEST,5,44,284,100%,0%,100%,100%
5,SOUTHWEST,5,44,1455,100%,100%,100%,100%
5,SOUTHWEST,5,44,1801,100%,0%,50%,25%
5,SOUTHWEST,5,44,2978,100%,100%,100%,100%
5,SOUTHWEST,5,44,3285,100%,100%,100%,100%
5,SOUTHWEST,5,44,4279,100%,100%,100%,100%
5,SOUTHWEST,5,44,5147,100%,100%,100%,100%
,,,44 Total,,100%,71%,93%,89%
5,SOUTHWEST,5,45,251,100%,100%,100%,100%
5,SOUTHWEST,5,45,265,100%,100%,100%,100%
5,SOUTHWEST,5,45,412,100%,100%,100%,100%
5,SOUTHWEST,5,45,516,100%,100%,100%,100%
5,SOUTHWEST,5,45,827,0%,100%,75%,75%
5,SOUTHWEST,5,45,1022,0%,100%,50%,0%
5,SOUTHWEST,5,45,1044,100%,100%,100%,100%
5,SOUTHWEST,5,45,2688,100%,100%,100%,100%
5,SOUTHWEST,5,45,3764,100%,100%,75%,75%
5,SOUTHWEST,5,45,6467,100%,100%,100%,100%
,,,45 Total,,80%,100%,90%,85%
5,SOUTHWEST,5,46,165,100%,100%,100%,100%
5,SOUTHWEST,5,46,180,100%,100%,100%,100%
5,SOUTHWEST,5,46,345,100%,100%,100%,100%
5,SOUTHWEST,5,46,398,100%,100%,100%,100%
5,SOUTHWEST,5,46,399,100%,100%,100%,75%
5,SOUTHWEST,5,46,572,100%,100%,100%,100%
5,SOUTHWEST,5,46,918,100%,100%,100%,100%
5,SOUTHWEST,5,46,3828,100%,100%,100%,100%
,,,46 Total,,100%,100%,100%,97%
5,SOUTHWEST,5,48,220,100%,100%,100%,100%
5,SOUTHWEST,5,48,228,100%,100%,100%,100%
5,SOUTHWEST,5,48,353,100%,100%,100%,100%
5,SOUTHWEST,5,48,371,100%,100%,100%,100%
5,SOUTHWEST,5,48,590,100%,100%,100%,100%
5,SOUTHWEST,5,48,804,100%,100%,100%,100%
5,SOUTHWEST,5,48,963,100%,100%,100%,100%
5,SOUTHWEST,5,48,3431,100%,100%,100%,100%
5,SOUTHWEST,5,48,5359,100%,100%,100%,100%
,,,48 Total,,100%,100%,100%,100%
5,SOUTHWEST,5,49,471,100%,100%,75%,75%
5,SOUTHWEST,5,49,896,100%,100%,100%,100%
5,SOUTHWEST,5,49,3432,100%,100%,100%,75%
5,SOUTHWEST,5,49,4503,100%,100%,75%,25%
5,SOUTHWEST,5,49,5288,100%,100%,50%,50%
,,,49 Total,,100%,100%,80%,65%
5,SOUTHWEST,5,50,266,100%,100%,75%,75%
5,SOUTHWEST,5,50,807,100%,100%,100%,100%
5,SOUTHWEST,5,50,880,100%,100%,75%,75%
5,SOUTHWEST,5,50,1178,100%,100%,75%,75%
5,SOUTHWEST,5,50,2649,0%,0%,100%,75%
5,SOUTHWEST,5,50,3274,100%,100%,100%,100%
5,SOUTHWEST,5,50,5080,100%,100%,75%,50%
5,SOUTHWEST,5,50,5416,100%,0%,25%,25%
,,,50 Total,,88%,75%,78%,72%
5,SOUTHWEST,5,51,202,100%,100%,25%,25%
5,SOUTHWEST,5,51,1117,100%,100%,100%,100%
5,SOUTHWEST,5,51,3406,100%,100%,100%,100%
5,SOUTHWEST,5,51,3482,100%,100%,100%,100%
5,SOUTHWEST,5,51,5210,100%,100%,100%,100%
,,,51 Total,,100%,100%,85%,85%
5,SOUTHWEST,5,52,206,0%,0%,75%,75%
5,SOUTHWEST,5,52,467,100%,100%,25%,25%
5,SOUTHWEST,5,52,3286,100%,100%,100%,100%
5,SOUTHWEST,5,52,5211,100%,100%,100%,100%
5,SOUTHWEST,5,52,5311,100%,100%,100%,100%
5,SOUTHWEST,5,52,6963,100%,100%,100%,100%
,,,52 Total,,83%,83%,83%,83%
5,SOUTHWEST,5,53,217,0%,0%,50%,50%
5,SOUTHWEST,5,53,426,100%,100%,75%,75%
5,SOUTHWEST,5,53,1216,100%,0%,75%,75%
5,SOUTHWEST,5,53,2105,100%,100%,100%,100%
5,SOUTHWEST,5,53,2463,0%,0%,50%,50%
5,SOUTHWEST,5,53,2996,100%,100%,100%,100%
5,SOUTHWEST,5,53,5092,100%,100%,25%,25%
,,,53 Total,,71%,57%,68%,68%
5,SOUTHWEST,5,55,260,100%,100%,100%,100%
5,SOUTHWEST,5,55,286,100%,100%,100%,100%
5,SOUTHWEST,5,55,565,100%,100%,100%,100%
5,SOUTHWEST,5,55,1118,100%,100%,100%,75%
5,SOUTHWEST,5,55,2667,100%,100%,100%,100%
5,SOUTHWEST,5,55,4164,100%,100%,100%,100%
5,SOUTHWEST,5,55,4215,100%,100%,100%,100%
5,SOUTHWEST,5,55,5191,100%,100%,50%,25%
,,,55 Total,,100%,100%,94%,88%
5,SOUTHWEST,5,56,2086,100%,100%,75%,75%
5,SOUTHWEST,5,56,2883,100%,100%,100%,100%
5,SOUTHWEST,5,56,3777,100%,100%,100%,100%
5,SOUTHWEST,5,56,6300,0%,0%,0%,0%
5,SOUTHWEST,5,56,7178,100%,100%,100%,100%
,,,56 Total,,80%,80%,75%,75%
5,SOUTHWEST,5,74,535,100%,100%,100%,100%
5,SOUTHWEST,5,74,536,100%,100%,100%,75%
5,SOUTHWEST,5,74,601,100%,100%,100%,100%
5,SOUTHWEST,5,74,1249,100%,100%,100%,100%
5,SOUTHWEST,5,74,7281,100%,100%,100%,100%
,,,74 Total,,100%,100%,100%,95%
5,SOUTHWEST,5,76,211,0%,0%,50%,50%
5,SOUTHWEST,5,76,248,100%,100%,100%,100%
5,SOUTHWEST,5,76,320,0%,0%,25%,0%
5,SOUTHWEST,5,76,610,100%,100%,100%,100%
5,SOUTHWEST,5,76,746,100%,100%,100%,100%
5,SOUTHWEST,5,76,939,100%,100%,75%,75%
5,SOUTHWEST,5,76,1254,100%,100%,100%,100%
5,SOUTHWEST,5,76,5389,100%,100%,75%,75%
5,SOUTHWEST,5,76,6929,100%,100%,75%,75%
5,SOUTHWEST,5,76,7156,0%,100%,100%,100%
,,,76 Total,,70%,80%,80%,78%
5,SOUTHWEST,5,81,381,100%,100%,75%,50%
5,SOUTHWEST,5,81,407,100%,100%,100%,100%
5,SOUTHWEST,5,81,476,0%,0%,25%,25%
5,SOUTHWEST,5,81,781,100%,100%,100%,100%
5,SOUTHWEST,5,81,813,100%,100%,100%,100%
5,SOUTHWEST,5,81,1232,100%,100%,100%,100%
5,SOUTHWEST,5,81,1303,100%,100%,50%,50%
5,SOUTHWEST,5,81,3319,100%,100%,100%,100%
5,SOUTHWEST,5,81,6286,100%,100%,100%,100%
,,,81 Total,,89%,89%,83%,81%
5,SOUTHWEST,5,82,1129,100%,100%,100%,100%
5,SOUTHWEST,5,82,1253,100%,100%,100%,100%
5,SOUTHWEST,5,82,2133,100%,100%,50%,50%
5,SOUTHWEST,5,82,2991,100%,100%,75%,75%
5,SOUTHWEST,5,82,4130,100%,100%,25%,25%
5,SOUTHWEST,5,82,4163,100%,100%,100%,100%
5,SOUTHWEST,5,82,4219,100%,100%,75%,75%
5,SOUTHWEST,5,82,5317,100%,100%,100%,100%
,,,82 Total,,100%,100%,78%,78%
5,SOUTHWEST,5,83,77,100%,100%,100%,100%
5,SOUTHWEST,5,83,475,0%,100%,75%,75%
5,SOUTHWEST,5,83,1185,0%,0%,25%,25%
5,SOUTHWEST,5,83,3569,100%,100%,100%,100%
5,SOUTHWEST,5,83,5479,100%,100%,75%,75%
5,SOUTHWEST,5,83,5480,0%,100%,100%,100%
,,,83 Total,,50%,83%,79%,79%
5,SOUTHWEST,5,479,421,100%,100%,100%,100%
5,SOUTHWEST,5,479,940,100%,100%,100%,100%
5,SOUTHWEST,5,479,972,100%,100%,100%,100%
5,SOUTHWEST,5,479,3773,100%,100%,75%,75%
5,SOUTHWEST,5,479,5247,100%,100%,100%,100%
5,SOUTHWEST,5,479,5312,0%,100%,50%,25%
5,SOUTHWEST,5,479,5316,100%,100%,100%,100%
,,,479 Total,,86%,100%,89%,86%
5,SOUTHWEST,5,583,259,100%,100%,100%,50%
5,SOUTHWEST,5,583,789,0%,0%,0%,0%
5,SOUTHWEST,5,583,1055,100%,100%,100%,75%
5,SOUTHWEST,5,583,3224,100%,100%,100%,100%
5,SOUTHWEST,5,583,3225,100%,100%,100%,75%
,,,583 Total,,80%,80%,80%,60%
5 Total,,5 Total,,,88%,89%,86%,82%
6,SOUTHWEST,6,59,297,100%,100%,100%,100%
6,SOUTHWEST,6,59,744,100%,100%,100%,100%
6,SOUTHWEST,6,59,849,100%,100%,50%,50%
6,SOUTHWEST,6,59,1103,0%,0%,75%,75%
6,SOUTHWEST,6,59,1279,100%,100%,100%,100%
6,SOUTHWEST,6,59,1837,100%,100%,100%,100%
6,SOUTHWEST,6,59,4298,100%,100%,100%,100%
6,SOUTHWEST,6,59,6579,100%,100%,100%,100%
,,,59 Total,,88%,88%,91%,91%
6,SOUTHWEST,6,60,194,100%,100%,100%,100%
6,SOUTHWEST,6,60,522,100%,100%,50%,50%
6,SOUTHWEST,6,60,1186,100%,100%,100%,75%
6,SOUTHWEST,6,60,2439,100%,100%,50%,50%
6,SOUTHWEST,6,60,3298,100%,100%,75%,75%
6,SOUTHWEST,6,60,3500,100%,100%,100%,100%
6,SOUTHWEST,6,60,5116,100%,100%,100%,100%
,,,60 Total,,100%,100%,82%,79%
6,SOUTHWEST,6,61,462,100%,100%,100%,100%
6,SOUTHWEST,6,61,504,100%,0%,25%,25%
6,SOUTHWEST,6,61,527,100%,100%,100%,100%
6,SOUTHWEST,6,61,529,0%,0%,25%,25%
6,SOUTHWEST,6,61,808,100%,100%,100%,100%
6,SOUTHWEST,6,61,1405,100%,100%,75%,50%
6,SOUTHWEST,6,61,5388,100%,100%,100%,100%
,,,61 Total,,86%,71%,75%,71%
6,SOUTHWEST,6,62,546,100%,100%,100%,100%
6,SOUTHWEST,6,62,872,100%,100%,75%,75%
6,SOUTHWEST,6,62,915,100%,100%,100%,100%
6,SOUTHWEST,6,62,2505,100%,100%,25%,25%
6,SOUTHWEST,6,62,2993,100%,0%,50%,50%
6,SOUTHWEST,6,62,3510,100%,100%,75%,75%
6,SOUTHWEST,6,62,3572,100%,100%,25%,25%
,,,62 Total,,100%,86%,64%,64%
6,SOUTHWEST,6,63,752,100%,100%,100%,100%
6,SOUTHWEST,6,63,1062,100%,100%,100%,100%
6,SOUTHWEST,6,63,3425,100%,0%,25%,25%
6,SOUTHWEST,6,63,5612,100%,100%,100%,100%
,,,63 Total,,100%,75%,81%,81%
6,SOUTHWEST,6,64,772,100%,100%,75%,75%
6,SOUTHWEST,6,64,2066,0%,0%,75%,75%
6,SOUTHWEST,6,64,3296,100%,100%,100%,100%
6,SOUTHWEST,6,64,3302,100%,100%,50%,50%
,,,64 Total,,75%,75%,75%,75%
6,SOUTHWEST,6,65,344,100%,100%,100%,100%
6,SOUTHWEST,6,65,768,100%,100%,75%,75%
6,SOUTHWEST,6,65,1040,0%,0%,100%,50%
6,SOUTHWEST,6,65,3226,100%,100%,75%,75%
6,SOUTHWEST,6,65,4111,0%,100%,100%,100%
6,SOUTHWEST,6,65,4512,100%,100%,100%,100%
6,SOUTHWEST,6,65,5246,100%,100%,50%,50%
,,,65 Total,,71%,86%,86%,79%
6,SOUTHWEST,6,67,703,100%,100%,75%,75%
6,SOUTHWEST,6,67,2257,100%,100%,75%,50%
6,SOUTHWEST,6,67,3297,0%,100%,75%,75%
6,SOUTHWEST,6,67,4538,0%,100%,50%,50%
6,SOUTHWEST,6,67,5045,100%,100%,100%,100%
6,SOUTHWEST,6,67,5091,0%,0%,0%,0%
,,,67 Total,,50%,83%,63%,58%
6,SOUTHWEST,6,68,351,100%,100%,100%,100%
6,SOUTHWEST,6,68,400,100%,100%,100%,100%
6,SOUTHWEST,6,68,3213,100%,100%,75%,75%
6,SOUTHWEST,6,68,3390,100%,100%,100%,100%
6,SOUTHWEST,6,68,3585,100%,100%,75%,75%
6,SOUTHWEST,6,68,3591,0%,100%,100%,100%
6,SOUTHWEST,6,68,5287,100%,100%,100%,100%
,,,68 Total,,86%,100%,93%,93%
6,SOUTHWEST,6,77,290,100%,100%,100%,75%
6,SOUTHWEST,6,77,757,100%,100%,100%,100%
6,SOUTHWEST,6,77,901,100%,100%,100%,100%
6,SOUTHWEST,6,77,1313,100%,100%,100%,100%
6,SOUTHWEST,6,77,3112,100%,100%,100%,100%
6,SOUTHWEST,6,77,3279,100%,100%,100%,100%
6,SOUTHWEST,6,77,4103,100%,100%,50%,50%
6,SOUTHWEST,6,77,5144,100%,100%,100%,50%
6,SOUTHWEST,6,77,5245,100%,100%,100%,100%
,,,77 Total,,100%,100%,94%,86%
6,SOUTHWEST,6,78,440,100%,100%,100%,100%
6,SOUTHWEST,6,78,442,100%,100%,100%,100%
6,SOUTHWEST,6,78,458,100%,100%,100%,100%
6,SOUTHWEST,6,78,464,100%,100%,100%,100%
6,SOUTHWEST,6,78,470,100%,100%,100%,100%
6,SOUTHWEST,6,78,791,100%,100%,100%,100%
6,SOUTHWEST,6,78,1494,100%,100%,75%,75%
6,SOUTHWEST,6,78,5460,100%,100%,100%,100%
,,,78 Total,,100%,100%,97%,97%
6,SOUTHWEST,6,80,395,100%,100%,100%,100%
6,SOUTHWEST,6,80,397,100%,100%,75%,75%
6,SOUTHWEST,6,80,429,100%,100%,100%,100%
6,SOUTHWEST,6,80,452,100%,100%,100%,100%
6,SOUTHWEST,6,80,1958,100%,100%,100%,100%
6,SOUTHWEST,6,80,3320,100%,100%,100%,100%
6,SOUTHWEST,6,80,3567,100%,100%,100%,100%
6,SOUTHWEST,6,80,3886,100%,100%,100%,100%
6,SOUTHWEST,6,80,4508,100%,100%,100%,100%
6,SOUTHWEST,6,80,5165,100%,100%,100%,100%
6,SOUTHWEST,6,80,5809,100%,100%,75%,75%
,,,80 Total,,100%,100%,95%,95%
6,SOUTHWEST,6,84,330,100%,100%,75%,75%
6,SOUTHWEST,6,84,385,100%,100%,100%,100%
6,SOUTHWEST,6,84,437,100%,100%,100%,100%
6,SOUTHWEST,6,84,463,100%,100%,100%,100%
6,SOUTHWEST,6,84,1098,100%,100%,100%,100%
6,SOUTHWEST,6,84,4194,100%,100%,100%,100%
,,,84 Total,,100%,100%,96%,96%
6,SOUTHWEST,6,85,321,100%,100%,25%,50%
6,SOUTHWEST,6,85,322,100%,100%,100%,100%
6,SOUTHWEST,6,85,473,100%,100%,50%,25%
6,SOUTHWEST,6,85,1042,100%,100%,75%,50%
6,SOUTHWEST,6,85,1150,100%,100%,100%,100%
6,SOUTHWEST,6,85,4183,100%,100%,100%,100%
,,,85 Total,,100%,100%,75%,71%
6,SOUTHWEST,6,86,999,100%,100%,100%,100%
6,SOUTHWEST,6,86,1235,100%,0%,50%,50%
6,SOUTHWEST,6,86,2239,100%,100%,100%,100%
6,SOUTHWEST,6,86,2599,100%,100%,100%,100%
6,SOUTHWEST,6,86,3058,100%,100%,100%,100%
6,SOUTHWEST,6,86,3106,100%,100%,100%,100%
6,SOUTHWEST,6,86,3888,0%,0%,75%,25%
6,SOUTHWEST,6,86,4102,100%,100%,100%,100%
6,SOUTHWEST,6,86,5145,0%,0%,100%,100%
,,,86 Total,,78%,67%,92%,86%
6,SOUTHWEST,6,87,292,100%,100%,100%,100%
6,SOUTHWEST,6,87,404,100%,100%,75%,75%
6,SOUTHWEST,6,87,765,100%,100%,100%,100%
6,SOUTHWEST,6,87,865,100%,100%,100%,100%
6,SOUTHWEST,6,87,1347,100%,100%,100%,100%
6,SOUTHWEST,6,87,1803,0%,0%,0%,0%
6,SOUTHWEST,6,87,2769,100%,100%,75%,100%
6,SOUTHWEST,6,87,3391,100%,100%,100%,100%
6,SOUTHWEST,6,87,4055,100%,100%,100%,100%
6,SOUTHWEST,6,87,4115,100%,100%,100%,100%
,,,87 Total,,90%,90%,85%,88%
6,SOUTHWEST,6,503,140,100%,100%,100%,100%
6,SOUTHWEST,6,503,163,100%,100%,100%,100%
6,SOUTHWEST,6,503,214,100%,100%,100%,100%
6,SOUTHWEST,6,503,249,100%,100%,100%,100%
6,SOUTHWEST,6,503,275,100%,100%,100%,100%
6,SOUTHWEST,6,503,285,100%,100%,75%,100%
