Last Modified By,Last Modified,Name,Parent Path,Page Link
vn505vk,3/13/2019,Notice-and-Acknowledgement_Vermount.pdf,/content/dam/us-wire-wm1/documents/work/policies/people-policies/alcohol_and_drug_free_workplace/managementguidelines/vermont,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/people-policies/alcohol_and_drug_free_workplace/managementguidelines/acknowlegment-form/Notice-and-Acknowledgement_Vermount.pdf"">Page Link</a>"
vn505vk,3/13/2019,Notice-and-Acknowledgement_WV.pdf,/content/dam/us-wire-wm1/documents/work/policies/people-policies/alcohol_and_drug_free_workplace/managementguidelines/west_virginia,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/people-policies/alcohol_and_drug_free_workplace/managementguidelines/acknowlegment-form/Notice-and-Acknowledgement_WV.pdf"">Page Link</a>"
abacon,10/30/2020,PTO-Plans_Hourly-WM-Sams_Earning-Chart.pdf,/content/dam/us-wire-wm1/documents/work/policies/people-policies/pto_policies/hourly_pto/PTO-Plans_Hourly-WM-Sams_Earning-Chart.pdf,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/people-policies/pto_policies/hourly_pto/PTO-Plans_Hourly-WM-Sams_Earning-Chart.pdf/PTO-Plans_Hourly-WM-Sams_Earning-Chart.pdf"">Page Link</a>"
c0d021l,3/31/2021,page1.pdf,/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/accounting/A3-03-English.pdf/subassets,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/accounting/A3-03-English.pdf/subassets/page1.pdf"">Page Link</a>"
c0d021l,3/31/2021,page2.pdf,/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/accounting/A3-03-English.pdf/subassets,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/accounting/A3-03-English.pdf/subassets/page2.pdf"">Page Link</a>"
tdmoore,10/13/2022,US-Appendix.pdf,/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/travel,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/travel/us-appendix/US-Appendix.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/travel/personal-vehicle-reimbursement/Personal-Car-Reimbursement_v002.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/travel/personal-vehicle-reimbursement/Personal-Car-Reimbursement_v002.pdf/subassets/page2.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/travel/personal-vehicle-reimbursement/personal-mileage-reporting.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/policies/non_people_policies/travel/personal-vehicle-reimbursement/personal-mileage-reporting.pdf/subassets/page2.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_ExceptionsHandler_KA_ACLExceptionsHandler.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/knowledgeassessments/RDC_ExceptionsHandler_KA_ACLExceptionsHandler.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_ACLWorkstationProcesseor_KA_ACLWorkstationProcessor.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/knowledgeassessments/RDC_ACLWorkstationProcesseor_KA_ACLWorkstationProcessor.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_Unloader_KA_ACLUnloader.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/knowledgeassessments/RDC_Unloader_KA_ACLUnloader.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_Unloader_DA_ACLUnloader.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/demonstrationassessments/RDC_Unloader_DA_ACLUnloader.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_ExceptionsHandler_DA_ACLExceptionsHandler.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/demonstrationassessments/RDC_ExceptionsHandler_DA_ACLExceptionsHandler.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_WorkstationProcessor_DA_ACLWorkstationProcessor.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/demonstrationassessments/RDC_WorkstationProcessor_DA_ACLWorkstationProcessor.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_Unloader_KA_ACLUnloader_Key.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/teachit/RDC_Unloader_KA_ACLUnloader_Key.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_ExceptionsHandler_KA_ACLExceptionsHandler_Key.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/teachit/RDC_ExceptionsHandler_KA_ACLExceptionsHandler_Key.pdf"">Page Link</a>"
mdsmtih,2/10/2022,RDC_ACLWorkstationProcesseor_KA_ACLWorkstationProcessor_Key.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/teachit/RDC_ACLWorkstationProcesseor_KA_ACLWorkstationProcessor_Key.pdf"">Page Link</a>"
mdsmtih,2/10/2022,TeachIt-LearnIt-Blank.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments1/learnit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/acl-revisions/assessments-acl-dps/learnit/TeachIt-LearnIt-Blank.pdf"">Page Link</a>"
e0s00z9,2/16/2022,Change-Item-Profile.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/qa/rds-screens-and-reports,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/qa/rds-screens-and-reports/Change-Item-Profile.pdf"">Page Link</a>"
e0s00z9,2/16/2022,Case-UPC-Catalog.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/qa/rds-screens-and-reports,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/qa/rds-screens-and-reports/Case-UPC-Catalog.pdf"">Page Link</a>"
mdsmtih,3/3/2022,TeachIt-LearnIt-Blank.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/fid-batch/assessments/learnit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/specialty_onlinereceiving/assessments/learnit/TeachIt-LearnIt-Blank.pdf"">Page Link</a>"
mdsmtih,3/3/2022,TeachIt-LearnIt-Blank.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/fid-batch/assessments/learnit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/specialty_traffic/assessments/learnit/TeachIt-LearnIt-Blank.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_KA_FCNonSortOrderfiller.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/knowledgeassessments/FC_Oderfiller_KA_FCNonSortOrderfiller.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_KA_FCNonSortOrderfillerVNA.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/knowledgeassessments/FC_Oderfiller_KA_FCNonSortOrderfillerVNA.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_ManualPacking_KA_Manual PackingKnowledgeAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/knowledgeassessments/FC_ManualPacking_KA_Manual PackingKnowledgeAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_SinglesPacking_DA_SinglesPackingDemonstrationAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/knowledgeassessments/FC_SinglesPacking_DA_SinglesPackingDemonstrationAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Put_KA_PutKnowledgeAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/knowledgeassessments/FC_Put_KA_PutKnowledgeAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Packing_KA_PackKnowledgeAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/knowledgeassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/knowledgeassessments/FC_Packing_KA_PackKnowledgeAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_DA_FCNonSortOrderfillerVNA.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/demonstrationassessments/FC_Oderfiller_DA_FCNonSortOrderfillerVNA.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_ManualPacking_DA_ManualPackingDemonstrationAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/demonstrationassessments/FC_ManualPacking_DA_ManualPackingDemonstrationAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_DA_FCNonSortOrderfiller.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/demonstrationassessments/FC_Oderfiller_DA_FCNonSortOrderfiller.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_SinglesPacking_DA_SinglesPackingDemonstrationAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/demonstrationassessments/FC_SinglesPacking_DA_SinglesPackingDemonstrationAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Packing_DA_PackingDemonstrationAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/demonstrationassessments/FC_Packing_DA_PackingDemonstrationAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Put_DA_PutDemonstrationAssessment.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/demonstrationassessments,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/demonstrationassessments/FC_Put_DA_PutDemonstrationAssessment.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_ManualPacking_KA_ManualPackingAnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_ManualPacking_KA_ManualPackingAnswerKey.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Packing_KA_PackingAnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_Packing_KA_PackingAnswerKey.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_KA_FCNonSortOrderfillerVNA_AnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_Oderfiller_KA_FCNonSortOrderfillerVNA_AnswerKey.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_SinglesPacking_KA_SinglesPacking_AnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_SinglesPacking_KA_SinglesPacking_AnswerKey.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_KA_FCNonSortOrderfiller_AnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_Oderfiller_KA_FCNonSortOrderfiller_AnswerKey.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Put_KA_PutAnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_Put_KA_PutAnswerKey.pdf"">Page Link</a>"
m0k00u4,3/2/2022,FC_Oderfiller_KA_FCNonSortOrderfillerCon_AnswerKey.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort1/assessments/teachit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/teachit/FC_Oderfiller_KA_FCNonSortOrderfillerCon_AnswerKey.pdf"">Page Link</a>"
mdsmtih,3/2/2022,TeachIt-LearnIt-Blank.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/fid-batch/assessments/learnit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/non-sort_receiving/assessments/learnit/TeachIt-LearnIt-Blank.pdf"">Page Link</a>"
mdsmtih,3/3/2022,TeachIt-LearnIt-Blank.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/fid-batch/assessments/learnit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/specialty_stocking/assessments/learnit/TeachIt-LearnIt-Blank.pdf"">Page Link</a>"
mdsmtih,3/3/2022,TeachIt-LearnIt-Blank.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/fid-batch/assessments/learnit,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/fc/sortable_receiving/assessments/learnit/TeachIt-LearnIt-Blank.pdf"">Page Link</a>"
lbilbre,11/12/2021,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/images/flow/FY22_Thanksgiving_Plays_lbilbre.pdf"">Page Link</a>"
e0s00z9,11/12/2021,Generic Yard Sign - DC.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials/Generic Yard Sign - DC.pdf"">Page Link</a>"
e0s00z9,11/12/2021,Generic Yard Sign - FC (1).pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials/Generic Yard Sign - FC (1).pdf"">Page Link</a>"
e0s00z9,11/12/2021,Recruiting Materials Order Form.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials/Recruiting Materials Order Form.pdf"">Page Link</a>"
e0s00z9,11/12/2021,Peak Hiring Local Marketing Checklist Roughdraft.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/hr/recruiting/communication-media-resources/recruiting-materials/Peak Hiring Local Marketing Checklist Roughdraft.pdf"">Page Link</a>"
mdsmtih,3/29/2022,TWO.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/self-guided-launch/self-guided-one,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/self-guided-launch/self-guided-one/TWO.pdf"">Page Link</a>"
mdsmtih,3/29/2022,TWO.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/leadership-launch/leadership-one,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/leadership-launch/leadership-one/TWO.pdf"">Page Link</a>"
mdsmtih,3/29/2022,ONE.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/self-guided-launch/self-guided-one,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/self-guided-launch/self-guided-one/ONE.pdf"">Page Link</a>"
mdsmtih,3/29/2022,TWO.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/scale-launches/scale-one,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/scale-launches/scale-one/TWO.pdf"">Page Link</a>"
mdsmtih,3/29/2022,ONE.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/leadership-launch/leadership-one,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/leadership-launch/leadership-one/ONE.pdf"">Page Link</a>"
mdsmtih,3/29/2022,ONE.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/scale-launches/scale-one,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/1bw/csd/rdc/launch-packages/scale-launches/scale-one/ONE.pdf"">Page Link</a>"
hritche,3/28/2022,28-0305-Supply-Chain-Distiller-or-Ammonia-Laced-Water-Management-Guidelines.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0305,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0305/28-0305-Supply-Chain-Distiller-or-Ammonia-Laced-Water-Management-Guidelines.pdf"">Page Link</a>"
hritche,3/28/2022,28-0402-Puerto-Rico-Supply-Chain-Spill-Response.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0402,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0402/28-0402-Puerto-Rico-Supply-Chain-Spill-Response.pdf"">Page Link</a>"
hritche,3/28/2022,28-0604-Drum-Labeling-for-Used-Product-&-Waste.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0604,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0604/28-0604-Drum-Labeling-for-Used-Product-&-Waste.pdf"">Page Link</a>"
hritche,3/28/2022,28-0209-California-Supply-Chain-Hazardous-Waste-Inventory.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0209,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0209/28-0209-California-Supply-Chain-Hazardous-Waste-Inventory.pdf"">Page Link</a>"
hritche,3/28/2022,28-0504-EHS-Training-Matrix.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0504,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0504/28-0504-EHS-Training-Matrix.pdf"">Page Link</a>"
hritche,3/28/2022,28-0204-California-Supply-Chain-Aerosol-Can-Satellite-Accumulation.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0204,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0204/28-0204-California-Supply-Chain-Aerosol-Can-Satellite-Accumulation.pdf"">Page Link</a>"
hritche,3/28/2022,28-0214-California-Supply-Chain-Hazardous-Waste-Area-Inspection.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0214,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0214/28-0214-California-Supply-Chain-Hazardous-Waste-Area-Inspection.pdf"">Page Link</a>"
hritche,3/28/2022,28-0201.pdf,/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0201,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/supply-chain/documents/homepage/department-pages/rdc/safety-ap/procedures/dc-28/28-0201/28-0201.pdf"">Page Link</a>"
