Store,City,ST,Tracking ID,Ship date,Status,Scheduled delivery date,Package Dimensions
4570,NAPANOCH,NY,631453364396,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
4574,CONCORD,NC,631453358828,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
4577,RUSTON,LA,631453376768,4/6/2023,Departed FedEx location,4/7/2023,18x14.6x0 IN
4579,FORT SMITH,AR,631453377308,4/6/2023,Package delayed,4/10/2023,17.2x8.6x0 IN
4580,VESTAVIA HILLS,AL,631453374456,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
4581,MOBILE,AL,631453386552,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4582,NAVARRE,FL,631453373703,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
4583,GREENVILLE,SC,631453388555,4/6/2023,Arrived at FedEx location,4/10/2023,30.8x14.6x0 IN
4585,OWASSO,OK,631453376600,4/6/2023,Departed FedEx location,4/7/2023,18x14.6x0 IN
4586,BILOXI,MS,631453373699,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
4588,ORLANDO,FL,631453350091,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
4589,CLARKSVILLE,TN,631453373817,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
4590,LEES SUMMIT,MO,631453379013,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4591,CLARKSVILLE,TN,631453373850,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
4593,ROCK HILL,SC,631453358817,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
4594,CHERRYVILLE,NC,631453358806,4/5/2023,In transit,4/10/2023,30.4x14.4x0 IN
4595,PLANTATION,FL,631453372707,4/5/2023,In transit,4/10/2023,16.4x8.8x0 IN
4597,NORTH TONAWANDA,NY,631453368016,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
4599,TIMNATH,CO,631453392694,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4600,GRETNA,NE,631453380245,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
4601,LAS CRUCES,NM,631453379150,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4603,TUCSON,AZ,631453374732,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
4605,TYLER,TX,631453377282,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
4606,OSCEOLA,IA,631453390095,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4607,LEXINGTON,KY,631453373048,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
4609,CINCINNATI,OH,631453366870,4/5/2023,In transit,4/7/2023,30.8x14.2x0 IN
4611,SHAWNEE,KS,631453379024,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
4612,HAMBURG,PA,631453369891,4/5/2023,In transit,4/10/2023,30.4x14.2x0 IN
4615,GLENPOOL,OK,631453394241,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
4616,CLEVELAND,GA,631453382796,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4617,POMPANO BEACH,FL,631453372718,4/5/2023,Arrived at FedEx location,4/10/2023,16.4x8.4x0 IN
4618,LEAGUE CITY,TX,631453376069,4/6/2023,Departed FedEx location,4/7/2023,17.8x14.8x0 IN
4619,TUPELO,MS,631453374320,4/6/2023,In transit,4/10/2023,18x14.6x0 IN
4623,NEWPORT NEWS,VA,631453369446,4/5/2023,In transit,4/10/2023,30.4x14.2x0 IN
4625,GARDEN CITY,KS,631453374342,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
4626,JUNCTION CITY,KS,631453374353,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
4627,DENTON,TX,631453392797,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
4631,HAMMOND,IN,631453382947,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4635,CLINTON,TN,631453390967,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4636,APPOMATTOX,VA,631453363996,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4637,BROKEN ARROW,OK,631453394252,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
4638,RUCKERSVILLE,VA,631453363952,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4639,ELIZABETH,CO,631453386758,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4641,HUNTLEY,IL,631453379561,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4643,BADEN,PA,631453365028,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4644,MOON TOWNSHIP,PA,631453365039,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4648,MOBILE,AL,631453373655,4/6/2023,In transit,4/10/2023,18x14.6x0 IN
4653,CHEYENNE,WY,631453378175,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
4654,MARION,AR,631453374283,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
4655,BROKEN ARROW,OK,631453376595,4/6/2023,Departed FedEx location,4/7/2023,18x15.2x0 IN
4657,MOBILE,AL,631453375007,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
4659,BATON ROUGE,LA,631453374754,4/6/2023,In transit,4/10/2023,17.6x14.8x0 IN
4660,CLINTON TOWNSHIP,MI,631453357501,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
4664,CONWAY,SC,631453362280,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
4667,CLEARWATER,FL,631453370726,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
4672,MONTGOMERY,AL,631453375305,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4673,AUBURN,AL,631453375316,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
4674,NACOGDOCHES,TX,631453376698,4/6/2023,Departed FedEx location,4/7/2023,19.2x15.2x0 IN
4676,ALBUQUERQUE,NM,631453372935,4/5/2023,On FedEx vehicle for delivery,4/7/2023,16.4x8.8x0 IN
4677,MUSKEGO,WI,631453350676,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
4678,HURRICANE,UT,631453359868,4/5/2023,In transit,4/10/2023,31x14.2x0 IN
4679,DENHAM SPRINGS,LA,631453381697,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4681,TAMPA,FL,631453349731,4/5/2023,In transit,4/10/2023,16.6x8.6x0 IN
4682,GORDONSVILLE,VA,631453363963,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4683,BATON ROUGE,LA,631453391194,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4686,BENTONVILLE,AR,631453375500,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
4687,KING OF PRUSSIA,PA,631453353311,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
4689,CEDAR HILLS,UT,631453350920,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
4690,ST PETERSBURG,FL,631453349742,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
4691,MONTGOMERY,AL,631453375327,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
4692,EAST RIDGE,TN,631453375625,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
4695,GODFREY,IL,631453378863,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4696,HEBER CITY,UT,631453350930,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
4697,LYNCHBURG,VA,631453352955,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
4699,STREATOR,IL,631453381826,4/6/2023,In transit,4/10/2023,16.2x8.2x0 IN
4700,PLEASANT GROVE,UT,631453372865,4/5/2023,In transit,4/10/2023,16.6x8.6x0 IN
4706,MAGNA,UT,631453372854,4/5/2023,In transit,4/7/2023,16.2x8.4x0 IN
4734,ARVADA,CO,631453386769,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
4747,NORTHGLENN,CO,631453373769,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
4756,ALABASTER,AL,631453374467,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
4757,LACEY,WA,631453370656,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
4759,CITRUS HEIGHTS,CA,631453371262,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
4762,DIAMOND BAR,CA,631453372980,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
4826,HOLLYWOOD,FL,631453371034,4/5/2023,In transit,4/10/2023,17.8x14.4x0 IN
4848,CHARLOTTE,NC,631453372762,4/5/2023,In transit,4/10/2023,16.2x8.6x0 IN
4849,MOUNTAIN IRON,MN,631453370152,4/5/2023,In transit,4/10/2023,30.4x14.4x0 IN
4865,SIOUX FALLS,SD,631453367454,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
5003,PAGOSA SPRINGS,CO,631453364021,4/6/2023,In transit,4/10/2023,30.4x14.4x0 IN
5005,JACKSONVILLE,FL,631453373107,4/5/2023,Arrived at FedEx location,4/10/2023,16.6x8.6x0 IN
5007,VACAVILLE,CA,631453371354,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
5008,HEMET,CA,631453371733,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
5012,HAMILTON,NJ,631453361629,4/6/2023,In transit,4/10/2023,31x14.4x0 IN
5013,HIGH POINT,NC,631453371479,4/5/2023,In transit,4/10/2023,18x14.6x0 IN
5014,GREENSBORO,NC,631453371457,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
5021,DALLAS,TX,631453376161,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
5022,NEW ORLEANS,LA,631453387342,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5023,NATIONAL CITY,CA,631453353208,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5025,FORT WAYNE,IN,631453354844,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5027,LANCASTER,NY,631453368027,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
5028,TOLEDO,OH,631453368196,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
5029,OREGON,OH,631453368200,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
5030,TOLEDO,OH,631453368211,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
5031,TUCSON,AZ,631453381610,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5032,BUENA PARK,CA,631453366263,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
5033,FORT MORGAN,CO,631453386770,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5034,FORT MYERS,FL,631453365852,4/6/2023,In transit,4/10/2023,30.4x14.2x0 IN
5035,MULBERRY,FL,631453349753,4/5/2023,In transit,4/10/2023,16.2x8.6x0 IN
5036,TAMPA,FL,631453349764,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5037,YULEE,FL,631453352500,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5039,CAMDEN,DE,631453369181,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
5040,CARNEGIE,PA,631453365040,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5041,BONNEY LAKE,WA,631453356972,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
5043,MEMPHIS,TN,631453374310,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
5044,GALENA,IL,631453366208,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5045,TOMBALL,TX,631453393290,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
5046,CLAYTON,NC,631453349249,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
5047,AUDUBON,NJ,631453357648,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
5048,NEW HUDSON,MI,631453357497,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
5049,LITTLETON,CO,631453386780,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5051,GREELEY,CO,631453392764,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5054,JACKSONVILLE,FL,631453352510,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5055,NAPLES,FL,631453353447,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
5056,PRAIRIEVILLE,LA,631453391172,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5057,MURFREESBORO,TN,631453387240,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5058,ANTIOCH,TN,631453387250,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5059,HOPKINSVILLE,KY,631453374721,4/6/2023,In transit,4/10/2023,18x14.6x0 IN
5060,ALGONQUIN,IL,631453379572,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5062,AUBURN,AL,631453375338,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
5063,CHARLOTTE,NC,631453350390,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
5064,KALAMAZOO,MI,631453368667,4/5/2023,In transit,4/10/2023,30.8x14.2x0 IN
5065,KALAMAZOO,MI,631453368678,4/5/2023,In transit,4/10/2023,30.6x14.2x0 IN
5066,AVON,OH,631453355634,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5070,LAS VEGAS,NV,631453352771,4/5/2023,Arrived at FedEx location,4/7/2023,16.2x8.4x0 IN
5071,LAWTON,OK,631453396299,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.8x0 IN
5072,TORRANCE,CA,631453361423,4/6/2023,In transit,4/10/2023,31x14.4x0 IN
5073,COVINGTON,WA,631453356365,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
5075,OCEANSIDE,CA,631453364812,4/6/2023,In transit,4/10/2023,31.6x14.2x0 IN
5076,BREWER,ME,631453357203,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
5077,BOONTON,NJ,631453361662,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
5078,YAKIMA,WA,631453357155,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/11/2023,0x0x0 IN
5079,PASS CHRISTIAN,MS,631453386508,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5080,HURST,TX,631453396510,4/6/2023,Departed FedEx location,4/7/2023,17x9x0 IN
5081,MERAUX,LA,631453373975,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
5082,PARMA,OH,631453354708,4/5/2023,In transit,4/10/2023,16.6x8.2x0 IN
5085,BELMONT,NC,631453358791,4/5/2023,In transit,4/10/2023,30.4x14.4x0 IN
5087,NORTH MYRTLE BEACH,SC,631453362290,4/6/2023,In transit,4/10/2023,31.2x14.2x0 IN
5088,TRIADELPHIA,WV,631453352337,4/5/2023,In transit,4/7/2023,16.6x8.4x0 IN
5089,INVER GROVE HEIGHTS,MN,631453359651,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
5090,DE PERE,WI,631453350687,4/5/2023,In transit,4/10/2023,16x8.4x0 IN
5091,CYPRESS,TX,631453398019,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.8x0 IN
5092,LEWISVILLE,TX,631453397983,4/6/2023,Arrived at FedEx location,4/7/2023,16.8x8.8x0 IN
5093,TULSA,OK,631453376529,4/6/2023,Departed FedEx location,4/7/2023,18x14.6x0 IN
5094,HOUSTON,TX,631453376080,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
5095,HARTFORD,CT,631453352245,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
5096,PALM DESERT,CA,631453355050,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
5097,SAGINAW,MI,631453366583,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
5098,MOBILE,AL,631453373677,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
5099,GRAND JUNCTION,CO,631453350301,4/5/2023,Departed FedEx location,4/10/2023,16.6x8.4x0 IN
5100,BIRMINGHAM,AL,631453375350,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
5101,PAHRUMP,NV,631453352782,4/5/2023,Arrived at FedEx location,4/7/2023,16.2x8.4x0 IN
5102,GRETNA,LA,631453373861,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
5103,PHILADELPHIA,PA,631453365186,4/6/2023,In transit,4/10/2023,31x14.4x0 IN
5104,MORAINE,OH,631453355531,4/5/2023,In transit,4/10/2023,16.4x8.2x0 IN
5105,FRONT ROYAL,VA,631453363974,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5106,OVIEDO,FL,631453372589,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
5107,MADISON,TN,631453373828,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
5108,EL PASO,TX,631453375810,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5109,WEST VALLEY CITY,UT,631453372810,4/5/2023,In transit,4/7/2023,16.4x8.4x0 IN
5110,DRAPER,UT,631453372832,4/5/2023,In transit,4/10/2023,17x8.4x0 IN
5111,WATCHUNG,NJ,631453361640,4/6/2023,In transit,4/10/2023,30.4x14.2x0 IN
5113,PELL CITY,AL,631453389805,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5115,DAVENPORT,IA,631453381837,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5116,LA PORTE,TX,631453393304,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
5117,WAYNESBORO,VA,631453363985,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5118,RALEIGH,NC,631453357291,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5119,NASHVILLE,TN,631453373806,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
5122,MEMPHIS,TN,631453374294,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
5123,COLORADO SPRINGS,CO,631453390691,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5124,GLENDALE,AZ,631453388187,4/6/2023,Arrived at FedEx location,4/10/2023,31x14.6x0 IN
5125,OPELOUSAS,LA,631453373894,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
5126,CENTRE,AL,631453380646,4/6/2023,In transit,4/10/2023,16.2x8.2x0 IN
5127,LA CROSSE,WI,631453354991,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5129,LANDOVER HILLS,MD,631453353778,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5130,PHILADELPHIA,PA,631453365223,4/6/2023,In transit,4/10/2023,30.6x14.6x0 IN
5131,BENSALEM,PA,631453365212,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
5132,WINTER SPRINGS,FL,631453370910,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
5133,ANDERSON,CA,631453351076,4/5/2023,In transit,4/10/2023,16.4x8.2x0 IN
5134,BAKERSFIELD,CA,631453352212,4/5/2023,In transit,4/10/2023,16.8x8.2x0 IN
5135,RADCLIFF,KY,631453373287,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
5136,MARYSVILLE,CA,631453360195,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
5137,AURORA,CO,631453386791,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5139,DIXON,CA,631453360140,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
5140,LA MESA,CA,631453364823,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5141,OMAHA,NE,631453380256,4/6/2023,In transit,4/10/2023,16.2x9x0 IN
5142,NEPTUNE,NJ,631453369619,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
5143,CHATTANOOGA,TN,631453375658,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5144,CONVERSE,TX,631453393808,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
5145,SAN ANTONIO,TX,631453393793,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
5146,SAN ANTONIO,TX,631453393782,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
5147,DALLAS,TX,631453396027,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
5148,MURFREESBORO,TN,631453373839,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
5149,BLUE SPRINGS,MO,631453374033,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
5150,MAPLEWOOD,MO,631453378874,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5151,ROME,GA,631453377915,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5152,WEST HILLS,CA,631453361412,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5154,ROSEMEAD,CA,631453351628,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5155,LAS CRUCES,NM,631453379160,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5156,BEAUMONT,CA,631453362522,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5157,MORTON,IL,631453381918,4/6/2023,In transit,4/10/2023,16.2x8.6x0 IN
5159,WEST BRANCH,MI,631453354009,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
5160,JACKSON,MI,631453368689,4/5/2023,In transit,4/10/2023,30.4x14.4x0 IN
5162,SANTA CLARITA,CA,631453351639,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5165,ALAMO,TX,631453391378,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5166,DEMING,NM,631453388349,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5167,PAYSON,UT,631453350941,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5168,RICHFIELD,UT,631453359857,4/5/2023,In transit,4/10/2023,30.6x14.2x0 IN
5170,SIDNEY,NE,631453361272,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5172,PERRY,FL,631453368509,4/5/2023,Arrived at FedEx location,4/10/2023,30.8x14.4x0 IN
5173,DALTON,GA,631453381470,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
5174,SEMMES,AL,631453386519,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5175,ALGOOD,TN,631453378278,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5178,ROCKAWAY,NJ,631453361651,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5179,ORLANDO,FL,631453370818,4/5/2023,In transit,4/10/2023,17.8x14.4x0 IN
5180,OVERLAND PARK,KS,631453374011,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
5182,MURFREESBORO,TN,631453373791,4/6/2023,In transit,4/10/2023,18.2x14.8x0 IN
5183,JEFFERSONTOWN,KY,631453373416,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5184,CANAL WINCHESTER,OH,631453363584,4/6/2023,In transit,4/10/2023,31x14.4x0 IN
5185,COLUMBUS,OH,631453363595,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
5186,GILBERT,AZ,631453390511,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5188,HIXSON,TN,631453375647,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
5189,PHOENIX,AZ,631453388198,4/6/2023,Arrived at FedEx location,4/10/2023,31.2x15x0 IN
5190,PHOENIX,AZ,631453388202,4/6/2023,Arrived at FedEx location,4/10/2023,30.8x14.6x0 IN
5191,FORNEY,TX,631453396038,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
5192,SACRAMENTO,CA,631453351087,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5193,MORENO VALLEY,CA,631453362533,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
5196,MEMPHIS,TN,631453388728,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
5197,OWENS CROSS ROADS,AL,631453390143,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5198,TIFTON,GA,631453374905,4/6/2023,In transit,4/10/2023,18x14.8x0 IN
5199,ANTIOCH,IL,631453388588,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5200,LANCASTER,PA,631453361754,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
5201,EDISON,NJ,631453361695,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
5202,COMMACK,NY,631453357821,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
5203,LONDON,OH,631453363600,4/6/2023,In transit,4/10/2023,31x14.2x0 IN
5204,BOSSIER CITY,LA,631453376790,4/6/2023,Departed FedEx location,4/7/2023,18x14.8x0 IN
5205,LAYTON,UT,631453371240,4/5/2023,In transit,4/10/2023,17.6x14.8x0 IN
5206,SOUTH OGDEN,UT,631453372800,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
5207,OVERLAND PARK,KS,631453374088,4/6/2023,In transit,4/10/2023,17.6x14.8x0 IN
5210,WYLIE,TX,631453396049,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
5211,MCKINNEY,TX,631453396050,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
5214,KISSIMMEE,FL,631453350106,4/5/2023,In transit,4/10/2023,16.2x8.6x0 IN
5215,DELANO,CA,631453362636,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5216,AMARILLO,TX,631453382502,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
5218,ST PETERSBURG,FL,631453349775,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
5219,LAWRENCE,KS,631453387971,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
5220,TAMPA,FL,631453349786,4/5/2023,In transit,4/10/2023,16.6x8.6x0 IN
5221,TAMPA,FL,631453370737,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
5224,SAN ANTONIO,TX,631453376415,4/6/2023,Departed FedEx location,4/7/2023,17.8x14.8x0 IN
5226,SAN ANTONIO,TX,631453376426,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
5227,BURKE,VA,631453366425,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
5228,COLUMBIA,MD,631453360725,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
5229,WYNCOTE,PA,631453365245,4/6/2023,In transit,4/10/2023,31x14.6x0 IN
