Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
4696,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4697,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),4
4699,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4700,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4706,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4734,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4747,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4756,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),1
4757,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4759,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
4762,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
4772,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4826,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
4848,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4849,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
4865,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
5003,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5005,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),2
5007,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5008,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5012,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5013,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
5014,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5021,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5022,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5023,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5025,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
5027,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5028,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),0
5029,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5030,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5031,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),2
5032,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),6
5033,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5034,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5035,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5036,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5037,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5038,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5039,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5040,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5041,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5043,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5044,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5045,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5046,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),3
5047,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),3
5048,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5049,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5051,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5054,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),6
5055,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5056,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5057,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5058,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5059,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),2
5060,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),1
5062,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
5063,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5064,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5065,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5066,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),3
5070,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),8
5071,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5072,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
5073,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
5075,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5076,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),0
5077,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),2
5078,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5079,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5080,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),3
5081,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5082,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5083,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5085,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5087,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5088,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),5
5089,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5090,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5091,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5092,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
5093,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5094,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5095,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
5096,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5097,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5098,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5099,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5100,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5101,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
5102,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
5103,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5104,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),2
5105,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5106,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
5107,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5108,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),3
5109,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5110,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5111,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5113,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5115,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5116,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),6
5117,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
5118,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5119,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
5122,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5123,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5124,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),6
5125,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5126,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),0
5127,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5129,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5130,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5131,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5132,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5133,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5134,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5135,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5136,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5137,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5139,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5140,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5141,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5142,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
5143,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5144,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),3
5145,4/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5146,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5147,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5148,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5149,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5150,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5151,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),0
5152,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5154,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),2
5155,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5156,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),2
5157,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5159,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
5160,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5162,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5165,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5166,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5167,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),2
5168,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5170,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5172,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5173,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5174,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),5
5175,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),1
5178,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5179,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5180,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5182,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5183,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5184,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),3
5185,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5186,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),3
5188,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5189,9/22/2023,7 am - 6 pm,Vital Records Control (VRC),9
5190,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5191,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5192,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),9
5193,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5195,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5196,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5197,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5198,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),0
5199,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5200,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),5
5201,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5202,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),2
5203,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
5204,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5205,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
5206,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5207,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5210,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
5211,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5214,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5215,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5216,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5218,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5219,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5220,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),3
5221,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5224,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5226,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5227,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5228,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5229,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5231,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5232,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
5233,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),5
5234,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
5235,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5236,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5239,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),2
5240,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
5241,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
5242,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5244,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5245,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5246,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5247,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5248,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5250,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5251,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5252,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5253,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5254,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5255,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5256,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),2
5257,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5258,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5259,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
5260,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
5261,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
5262,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5263,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
5264,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),4
5265,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5266,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5267,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5269,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5270,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
5272,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),2
5273,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5274,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
5275,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
5276,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),4
5278,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
5279,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5280,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5281,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5282,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5285,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5286,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5287,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5288,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5290,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5291,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
5292,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5293,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5294,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5295,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5296,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),2
5297,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5298,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),2
5299,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5300,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5301,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5303,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5304,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5305,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5306,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5307,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5308,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5309,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5310,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5311,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5312,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5313,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5314,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5316,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5317,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5319,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),3
5320,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
5321,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5323,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5325,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5326,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),6
5327,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5328,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),3
5329,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5330,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5331,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5332,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5334,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5335,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5336,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5337,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5338,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5339,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5340,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5341,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5342,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),3
5343,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
5344,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5345,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5346,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5347,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5348,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),3
5349,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5350,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5352,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5353,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5355,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5356,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5358,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5359,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),3
5360,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5361,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),0
5363,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5364,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5365,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5366,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5367,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5368,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),6
5369,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5370,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5371,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5372,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
5373,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
5374,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
5376,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),3
5378,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5379,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
5381,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5382,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5383,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5384,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5385,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5386,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5387,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
5388,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5389,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),4
5390,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5391,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
5392,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5393,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5394,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
5396,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),7
5397,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5398,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5399,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5402,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5403,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
5404,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5408,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
5409,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5410,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5411,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5414,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5416,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),14
5417,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),2
5418,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),2
5419,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5420,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),26
5421,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5422,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),2
5423,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5424,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
5425,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),8
5426,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5427,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5428,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),1
5429,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),3
5430,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),0
5432,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
5433,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5434,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5435,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5436,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5438,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5439,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5440,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
5441,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),2
5442,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5443,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),0
5444,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5445,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),0
5446,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5447,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5448,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),1
5449,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5450,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),0
5451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5452,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
5453,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5455,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5458,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5459,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5460,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
5461,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5462,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5463,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5464,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
5466,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
5467,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
5469,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
5470,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
