Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number,,,
1339,SUP,Columbia,SC,90,18,,,CHES,844-367-5240,,,
1037,SUP,Summerville,SC,90,11,,,CHES,844-367-5240,,,
1244,SUP,Taylors,SC,90,,8,,CHES,844-367-5240,,,
585,SUP,Rock Hill,SC,90,,8,,CHES,844-367-5240,,,
586,SUP,Conway,SC,90,,1,,CHES,844-367-5240,,,
640,SUP,Greenville,SC,120,,1,,CHES,844-367-5240,,,
641,SUP,Greenville,SC,90,25,,,CHES,844-367-5240,,,
643,SUP,Myrtle Beach,SC,90,,1,,CHES,844-367-5240,,,
644,SUP,Anderson,SC,90,,1,,CHES,844-367-5240,,,
795,SUP,Barnwell,SC,120,,1,,CHES,844-367-5240,,,
881,SUP,Lexington,SC,90,4,,,CHES,844-367-5240,,,
1144,SUP,York,SC,120,11,,,CHES,844-367-5240,,,
1135,SUP,Hartsville,SC,90,,1,,CHES,844-367-5240,,,
2687,SUP,Greer,SC,90,,1,,CHES,844-367-5240,,,
2703,SUP,Florence,SC,90,,15,,CHES,844-367-5240,,,
2832,SUP,Hardeeville,SC,120,25,,,CHES,844-367-5240,,,
1286,SUP,Columbia,SC,90,18,,,CHES,844-367-5240,,,
3222,SUP,Central,SC,90,,8,,CHES,844-367-5240,,,
3367,SUP,North Charleston,SC,90,11,,,CHES,844-367-5240,,,
1146,SUP,Moncks Corner,SC,90,11,,,CHES,844-367-5240,,,
1748,SUP,Charleston,SC,90,11,,,CHES,844-367-5240,,,
5487,SUP,Travelers Rest,SC,90,,8,,CHES,844-367-5240,,,
5087,SUP,North Myrtle Beach,SC,90,,8,,CHES,844-367-5240,,,
4420,SUP,Batesburg-Leesville,SC,120,18,,,CHES,844-367-5240,,,
4384,SUP,Mt. Pleasant,SC,90,,,6,CHES,844-367-5240,,,
642,SUP,Cheraw,SC,120,,,20,CHES,844-367-5240,,,
4487,SUP,Aiken,SC,90,4,,,CHES,844-367-5240,,,
4521,SUP,Lexington,SC,90,4,,,CHES,844-367-5240,,,
4506,SUP,Columbia,SC,90,25,,,CHES,844-367-5240,,,
627,SUP,Dillon,SC,90,,1,,CHES,844-367-5240,,,
4583,SUP,Greenville,SC,120,,22,,CHES,844-367-5240,,,
630,SUP,Florence,SC,90,,15,,CHES,844-367-5240,,,
1130,SUP,Laurens,SC,90,,8,,CHES,844-367-5240,,,
1035,SUP,Spartanburg,SC,90,,8,,CHES,844-367-5240,,,
1017,SUP,Manning,SC,90,18,,,CHES,844-367-5240,,,
1123,SUP,Seneca,SC,90,,8,,CHES,844-367-5240,,,
1270,SUP,North Augusta,SC,90,4,,,CHES,844-367-5240,,,
1281,SUP,Spartanburg,SC,90,,8,,CHES,844-367-5240,,,
1358,SUP,Walterboro,SC,90,18,,,CHES,844-367-5240,,,
1829,SUP,Marion,SC,120,18,,,CHES,844-367-5240,,,
511,SUP,Sumter,SC,90,11,,,CHES,844-367-5240,,,
4664,SUP,Conway,SC,90,,1,,CHES,844-367-5240,,,
4593,SUP,Rock Hill,SC,120,,,6,CHES,844-367-5240,,,
4440,SUP,Irmo,SC,90,11,,,CHES,844-367-5240,,,
5745,SUP,Lake Wylie,SC,120,18,,,CHES,844-367-5240,,,
5705,SUP,Garden City,SC,120,11,,,CHES,844-367-5240,,,
631,SUP,Easley,SC,90,,,6,CHES,844-367-5240,,,
621,SUP,Lake City,SC,120,,22,,CHES,844-367-5240,,,
4457,SUP,Bennettsville,SC,120,18,,,CHES,844-367-5240,,,
3192,SUP,Powdersville,SC,90,,,6,CHES,844-367-5240,,,
4145,WNM,Greer,SC,60,25,,13,CHES,844-367-5240,,,
2328,WNM,Greenville,SC,60,25,,20,CHES,844-367-5240,,,
2887,WNM,Myrtle Beach,SC,90,4,,20,CHES,844-367-5240,,,
6576,SUP,North Augusta,SC,90,,,6,CHES,844-367-5240,,,
3628,WNM,Simpsonville,SC,60,,1,20,CHES,844-367-5240,,,
3638,WNM,Florence,SC,90,4,,27,CHES,844-367-5240,,,
4445,WNM,Clemson,SC,90,11,,,CHES,844-367-5240,,,
4452,WNM,Greenville,SC,60,,1,20,CHES,844-367-5240,,,
6962,WNM,Rock Hill,SC,90,,29,,CHES,844-367-5240,,,
3724,WNM,Orangeburg,SC,60,,15,,CHES,844-367-5240,,,
3646,WNM,Goose Creek,SC,90,,8,,CHES,844-367-5240,,,
4443,WNM,Anderson,SC,90,4,,27,CHES,844-367-5240,,,
3899,WNM,Goose Creek,SC,90,,8,,CHES,844-367-5240,,,
6887,SUP,Greenwood,SC,90,,8,,CHES,844-367-5240,,,
3713,WNM,Ladson,SC,90,,29,,CHES,844-367-5240,,,
3338,WNM,Spartanburg,SC,90,,,6,CHES,844-367-5240,,,
6174,WNM,Summerville,SC,90,,29,,CHES,844-367-5240,,,
5371,WNM,Simpsonville,SC,90,11,,,CHES,844-367-5240,,,
5923,WNM,Myrtle Beach,SC,60,,1,20,CHES,844-367-5240,,,
3442,WNM,Murrells Inlet,SC,90,4,,27,CHES,844-367-5240,,,
7188,SUP,Darlington,SC,90,,1,,CHES,844-367-5240,,,
5378,WNM,Cayce,SC,90,,,13,CHES,844-367-5240,,,
2870,WNM,Myrtle Beach,SC,90,4,,20,CHES,844-367-5240,,,
5279,WNM,Summerville,SC,90,18,,,CHES,844-367-5240,,,
5291,WNM,Columbia,SC,60,25,,13,CHES,844-367-5240,,,
6395,SUP,Bluffton,SC,90,25,,,CHES,844-367-5240,,,
5367,WNM,Myrtle Beach,SC,60,,1,20,CHES,844-367-5240,,,
7181,SUP,Beaufort,SC,90,25,,,CHES,844-367-5240,,,
377,WNM,Sumter,SC,60,18,,13,CHES,844-367-5240,,,
5383,WNM,Sumter,SC,90,,,20,CHES,844-367-5240,,,
4774,SAMS,Secaucus,NJ,120,,8,,CHES,844-367-5240,,,
6369,SAMS,Edison,NJ,90,,,20,CHES,844-367-5240,,,
6671,SAMS,Freehold,NJ,90,4,,27,CHES,844-367-5240,,,
1844,WM,Toms River,NJ,90,,,20,CHES,844-367-5240,,,
2003,WM,North Brunswick,NJ,90,,8,,CHES,844-367-5240,,,
2090,WM,Franklin,NJ,90,,,20,CHES,844-367-5240,,,
2518,WM,Hamilton,NJ,90,25,,,CHES,844-367-5240,,,
2582,WM,Clinton,NJ,120,,29,,CHES,844-367-5240,,,
2604,WM,Newton,NJ,90,,22,,CHES,844-367-5240,,,
2633,WM,Piscataway,NJ,90,,22,,CHES,844-367-5240,,,
2825,WM,Old Bridge,NJ,120,,15,,CHES,844-367-5240,,,
3266,WM,East Windsor,NJ,90,,,6,CHES,844-367-5240,,,
3291,WM,Flanders,NJ,120,,,,CHES,844-367-5240,,,
3292,WM,Union,NJ,90,,22,,CHES,844-367-5240,,,
3443,WM,Riverdale,NJ,90,,22,,CHES,844-367-5240,,,
3562,WM,Saddle Brook,NJ,120,,8,,CHES,844-367-5240,,,
5077,WM,Boonton,NJ,90,,22,,CHES,844-367-5240,,,
5111,WM,Watchung,NJ,90,,22,,CHES,844-367-5240,,,
5178,WM,Rockaway,NJ,90,,22,,CHES,844-367-5240,,,
5201,WM,Edison,NJ,120,,1,,CHES,844-367-5240,,,
5281,WM,Woodbridge,NJ,90,,,6,CHES,844-367-5240,,,
1977,SUP,Brick,NJ,90,,,6,CHES,844-367-5240,,,
2195,SUP,Howell,NJ,90,,,20,CHES,844-367-5240,,,
2294,SUP,Flemington,NJ,120,,1,,CHES,844-367-5240,,,
2497,SUP,Phillipsburg,NJ,90,,15,,CHES,844-367-5240,,,
2503,SUP,Hackettstown,NJ,90,,15,,CHES,844-367-5240,,,
2651,SUP,Manville,NJ,90,,,6,CHES,844-367-5240,,,
3078,SUP,East Brunswick,NJ,90,,,13,CHES,844-367-5240,,,
3159,SUP,Teterboro,NJ,90,,15,,CHES,844-367-5240,,,
3236,SUP,Freehold,NJ,90,11,,,CHES,844-367-5240,,,
3520,SUP,Secaucus,NJ,90,25,,,CHES,844-367-5240,,,
3795,SUP,North Bergen,NJ,90,,15,,CHES,844-367-5240,,,
4153,SUP,Old Bridge,NJ,90,,,13,CHES,844-367-5240,,,
5012,SUP,Hamilton,NJ,90,11,,,CHES,844-367-5240,,,
5142,SUP,Neptune,NJ,90,,1,,CHES,844-367-5240,,,
5414,SUP,Lanoka Harbor,NJ,90,,8,,CHES,844-367-5240,,,
5447,SUP,Kearny,NJ,90,,15,,CHES,844-367-5240,,,
5752,SUP,Garfield,NJ,90,,8,,CHES,844-367-5240,,,
5867,SUP,Bayonne,NJ,90,,29,,CHES,844-367-5240,,,
3469,SUP,Linden,NJ,90,11,,,CHES,844-367-5240,,,
3912,SUP,Ledgewood,NJ,90,,15,,CHES,844-367-5240,,,
4749,SAMS,Conway,AR,90,11,,,CHES,844-367-5240,,,
4825,SAMS,Hot Springs,AR,90,,,13,CHES,844-367-5240,,,
4969,SAMS,Bentonville,AR,90,18,,,CHES,844-367-5240,,,
8104,SAMS,Little Rock,AR,90,,,13,CHES,844-367-5240,,,
8134,SAMS,FORT SMITH,AR,90,,,6,CHES,844-367-5240,,,
8209,SAMS,Fayetteville,AR,90,,,13,CHES,844-367-5240,,,
8266,SAMS,NORTH LITTLE ROCK,AR,90,11,,,CHES,844-367-5240,,,
4808,SAMS,Springdale,AR,90,18,,,CHES,844-367-5240,,,
209,WM,Ozark,AR,60,,8,,CHES,844-367-5240,,,
230,WM,Paris,AR,120,,15,,CHES,844-367-5240,,,
289,WM,Mcgehee,AR,120,,22,,CHES,844-367-5240,,,
339,WM,Fordyce,AR,60,25,,20,CHES,844-367-5240,,,
2203,WM,Bentonville,AR,180,,29,,CHES,844-367-5240,,,
2431,WNM,Searcy,AR,90,18,,,CHES,844-367-5240,,,
2686,WNM,Bentonville,AR,90,18,,,CHES,844-367-5240,,,
2741,WNM,Bentonville,AR,90,4,,27,CHES,844-367-5240,,,
2742,WNM,Springdale,AR,90,,15,,CHES,844-367-5240,,,
2743,WNM,Sherwood,AR,90,,,20,CHES,844-367-5240,,,
2744,WNM,Fort Smith,AR,90,,,6,CHES,844-367-5240,,,
2745,WNM,Fayetteville,AR,90,,,13,CHES,844-367-5240,,,
3164,WNM,Bentonville,AR,60,,15,,CHES,844-367-5240,,,
3168,WNM,Conway,AR,90,,,6,CHES,844-367-5240,,,
3479,WNM,Rogers,AR,90,4,,27,CHES,844-367-5240,,,
3654,WNM,Rogers,AR,90,4,,27,CHES,844-367-5240,,,
4128,WNM,Russellville,AR,90,,,6,CHES,844-367-5240,,,
4375,WNM,Springdale,AR,90,,15,,CHES,844-367-5240,,,
4376,WNM,Bentonville,AR,90,18,,,CHES,844-367-5240,,,
4516,WNM,Fayetteville,AR,90,18,,,CHES,844-367-5240,,,
4579,WNM,Fort Smith,AR,90,,,13,CHES,844-367-5240,,,
4686,WNM,Bentonville,AR,90,18,,,CHES,844-367-5240,,,
5737,WNM,Fayetteville,AR,90,,,13,CHES,844-367-5240,,,
5738,WNM,Springdale,AR,90,,29,,CHES,844-367-5240,,,
5789,WNM,Hot Springs,AR,90,,1,,CHES,844-367-5240,,,
5790,WNM,Hot Springs,AR,90,4,,27,CHES,844-367-5240,,,
5837,WNM,Rogers,AR,90,,1,,CHES,844-367-5240,,,
6953,WNM,CENTERTON,AR,90,4,,27,CHES,844-367-5240,,,
6960,WNM,Siloam Springs,AR,90,,,13,CHES,844-367-5240,,,
6971,WNM,Pea Ridge,AR,90,18,,,CHES,844-367-5240,,,
6975,WNM,Cabot,AR,90,,,20,CHES,844-367-5240,,,
7242,WNM,Farmington,AR,90,,,13,CHES,844-367-5240,,,
7317,WNM,Greenbrier,AR,90,4,,27,CHES,844-367-5240,,,
2997,WM,Fayetteville,AR,90,,,13,CHES,844-367-5240,,,
1,SUP,Rogers,AR,90,,29,,CHES,844-367-5240,,,
100,SUP,Bentonville,AR,90,,29,,CHES,844-367-5240,,,
102,SUP,Stuttgart,AR,90,,,13,CHES,844-367-5240,,,
1065,SUP,Hope,AR,120,,,20,CHES,844-367-5240,,,
11,SUP,Mountain Home,AR,120,11,,,CHES,844-367-5240,,,
1105,SUP,North Little Rock,AR,90,,29,,CHES,844-367-5240,,,
1114,SUP,Mountain View,AR,120,,,6,CHES,844-367-5240,,,
1147,SUP,Flippin,AR,60,11,,6,CHES,844-367-5240,,,
124,SUP,Little Rock,AR,90,,15,,CHES,844-367-5240,,,
125,SUP,Fort Smith,AR,90,,,13,CHES,844-367-5240,,,
126,SUP,Little Rock,AR,90,,29,,CHES,844-367-5240,,,
127,SUP,Malvern,AR,120,,,6,CHES,844-367-5240,,,
133,SUP,Ashdown,AR,120,,,20,CHES,844-367-5240,,,
141,SUP,Fort Smith,AR,90,,,13,CHES,844-367-5240,,,
144,SUP,Fayetteville,AR,90,,,13,CHES,844-367-5240,,,
157,SUP,Searcy,AR,90,,,13,CHES,844-367-5240,,,
16,SUP,Van Buren,AR,90,,,6,CHES,844-367-5240,,,
167,SUP,Crossett,AR,120,,22,,CHES,844-367-5240,,,
169,SUP,Lonoke,AR,90,11,,,CHES,844-367-5240,,,
171,SUP,Camden,AR,90,,,20,CHES,844-367-5240,,,
2,SUP,Harrison,AR,90,,8,,CHES,844-367-5240,,,
24,SUP,Jacksonville,AR,90,,,6,CHES,844-367-5240,,,
2575,SUP,Conway,AR,90,,15,,CHES,844-367-5240,,,
2587,SUP,Cabot,AR,90,,,6,CHES,844-367-5240,,,
261,SUP,Hot Springs,AR,120,18,,,CHES,844-367-5240,,,
279,SUP,De Queen,AR,120,,,20,CHES,844-367-5240,,,
281,SUP,Heber Springs,AR,90,11,,,CHES,844-367-5240,,,
296,SUP,Dardanelle,AR,120,,15,,CHES,844-367-5240,,,
318,SUP,Arkadelphia,AR,120,,,6,CHES,844-367-5240,,,
3230,SUP,Bryant,AR,90,,8,,CHES,844-367-5240,,,
3231,SUP,Greenwood,AR,120,,,6,CHES,844-367-5240,,,
33,SUP,Nashville,AR,120,,,20,CHES,844-367-5240,,,
3331,SUP,Pine Bluff,AR,90,,15,,CHES,844-367-5240,,,
336,SUP,Sheridan,AR,90,,,20,CHES,844-367-5240,,,
348,SUP,Monticello,AR,120,,22,,CHES,844-367-5240,,,
358,SUP,Alma,AR,120,,15,,CHES,844-367-5240,,,
359,SUP,Fayetteville,AR,90,,,13,CHES,844-367-5240,,,
373,SUP,Huntsville,AR,60,4,29,,CHES,844-367-5240,,,
388,SUP,Fort Smith,AR,120,18,,,CHES,844-367-5240,,,
4,SUP,Siloam Springs,AR,90,,29,,CHES,844-367-5240,,,
4108,SUP,Springdale,AR,90,4,,27,CHES,844-367-5240,,,
4168,SUP,Beebe,AR,90,,15,,CHES,844-367-5240,,,
4460,SUP,North Little Rock,AR,90,,29,,CHES,844-367-5240,,,
468,SUP,Texarkana,AR,120,,,,CHES,844-367-5240,,,
5,SUP,Conway,AR,90,,,6,CHES,844-367-5240,,,
52,SUP,Hot Springs,AR,90,,8,,CHES,844-367-5240,,,
5244,SUP,Little Rock,AR,120,,8,,CHES,844-367-5240,,,
5260,SUP,Rogers,AR,90,,29,,CHES,844-367-5240,,,
530,SUP,El Dorado,AR,90,,,20,CHES,844-367-5240,,,
54,SUP,Springdale,AR,90,,,13,CHES,844-367-5240,,,
5433,SUP,Hot Springs Village,AR,120,,,13,CHES,844-367-5240,,,
55,SUP,Booneville,AR,120,11,,,CHES,844-367-5240,,,
5706,SUP,Little Rock,AR,90,,29,,CHES,844-367-5240,,,
58,SUP,Russellville,AR,120,,,,CHES,844-367-5240,,,
66,SUP,Clarksville,AR,120,,22,,CHES,844-367-5240,,,
67,SUP,Mena,AR,90,,8,,CHES,844-367-5240,,,
7,SUP,Sherwood,AR,120,11,,,CHES,844-367-5240,,,
76,SUP,Berryville,AR,90,,8,,CHES,844-367-5240,,,
788,SUP,Clinton,AR,120,11,,,CHES,844-367-5240,,,
8,SUP,Morrilton,AR,120,,22,,CHES,844-367-5240,,,
83,SUP,Magnolia,AR,90,,22,,CHES,844-367-5240,,,
85,SUP,Benton,AR,90,,,6,CHES,844-367-5240,,,
8225,SAMS,Macon,GA,90,,,6,CHES,844-367-5240,,,
8202,SAMS,Savannah,GA,90,,29,,CHES,844-367-5240,,,
4820,SAMS,Pooler,GA,90,4,,27,CHES,844-367-5240,,,
8213,SAMS,Columbus,GA,90,18,,,CHES,844-367-5240,,,
733,SUP,Valley,AL,90,4,,27,CHES,844-367-5240,,,
1284,SUP,Phenix City,AL,90,,1,,CHES,844-367-5240,,,
355,SUP,Opelika,AL,120,,29,,CHES,844-367-5240,,,
5903,WNM,Phenix City,AL,90,,29,,CHES,844-367-5240,,,
593,SUP,Douglas,GA,60,,22,,CHES,844-367-5240,,,
1011,SUP,Rincon,GA,60,4,29,,CHES,844-367-5240,,,
606,WM,Savannah,GA,60,,1,27,CHES,844-367-5240,,,
614,SUP,La Grange,GA,60,18,,13,CHES,844-367-5240,,,
754,SUP,Statesboro,GA,60,4,29,,CHES,844-367-5240,,,
2860,SUP,Pooler,GA,60,4,29,,CHES,844-367-5240,,,
2733,SUP,Perry,GA,60,,15,,CHES,844-367-5240,,,
1367,SUP,Warner Robins,GA,60,,22,,CHES,844-367-5240,,,
1076,SUP,Macon,GA,60,11,,13,CHES,844-367-5240,,,
862,SUP,Hinesville,GA,60,,22,,CHES,844-367-5240,,,
864,SUP,Vidalia,GA,60,4,29,,CHES,844-367-5240,,,
4556,SUP,Savannah,GA,60,4,29,,CHES,844-367-5240,,,
2630,SUP,Jesup,GA,60,,22,,CHES,844-367-5240,,,
1006,SUP,Cordele,GA,60,11,,6,CHES,844-367-5240,,,
1153,SUP,Macon,GA,60,11,,6,CHES,844-367-5240,,,
1112,SUP,Thomaston,GA,60,18,,13,CHES,844-367-5240,,,
758,SUP,Americus,GA,60,,8,,CHES,844-367-5240,,,
1072,SUP,Tifton,GA,60,,8,,CHES,844-367-5240,,,
635,SUP,Savannah,GA,60,4,29,,CHES,844-367-5240,,,
605,SUP,Savannah,GA,60,4,29,,CHES,844-367-5240,,,
1143,SUP,Sandersville,GA,60,11,,6,CHES,844-367-5240,,,
5392,SUP,Baxley,GA,60,25,,20,CHES,844-367-5240,,,
1061,SUP,Hazlehurst,GA,60,25,,20,CHES,844-367-5240,,,
1024,SUP,Swainsboro,GA,60,25,,27,CHES,844-367-5240,,,
1018,SUP,Eastman,GA,60,4,29,,CHES,844-367-5240,,,
3750,SUP,Warner Robins,GA,60,,22,,CHES,844-367-5240,,,
2890,SUP,Macon,GA,60,11,,6,CHES,844-367-5240,,,
1311,SUP,Columbus,GA,60,,15,,CHES,844-367-5240,,,
555,SUP,Dublin,GA,60,,15,,CHES,844-367-5240,,,
4200,SUP,Columbus,GA,60,,15,,CHES,844-367-5240,,,
4283,SUP,Columbus,GA,60,18,,13,CHES,844-367-5240,,,
1121,SUP,Milledgeville,GA,60,11,,6,CHES,844-367-5240,,,
686,SUP,Fitzgerald,GA,60,,8,,CHES,844-367-5240,,,
907,SUP,Forsyth,GA,60,25,,20,CHES,844-367-5240,,,
7245,SUP,Sylvester,GA,60,11,,6,CHES,844-367-5240,,,
7246,SUP,Cochran,GA,60,25,,20,CHES,844-367-5240,,,
2858,WNM,Statesboro,GA,60,,1,27,CHES,844-367-5240,,,
2773,WNM,LaGrange,GA,90,,,13,CHES,844-367-5240,,,
4525,WNM,Hinesville,GA,90,,,20,CHES,844-367-5240,,,
5198,WNM,Tifton,GA,90,,,6,CHES,844-367-5240,,,
920,WNM,Warner Robins,GA,90,,,6,CHES,844-367-5240,,,
840,WNM,Warner Robins,GA,90,,,6,CHES,844-367-5240,,,
4421,WNM,Columbus,GA,90,18,,,CHES,844-367-5240,,,
4426,WNM,Columbus,GA,90,18,,,CHES,844-367-5240,,,
4530,WNM,Savannah,GA,90,4,,27,CHES,844-367-5240,,,
4519,WNM,Hinesville,GA,90,,,20,CHES,844-367-5240,,,
5907,WNM,Columbus,GA,90,18,,,CHES,844-367-5240,,,
1338,SUP,Columbus,GA,60,18,,13,CHES,844-367-5240,,,
4866,SAMS,San Juan,PR,90,,,13,CHES,844-367-5240,,,
6270,SAMS,Hatillo,PR,90,,29,,CHES,844-367-5240,,,
6543,SAMS,Carolina,PR,90,4,,27,CHES,844-367-5240,,,
6680,SAMS,Bayamon,PR,90,,,13,CHES,844-367-5240,,,
6689,SAMS,Caguas,PR,120,,,13,CHES,844-367-5240,,,
6690,SAMS,Ponce,PR,120,,,13,CHES,844-367-5240,,,
1822,WM,Fajardo,PR,90,,1,,CHES,844-367-5240,,,
2067,WM,Mayaguez,PR,90,,29,,CHES,844-367-5240,,,
2072,WM,Guayama,PR,90,,15,,CHES,844-367-5240,,,
2085,WM,Isabela,PR,90,,29,,CHES,844-367-5240,,,
2501,WM,Bayamon,PR,90,,,13,CHES,844-367-5240,,,
1854,SUP,Hatillo,PR,90,,29,,CHES,844-367-5240,,,
2026,SUP,Ponce,PR,90,,15,,CHES,844-367-5240,,,
2240,SUP,Humacao,PR,90,,29,,CHES,844-367-5240,,,
2302,SUP,Barceloneta,PR,90,,29,,CHES,844-367-5240,,,
2346,SUP,Toa Baja,PR,90,,,13,CHES,844-367-5240,,,
2423,SUP,Carolina,PR,90,,1,,CHES,844-367-5240,,,
2449,SUP,Caguas,PR,90,,15,,CHES,844-367-5240,,,
2721,SUP,Cayey,PR,90,,15,,CHES,844-367-5240,,,
3693,SUP,Santa Isabel,PR,90,,15,,CHES,844-367-5240,,,
3716,SUP,Manati,PR,90,,,13,CHES,844-367-5240,,,
5793,SUP,Ponce,PR,90,,15,,CHES,844-367-5240,,,
5802,SUP,Canovanas,PR,120,,29,,CHES,844-367-5240,,,
5803,SUP,San Juan,PR,90,,,13,CHES,844-367-5240,,,
6217,SAMS,Miami,FL,90,18,,,CHES,844-367-5240,,,
8173,SAMS,Miramar,FL,60,,22,,CHES,844-367-5240,,,
2907,WNM,Miami Gardens,FL,90,11,,,CHES,844-367-5240,,,
3183,WNM,Homestead,FL,90,,,6,CHES,844-367-5240,,,
4140,WNM,Miami,FL,60,,1,27,CHES,844-367-5240,,,
4826,WNM,Hollywood,FL,90,,,6,CHES,844-367-5240,,,
5615,WNM,Hialeah Gardens,FL,60,,22,,CHES,844-367-5240,,,
5945,WNM,Hialeah,FL,60,,8,,CHES,844-367-5240,,,
1511,SUP,Miramar,FL,60,25,,20,CHES,844-367-5240,,,
1590,SUP,Hialeah,FL,60,11,,6,CHES,844-367-5240,,,
1680,SUP,Kendall,FL,60,25,,20,CHES,844-367-5240,,,
1996,SUP,Hallandale,FL,60,18,,13,CHES,844-367-5240,,,
2091,SUP,Doral,FL,60,,22,,CHES,844-367-5240,,,
2591,SUP,Pembroke Pines,FL,60,11,,6,CHES,844-367-5240,,,
2727,SUP,Florida City,FL,60,,22,,CHES,844-367-5240,,,
2814,SUP,Hialeah Gardens,FL,60,11,,6,CHES,844-367-5240,,,
3163,SUP,Hollywood,FL,60,18,,13,CHES,844-367-5240,,,
3235,SUP,North Miami Beach,FL,60,18,,13,CHES,844-367-5240,,,
3311,SUP,Miami Gardens,FL,60,18,,13,CHES,844-367-5240,,,
3397,SUP,Miami Gardens,FL,60,18,,13,CHES,844-367-5240,,,
4161,SUP,Miami,FL,60,4,29,,CHES,844-367-5240,,,
4303,SUP,Miami,FL,60,4,29,,CHES,844-367-5240,,,
5671,SUP,Homestead,FL,60,4,29,,CHES,844-367-5240,,,
5854,SUP,Miami,FL,60,4,29,,CHES,844-367-5240,,,
5912,SUP,Miami,FL,60,4,29,,CHES,844-367-5240,,,
5932,SUP,Pembroke Pines,FL,60,11,,6,CHES,844-367-5240,,,
3935,WNM,Naranja,FL,90,,1,,CHES,844-367-5240,,,
5719,WNM,Miami,FL,90,18,,,CHES,844-367-5240,,,
6397,WM,Miami,FL,30,18,15,13,CHES,844-367-5240,,,
6377,SAMS,Jonesboro,AR,90,11,,,CHES,844-367-5240,,,
4740,SAMS,Southaven,MS,90,,,13,CHES,844-367-5240,,,
57,WM,Walnut Ridge,AR,60,,8,,CHES,844-367-5240,,,
4654,WNM,Marion,AR,90,,,6,CHES,844-367-5240,,,
5780,WNM,Paragould,AR,90,,,6,CHES,844-367-5240,,,
6876,WNM,Jonesboro,AR,90,11,,,CHES,844-367-5240,,,
6943,WNM,Jonesboro,AR,90,11,,,CHES,844-367-5240,,,
119,SUP,Batesville,AR,90,,,6,CHES,844-367-5240,,,
128,SUP,Jonesboro,AR,90,,8,,CHES,844-367-5240,,,
160,SUP,Ash Flat,AR,120,,,,CHES,844-367-5240,,,
18,SUP,Newport,AR,90,,8,,CHES,844-367-5240,,,
229,SUP,Trumann,AR,120,,,,CHES,844-367-5240,,,
36,SUP,Paragould,AR,90,,8,,CHES,844-367-5240,,,
45,SUP,Jonesboro,AR,90,,8,,CHES,844-367-5240,,,
62,SUP,Blytheville,AR,120,,22,,CHES,844-367-5240,,,
68,SUP,Wynne,AR,120,,,,CHES,844-367-5240,,,
70,SUP,West Memphis,AR,90,,8,,CHES,844-367-5240,,,
71,SUP,Pocahontas,AR,90,,8,,CHES,844-367-5240,,,
714,SUP,West Helena,AR,90,,8,,CHES,844-367-5240,,,
74,SUP,Osceola,AR,120,,,,CHES,844-367-5240,,,
91,SUP,Forrest City,AR,120,,,6,CHES,844-367-5240,,,
153,SUP,New Albany,MS,120,4,,,CHES,844-367-5240,,,
1530,SUP,Cleveland,MS,120,,,13,CHES,844-367-5240,,,
848,SUP,Southaven,MS,90,25,,,CHES,844-367-5240,,,
176,WM,Ripley,MS,60,4,29,,CHES,844-367-5240,,,
2846,SUP,Olive Branch,MS,90,,1,,CHES,844-367-5240,,,
3593,WNM,Horn Lake,MS,90,4,,27,CHES,844-367-5240,,,
303,SUP,Holly Springs,MS,120,,,20,CHES,844-367-5240,,,
155,SUP,Senatobia,MS,90,18,,,CHES,844-367-5240,,,
1468,SUP,Batesville,MS,90,18,,,CHES,844-367-5240,,,
5419,SUP,Hernando,MS,90,,1,,CHES,844-367-5240,,,
164,SUP,Pontotoc,MS,120,4,,,CHES,844-367-5240,,,
699,SUP,Oxford,MS,90,18,,,CHES,844-367-5240,,,
707,SUP,Clarksdale,MS,120,,,20,CHES,844-367-5240,,,
6964,SUP,Horn Lake,MS,90,25,,,CHES,844-367-5240,,,
6361,SAMS,FORT WALTON BEACH,FL,90,,1,,CHES,844-367-5240,,,
8119,SAMS,Pensacola,FL,90,,1,,CHES,844-367-5240,,,
8102,SAMS,Mobile,AL,90,,,13,CHES,844-367-5240,,,
4990,SAMS,Daphne,AL,90,,,20,CHES,844-367-5240,,,
8236,SAMS,Gulfport,MS,90,,15,,CHES,844-367-5240,,,
4357,WNM,Pensacola,FL,60,,1,27,CHES,844-367-5240,,,
5623,WNM,Gulf Breeze,FL,90,,1,,CHES,844-367-5240,,,
6531,WNM,Pensacola,FL,90,,1,,CHES,844-367-5240,,,
1134,SUP,Defuniak Springs,FL,60,,1,27,CHES,844-367-5240,,,
1222,SUP,Pensacola,FL,60,,1,27,CHES,844-367-5240,,,
1224,SUP,Pensacola,FL,60,4,29,,CHES,844-367-5240,,,
1605,SUP,Pensacola,FL,60,11,,6,CHES,844-367-5240,,,
2533,SUP,Gulf Breeze,FL,60,4,29,,CHES,844-367-5240,,,
3439,SUP,Navarre,FL,60,11,,6,CHES,844-367-5240,,,
3484,SUP,Pensacola,FL,60,11,,6,CHES,844-367-5240,,,
3785,SUP,Pensacola,FL,60,,1,27,CHES,844-367-5240,,,
5845,SUP,Niceville,FL,60,,8,,CHES,844-367-5240,,,
919,SUP,FORT WALTON BEACH,FL,60,11,,6,CHES,844-367-5240,,,
944,SUP,Crestview,FL,60,11,,6,CHES,844-367-5240,,,
