Store Number,Invoice Number,Date of Invoice, Total Amount ,Out of Scope,Area of Machine,Memo,Comments
1221,1060922,4/21/2025, 877.96 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
64,1060924,4/21/2025, 550.00 ,IMPROPER HANDLING - CASSETTES,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/10/2025
210,1060928,4/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
3764,1060933,4/21/2025, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,3/10/2025
519,1060939,4/21/2025," 2,812.22 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
210,1060942,4/21/2025," 1,360.29 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
633,1060943,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
1253,1060944,4/21/2025, 324.75 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
720,1060947,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/10/2025
572,1060951,4/21/2025," 1,100.00 ",IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
952,1060954,4/21/2025, 825.00 ,IMPROPER HANDLING - CASSETTES,BNR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,3/10/2025
329,1060958,4/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/10/2025
221,1060959,4/21/2025, 877.90 ,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/10/2025
1337,1060961,4/21/2025, 550.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,3/10/2025
2935,1060962,4/21/2025," 3,318.00 ",IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
1789,1060965,4/21/2025," 1,552.37 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
634,1060966,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
5365,1060968,4/21/2025, 825.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
403,1060970,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
2636,1060974,4/21/2025, 550.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,3/10/2025
268,1060976,4/21/2025, 668.07 ,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/10/2025
1439,1060980,4/21/2025, 460.06 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
1837,1060982,4/21/2025, 460.06 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/10/2025
609,1060983,4/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
531,1061143,4/21/2025, 327.00 ,REFUSED ACCESS TO DEVICE,BNR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,3/10/2025
1,1061160,4/21/2025, 407.56 ,IMPROPER HANDLING - VAULT,Vault,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
531,1061368,4/21/2025, 327.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
75,1061376,4/21/2025, 550.00 ,IMPROPER HANDLING - CASSETTES,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/10/2025
882,1062161,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
185,1062162,4/21/2025, 567.50 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
708,1062175,4/21/2025, 454.75 ,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/10/2025
549,1062177,4/21/2025, 463.26 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
128,1062181,4/21/2025," 2,098.47 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/10/2025
1837,1062184,4/21/2025," 2,950.87 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
2425,1062186,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
329,1062189,4/21/2025," 1,174.54 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
2580,1062192,4/21/2025, 825.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
2425,1062194,4/21/2025," 1,077.74 ",IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/10/2025
319,1062195,4/21/2025," 2,356.72 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
4405,1062207,4/21/2025," 1,100.00 ",IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/10/2025
5369,1062208,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
6807,1062209,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/10/2025
741,1062222,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/10/2025
403,1062225,4/21/2025," 1,628.21 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
2549,1062229,4/21/2025," 1,884.30 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
327,1062231,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
7304,1062239,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
2475,1062240,4/21/2025, 300.00 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
5369,1062241,4/21/2025," 1,683.74 ",IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/10/2025
1134,1062243,4/21/2025, 789.03 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",3/10/2025
3,1062248,4/21/2025, 825.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/10/2025
50,1062249,4/21/2025, 550.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,3/10/2025
281,1062259,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/10/2025
2475,1062262,4/21/2025, 574.74 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
2891,1062263,4/21/2025, 550.00 ,IMPROPER HANDLING - HOPPERS,BCR,MISC: MISC:  Issue was due to incorrect site input.,3/10/2025
2885,1062265,4/21/2025, 825.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/10/2025
85,1062268,4/21/2025, 328.13 ,NON DEVICE RELATED ISSUES,BNR,MISC: MISC:  Issue was due to incorrect site input.,3/10/2025
4554,1062269,4/21/2025, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,3/10/2025
554,1062284,4/21/2025, 460.06 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,3/10/2025
2609,1062288,4/21/2025," 1,258.76 ",IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
3302,1062294,4/21/2025, 825.00 ,NON DEVICE RELATED ISSUES,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,3/10/2025
3720,1062311,4/21/2025," 1,188.96 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/10/2025
1710,1060784,4/21/2025, 321.00 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/24/2025
1,1060861,4/21/2025, 328.50 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/24/2025
6548,1060868,4/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/24/2025
416,1060872,4/21/2025, 329.25 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/24/2025
5706,1060876,4/21/2025, 325.88 ,IMPROPER HANDLING - OTHER,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/24/2025
3474,1060967,4/21/2025, 425.00 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/24/2025
3258,1061150,4/21/2025, 414.51 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,3/24/2025
120,1062979,4/21/2025," 1,100.00 ",IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
3853,1064748,4/21/2025, 825.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,3/31/2025
3495,1066176,4/21/2025, 550.00 ,IMPROPER HANDLING - VAULT,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
3279,1066291,4/21/2025, 550.00 ,REFUSED ACCESS TO DEVICE,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,3/31/2025
483,1068648,4/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
1187,1068652,4/21/2025, 563.24 ,IMPROPER HANDLING - OTHER,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",3/31/2025
2192,1068653,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
1788,1068655,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
4330,1068656,4/21/2025," 1,043.40 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
4330,1068673,4/21/2025, 304.20 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
6849,1068676,4/21/2025, 321.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
1563,1068680,4/21/2025, 300.00 ,REFUSED ACCESS TO DEVICE,BNR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,3/31/2025
620,1068681,4/21/2025, 550.00 ,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
1223,1068683,4/21/2025, 550.00 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
3475,1068692,4/21/2025, 550.00 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
1089,1068696,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
1235,1068700,4/21/2025, 324.75 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/31/2025
708,1068702,4/21/2025, 321.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/31/2025
3058,1068703,4/21/2025," 2,916.63 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
374,1068704,4/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/31/2025
4252,1068709,4/21/2025, 395.46 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
4140,1068711,4/21/2025, 825.00 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,3/31/2025
6849,1068715,4/21/2025, 321.00 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,3/31/2025
3058,1068719,4/21/2025," 1,402.33 ",IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
1415,1068723,4/21/2025, 825.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,3/31/2025
623,1068724,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
374,1068725,4/21/2025, 300.00 ,IMPROPER HANDLING - VAULT,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
1356,1068727,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
4220,1068729,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
3344,1068730,4/21/2025, 425.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
2682,1068743,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
4252,1068745,4/21/2025," 1,472.62 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
2667,1068749,4/21/2025," 1,100.00 ",FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,3/31/2025
3344,1068761,4/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
2548,1068763,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
708,1068765,4/21/2025," 1,164.50 ",IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
483,1068767,4/21/2025, 855.45 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
121,1068769,4/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
3407,1068779,4/21/2025," 1,781.02 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
121,1068785,4/21/2025," 1,347.07 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
1235,1068787,4/21/2025, 586.61 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
5041,1068789,4/21/2025, 328.50 ,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,3/31/2025
4104,1068793,4/21/2025, 847.27 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
1409,1068794,4/21/2025," 1,019.39 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
3564,1068796,4/21/2025, 825.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,3/31/2025
3570,1068798,4/21/2025, 550.00 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
153,1068800,4/21/2025, 550.00 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
3407,1069298,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
3328,1069304,4/21/2025," 3,796.41 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
3382,1069305,4/21/2025, 425.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,3/31/2025
2632,1069306,4/21/2025," 1,467.05 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
2401,1069312,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,3/31/2025
1155,1069323,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
5293,1069325,4/21/2025, 550.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,3/31/2025
3382,1069329,4/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,3/31/2025
1245,1069816,4/21/2025, 550.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,3/31/2025
920,1069833,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
2789,1069836,4/21/2025, 550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
1829,1069837,4/21/2025, 825.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
3428,1069838,4/21/2025," 1,113.45 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
3428,1069844,4/21/2025," 2,694.46 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
337,1069845,4/21/2025," 3,225.04 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
3741,1069848,4/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
5330,1069853,4/21/2025, 425.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
1788,1069856,4/21/2025, 825.00 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,3/31/2025
3741,1069862,4/21/2025, 688.58 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
701,1069867,4/21/2025," 1,375.00 ",SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,3/31/2025
2023,1069878,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,3/31/2025
3741,1069891,4/21/2025, 416.90 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",3/31/2025
4224,1069899,4/21/2025, 825.00 ,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,3/31/2025
5321,1069903,4/21/2025, 550.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",3/31/2025
