Market,Region,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
459,58,1700,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
459,58,1700,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
459,58,1700,233,Tablets,,,4 feet,Moved tablets to the table
459,58,1700,267,Tonies,,,4 feet,Repurposed tablet – footage
459,58,1700,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
459,58,1917,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
459,58,1917,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
459,58,1917,233,Tablets,,,4 feet,Moved tablets to the table
459,58,1917,267,Tonies,,,4 feet,Repurposed tablet – footage
459,58,1917,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
459,58,2479,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
459,58,3494,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
459,58,3494,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
459,58,3494,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
459,58,3494,233,Tablets,,,4 feet,Moved tablets to the table
459,58,5338,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
459,58,5338,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
460,58,2077,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
460,58,2077,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
460,58,2094,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
460,58,2094,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
460,58,2094,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
460,58,2245,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
460,58,2245,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
460,58,2245,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
460,58,2494,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
460,58,2494,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
460,58,2494,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
460,58,2494,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
460,58,2494,233,Tablets,,,4 feet,Moved tablets to the table
460,58,2527,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
460,58,2708,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
460,58,2708,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
460,58,2708,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
460,58,2708,233,Tablets,,,4 feet,Moved tablets to the table
460,58,2952,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
460,58,2952,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
460,58,2952,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
460,58,2952,233,Tablets,,,4 feet,Moved tablets to the table
460,58,5075,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
460,58,5075,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
460,58,5075,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
460,58,5075,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
460,58,5075,233,Tablets,,,4 feet,Moved tablets to the table
461,58,1747,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
461,58,1853,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
461,58,1853,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
461,58,1853,104,Samsung Ecosystem,,,8 feet,Repurposed tablet – fixtures/footage
461,58,1853,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
461,58,1853,233,Tablets,,,8 feet,Moved tablets to the table
461,58,1899,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
461,58,1899,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
461,58,1912,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
461,58,1912,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
461,58,1912,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
461,58,1912,233,Tablets,,,4 feet,Moved tablets to the table
461,58,2028,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
461,58,2842,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
461,58,5193,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
461,58,5193,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
461,58,5193,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
461,58,5193,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
461,58,5193,233,Tablets,,,4 feet,Moved tablets to the table
461,58,5425,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
461,58,5425,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
461,58,5425,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
461,58,5425,233,Tablets,,,4 feet,Moved tablets to the table
462,58,1756,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
462,58,1756,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
462,58,1756,233,Tablets,,,4 feet,Moved tablets to the table
462,58,1756,267,Tonies,,,4 feet,Repurposed tablet – footage
462,58,1756,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
462,58,1862,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
462,58,1922,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
462,58,1941,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
462,58,2288,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
462,58,3464,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
462,58,3464,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
462,58,3464,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
462,58,3464,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
462,58,3464,233,Tablets,,,4 feet,Moved tablets to the table
462,58,3796,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
463,58,1555,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
463,58,1555,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,1555,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
463,58,1555,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
463,58,1555,233,Tablets,,,4 feet,Moved tablets to the table
463,58,1805,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,1805,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
463,58,1805,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
463,58,1805,233,Tablets,,,4 feet,Moved tablets to the table
463,58,1832,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,1832,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
463,58,1832,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
463,58,1832,233,Tablets,,,4 feet,Moved tablets to the table
463,58,1859,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,1859,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
463,58,1859,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
463,58,1859,233,Tablets,,,4 feet,Moved tablets to the table
463,58,1915,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
463,58,2181,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
463,58,2181,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
463,58,5096,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
463,58,5096,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,5096,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
463,58,5096,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
463,58,5096,233,Tablets,,,4 feet,Moved tablets to the table
463,58,5156,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,5156,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
463,58,5156,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
463,58,5156,233,Tablets,,,4 feet,Moved tablets to the table
463,58,5335,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
463,58,5335,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
463,58,5335,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
463,58,5335,233,Tablets,,,8 feet,Moved tablets to the table
464,58,2082,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
464,58,2082,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
464,58,2082,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
464,58,2242,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
464,58,2242,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
464,58,2523,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
464,58,2523,100,Laptops,32 feet,52,20 feet,Increasing laptop footage
464,58,2523,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
464,58,2523,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
464,58,2523,233,Tablets,,,4 feet,Moved tablets to the table
464,58,2546,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
464,58,2546,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
464,58,3248,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
464,58,3248,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
464,58,3248,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
464,58,3248,233,Tablets,,,4 feet,Moved tablets to the table
464,58,5032,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
464,58,5032,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
464,58,5032,233,Tablets,,,4 feet,Moved tablets to the table
464,58,5032,267,Tonies,,,4 feet,Repurposed tablet – footage
464,58,5032,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
464,58,5641,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
465,57,2110,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
465,57,2110,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
465,57,2110,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
465,57,2609,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
465,57,2609,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
465,57,3477,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
465,57,4101,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
465,57,4101,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
465,57,4132,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
465,57,4132,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
465,57,5072,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
465,57,5807,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
466,58,2206,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
466,58,2218,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
466,58,2218,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
466,58,2218,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
466,58,2218,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
466,58,2218,233,Tablets,,,4 feet,Moved tablets to the table
466,58,2495,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
466,58,2495,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
466,58,2495,233,Tablets,,,4 feet,Moved tablets to the table
466,58,2495,267,Tonies,,,4 feet,Repurposed tablet – footage
466,58,2495,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
466,58,2517,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
466,58,2636,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
466,58,5644,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
466,58,5644,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
466,58,5644,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
467,60,2249,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
467,60,2249,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
467,60,2249,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
467,60,2249,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
467,60,2249,233,Tablets,,,4 feet,Moved tablets to the table
467,60,2469,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
467,60,2469,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
467,60,2469,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
467,60,3218,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
467,60,3218,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
467,60,3218,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
467,60,3218,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
467,60,3218,233,Tablets,,,4 feet,Moved tablets to the table
467,60,3531,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
467,60,3531,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
467,60,3531,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
467,60,3531,221,Chromebook,24 feet,4 feet,-20 feet,Reduced Chromebook footage and moved to laptops category
467,60,3531,233,Tablets,,,8 feet,Moved tablets to the table
467,60,3537,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
467,60,3537,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
467,60,3537,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
467,60,3537,233,Tablets,,,4 feet,Moved tablets to the table
467,60,3705,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
467,60,3705,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
467,60,3705,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
467,60,3850,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
467,60,3850,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
467,60,3850,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
467,60,3850,233,Tablets,,,4 feet,Moved tablets to the table
467,60,4137,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
467,60,5853,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
467,60,5853,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
468,56,1772,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
468,56,1772,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
468,56,1772,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
468,56,1772,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
468,56,1772,233,Tablets,,,4 feet,Moved tablets to the table
468,56,1834,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
468,56,1834,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
468,56,1834,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
468,56,1834,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
468,56,1834,233,Tablets,,,4 feet,Moved tablets to the table
468,56,1880,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
468,56,1880,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
468,56,1880,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
468,56,1880,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
468,56,1880,233,Tablets,,,4 feet,Moved tablets to the table
468,56,2069,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
468,56,2069,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
468,56,2069,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
468,56,2069,233,Tablets,,,4 feet,Moved tablets to the table
468,56,2320,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
468,56,2320,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
468,56,2320,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
468,56,2477,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
468,56,2477,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
468,56,5839,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
469,60,2070,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
469,60,2070,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
469,60,2070,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
469,60,2071,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
469,60,2071,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
469,60,2071,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
469,60,2074,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
469,60,2074,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
469,60,2074,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
469,60,2188,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
469,60,2188,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
469,60,2188,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
469,60,2710,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
469,60,2710,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
469,60,2710,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
469,60,2722,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
469,60,2722,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
469,60,2722,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
469,60,4359,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
469,60,4359,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
469,60,4474,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
469,60,4474,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
469,60,4474,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
470,57,2126,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
470,57,2308,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
470,57,2314,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
470,57,2314,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
470,57,2314,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
470,57,2321,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
470,57,2321,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
470,57,2321,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
470,57,2473,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
470,57,2473,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
470,57,2473,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
470,57,3290,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
470,57,3290,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
470,57,3290,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
470,57,3290,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
470,57,3290,233,Tablets,,,4 feet,Moved tablets to the table
470,57,3478,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
470,57,3478,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
470,57,3478,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
470,57,3478,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
470,57,3478,233,Tablets,,,4 feet,Moved tablets to the table
470,57,3883,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
470,57,3883,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
470,57,5274,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
471,60,2450,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
471,60,2450,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
471,60,2594,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
471,60,2594,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
471,60,2594,233,Tablets,,,8 feet,Moved tablets to the table
471,60,2594,267,Tonies,,,8 feet,Repurposed tablet – footage
471,60,2594,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
471,60,2595,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
471,60,2595,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
471,60,2595,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
471,60,2595,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
471,60,2595,233,Tablets,,,4 feet,Moved tablets to the table
471,60,2596,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
471,60,2596,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
471,60,2596,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
471,60,3053,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
471,60,3757,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
471,60,3757,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
471,60,3801,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
471,60,3801,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
471,60,5628,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
471,60,5628,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
471,60,5628,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
471,60,5628,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
471,60,5628,233,Tablets,,,4 feet,Moved tablets to the table
472,60,2037,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
472,60,2037,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
472,60,2121,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
472,60,2121,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
472,60,2121,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
472,60,2121,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
472,60,2121,233,Tablets,,,4 feet,Moved tablets to the table
472,60,2196,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
472,60,2196,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
472,60,2196,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
472,60,2317,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
472,60,2317,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
472,60,2317,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
472,60,2317,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
472,60,2317,233,Tablets,,,4 feet,Moved tablets to the table
472,60,2325,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
472,60,2325,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
472,60,2325,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
472,60,5272,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
472,60,5272,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
472,60,5272,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
472,60,5272,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
472,60,5272,233,Tablets,,,8 feet,Moved tablets to the table
472,60,5273,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
472,60,5273,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
472,60,5273,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
472,60,5273,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
472,60,5273,233,Tablets,,,4 feet,Moved tablets to the table
472,60,5861,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
472,60,5861,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
473,60,1947,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
473,60,1947,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
473,60,1947,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
473,60,1947,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
473,60,1947,233,Tablets,,,4 feet,Moved tablets to the table
473,60,2007,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
473,60,2007,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
473,60,2007,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
473,60,2007,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
473,60,2007,233,Tablets,,,4 feet,Moved tablets to the table
473,60,2016,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
473,60,2016,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
473,60,2016,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
473,60,2016,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
473,60,2016,233,Tablets,,,4 feet,Moved tablets to the table
473,60,2187,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
473,60,2187,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
473,60,2187,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
473,60,2187,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
473,60,2187,233,Tablets,,,8 feet,Moved tablets to the table
473,60,2269,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
473,60,3260,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
473,60,3260,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
473,60,3260,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
473,60,3754,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
473,60,3754,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
473,60,5078,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
