Store Info,FY24 Assemblers ,Supplier Status ,Tabletop/Quick Assembly  ,Charcoal / Griddles / Smokers ,Gas / Wood / Pellet,Duel Fuel ,Level 1 Grill Repair ,Level 2 Grill Repair ,Level 3 Grill Repair 
5032,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5033,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
5033,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5033,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5034,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5034,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5034,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5035,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5035,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5035,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5036,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5036,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
5036,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5037,Zeb's Assembly LLC,Secondary,9.87,24.87,29.87,34.87,2.87,3.87,4.87
5037,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5037,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5038,TROC,Secondary,19.34,34.39,35.64,53.15,18.76,34.39,56.28
5038,Tec Assembly Inc,Secondary,10,30,35,40,1,5,10
5038,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
5039,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5039,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5040,Coretech,Secondary,10,24,28,35,5,10,15
5040,TROC,Secondary,21.48,38.22,39.61,59.06,20.85,38.22,62.54
5040,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5041,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5041,TROC,Secondary,19.78,35.19,36.47,54.39,19.2,35.19,57.59
5041,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5044,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5044,Tec Assembly Inc,Secondary,10,30,35,40,1,5,10
5044,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
5045,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5045,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5045,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5046,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5046,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5046,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5047,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5047,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5048,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5048,TROC,Secondary,19.99,35.56,36.85,54.95,19.4,35.56,58.19
5048,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5049,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5049,TROC,Preferred,18.98,33.77,35,52.19,18.42,33.77,55.26
5049,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5051,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
5051,TROC,Secondary,18.76,33.37,34.58,51.57,18.2,33.37,54.6
5051,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5054,Zeb's Assembly LLC,Secondary,9.87,24.87,29.87,34.87,2.87,3.87,4.87
5054,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5054,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5055,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
5055,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5055,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5056,TROC,Secondary,18.83,33.5,34.71,51.77,18.27,33.5,54.81
5056,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5056,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5057,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
5057,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5057,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5058,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
5058,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
5058,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5060,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
5060,Tec Assembly Inc,Preferred,10,30,35,40,1,5,10
5060,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5063,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5063,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5063,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
5064,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5064,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5064,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5065,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5065,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5065,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5066,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5066,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5066,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5070,Elite Assemblers llc,Secondary,12.25,25.99,42,61.25,4,5,6
5070,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5070,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5071,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5071,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5071,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5072,Elite Assemblers llc,Secondary,10.15,30.19,42.5,58,3.9,4.9,5.9
5072,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5072,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5073,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5073,TROC,Secondary,22.39,39.83,41.28,61.55,21.73,39.83,65.18
5073,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5075,Elite Assemblers llc,Secondary,12.25,30.19,46.73,61.5,3.9,4.9,5.9
5075,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5075,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5076,Coretech,Secondary,10,24,28,35,5,10,15
5076,TROC,Preferred,20.72,36.85,38.19,56.95,20.1,36.85,60.3
5076,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5077,TROC,Secondary,19.29,34.31,35.56,53.03,18.72,34.31,56.15
5077,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5077,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5078,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5078,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5078,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5079,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5079,"American Assembly, Inc",Preferred,12,40,40,60,5,5,10
5079,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5080,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5080,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5080,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5082,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5082,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5082,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5085,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5085,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5085,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5087,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5087,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
5087,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5088,Coretech,Secondary,10,24,28,35,5,10,15
5088,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5088,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5089,TROC,Secondary,20.88,37.13,38.48,57.39,20.26,37.13,60.77
5089,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
5090,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
5090,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5090,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
5091,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5091,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5091,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5092,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5092,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5092,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5095,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
5095,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5095,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5096,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5096,TROC,Secondary,20.57,36.58,37.91,56.54,19.96,36.58,59.87
5096,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5097,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5097,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5097,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5099,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5099,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5101,Elite Assemblers llc,Secondary,12.25,25.99,42,61.25,4,5,6
5101,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5101,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5103,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5103,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5104,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5104,Elite Assembly of Ohio,Secondary,9.97,29.97,34.97,49.97,0.96,0.96,0.96
5104,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5105,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5105,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5111,TROC,Secondary,18.9,33.62,34.85,51.96,18.34,33.62,55.02
5111,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5111,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5113,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5113,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5113,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5115,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5115,Tec Assembly Inc,Preferred,10,30,35,40,1,5,10
5115,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5116,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
5116,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5116,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5117,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5117,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5118,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5118,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
5118,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5123,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5123,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5123,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5124,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
5124,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5124,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5126,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5126,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5126,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5127,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
5127,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5127,"National Assemblers, Inc.",Secondary,18.58,30.01,42,51.23,13.61,17.97,27.22
5129,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5129,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5130,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5130,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5131,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5131,The Ready To Assemble Company Inc,Secondary,8,35,30,35,10,15,20
5131,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5133,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5133,TROC,Preferred,24.36,43.34,44.92,66.98,23.64,43.34,70.92
5133,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5134,Elite Assemblers llc,Secondary,13.5,33.08,50.99,67.5,3.9,4.9,5.9
5134,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5134,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5136,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5136,TROC,Secondary,19.72,35.08,36.36,54.22,19.14,35.08,57.41
5136,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5137,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5137,TROC,Preferred,18.98,33.77,35,52.19,18.42,33.77,55.26
5137,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5139,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5139,TROC,Secondary,19.54,34.75,36.01,53.71,18.96,34.75,56.87
5139,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5140,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
5140,TROC,Preferred,20.78,36.96,38.3,57.12,20.16,36.96,60.48
5140,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5141,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5141,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5141,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5142,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5142,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5142,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5144,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5144,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5144,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5145,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
5145,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5145,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5146,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5146,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5146,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5147,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5147,Economy Services ,Secondary,20,32,6,20,18,26,36
5147,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5150,TROC,Secondary,19.47,34.64,35.9,53.54,18.9,34.64,56.69
5150,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5150,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5151,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
5151,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5151,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5152,Elite Assemblers llc,Secondary,10.25,30.19,46.73,61.95,3.9,4.9,5.9
5152,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5152,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5154,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5154,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5154,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5155,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5155,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5155,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5156,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5156,TROC,Secondary,20.49,36.45,37.77,56.33,19.88,36.45,59.64
5156,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5157,"ULTIMATE ASSEMBLY, LLC",Secondary,15.5,25,35,42.5,8.5,12,15.5
5157,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5157,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5159,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
5159,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5159,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5160,ALL STAR ASSEMBLY LLC,Secondary,14.25,22.25,29.25,47.99,5.25,7.5,10.5
5160,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
5160,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5162,Elite Assemblers llc,Secondary,10.25,30.19,46.73,61.95,3.9,4.9,5.9
5162,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5162,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5165,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5165,Advantage Solutions ,Secondary,12,35,30,35,5,7,15
5165,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5166,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5166,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5166,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5167,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5167,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5167,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5168,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5168,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5168,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
5170,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,39.95,5.35,8,8
5170,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5170,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5172,Zeb's Assembly LLC,Preferred,9.87,24.87,29.87,34.87,2.87,3.87,4.87
5172,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5172,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
5173,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
5173,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5173,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5174,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5174,"American Assembly, Inc",Preferred,12,40,40,60,5,5,10
5174,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5175,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
5175,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
5175,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5178,TROC,Secondary,19.37,34.46,35.71,53.25,18.8,34.46,56.39
5178,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
5178,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5184,TROC,Secondary,19.2,34.16,35.4,52.79,18.63,34.16,55.89
5184,Elite Assembly of Ohio,Preferred,9.97,29.97,34.97,49.97,0.96,0.96,0.96
5184,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5185,TROC,Secondary,19.14,34.05,35.28,52.62,18.57,34.05,55.71
5185,Elite Assembly of Ohio,Preferred,9.97,29.97,34.97,49.97,0.96,0.96,0.96
5185,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5186,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
5186,"Backpedal Co, LLC",Secondary,15,25,35,45,10,12,16
5186,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5189,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
5189,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5189,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
5190,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
5190,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
5190,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5191,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5191,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
5191,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
5192,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5192,TROC,Secondary,21.67,38.56,39.96,59.59,21.03,38.56,63.09
5192,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5193,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
5193,TROC,Secondary,20.31,36.13,37.44,55.83,19.71,36.13,59.12
5193,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
5195,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
5195,TROC,Secondary,19.89,35.38,36.67,54.68,19.3,35.38,57.9
5195,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
5196,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
5196,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
5196,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
5197,Coretech,Secondary,10,24,28,35,5,10,15
5197,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
5197,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
