Store,Supplier ,Tracking Number,Service type ,Ship date ,Status ,Delivered date,Status with details 
5378,Orora Visual,413977435116,https://www.fedex.com/fedextrack/?trknbr=413977435116&trkqual=12028~413977435116~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:57 am Signed for by:MGAMBLE; Cayce, SC"
5383,Orora Visual,413977435127,https://www.fedex.com/fedextrack/?trknbr=413977435127&trkqual=12028~413977435127~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:49 am Signed for by:DIXON; Sumter, SC"
377,Orora Visual,413977435138,https://www.fedex.com/fedextrack/?trknbr=413977435138&trkqual=12028~413977435138~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:22 am Signed for by:EEVANS; Sumter, SC"
377,Orora Visual,413977435149,https://www.fedex.com/fedextrack/?trknbr=413977435149&trkqual=12028~413977435149~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:22 am Signed for by:EEVANS; Sumter, SC"
3619,Orora Visual,413977435160,https://www.fedex.com/fedextrack/?trknbr=413977435160&trkqual=12028~413977435160~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:44 pm Signed for by:SSMITH; Chattanooga, TN"
4469,Orora Visual,413977435171,https://www.fedex.com/fedextrack/?trknbr=413977435171&trkqual=12028~413977435171~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 8:57 am Signed for by:LTHOMAS; Clarksville, TN"
4589,Orora Visual,413977435182,https://www.fedex.com/fedextrack/?trknbr=413977435182&trkqual=12028~413977435182~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:22 am Signed for by:SJAMESON; Clarksville, TN"
4591,Orora Visual,413977435193,https://www.fedex.com/fedextrack/?trknbr=413977435193&trkqual=12028~413977435193~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:47 am Signed for by:KKHATY; Clarksville, TN"
4692,Orora Visual,413977435208,https://www.fedex.com/fedextrack/?trknbr=413977435208&trkqual=12028~413977435208~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:07 pm Signed for by:UFHHV; Chattanooga, TN"
5107,Orora Visual,413977435220,https://www.fedex.com/fedextrack/?trknbr=413977435220&trkqual=12028~413977435220~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:33 pm Signed for by:BBACORN; Madison, TN"
5119,Orora Visual,413977435230,https://www.fedex.com/fedextrack/?trknbr=413977435230&trkqual=12028~413977435230~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:40 pm Signed for by:CFREE; Nashville, TN"
5143,Orora Visual,413977435252,https://www.fedex.com/fedextrack/?trknbr=413977435252&trkqual=12028~413977435252~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:02 pm Signed for by:DRUIZ; Chattanooga, TN"
5188,Orora Visual,413977435285,https://www.fedex.com/fedextrack/?trknbr=413977435285&trkqual=12028~413977435285~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:57 am Signed for by:JJOY; Hixson, TN"
3661,Orora Visual,413977435296,https://www.fedex.com/fedextrack/?trknbr=413977435296&trkqual=12028~413977435296~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:57 pm Signed for by:PPEREDO; El Paso, TX"
4415,Orora Visual,413977435322,https://www.fedex.com/fedextrack/?trknbr=413977435322&trkqual=12028~413977435322~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 6:16 pm Signed for by:GGUTIERREZ; El Paso, TX"
5108,Orora Visual,413977435344,https://www.fedex.com/fedextrack/?trknbr=413977435344&trkqual=12028~413977435344~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:09 am Signed for by:JEDUARDO; El Paso, TX"
5960,Orora Visual,413977435355,https://www.fedex.com/fedextrack/?trknbr=413977435355&trkqual=12028~413977435355~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:22 pm Signed for by:AMICHAEL; El Paso, TX"
6098,Orora Visual,413977435377,https://www.fedex.com/fedextrack/?trknbr=413977435377&trkqual=12028~413977435377~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:56 am Signed for by:RRODRIGUEZ; McAllen, TX"
6159,Orora Visual,413977435388,https://www.fedex.com/fedextrack/?trknbr=413977435388&trkqual=12028~413977435388~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:17 pm Signed for by:MLOPEZ; Weslaco, TX"
6786,Orora Visual,413977435403,https://www.fedex.com/fedextrack/?trknbr=413977435403&trkqual=12028~413977435403~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:51 pm Signed for by:RRODRIGUEZ; McAllen, TX"
6850,Orora Visual,413977435425,https://www.fedex.com/fedextrack/?trknbr=413977435425&trkqual=12028~413977435425~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:50 pm Signed for by:PPENA; Mission, TX"
2590,Orora Visual,413977430077,https://www.fedex.com/fedextrack/?trknbr=413977430077&trkqual=12028~413977430077~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:41 am Signed for by:MMANZER; Beaverton, OR"
3050,Orora Visual,413977430088,https://www.fedex.com/fedextrack/?trknbr=413977430088&trkqual=12028~413977430088~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:50 am Signed for by:DDANIEL; Beaverton, OR"
3144,Orora Visual,413977430099,https://www.fedex.com/fedextrack/?trknbr=413977430099&trkqual=12028~413977430099~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:22 pm Signed for by:NHALL; Portland, OR"
3146,Orora Visual,413977430103,https://www.fedex.com/fedextrack/?trknbr=413977430103&trkqual=12028~413977430103~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:08 pm Signed for by:AANDREW; Corvallis, OR"
3178,Orora Visual,413977430114,https://www.fedex.com/fedextrack/?trknbr=413977430114&trkqual=12028~413977430114~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:46 am Signed for by:CCAMSLER; Gresham, OR"
4178,Orora Visual,413977430125,https://www.fedex.com/fedextrack/?trknbr=413977430125&trkqual=12028~413977430125~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:34 am Signed for by:MMCDONALD; Springfield, OR"
5627,Orora Visual,413977430136,https://www.fedex.com/fedextrack/?trknbr=413977430136&trkqual=12028~413977430136~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 4:48 pm Signed for by:JCLARK; Gresham, OR"
5993,Orora Visual,413977430147,https://www.fedex.com/fedextrack/?trknbr=413977430147&trkqual=12028~413977430147~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:29 pm Signed for by:WWAL; Beaverton, OR"
5994,Orora Visual,413977430158,https://www.fedex.com/fedextrack/?trknbr=413977430158&trkqual=12028~413977430158~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:34 pm Signed for by:RROWLAND; West Linn, OR"
3098,Orora Visual,413977430169,https://www.fedex.com/fedextrack/?trknbr=413977430169&trkqual=12028~413977430169~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:09 am Signed for by:SSHAHEDA; Bellevue, WA"
3145,Orora Visual,413977430170,https://www.fedex.com/fedextrack/?trknbr=413977430170&trkqual=12028~413977430170~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:27 am Signed for by:BJOE; Vancouver, WA"
4757,Orora Visual,413977430180,https://www.fedex.com/fedextrack/?trknbr=413977430180&trkqual=12028~413977430180~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:56 am Signed for by:SMASON; Lacey, WA"
5678,Orora Visual,413977430191,https://www.fedex.com/fedextrack/?trknbr=413977430191&trkqual=12028~413977430191~FDEG,10/23/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:01 pm Signed for by:MMANAG; Lynnwood, WA"
4141,Orora Visual,413977430250,https://www.fedex.com/fedextrack/?trknbr=413977430250&trkqual=12028~413977430250~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:43 am Signed for by:MMAGRAS; Largo, FL"
4498,Orora Visual,413977430364,https://www.fedex.com/fedextrack/?trknbr=413977430364&trkqual=12028~413977430364~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:17 am Signed for by:YYULLIANY; Pompano Beach, FL"
4546,Orora Visual,413977430375,https://www.fedex.com/fedextrack/?trknbr=413977430375&trkqual=12028~413977430375~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:54 pm Signed for by:JLAINER; Vero Beach, FL"
4667,Orora Visual,413977430445,https://www.fedex.com/fedextrack/?trknbr=413977430445&trkqual=12028~413977430445~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:01 pm Signed for by:MTIM; Clearwater, FL"
5221,Orora Visual,413977430504,https://www.fedex.com/fedextrack/?trknbr=413977430504&trkqual=12028~413977430504~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:24 pm Signed for by:LWILLIAM; Tampa, FL"
5255,Orora Visual,413977430515,https://www.fedex.com/fedextrack/?trknbr=413977430515&trkqual=12028~413977430515~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:52 am Signed for by:JKQNE; Tampa, FL"
5365,Orora Visual,413977430548,https://www.fedex.com/fedextrack/?trknbr=413977430548&trkqual=12028~413977430548~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:56 am Signed for by:WWALMART; Melbourne, FL"
5366,Orora Visual,413977430559,https://www.fedex.com/fedextrack/?trknbr=413977430559&trkqual=12028~413977430559~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:29 am Signed for by:DTESTUQUII; Melbourne, FL"
5654,Orora Visual,413977430607,https://www.fedex.com/fedextrack/?trknbr=413977430607&trkqual=12028~413977430607~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:47 am Signed for by:KKEVINE; Tampa, FL"
5670,Orora Visual,413977430618,https://www.fedex.com/fedextrack/?trknbr=413977430618&trkqual=12028~413977430618~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:46 am Signed for by:MSHIVEL; Clearwater, FL"
5760,Orora Visual,413977430673,https://www.fedex.com/fedextrack/?trknbr=413977430673&trkqual=12028~413977430673~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 4:42 pm Signed for by:EEDDIE; Tampa, FL"
5945,Orora Visual,413977430787,https://www.fedex.com/fedextrack/?trknbr=413977430787&trkqual=12028~413977430787~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:29 pm Signed for by:AALFREDO; Hialeah, FL"
7307,Orora Visual,413977430927,https://www.fedex.com/fedextrack/?trknbr=413977430927&trkqual=12028~413977430927~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:55 pm Signed for by:PPORCHA; Bradenton, FL"
4527,Orora Visual,413977430993,https://www.fedex.com/fedextrack/?trknbr=413977430993&trkqual=12028~413977430993~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:43 pm Signed for by:GBALLS; Waycross, GA"
3094,Orora Visual,413977431029,https://www.fedex.com/fedextrack/?trknbr=413977431029&trkqual=12028~413977431029~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:17 am Signed for by:MERICKSON; Boise, ID"
4180,Orora Visual,413977431030,https://www.fedex.com/fedextrack/?trknbr=413977431030&trkqual=12028~413977431030~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:08 am Signed for by:KKELLY; Nampa, ID"
4494,Orora Visual,413977431040,https://www.fedex.com/fedextrack/?trknbr=413977431040&trkqual=12028~413977431040~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:28 pm Signed for by:AANGELICA; Caldwell, ID"
4413,Orora Visual,413977431051,https://www.fedex.com/fedextrack/?trknbr=413977431051&trkqual=12028~413977431051~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:51 am Signed for by:DDOURIS; Lexington, KY"
4524,Orora Visual,413977431062,https://www.fedex.com/fedextrack/?trknbr=413977431062&trkqual=12028~413977431062~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:47 am Signed for by:FFRE; Louisville, KY"
4607,Orora Visual,413977431073,https://www.fedex.com/fedextrack/?trknbr=413977431073&trkqual=12028~413977431073~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:17 am Signed for by:MLEWIS; Lexington, KY"
5135,Orora Visual,413977431084,https://www.fedex.com/fedextrack/?trknbr=413977431084&trkqual=12028~413977431084~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:22 pm Signed for by:JSTONER; Radcliff, KY"
5183,Orora Visual,413977431095,https://www.fedex.com/fedextrack/?trknbr=413977431095&trkqual=12028~413977431095~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:52 am Signed for by:MMYERS; Louisville, KY"
5297,Orora Visual,413977431100,https://www.fedex.com/fedextrack/?trknbr=413977431100&trkqual=12028~413977431100~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:40 am Signed for by:VCALLAHAN; Louisville, KY"
4147,Orora Visual,413977431165,https://www.fedex.com/fedextrack/?trknbr=413977431165&trkqual=12028~413977431165~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:08 pm Signed for by:ROSS; Morrisville, NC"
4148,Orora Visual,413977431176,https://www.fedex.com/fedextrack/?trknbr=413977431176&trkqual=12028~413977431176~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:56 am Signed for by:PJONES; Charlotte, NC"
4431,Orora Visual,413977431198,https://www.fedex.com/fedextrack/?trknbr=413977431198&trkqual=12028~413977431198~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:54 am Signed for by:EWALLACE; Mooresville, NC"
5014,Orora Visual,413977431246,https://www.fedex.com/fedextrack/?trknbr=413977431246&trkqual=12028~413977431246~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:16 pm Signed for by:WASSOCIATE; Greensboro, NC"
5393,Orora Visual,413977431257,https://www.fedex.com/fedextrack/?trknbr=413977431257&trkqual=12028~413977431257~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:47 pm Signed for by:SROBERTS; Greensboro, NC"
6176,Orora Visual,413977431268,https://www.fedex.com/fedextrack/?trknbr=413977431268&trkqual=12028~413977431268~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:04 am Signed for by:GALSTON; Greensboro, NC"
6233,Orora Visual,413977431279,https://www.fedex.com/fedextrack/?trknbr=413977431279&trkqual=12028~413977431279~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:04 pm Signed for by:WMNGMT; Charlotte, NC"
6586,Orora Visual,413977431316,https://www.fedex.com/fedextrack/?trknbr=413977431316&trkqual=12028~413977431316~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:57 pm Signed for by:CCHERRY; Concord, NC"
7218,Orora Visual,413977431441,https://www.fedex.com/fedextrack/?trknbr=413977431441&trkqual=12028~413977431441~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:21 am Signed for by:KSEYO; New Bern, NC"
7222,Orora Visual,413977431452,https://www.fedex.com/fedextrack/?trknbr=413977431452&trkqual=12028~413977431452~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:29 pm Signed for by:OCABLE; Greenville, NC"
7235,Orora Visual,413977431463,https://www.fedex.com/fedextrack/?trknbr=413977431463&trkqual=12028~413977431463~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:03 pm Signed for by:JRELL; Winterville, NC"
7337,Orora Visual,413977431522,https://www.fedex.com/fedextrack/?trknbr=413977431522&trkqual=12028~413977431522~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:15 pm Signed for by:JBOWER; Greenville, NC"
2451,Orora Visual,413977431544,https://www.fedex.com/fedextrack/?trknbr=413977431544&trkqual=12028~413977431544~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:34 pm Signed for by:REYES; Albuquerque, NM"
3317,Orora Visual,413977431555,https://www.fedex.com/fedextrack/?trknbr=413977431555&trkqual=12028~413977431555~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:16 am Signed for by:BSMITH; Albuquerque, NM"
3385,Orora Visual,413977431566,https://www.fedex.com/fedextrack/?trknbr=413977431566&trkqual=12028~413977431566~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:28 pm Signed for by:DDAVINPORT; Albuquerque, NM"
3512,Orora Visual,413977431577,https://www.fedex.com/fedextrack/?trknbr=413977431577&trkqual=12028~413977431577~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:32 am Signed for by:SSANCHEZ; Albuquerque, NM"
4676,Orora Visual,413977431599,https://www.fedex.com/fedextrack/?trknbr=413977431599&trkqual=12028~413977431599~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 8:08 am Signed for by:TINA; Albuquerque, NM"
5675,Orora Visual,413977431603,https://www.fedex.com/fedextrack/?trknbr=413977431603&trkqual=12028~413977431603~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:33 pm Signed for by:SMATHIS; Albuquerque, NM"
3354,Orora Visual,413977431614,https://www.fedex.com/fedextrack/?trknbr=413977431614&trkqual=12028~413977431614~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:04 pm Signed for by:NALTERGOTT; Henderson, NV"
3355,Orora Visual,413977431625,https://www.fedex.com/fedextrack/?trknbr=413977431625&trkqual=12028~413977431625~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:09 pm Signed for by:VVEGA; Las Vegas, NV"
3356,Orora Visual,413977431636,https://www.fedex.com/fedextrack/?trknbr=413977431636&trkqual=12028~413977431636~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:14 am Signed for by:SSCOTT; Las Vegas, NV"
3655,Orora Visual,413977431647,https://www.fedex.com/fedextrack/?trknbr=413977431647&trkqual=12028~413977431647~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:49 am Signed for by:TTHERESA; Las Vegas, NV"
3788,Orora Visual,413977431658,https://www.fedex.com/fedextrack/?trknbr=413977431658&trkqual=12028~413977431658~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:44 am Signed for by:ALOUANN; Las Vegas, NV"
5259,Orora Visual,413977431680,https://www.fedex.com/fedextrack/?trknbr=413977431680&trkqual=12028~413977431680~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 4:24 pm Signed for by:MLUNA; Las Vegas, NV"
5269,Orora Visual,413977431691,https://www.fedex.com/fedextrack/?trknbr=413977431691&trkqual=12028~413977431691~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:15 pm Signed for by:SSHANNON; Las Vegas, NV"
4184,Orora Visual,413977431728,https://www.fedex.com/fedextrack/?trknbr=413977431728&trkqual=12028~413977431728~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:14 pm Signed for by:CCOLLIN; Levittown, NY"
3359,Orora Visual,413977431750,https://www.fedex.com/fedextrack/?trknbr=413977431750&trkqual=12028~413977431750~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:31 am Signed for by:VVHDZH; Fort Mill, SC"
3646,Orora Visual,413977431783,https://www.fedex.com/fedextrack/?trknbr=413977431783&trkqual=12028~413977431783~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:10 pm Signed for by:DCARMICHAEL; Goose Creek, SC"
3959,Orora Visual,413977431864,https://www.fedex.com/fedextrack/?trknbr=413977431864&trkqual=12028~413977431864~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 9:01 am Signed for by:WWALMART; Knoxville, TN"
5467,Orora Visual,413977431875,https://www.fedex.com/fedextrack/?trknbr=413977431875&trkqual=12028~413977431875~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:54 am Signed for by:WCENTER; Morristown, TN"
5908,Orora Visual,413977431897,https://www.fedex.com/fedextrack/?trknbr=413977431897&trkqual=12028~413977431897~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:45 am Signed for by:SSARAH; Sevierville, TN"
4100,Orora Visual,413977431912,https://www.fedex.com/fedextrack/?trknbr=413977431912&trkqual=12028~413977431912~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:33 pm Signed for by:XWALMART; Provo, UT"
4700,Orora Visual,413977431923,https://www.fedex.com/fedextrack/?trknbr=413977431923&trkqual=12028~413977431923~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:53 pm Signed for by:CDWIER; Pleasant Grove, UT"
4706,Orora Visual,413977431934,https://www.fedex.com/fedextrack/?trknbr=413977431934&trkqual=12028~413977431934~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:46 pm Signed for by:CCLARISE; Magna, UT"
5109,Orora Visual,413977431945,https://www.fedex.com/fedextrack/?trknbr=413977431945&trkqual=12028~413977431945~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:22 am Signed for by:MHARMAN; West Valley City, UT"
5110,Orora Visual,413977431956,https://www.fedex.com/fedextrack/?trknbr=413977431956&trkqual=12028~413977431956~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:38 pm Signed for by:MKENYA; Draper, UT"
5205,Orora Visual,413977431967,https://www.fedex.com/fedextrack/?trknbr=413977431967&trkqual=12028~413977431967~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:22 am Signed for by:AASHTON; Layton, UT"
5206,Orora Visual,413977431978,https://www.fedex.com/fedextrack/?trknbr=413977431978&trkqual=12028~413977431978~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:40 am Signed for by:DDYER; Ogden, UT"
7043,Orora Visual,413977431989,https://www.fedex.com/fedextrack/?trknbr=413977431989&trkqual=12028~413977431989~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:13 pm; Riverton, UT; Left at front door.Signature Service not requested."
7168,Orora Visual,413977431990,https://www.fedex.com/fedextrack/?trknbr=413977431990&trkqual=12028~413977431990~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:25 pm Signed for by:NMATTISON; Herriman, UT"
3156,Orora Visual,413977432003,https://www.fedex.com/fedextrack/?trknbr=413977432003&trkqual=12028~413977432003~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:04 pm Signed for by:AMCGEE; Hampton, VA"
3157,Orora Visual,413977432014,https://www.fedex.com/fedextrack/?trknbr=413977432014&trkqual=12028~413977432014~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:02 pm Signed for by:AOLIVER; Newport News, VA"
3299,Orora Visual,413977432025,https://www.fedex.com/fedextrack/?trknbr=413977432025&trkqual=12028~413977432025~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 4:22 pm Signed for by:JMIHALOEW; Chesapeake, VA"
3330,Orora Visual,413977432036,https://www.fedex.com/fedextrack/?trknbr=413977432036&trkqual=12028~413977432036~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:30 pm Signed for by:MWELSH; Chesapeake, VA"
3880,Orora Visual,413977432080,https://www.fedex.com/fedextrack/?trknbr=413977432080&trkqual=12028~413977432080~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:18 am Signed for by:MMALLORY; Ashland, VA"
4220,Orora Visual,413977432091,https://www.fedex.com/fedextrack/?trknbr=413977432091&trkqual=12028~413977432091~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:34 am Signed for by:DMATG; Virginia Beach, VA"
4388,Orora Visual,413977432106,https://www.fedex.com/fedextrack/?trknbr=413977432106&trkqual=12028~413977432106~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:09 am Signed for by:TTINA; Waynesboro, VA"
5754,Orora Visual,413977432117,https://www.fedex.com/fedextrack/?trknbr=413977432117&trkqual=12028~413977432117~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 4:39 pm Signed for by:SESPENOZA; Williamsburg, VA"
5755,Orora Visual,413977432128,https://www.fedex.com/fedextrack/?trknbr=413977432128&trkqual=12028~413977432128~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:37 pm Signed for by:TMURRAY; Norfolk, VA"
5829,Orora Visual,413977432139,https://www.fedex.com/fedextrack/?trknbr=413977432139&trkqual=12028~413977432139~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:42 am Signed for by:MMAYHEW; Danville, VA"
6226,Orora Visual,413977432140,https://www.fedex.com/fedextrack/?trknbr=413977432140&trkqual=12028~413977432140~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 11:46 am Signed for by:GRIV; Virginia Beach, VA"
6798,Orora Visual,413977432150,https://www.fedex.com/fedextrack/?trknbr=413977432150&trkqual=12028~413977432150~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:06 pm Signed for by:LBREMBY; Norfolk, VA"
6936,Orora Visual,413977432161,https://www.fedex.com/fedextrack/?trknbr=413977432161&trkqual=12028~413977432161~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 3:26 pm Signed for by:CMALONE; Stafford, VA"
7174,Orora Visual,413977432172,https://www.fedex.com/fedextrack/?trknbr=413977432172&trkqual=12028~413977432172~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 2:06 pm Signed for by:EJONES; Richmond, VA"
7177,Orora Visual,413977432183,https://www.fedex.com/fedextrack/?trknbr=413977432183&trkqual=12028~413977432183~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:22 pm Signed for by:RDE; Harrisonburg, VA"
2487,Orora Visual,413977432242,https://www.fedex.com/fedextrack/?trknbr=413977432242&trkqual=12028~413977432242~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 10:50 am Signed for by:JJERRY; Corona, CA"
2826,Orora Visual,413977432264,https://www.fedex.com/fedextrack/?trknbr=413977432264&trkqual=12028~413977432264~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 1:06 pm Signed for by:LLILY; Coachella, CA"
2998,Orora Visual,413977432275,https://www.fedex.com/fedextrack/?trknbr=413977432275&trkqual=12028~413977432275~FDEG,10/25/2024,Delivered,10/29/2024,"Delivered: 10/29/2024 12:35 pm Signed for by:MMANAGER; Loma Linda, CA"
