Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link,Author Link
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 21.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2021.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 21.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 02.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2002.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 02.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 22.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2022.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 22.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 23.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2023.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 23.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 07.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2007.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 07.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 16.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2016.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 16.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 10.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2010.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 10.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 11.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2011.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 11.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 15.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2015.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 15.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 19.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2019.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 19.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 09.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2009.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 09.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 14.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2014.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 14.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 06.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2006.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 06.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 04.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2004.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 04.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 05.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2005.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 05.pdf"">Author Link</a>"
a2corre,10/8/2020,10/7/2020,a2corre,Active,96901 Catálogo Home 24.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2024.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 24.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 13.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2013.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 13.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 03.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2003.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 03.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 01.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2001.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 01.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 12.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2012.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 12.pdf"">Author Link</a>"
a2corre,10/8/2020,10/8/2020,a2corre,Active,96901 Catálogo Home 20.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901%20Catálogo%20Home%2020.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/wm-catálogo-home-14-al-31-de-octubre/96901 Catálogo Home 20.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 07.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2007.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 07.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 01.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2001.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 01.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 06.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2006.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 06.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 04.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2004.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 04.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 05.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2005.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 05.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 08.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2008.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 08.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 02.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2002.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 02.pdf"">Author Link</a>"
a2corre,12/24/2020,12/24/2020,a2corre,Active,99429 Amigo Shopper 1 7 03.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429%20Amigo%20Shopper%201%207%2003.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-7-al-27-de-enero-de-2021/99429 Amigo Shopper 1 7 03.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 04.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2004.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 04.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 01.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2001.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 01.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 07.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2007.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 07.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 08.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2008.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 08.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 05.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2005.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 05.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 02.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2002.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 02.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 06.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2006.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 06.pdf"">Author Link</a>"
a2corre,12/8/2020,12/8/2020,a2corre,Active,99428 Amigo Shopper 12 17 03.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428%20Amigo%20Shopper%2012%2017%2003.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/amigo-shopper-17-de-diciembre-de-2020-al-6-de-enero-de-2021/99428 Amigo Shopper 12 17 03.pdf"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,92982 SHOPPER 42_08.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_08.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982 SHOPPER 42_08.pdf"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_04.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,92982 SHOPPER 42_05.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_05.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982 SHOPPER 42_05.pdf"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,92982 SHOPPER 42_01.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_01.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982 SHOPPER 42_01.pdf"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,92982 SHOPPER 42_07.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_07.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982 SHOPPER 42_07.pdf"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,92982 SHOPPER 42_06.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_06.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982 SHOPPER 42_06.pdf"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_03.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,3/24/2020,3/24/2020,a2corre,Active,92982 SHOPPER 42_02.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982%20SHOPPER%2042_02.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/tab/shopper-amigo-2-al-15-de-abril/92982 SHOPPER 42_02.pdf"">Author Link</a>"
