Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Box  Count
4145,10/1/2021,7 am - 6 pm,Iron Mountain ,37
4147,TBD,TBD,TBD,TBD
4148,TBD,TBD,TBD,TBD
4153,TBD,TBD,TBD,TBD
4156,7/12/2022,7 am - 6 pm,Vital Records Control (VRC),22
4157,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),11
4159,TBD,TBD,TBD,TBD
4160,TBD,TBD,TBD,TBD
4161,TBD,TBD,TBD,TBD
4162,9/30/2021,7 am - 6 pm,Vital Records Control (VRC),80
4163,TBD,TBD,TBD,TBD
4164,3/16/2022,7 am - 6 pm,Vital Records Control (VRC),80
4165,TBD,TBD,TBD,TBD
4166,TBD,TBD,TBD,TBD
4168,4/4/2022,7 am - 6 pm,Vital Records Control (VRC),72
4169,TBD,TBD,TBD,TBD
4171,3/9/2022,7 am - 6 pm,Vital Records Control (VRC),86
4174,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),18
4176,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),0
4178,9/1/2021,7 am - 6 pm,Vital Records Control (VRC),0
4180,9/14/2021,7 am - 6 pm,Vital Records Control (VRC),0
4182,TBD,TBD,TBD,TBD
4183,TBD,TBD,TBD,TBD
4184,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),40
4185,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),99
4187,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),33
4188,9/23/2021,7 am - 6 pm,Vital Records Control (VRC),20
4189,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),42
4191,4/11/2022,7 am - 6 pm,Vital Records Control (VRC),68
4193,TBD,TBD,TBD,TBD
4194,TBD,TBD,TBD,TBD
4195,TBD,TBD,TBD,TBD
4196,TBD,TBD,TBD,TBD
4197,3/16/2021,7 am - 6 pm,Vital Records Control (VRC),28
4198,TBD,TBD,TBD,TBD
4200,TBD,TBD,TBD,TBD
4201,6/2/2022,7 am - 6 pm,Vital Records Control (VRC),57
4202,10/1/2021,7 am - 6 pm,Iron Mountain ,23
4203,4/29/2022,7 am - 6 pm,Vital Records Control (VRC),34
4206,TBD,TBD,TBD,TBD
4208,7/14/2021,7 am - 6 pm,Vital Records Control (VRC),0
4209,TBD,TBD,TBD,TBD
4210,5/17/2021,7 am - 6 pm,Vital Records Control (VRC),15
4211,TBD,TBD,TBD,TBD
4215,TBD,TBD,TBD,TBD
4216,TBD,TBD,TBD,TBD
4218,5/20/2022,7 am - 6 pm,Vital Records Control (VRC),49
4219,5/19/2022,7 am - 6 pm,Vital Records Control (VRC),47
4220,TBD,TBD,TBD,TBD
4221,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),0
4223,3/14/2022,7 am - 6 pm,Vital Records Control (VRC),10
4224,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),98
4226,3/24/2022,7 am - 6 pm,Vital Records Control (VRC),72
4230,TBD,TBD,TBD,TBD
4231,TBD,TBD,TBD,TBD
4232,5/12/2022,7 am - 6 pm,Vital Records Control (VRC),100
4233,TBD,TBD,TBD,TBD
4235,TBD,TBD,TBD,TBD
4237,TBD,TBD,TBD,TBD
4238,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),34
4239,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),47
4240,TBD,TBD,TBD,TBD
4241,4/29/2022,7 am - 6 pm,Vital Records Control (VRC),100
4243,TBD,TBD,TBD,TBD
4244,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),87
4246,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),52
4247,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
4249,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
4250,TBD,TBD,TBD,TBD
4252,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),0
4253,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),75
4255,4/22/2021,7 am - 6 pm,Vital Records Control (VRC),94
4256,TBD,TBD,TBD,TBD
4257,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),0
4258,TBD,TBD,TBD,TBD
4259,TBD,TBD,TBD,TBD
4260,TBD,TBD,TBD,TBD
4262,3/11/2021,7 am - 6 pm,Vital Records Control (VRC),66
4264,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
4272,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),80
4273,TBD,TBD,TBD,TBD
4274,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),197
4275,TBD,TBD,TBD,TBD
4276,TBD,TBD,TBD,TBD
4277,TBD,TBD,TBD,TBD
4278,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),73
4279,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),90
4281,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
4283,3/24/2021,7 am - 6 pm,Vital Records Control (VRC),113
4284,TBD,TBD,TBD,TBD
4285,TBD,TBD,TBD,TBD
4286,TBD,TBD,TBD,TBD
4288,TBD,TBD,TBD,TBD
4293,TBD,TBD,TBD,TBD
4295,TBD,TBD,TBD,TBD
4298,TBD,TBD,TBD,TBD
4299,TBD,TBD,TBD,TBD
4303,TBD,TBD,TBD,TBD
4309,4/4/2022,7 am - 6 pm,Vital Records Control (VRC),137
4317,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
4318,TBD,TBD,TBD,TBD
4321,5/12/2022,7 am - 6 pm,Vital Records Control (VRC),60
4322,TBD,TBD,TBD,TBD
4323,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),67
4324,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
4325,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),0
4330,4/23/2021,7 am - 6 pm,Vital Records Control (VRC),48
4332,TBD,TBD,TBD,TBD
4333,3/15/2022,7 am - 6 pm,Vital Records Control (VRC),4
4334,4/8/2022,7 am - 6 pm,Vital Records Control (VRC),78
4335,TBD,TBD,TBD,TBD
4336,5/20/2022,7 am - 6 pm,Vital Records Control (VRC),96
4337,7/12/2021,7 am - 6 pm,Vital Records Control (VRC),0
4339,6/10/2021,7 am - 6 pm,Iron Mountain ,84
4340,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),89
4341,5/17/2022,7 am - 6 pm,Vital Records Control (VRC),75
4348,9/24/2021,7 am - 6 pm,Vital Records Control (VRC),34
4350,TBD,TBD,TBD,TBD
4352,TBD,TBD,TBD,TBD
4354,TBD,TBD,TBD,TBD
4355,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),35
4356,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),309
4357,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),18
4358,TBD,TBD,TBD,TBD
4359,TBD,TBD,TBD,TBD
4365,TBD,TBD,TBD,TBD
4366,9/2/2021,7 am - 6 pm,Vital Records Control (VRC),21
4367,TBD,TBD,TBD,TBD
4368,TBD,TBD,TBD,TBD
4370,TBD,TBD,TBD,TBD
4371,TBD,TBD,TBD,TBD
4372,TBD,TBD,TBD,TBD
4373,TBD,TBD,TBD,TBD
4374,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),60
4375,9/29/2021,7 am - 6 pm,Vital Records Control (VRC),14
4376,10/8/2021,7 am - 6 pm,Vital Records Control (VRC),6
4377,TBD,TBD,TBD,TBD
4378,TBD,TBD,TBD,TBD
4380,5/28/2021,7 am - 6 pm,Vital Records Control (VRC),179
4381,4/8/2022,7 am - 6 pm,Vital Records Control (VRC),62
4383,TBD,TBD,TBD,TBD
4384,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),41
4387,7/14/2022,7 am - 6 pm,Vital Records Control (VRC),214
4388,TBD,TBD,TBD,TBD
4389,8/16/2022,7 am - 6 pm,Vital Records Control (VRC),55
4390,TBD,TBD,TBD,TBD
4392,TBD,TBD,TBD,TBD
4393,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),112
4394,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),0
4395,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),44
4399,TBD,TBD,TBD,TBD
4403,TBD,TBD,TBD,TBD
4404,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),41
4405,TBD,TBD,TBD,TBD
4407,TBD,TBD,TBD,TBD
4409,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),54
4410,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),134
4412,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),31
4413,TBD,TBD,TBD,TBD
4414,3/28/2022,7 am - 6 pm,Vital Records Control (VRC),75
4415,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),24
4416,TBD,TBD,TBD,TBD
4417,TBD,TBD,TBD,TBD
4420,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),94
4421,TBD,TBD,TBD,TBD
4423,TBD,TBD,TBD,TBD
4424,TBD,TBD,TBD,TBD
4425,6/2/2021,7 am - 6 pm,Vital Records Control (VRC),48
4426,TBD,TBD,TBD,TBD
4427,4/26/2021,7 am - 6 pm,Vital Records Control (VRC),252
4428,TBD,TBD,TBD,TBD
4430,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),117
4431,TBD,TBD,TBD,TBD
4432,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),12
4434,10/8/2021,7 am - 6 pm,Vital Records Control (VRC),17
4435,TBD,TBD,TBD,TBD
4436,TBD,TBD,TBD,TBD
4438,9/3/2021,7 am - 6 pm,Vital Records Control (VRC),0
4439,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),11
4440,TBD,TBD,TBD,TBD
4441,TBD,TBD,TBD,TBD
4443,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),18
4444,TBD,TBD,TBD,TBD
4445,TBD,TBD,TBD,TBD
4446,TBD,TBD,TBD,TBD
4450,10/4/2021,7 am - 6 pm,Vital Records Control (VRC),90
4451,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),0
4452,TBD,TBD,TBD,TBD
4453,TBD,TBD,TBD,TBD
4456,9/1/2021,7 am - 6 pm,Vital Records Control (VRC),65
4457,10/7/2021,7 am - 6 pm,Vital Records Control (VRC),194
4458,TBD,TBD,TBD,TBD
4459,TBD,TBD,TBD,TBD
4460,TBD,TBD,TBD,TBD
4461,TBD,TBD,TBD,TBD
4464,TBD,TBD,TBD,TBD
4465,10/25/2021,7 am - 6 pm,Vital Records Control (VRC),15
4466,4/4/2022,7 am - 6 pm,Vital Records Control (VRC),2
4468,TBD,TBD,TBD,TBD
4469,TBD,TBD,TBD,TBD
4470,9/23/2021,7 am - 6 pm,Vital Records Control (VRC),7
4471,TBD,TBD,TBD,TBD
4472,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),58
4473,7/16/2021,7 am - 6 pm,Vital Records Control (VRC),0
4474,TBD,TBD,TBD,TBD
4475,5/9/2022,7 am - 6 pm,Vital Records Control (VRC),77
4476,TBD,TBD,TBD,TBD
4477,4/7/2022,7 am - 6 pm,Vital Records Control (VRC),95
4478,TBD,TBD,TBD,TBD
4479,6/13/2022,7 am - 6 pm,Vital Records Control (VRC),87
4482,TBD,TBD,TBD,TBD
4483,4/7/2022,7 am - 6 pm,Vital Records Control (VRC),159
4484,TBD,TBD,TBD,TBD
4487,TBD,TBD,TBD,TBD
4488,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),65
4490,7/13/2021,7 am - 6 pm,Vital Records Control (VRC),0
4491,TBD,TBD,TBD,TBD
4494,TBD,TBD,TBD,TBD
4497,5/21/2021,7 am - 6 pm,Vital Records Control (VRC),145
4498,TBD,TBD,TBD,TBD
4499,TBD,TBD,TBD,TBD
4501,TBD,TBD,TBD,TBD
4503,TBD,TBD,TBD,TBD
4504,TBD,TBD,TBD,TBD
4506,TBD,TBD,TBD,TBD
4508,7/13/2021,7 am - 6 pm,Vital Records Control (VRC),66
4509,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
4511,TBD,TBD,TBD,TBD
4512,TBD,TBD,TBD,TBD
4514,TBD,TBD,TBD,TBD
4516,TBD,TBD,TBD,TBD
4517,TBD,TBD,TBD,TBD
4519,TBD,TBD,TBD,TBD
4520,4/26/2021,7 am - 6 pm,Vital Records Control (VRC),101
4521,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),62
4524,TBD,TBD,TBD,TBD
4525,TBD,TBD,TBD,TBD
4526,TBD,TBD,TBD,TBD
4527,TBD,TBD,TBD,TBD
4528,10/7/2021,7 am - 6 pm,Vital Records Control (VRC),28
4529,TBD,TBD,TBD,TBD
4530,TBD,TBD,TBD,TBD
4531,TBD,TBD,TBD,TBD
4533,5/26/2021,7 am - 6 pm,Vital Records Control (VRC),44
4538,TBD,TBD,TBD,TBD
4540,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),92
4543,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),0
4545,8/17/2021,7 am - 6 pm,Vital Records Control (VRC),13
4546,TBD,TBD,TBD,TBD
4553,5/3/2022,7 am - 6 pm,Vital Records Control (VRC),168
4554,3/17/2022,7 am - 6 pm,Vital Records Control (VRC),69
4556,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),155
4557,TBD,TBD,TBD,TBD
4558,3/1/2022,7 am - 6 pm,Vital Records Control (VRC),71
4560,TBD,TBD,TBD,TBD
4561,TBD,TBD,TBD,TBD
4563,TBD,TBD,TBD,TBD
4564,TBD,TBD,TBD,TBD
4565,4/14/2021,7 am - 6 pm,Vital Records Control (VRC),17
4567,6/11/2021,7 am - 6 pm,Iron Mountain ,275
4568,TBD,TBD,TBD,TBD
4569,TBD,TBD,TBD,TBD
4570,TBD,TBD,TBD,TBD
4574,TBD,TBD,TBD,TBD
4577,TBD,TBD,TBD,TBD
4579,9/2/2021,7 am - 6 pm,Vital Records Control (VRC),34
4580,TBD,TBD,TBD,TBD
4581,6/1/2021,7 am - 6 pm,Vital Records Control (VRC),104
4582,TBD,TBD,TBD,TBD
4583,8/6/2021,7 am - 6 pm,Iron Mountain ,71
4585,10/21/2021,7 am - 6 pm,Vital Records Control (VRC),26
4586,TBD,TBD,TBD,TBD
4588,TBD,TBD,TBD,TBD
4589,TBD,TBD,TBD,TBD
4590,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),34
4591,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),16
4593,3/14/2022,7 am - 6 pm,Vital Records Control (VRC),2
4594,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),9
4595,TBD,TBD,TBD,TBD
4597,TBD,TBD,TBD,TBD
4599,TBD,TBD,TBD,TBD
4600,TBD,TBD,TBD,TBD
4601,5/19/2022,7 am - 6 pm,Vital Records Control (VRC),39
4603,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),0
4605,TBD,TBD,TBD,TBD
4606,TBD,TBD,TBD,TBD
4607,TBD,TBD,TBD,TBD
4609,TBD,TBD,TBD,TBD
4611,4/21/2022,7 am - 6 pm,Vital Records Control (VRC),63
4612,6/17/2022,7 am - 6 pm,Vital Records Control (VRC),99
4615,TBD,TBD,TBD,TBD
4616,TBD,TBD,TBD,TBD
4617,3/25/2021,7 am - 6 pm,Vital Records Control (VRC),81
4618,TBD,TBD,TBD,TBD
4619,TBD,TBD,TBD,TBD
4623,TBD,TBD,TBD,TBD
4625,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),18
4626,5/4/2022,7 am - 6 pm,Vital Records Control (VRC),13
4627,3/18/2022,7 am - 6 pm,Vital Records Control (VRC),92
4631,TBD,TBD,TBD,TBD
4635,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),70
4636,TBD,TBD,TBD,TBD
4637,TBD,TBD,TBD,TBD
4638,TBD,TBD,TBD,TBD
4639,6/2/2021,7 am - 6 pm,Vital Records Control (VRC),30
4641,TBD,TBD,TBD,TBD
4643,TBD,TBD,TBD,TBD
4644,TBD,TBD,TBD,TBD
4648,TBD,TBD,TBD,TBD
4653,TBD,TBD,TBD,TBD
4654,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),13
4655,TBD,TBD,TBD,TBD
4657,TBD,TBD,TBD,TBD
4659,TBD,TBD,TBD,TBD
4660,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),53
4664,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),48
4667,TBD,TBD,TBD,TBD
4669,TBD,TBD,TBD,TBD
4671,TBD,TBD,TBD,TBD
4672,9/21/2021,7 am - 6 pm,Vital Records Control (VRC),34
4673,5/11/2021,7 am - 6 pm,Vital Records Control (VRC),84
4674,TBD,TBD,TBD,TBD
4676,TBD,TBD,TBD,TBD
4677,TBD,TBD,TBD,TBD
4678,TBD,TBD,TBD,TBD
4679,5/27/2021,7 am - 5 pm,Iron Mountain ,71
4681,TBD,TBD,TBD,TBD
4682,TBD,TBD,TBD,TBD
4683,5/31/2021,7 am - 6 pm,Vital Records Control (VRC),99
4686,TBD,TBD,TBD,TBD
4687,TBD,TBD,TBD,TBD
4689,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),93
4690,4/1/2021,7 am - 6 pm,Vital Records Control (VRC),159
4691,TBD,TBD,TBD,TBD
4692,7/14/2021,7 am - 6 pm,Vital Records Control (VRC),8
4695,TBD,TBD,TBD,TBD
4696,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
4697,TBD,TBD,TBD,TBD
4699,TBD,TBD,TBD,TBD
4700,TBD,TBD,TBD,TBD
4706,TBD,TBD,TBD,TBD
4734,TBD,TBD,TBD,TBD
4747,TBD,TBD,TBD,TBD
4756,6/25/2021,7 am - 6 pm,Vital Records Control (VRC),110
4757,9/17/2021,7 am - 6 pm,Vital Records Control (VRC),0
4759,4/18/2022,7 am - 6 pm,Vital Records Control (VRC),13
4762,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),8
4826,10/22/2021,7 am - 6 pm,Vital Records Control (VRC),38
4848,TBD,TBD,TBD,TBD
4849,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),35
4865,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),1
5003,TBD,TBD,TBD,TBD
5005,TBD,TBD,TBD,TBD
5007,3/17/2022,7 am - 6 pm,Vital Records Control (VRC),5
5008,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
5012,TBD,TBD,TBD,TBD
5013,TBD,TBD,TBD,TBD
5014,TBD,TBD,TBD,TBD
5021,TBD,TBD,TBD,TBD
5022,TBD,TBD,TBD,TBD
5023,4/11/2022,7 am - 6 pm,Vital Records Control (VRC),82
5025,TBD,TBD,TBD,TBD
5027,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),78
5028,TBD,TBD,TBD,TBD
5029,6/3/2022,7 am - 6 pm,Vital Records Control (VRC),80
5030,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),137
5031,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),88
5032,TBD,TBD,TBD,TBD
5033,TBD,TBD,TBD,TBD
5034,TBD,TBD,TBD,TBD
5035,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),147
5036,TBD,TBD,TBD,TBD
5037,TBD,TBD,TBD,TBD
5038,TBD,TBD,TBD,TBD
5039,TBD,TBD,TBD,TBD
5040,TBD,TBD,TBD,TBD
5041,9/21/2021,7 am - 6 pm,Vital Records Control (VRC),27
5043,TBD,TBD,TBD,TBD
5044,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),84
5045,6/25/2021,7 am - 6 pm,Vital Records Control (VRC),48
5046,TBD,TBD,TBD,TBD
5047,7/13/2022,7 am - 6 pm,Vital Records Control (VRC),70
5048,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),77
5049,TBD,TBD,TBD,TBD
5051,TBD,TBD,TBD,TBD
5054,TBD,TBD,TBD,TBD
5055,3/25/2021,7 am - 6 pm,Vital Records Control (VRC),37
5056,5/25/2021,7 am - 6 pm,Vital Records Control (VRC),94
5057,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),111
5058,10/21/2021,7 am - 6 pm,Vital Records Control (VRC),94
5059,9/29/2021,7 am - 6 pm,Vital Records Control (VRC),4
5060,TBD,TBD,TBD,TBD
5062,5/13/2021,7 am - 6 pm,Vital Records Control (VRC),35
5063,4/18/2022,7 am - 6 pm,Vital Records Control (VRC),95
5064,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),90
5065,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),113
5066,TBD,TBD,TBD,TBD
5070,TBD,TBD,TBD,TBD
5071,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),73
5072,3/4/2022,7 am - 6 pm,Vital Records Control (VRC),35
5073,9/14/2021,7 am - 6 pm,Vital Records Control (VRC),46
5075,4/29/2022,7 am - 6 pm,Vital Records Control (VRC),52
5076,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),0
5077,TBD,TBD,TBD,TBD
5078,9/2/2021,7 am - 6 pm,Vital Records Control (VRC),0
5079,TBD,TBD,TBD,TBD
5080,TBD,TBD,TBD,TBD
5081,TBD,TBD,TBD,TBD
5082,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),28
5083,TBD,TBD,TBD,TBD
5085,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),79
5087,TBD,TBD,TBD,TBD
5088,TBD,TBD,TBD,TBD
5089,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),64
5090,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),35
5091,TBD,TBD,TBD,TBD
5092,TBD,TBD,TBD,TBD
5093,10/7/2021,7 am - 6 pm,Vital Records Control (VRC),12
5094,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),13
5095,10/22/2021,7 am - 6 pm,Iron Mountain ,132
5096,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),92
5097,TBD,TBD,TBD,TBD
5098,6/22/2021,7 am - 6 pm,Vital Records Control (VRC),12
5099,TBD,TBD,TBD,TBD
5100,TBD,TBD,TBD,TBD
5101,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),99
5102,TBD,TBD,TBD,TBD
5103,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),45
5104,TBD,TBD,TBD,TBD
5105,TBD,TBD,TBD,TBD
5106,3/24/2021,7 am - 6 pm,Vital Records Control (VRC),31
5107,TBD,TBD,TBD,TBD
5108,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),30
5109,5/17/2021,7 am - 5 pm,Iron Mountain ,60
5110,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),0
5111,7/13/2022,7 am - 6 pm,Vital Records Control (VRC),25
5113,TBD,TBD,TBD,TBD
5115,TBD,TBD,TBD,TBD
5116,TBD,TBD,TBD,TBD
5117,4/11/2022,7 am - 6 pm,Vital Records Control (VRC),73
5118,TBD,TBD,TBD,TBD
5119,TBD,TBD,TBD,TBD
5122,TBD,TBD,TBD,TBD
5123,TBD,TBD,TBD,TBD
5124,TBD,TBD,TBD,TBD
5125,TBD,TBD,TBD,TBD
5126,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),69
5127,TBD,TBD,TBD,TBD
5129,TBD,TBD,TBD,TBD
5130,9/17/2021,7 am - 6 pm,Iron Mountain ,195
5131,TBD,TBD,TBD,TBD
5132,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),31
5133,TBD,TBD,TBD,TBD
5134,3/18/2022,7 am - 6 pm,Vital Records Control (VRC),31
5135,TBD,TBD,TBD,TBD
5136,3/14/2022,7 am - 6 pm,Vital Records Control (VRC),100
5137,TBD,TBD,TBD,TBD
5139,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
5140,TBD,TBD,TBD,TBD
5141,TBD,TBD,TBD,TBD
5142,TBD,TBD,TBD,TBD
5143,TBD,TBD,TBD,TBD
5144,9/3/2021,7 am - 6 pm,iron Mountain,115
5145,TBD,TBD,TBD,TBD
5146,TBD,TBD,TBD,TBD
5147,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),151
5148,TBD,TBD,TBD,TBD
5149,9/1/2021,7 am - 6 pm,Vital Records Control (VRC),8
5150,4/28/2022,7 am - 6 pm,Vital Records Control (VRC),178
5151,3/2/2022,7 am - 6 pm,Vital Records Control (VRC),41
5152,TBD,TBD,TBD,TBD
5154,TBD,TBD,TBD,TBD
5155,5/26/2022,7 am - 6 pm,Vital Records Control (VRC),33
5156,4/15/2022,7 am - 6 pm,Vital Records Control (VRC),139
5157,TBD,TBD,TBD,TBD
5159,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),79
5160,10/21/2021,7 am - 6 pm,Vital Records Control (VRC),1
5162,TBD,TBD,TBD,TBD
5165,5/25/2022,7 am - 6 pm,Vital Records Control (VRC),3
5166,5/20/2022,7 am - 6 pm,Vital Records Control (VRC),72
5167,TBD,TBD,TBD,TBD
5168,6/25/2021,7 am - 6 pm,Vital Records Control (VRC),120
5170,TBD,TBD,TBD,TBD
5172,4/22/2021,7 am - 6 pm,Vital Records Control (VRC),108
5173,2/25/2022,7 am - 6 pm,Vital Records Control (VRC),87
5174,TBD,TBD,TBD,TBD
5175,9/1/2021,7 am - 6 pm,Vital Records Control (VRC),104
5178,TBD,TBD,TBD,TBD
5179,TBD,TBD,TBD,TBD
5180,TBD,TBD,TBD,TBD
5182,TBD,TBD,TBD,TBD
5183,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),16
5184,TBD,TBD,TBD,TBD
5185,10/18/2021,7 am - 6 pm,Vital Records Control (VRC),115
5186,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),0
5188,TBD,TBD,TBD,TBD
5189,TBD,TBD,TBD,TBD
5190,TBD,TBD,TBD,TBD
5191,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),108
5192,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
5193,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),19
5195,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),0
5196,TBD,TBD,TBD,TBD
5197,TBD,TBD,TBD,TBD
5198,TBD,TBD,TBD,TBD
5199,TBD,TBD,TBD,TBD
5200,TBD,TBD,TBD,TBD
5201,TBD,TBD,TBD,TBD
5202,8/3/2022,7 am - 6 pm,Vital Records Control (VRC),51
5203,TBD,TBD,TBD,TBD
5204,TBD,TBD,TBD,TBD
5205,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),18
5206,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),15
5207,TBD,TBD,TBD,TBD
5210,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),82
5211,TBD,TBD,TBD,TBD
5214,TBD,TBD,TBD,TBD
5215,TBD,TBD,TBD,TBD
5216,3/25/2022,7 am - 6 pm,Vital Records Control (VRC),148
5218,TBD,TBD,TBD,TBD
5219,4/22/2022,7 am - 6 pm,Vital Records Control (VRC),58
5220,TBD,TBD,TBD,TBD
5221,TBD,TBD,TBD,TBD
5224,TBD,TBD,TBD,TBD
5226,TBD,TBD,TBD,TBD
5227,TBD,TBD,TBD,TBD
5228,TBD,TBD,TBD,TBD
5229,TBD,TBD,TBD,TBD
5231,TBD,TBD,TBD,TBD
5232,TBD,TBD,TBD,TBD
5233,9/30/2021,7 am - 6 pm,Vital Records Control (VRC),189
5234,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
5235,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),110
5236,TBD,TBD,TBD,TBD
5239,TBD,TBD,TBD,TBD
5240,5/18/2022,7 am - 6 pm,Vital Records Control (VRC),68
5241,6/22/2022,7 am - 6 pm,Vital Records Control (VRC),70
