Store Info,FY24 Assemblers ,Supplier Status ,Furniture <$150 ,Furniture $150-$350,Furniture $350-$500,Furniture >$500
3893,Tec Assembly Inc,Preferred,25,30,40,50
3893,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
3894,TROC,Secondary,24.24,33.33,42.42,57.57
3894,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
3894,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
3896,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
3896,Ace Assemblers,Secondary,15,25.85,35.05,40.35
3896,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
3897,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
3897,TROC,Secondary,24.24,33.33,42.42,57.57
3897,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
3912,TROC,Secondary,25.06,34.46,43.86,59.52
3912,The Ready To Assemble Company Inc,Preferred,20,35,45,60
3912,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
3947,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
3947,TROC,Preferred,26.64,36.63,46.62,63.27
3947,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4049,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
4049,Tec Assembly Inc,Secondary,25,30,40,50
4049,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4055,"Backpedal Co, LLC",Secondary,28,30,40,60
4055,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4055,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4063,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4063,TROC,Secondary,24.24,33.33,42.42,57.57
4063,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4064,TROC,Preferred,24.24,33.33,42.42,57.57
4064,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
4064,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4065,TROC,Secondary,24.24,33.33,42.42,57.57
4065,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4065,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4068,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4068,TROC,Secondary,24.24,33.33,42.42,57.57
4068,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4101,Elite Assemblers llc,Secondary,39,63,79,150
4101,TROC,Secondary,25.89,35.6,45.31,61.5
4101,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4102,"Backpedal Co, LLC",Secondary,28,30,40,60
4102,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4102,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4103,TROC,Secondary,24.24,33.33,42.42,57.57
4103,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4103,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4108,TROC,Secondary,24.24,33.33,42.42,57.57
4108,Economy Care Services,Preferred,22.98,28.01,37.5,56
4108,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4111,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4111,INSTALLER PRO,Secondary,25,32,45,60
4111,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4112,TROC,Secondary,24.24,33.33,42.42,57.57
4112,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4112,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4115,"Backpedal Co, LLC",Secondary,28,30,40,60
4115,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4115,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4118,TROC,Secondary,24.24,33.33,42.42,57.57
4118,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4118,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4129,TROC,Secondary,24.24,33.33,42.42,57.57
4129,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4129,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4130,TROC,Secondary,24.24,33.33,42.42,57.57
4130,"Backpedal Co, LLC",Preferred,28,30,40,60
4130,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4131,TROC,Secondary,24.24,33.33,42.42,57.57
4131,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4131,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4132,Elite Assemblers llc,Secondary,39,63,79,150
4132,TROC,Secondary,24.24,33.33,42.42,57.57
4132,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4137,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4137,TROC,Secondary,25.39,34.91,44.43,60.29
4137,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4144,TROC,Preferred,24.24,33.33,42.42,57.57
4144,"Backpedal Co, LLC",Secondary,28,30,40,60
4144,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4153,TROC,Secondary,25.15,34.59,44.02,59.74
4153,The Ready To Assemble Company Inc,Preferred,20,35,45,60
4153,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4156,TROC,Preferred,26.4,36.3,46.2,62.7
4156,Economy Care Services,Secondary,22.98,28.01,37.5,56
4156,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
4161,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4161,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4161,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4162,TROC,Secondary,24.24,33.33,42.42,57.57
4162,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4162,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4163,TROC,Secondary,24.24,33.33,42.42,57.57
4163,"Backpedal Co, LLC",Preferred,28,30,40,60
4163,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4164,TROC,Secondary,24.24,33.33,42.42,57.57
4164,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4164,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4165,TROC,Secondary,24.24,33.33,42.42,57.57
4165,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4165,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4166,TROC,Preferred,24.24,33.33,42.42,57.57
4166,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4166,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4168,TROC,Secondary,24.24,33.33,42.42,57.57
4168,Economy Care Services,Preferred,22.98,28.01,37.5,48
4168,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4171,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4171,TROC,Secondary,24.57,33.79,43,58.36
4171,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4176,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4176,TROC,Secondary,25.81,35.48,45.16,61.29
4176,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4183,"Backpedal Co, LLC",Preferred,28,30,40,60
4183,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4183,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4185,TROC,Secondary,24.24,33.33,42.42,57.57
4185,"Backpedal Co, LLC",Preferred,28,30,40,60
4185,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4187,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
4187,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4187,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4191,TROC,Preferred,24.24,33.33,42.42,57.57
4191,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
4191,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4194,TROC,Secondary,24.24,33.33,42.42,57.57
4194,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4194,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4195,Economy Care Services,Secondary,22.98,28.01,37.5,56
4195,TROC,Secondary,24.24,33.33,42.42,57.57
4195,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4200,"Backpedal Co, LLC",Preferred,28,30,40,60
4200,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4200,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4201,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4201,TROC,Secondary,24.24,33.33,42.42,57.57
4201,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4202,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4202,TROC,Secondary,25.03,34.41,43.8,59.44
4202,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4203,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4203,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4203,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4208,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4208,TROC,Secondary,24.24,33.33,42.42,57.57
4208,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4209,TROC,Secondary,24.24,33.33,42.42,57.57
4209,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4215,TROC,Secondary,24.24,33.33,42.42,57.57
4215,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4215,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4216,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4216,TROC,Secondary,24.24,33.33,42.42,57.57
4216,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
4219,TROC,Secondary,24.24,33.33,42.42,57.57
4219,"Backpedal Co, LLC",Preferred,28,30,40,60
4219,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4221,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4221,TROC,Secondary,24.7,33.96,43.23,58.66
4221,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4223,Turf Masters Property Management LLC,Secondary,10,20,35,45
4223,TROC,Secondary,24.24,33.33,42.42,57.57
4223,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4224,TROC,Secondary,24.24,33.33,42.42,57.57
4224,Economy Care Services,Preferred,22.98,28.01,37.5,56
4224,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4226,TROC,Secondary,24.24,33.33,42.42,57.57
4226,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4226,Turf Masters Property Management LLC,Secondary,10,20,35,45
4230,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4230,Economy Care Services,Secondary,22.98,28.01,37.5,56
4230,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4231,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4231,Economy Care Services,Secondary,22.98,28.01,37.5,56
4231,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4232,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
4232,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4232,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4235,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4235,TROC,Secondary,24.24,33.33,42.42,57.57
4235,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4237,TROC,Secondary,24.24,33.33,42.42,57.57
4237,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4237,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4238,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4238,TROC,Secondary,24.24,33.33,42.42,57.57
4238,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4239,Elite Assemblers llc,Secondary,40,67,82,166
4239,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4239,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4240,TROC,Secondary,24.24,33.33,42.42,57.57
4240,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4240,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4241,Economy Care Services,Secondary,22.98,28.01,37.5,56
4241,TROC,Secondary,24.24,33.33,42.42,57.57
4241,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4243,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4243,TROC,Secondary,24.24,33.33,42.42,57.57
4243,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4244,TROC,Secondary,24.24,33.33,42.42,57.57
4244,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4246,TROC,Secondary,24.24,33.33,42.42,57.57
4246,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4247,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4247,TROC,Secondary,24.69,33.95,43.21,58.65
4247,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4249,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4249,TROC,Secondary,24.24,33.33,42.42,57.57
4249,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4250,TROC,Preferred,24.24,33.33,42.42,57.57
4250,Economy Care Services,Secondary,22.98,28.01,37.5,56
4250,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4252,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4252,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4252,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4253,TROC,Secondary,24.24,33.33,42.42,57.57
4253,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4255,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4255,TROC,Secondary,24.24,33.33,42.42,57.57
4255,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4256,TROC,Secondary,24.24,33.33,42.42,57.57
4256,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4256,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4257,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4257,TROC,Secondary,24.24,33.33,42.42,57.57
4257,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4258,TROC,Preferred,24.24,33.33,42.42,57.57
4258,Economy Care Services,Secondary,22.98,28.01,37.5,56
4258,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4259,TROC,Secondary,24.24,33.33,42.42,57.57
4259,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4260,TROC,Secondary,24.24,33.33,42.42,57.57
4260,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4260,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4262,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4262,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
4262,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4272,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4272,TROC,Secondary,24.24,33.33,42.42,57.57
4272,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4273,TROC,Secondary,24.24,33.33,42.42,57.57
4273,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4273,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4274,TROC,Secondary,24.24,33.33,42.42,57.57
4274,Economy Care Services,Preferred,22.98,28.01,37.5,48
4274,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4276,TROC,Secondary,24.24,33.33,42.42,57.57
4276,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4277,TROC,Secondary,24.24,33.33,42.42,57.57
4277,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4277,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4278,TROC,Secondary,24.24,33.33,42.42,57.57
4278,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4279,TROC,Secondary,24.24,33.33,42.42,57.57
4279,Economy Services ,Secondary,65,160,400,48
4279,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4281,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
4281,TROC,Secondary,24.24,33.33,42.42,57.57
4281,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
4283,"Backpedal Co, LLC",Preferred,28,30,40,60
4283,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4283,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4284,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4284,TROC,Preferred,24.56,33.77,42.98,58.33
4284,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
4285,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4285,TROC,Secondary,24.24,33.33,42.42,57.57
4285,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4286,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
4286,Tec Assembly Inc,Secondary,25,30,40,50
4286,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4288,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4288,TROC,Secondary,25.2,34.65,44.1,59.85
4288,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4295,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
4295,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4295,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4298,TROC,Secondary,24.35,33.48,42.61,57.82
4298,Economy Care Services,Secondary,22.98,28.01,37.5,56
4298,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4299,TROC,Secondary,24.24,33.33,42.42,57.57
4299,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4299,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4303,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4303,TROC,Secondary,24.24,33.33,42.42,57.57
4303,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4309,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4309,TROC,Secondary,26.71,36.73,46.75,63.44
4309,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4317,Elite Assemblers llc,Secondary,41,67,82,166
4317,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4317,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4318,TROC,Secondary,24.24,33.33,42.42,57.57
4318,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4318,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4321,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4321,TROC,Secondary,24.24,33.33,42.42,57.57
4321,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
4322,TROC,Secondary,24.24,33.33,42.42,57.57
4322,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4323,TROC,Secondary,24.24,33.33,42.42,57.57
4323,Tec Assembly Inc,Secondary,25,30,40,50
4323,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4325,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4325,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4325,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4330,TROC,Secondary,24.24,33.33,42.42,57.57
4330,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4330,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4332,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4332,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
4332,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4333,TROC,Secondary,24.24,33.33,42.42,57.57
4333,"American Assembly, Inc",Preferred,25,40,60,60
4333,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4334,TROC,Preferred,24.24,33.33,42.42,57.57
4334,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4334,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4335,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4335,TROC,Secondary,24.24,33.33,42.42,57.57
4335,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4336,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4336,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4336,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4337,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4337,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4337,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4340,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4340,TROC,Secondary,26.38,36.27,46.17,62.65
4340,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4341,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4341,TROC,Secondary,24.24,33.33,42.42,57.57
4341,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4348,TROC,Secondary,24.24,33.33,42.42,57.57
4348,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4350,TROC,Preferred,24.24,33.33,42.42,57.57
4350,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
4350,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4352,TROC,Secondary,26.93,37.02,47.12,63.95
4352,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4355,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
4355,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4355,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4356,Elite Assemblers llc,Secondary,40,67,82,166
4356,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4356,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4358,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4358,TROC,Secondary,24.24,33.33,42.42,57.57
4358,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4359,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,79.8
4359,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
4365,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
4365,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
4365,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4368,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
4368,TROC,Preferred,24.56,33.77,42.98,58.33
4368,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
4370,Elite Assemblers llc,Secondary,40,67,82,166
4370,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4370,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
4372,TROC,Secondary,24.24,33.33,42.42,57.57
4372,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4374,TROC,Secondary,24.24,33.33,42.42,57.57
4374,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
4377,TROC,Secondary,24.24,33.33,42.42,57.57
4377,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4378,TROC,Secondary,24.24,33.33,42.42,57.57
4378,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4381,Economy Care Services,Secondary,22.98,28.01,37.5,48
4381,TROC,Secondary,24.24,33.33,42.42,57.57
4381,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
4383,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4383,Ace Assemblers,Secondary,15,25.85,35.05,40.35
4383,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4384,TROC,Secondary,24.24,33.33,42.42,57.57
4384,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4384,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4387,TROC,Secondary,24.24,33.33,42.42,57.57
4387,TAB assembly,Preferred,35,42,57,65
4387,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
4389,TROC,Preferred,26.4,36.3,46.2,62.7
4389,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
4392,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
4392,TROC,Secondary,24.28,33.39,42.49,57.67
4392,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4393,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4393,TROC,Secondary,26.75,36.78,46.81,63.52
4393,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4394,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4394,TROC,Secondary,24.51,33.7,42.89,58.2
4394,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4395,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4395,TROC,Secondary,24.24,33.33,42.42,57.57
4395,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4399,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4399,TROC,Secondary,24.24,33.33,42.42,57.57
4399,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4403,TROC,Secondary,26.4,36.3,46.2,62.7
4403,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
4404,TROC,Secondary,24.59,33.81,43.03,58.39
4404,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4405,TROC,Secondary,24.24,33.33,42.42,57.57
4405,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4405,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
4407,TROC,Secondary,24.24,33.33,42.42,57.57
4407,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
4407,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
4409,"Backpedal Co, LLC",Preferred,28,30,40,60
4409,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
4409,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4410,TROC,Secondary,24.24,33.33,42.42,57.57
4410,Economy Care Services,Preferred,22.98,28.01,37.5,56
4410,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
4412,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
4412,TROC,Secondary,24.24,33.33,42.42,57.57
4412,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4414,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
4414,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
4414,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
4416,TROC,Secondary,24.24,33.33,42.42,57.57
4416,Economy Care Services,Secondary,22.98,28.01,37.5,56
4416,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
4417,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
4417,TROC,Secondary,24.24,33.33,42.42,57.57
