STORE_NBR,Region,Store Name,Final Archetype Assignment
2418,56,PLACERVILLE CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2453,56,"FALLON, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2457,56,"RANCHO CORDOVA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2458,56,"SALINAS, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2464,56,SACRAMENTO DELTA SHORES CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2477,56,"ROSEBURG, OR","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2508,56,"BOISE, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2537,56,"REDDING, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2553,56,"WINDSOR, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2598,56,"SACRAMENTO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2617,56,"WINNEMUCCA, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2648,56,"SAN LEANDRO, CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2697,56,"ANTIOCH, CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2735,56,"SACRAMENTO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2780,56,"CALDWELL, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2781,56,"NAMPA, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2782,56,"MOUNTAIN HOME, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2831,56,"JEROME, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2861,56,GARDEN CITY ID,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2862,56,"MERIDIAN, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2925,56,"NAPA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2989,56,"FREMONT, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3081,56,SACRAMENTO SE CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3093,56,MERIDIAN S ID,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3254,56,RENO (NW)NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3277,56,"RENO, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3352,56,"STOCKTON-NW, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3408,56,"CARSON CITY, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3455,56,"RICHMOND, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3493,56,"MARTINEZ, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3587,56,ROCKLIN (S) CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3652,56,"WEST SACRAMENTO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3708,56,SUISAN CITY CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3712,56,"CITRUS HEIGHTS, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3729,56,"SPARKS, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3739,56,"NAMPA (NORTHEAST), ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3897,56,"TWIN FALLS (N), ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4202,56,"ROSEVILLE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4239,56,"STEAD, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4309,56,"ORANGEVALE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4370,56,"FERNLEY, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4393,56,"SACRAMENTO (WATT), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4488,56,"MARINA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5133,56,"ANDERSON, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5136,56,MARYSVILLE CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5139,56,DIXON CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5192,56,SACRAMENTO CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5231,56,"GALT, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5424,56,"EAGLE POINT, OR","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5426,56,"FREMONT (W), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5434,56,"SAN LEANDRO (S), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5435,56,SAN JOSE(CENTRAL) CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5494,56,"IDAHO FALLS (W), ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5629,56,EUREKA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5710,56,"MODESTO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5751,56,"SALINAS, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5766,56,"MORGAN HILL, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5839,56,"MEDFORD, OR","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5841,56,"MERIDIAN, ID","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5843,56,"PATTERSON, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5848,56,"ELK GROVE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5864,56,"GARDNERVILLE, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5884,56,"SAN JOSE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5890,56,"ATWATER, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1438,57,CEDAR CITY UT,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1439,57,"WASHINGTON CITY, UTAH","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1442,57,PAGE AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1559,57,LAS VEGAS (NE) NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1560,57,LAS VEGAS (SE) NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1563,57,LANCASTER CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1573,57,PRICE UT,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1574,57,BAKERSFIELD (S) CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1583,57,MADERA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1584,57,LAS VEGAS (SW) NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1600,57,RIDGECREST CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1624,57,BAKERSFIELD (NE) CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1645,57,HANFORD CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1660,57,PALMDALE CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1815,57,FRESNO CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1826,57,VISALIA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1838,57,LAS VEGAS NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1877,57,"PORTERVILLE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1882,57,"SELMA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1989,57,"LOMPOC, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2001,57,"FRESNO, CA (SE)","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2032,57,"OXNARD, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2050,57,"HENDERSON, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2051,57,"KINGMAN, AZ","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2099,57,"PASO ROBLES, CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2110,57,"PARAMOUNT, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2126,57,"MILILANI, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2251,57,"CITY OF INDUSTRY, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2277,57,"CLOVIS, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2292,57,"COVINA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2297,57,"STEVENSON RANCH, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2308,57,"LIHUE, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2314,57,"WAIPAHU, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2321,57,"KAILUA KONA, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2401,57,"DUARTE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2473,57,"HILO, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2483,57,LAS VEGAS BLUE DIAMOND NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2507,57,"SANTA MARIA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2526,57,"PORTER RANCH, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2536,57,"TULARE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2556,57,"ARROYO GRANDE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2557,57,"BAKERSFIELD, CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2568,57,"PANORAMA CITY, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2592,57,"NORTH LAS VEGAS, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2593,57,"LAS VEGAS, (S), NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2609,57,"LAKEWOOD, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2621,57,"SIMI VALLEY, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2794,57,"EPHRAIM, UT","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2838,57,"HENDERSON(N), NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2884,57,"LAS VEGAS, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2886,57,PICO RIVERA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2948,57,SANTA FE SPRINGS CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2950,57,"PALMDALE (EAST), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2951,57,"LANCASTER (EAST),CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2985,57,"FRESNO, CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3087,57,OXNARD CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3180,57,Southgate CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3220,57,"ST GEORGE, UT","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3290,57,"KAHULUI, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3350,57,"LAS VEGAS (BOULDER), NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3351,57,"NORTH LAS VEGAS, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3473,57,"LAS VEGAS, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3477,57,LONG BEACH CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3478,57,HONOLULU HI,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3522,57,"BALDWIN PARK, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3523,57,"SANTA CLARITA (E), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3650,57,"VENTURA (W), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3728,57,"NORTH LAS VEGAS (S), NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3847,57,"MESQUITE, NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3883,57,"KAPOLEI, HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4101,57,LONG BEACH NW CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4132,57,Downey CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4238,57,"SANGER, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4317,57,"TEHACHAPI, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4356,57,"LAS VEGAS (RAINBOW), NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4557,57,"LAS VEGAS (MCLEOD), NV","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4678,57,"HURRICANE, UT","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5070,57,LAS VEGAS (SW2) NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5072,57,LOS ANGELES (SO BAY) CA EF,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5101,57,PAHRUMP NV,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5134,57,"BAKERSFIELD (SW), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5152,57,WEST HILLS CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5154,57,"ROSEMEAD, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5162,57,"SANTA CLARITA (W), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5168,57,"RICHFIELD, UTAH","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5215,57,"DELANO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5274,57,"HONOLULU (MANANA), HI","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5337,57,CLOVIS (N) CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5394,57,DINUBA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5632,57,FRESNO BLACKSTONE CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5686,57,BURBANK CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5701,57,"KERMAN, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5807,57,COMPTON N. LB BLVD CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5859,57,"WASCO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5874,57,"TORRANCE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5954,57,WEST COVINA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5956,57,VISALIA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1175,58,FLAGSTAFF AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1230,58,"SHOW LOW, AZ","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1299,58,COTTONWOOD AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1328,58,WINSLOW AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1364,58,LAKE HAVASU CITY AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1369,58,PAYSON AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1370,58,BULLHEAD CITY AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1417,58,PRESCOTT AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1474,58,YUMA AZ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1555,58,EL CENTRO CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1588,58,VICTORVILLE CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1692,58,COLTON CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1693,58,REDLANDS CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1700,58,POWAY CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1747,58,PERRIS CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1756,58,FONTANA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1805,58,LAQUINTA CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1832,58,"CATHEDRAL CITY, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1853,58,HEMET CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1859,58,"CALEXICO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1862,58,"RIALTO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1879,58,"BARSTOW, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1899,58,"RIVERSIDE (E), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1912,58,"CORONA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1914,58,"SAN BERNARDINO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1915,58,"YUCCA VALLEY, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1917,58,"SANTEE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1922,58,"RANCHO CUCAMONGA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1941,58,"GLENDORA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1992,58,"UPLAND, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2028,58,"RIVERSIDE (S), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2077,58,"LAKE ELSINORE, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2082,58,"CERRITOS, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2094,58,"VISTA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2150,58,"SAN DIEGO (S), CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2177,58,"SAN DIEGO, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2181,58,INDIO N CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2206,58,"LAGUNA NIGUEL, CA EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2218,58,"FOOTHILL RANCH, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2242,58,"ANAHEIM, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2245,58,"OCEANSIDE (E), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2253,58,"EL CAJON (E), CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2288,58,"POMONA, CA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2291,58,CHULA VISTA (W) CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2333,58,APPLE VALLEY CA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
