store nbr,firearm trans id,serial_nbr,certification date,sent to nics date,VA Create Date,VA Approval,State Transaction Number ,Correction,
4682,1642670,GB869688,11/10/2023,11/10/2023,11/10/2023,11/10/2023,D6834162,Section A,
4682,1654022,12S22-002054,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6857022,Section A,
4682,1656863,410A21-006301,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6862415,Section A,
4682,1658151,MV0881242,11/26/2023,11/26/2023,11/26/2023,11/26/2023,D6864594,Section A,
4682,1665474,217309T,12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6879168,Section A,
4682,1678821,12S22-002391,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6902432,Section A,
4682,1681654,4351684,12/20/2023,12/20/2023,12/20/2023,12/20/2023,D6906829,Section A,
4682,1690326,210504F,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917278,Section A,
4682,1703779,R065796,1/26/2024,1/26/2024,1/26/2024,1/26/2024,D6961840,Section A,
5105,1582394,P755861,7/1/2023,7/1/2023,7/1/2023,7/1/2023,D6669904,Section A,
5105,1587879,4376372,7/22/2023,7/22/2023,7/22/2023,7/22/2023,D6692737,Section A,
5105,1610647,MPR0444625,9/18/2023,9/23/2023,9/23/2023,9/23/2023,D6764869,Section A,
5105,1636202,12P23-000726,11/4/2023,11/10/2023,11/4/2023,11/4/2023,D6825793,Section A & C,
5105,1664632,410S21-008583,12/4/2023,12/4/2023,12/4/2023,12/4/2023,D6877142,Section A,
5105,1666093,P812529,12/6/2023,12/6/2023,12/6/2023,12/6/2023,D6880866,Section A,
5105,1668575,214725C,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6886177,Section A,
5105,1674526,1193221H,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6896944,Section A,
5105,1674599,21P4106352,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6897161,Section A & B,
5105,1679516,4354032,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6903443,Section A,
5105,1680427,218316V,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6904712,Section A,
5105,1684948,4184956,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6912172,Section A,
5105,1687614,P772424,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6915446,Section A,
5105,1695929,4333862,1/2/2024,1/2/2024,1/2/2024,1/2/2024,D6930521,Section A,
5105,1697422,P817367,1/6/2024,1/6/2024,1/6/2024,1/6/2024,D6936357,Section A,
5105,1697892,MPR0429712,1/7/2024,1/7/2024,1/7/2024,1/7/2024,D6937484,Section A,
5105,1698793,4333939,1/10/2024,1/10/2024,1/10/2024,1/10/2024,D6940914,Section A,
5105,1700421,7CA434596T,1/15/2024,1/15/2024,1/15/2024,1/15/2024,D6948497,Section A,
5105,1717901,KW2300469,2/27/2024,2/27/2024,2/27/2024,2/27/2024,D7011430,Section A,
5105,1729086,4212853,3/27/2024,3/27/2024,3/27/2024,3/27/2024,D7056010,Section A,
5105,1735450,21904GA,4/17/2024,4/17/2024,4/17/2024,4/17/2024,D7082161,Section A,
5105,1746269,KW2202914,5/24/2024,5/24/2024,5/24/2024,5/24/2024,D7127127,Section A,
5117,1585477,V1682676,7/9/2023,7/9/2023,7/9/2023,7/9/2023,D6677938,Section A,
5117,1587107,410A22-002943,7/18/2023,7/18/2023,7/18/2023,7/18/2023,D6687888,Section A,
5117,1607190,212986H,9/9/2023,9/9/2023,9/9/2023,9/9/2023,D6749603,Section A,
5117,1623711,P459057,10/13/2023,10/13/2023,10/13/2023,10/13/2023,D6791800,Section A,
5117,1655360,1102315,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6859668,Section A,
5117,1656767,"4375860, 4392544",11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6862043,Section A,
5117,1664155,211711P,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876733,Section A,
5117,1678635,WTT032100,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6902347,Section A,
5117,1698505,P710307,1/9/2024,1/9/2024,1/9/2024,1/9/2024,D6939548,Section A,
5117,1699479,0023-62847,1/13/2024,1/13/2024,1/13/2024,1/13/2024,D6945321,Section A,
5117,1703274,BH01871G,1/24/2024,1/24/2024,1/24/2024,1/24/2024,D6959622,Section A,
5117,1705756,1107545,1/31/2024,1/31/2024,1/31/2024,1/31/2024,D6968803,Section A,
5117,1707955,V1826398,2/5/2024,2/5/2024,2/5/2024,2/5/2024,D6978261,Section A,
5117,1708556,4056409,2/7/2024,2/7/2024,2/7/2024,2/7/2024,D6980705,Section A,
5117,1709430,FFSB02607G,2/10/2024,2/10/2024,2/10/2024,2/10/2024,D6984453,Section A,
5117,1727573,KW2203536,3/23/2024,3/23/2024,3/23/2024,3/23/2024,D7049219,Section A,
5117,1731542,MV0987855,4/4/2024,4/6/2024,4/4/2024,4/5/2024,D7066845,Section A & C,
5117,1734370,UM0046151,4/13/2024,4/13/2024,4/13/2024,4/13/2024,D7078726,Section A,
5253,1612667,FFSB02332G,9/23/2023,9/23/2023,9/23/2023,9/23/2023,D6766086,Section A,
5253,1621406,N055045,10/8/2023,10/8/2023,10/8/2023,10/8/2023,D6784943,Section A,
5253,1621979,57-H21PT-041186,10/9/2023,10/9/2023,10/9/2023,10/9/2023,D6786038,Section A,
5253,1623702,4326373,10/13/2023,10/13/2023,10/13/2023,10/13/2023,D6791808,Section A,
5253,1633691,D22M08701,10/31/2023,10/31/2023,10/31/2023,10/31/2023,D6818417,Section A,
5253,1647810,P800833,11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6843617,Section A,
5253,1681604,1230399H,12/20/2023,12/20/2023,12/20/2023,12/20/2023,D6906744,Section A,
5253,1700501,FFSB09748G,1/15/2024,1/15/2024,1/15/2024,1/15/2024,D6948835,Section A,
5253,1744673,P814181,5/17/2024,5/17/2024,5/17/2024,5/17/2024,D7119406,Section A,
5343,1644193,57-H21PT-033409,11/11/2023,11/11/2023,11/11/2023,11/11/2023,D6837081,Section A,
5343,1660095,1095353,11/29/2023,11/29/2023,11/29/2023,11/29/2023,D6868783,Section A,
5343,1665304,"410S23-001239, 12S22-002076",12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6878594,Section A,
5343,1743336,3887434,5/11/2024,5/11/2024,5/11/2024,5/11/2024,D7113554,Section A,
5343,1746124,20A23-000547,5/23/2024,5/23/2024,5/23/2024,5/23/2024,D7126537,Section A,
5731,1695950,"KW2109884, KW2300346",1/2/2024,1/2/2024,1/2/2024,1/2/2024,D6930547,Section A,
5779,1611311,12S22-002498,9/20/2023,9/23/2023,9/23/2023,9/23/2023,D6765967,Section A,
5779,1616170,MV0868227,10/1/2023,10/2/2023,10/2/2023,10/2/2023,D6777554,Section A & B,
5779,1628464,1090128,10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6805328,Section A,
5779,1647953,"20S22-001950, 210710U",11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6843958,Section A,
5779,1660541,D22M10796,11/30/2023,11/30/2023,11/30/2023,11/30/2023,D6870101,Section A,
5779,1692859,P669615,12/28/2023,12/28/2023,12/28/2023,12/28/2023,D6922375,Section A,
5779,1702449,V1890540,1/21/2024,1/21/2024,1/21/2024,1/21/2024,D6956370,Section A,
5922,1589512,992526,7/29/2023,7/29/2023,7/29/2023,7/29/2023,D6701719,Section A & C,
6952,1588732,4350019,7/25/2023,7/25/2023,7/25/2023,7/25/2023,D6697200,Section A,
6952,1593903,4312241,8/11/2023,8/11/2023,8/11/2023,8/11/2023,D6715503,Section A,
6952,1630422,P760405,10/25/2023,10/25/2023,10/25/2023,10/25/2023,D6810022,Section A,
6952,1650355,MPR0475620,11/18/2023,11/18/2023,11/18/2023,11/18/2023,D6849900,Section A,
6952,1682261,1104722,12/20/2023,12/20/2023,12/20/2023,12/20/2023,D6908182,Section A,
6952,1689070,FFSB05147G,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916731,Section A,
6952,1705902,FFSB05143G,1/31/2024,1/31/2024,1/31/2024,1/31/2024,D6969724,Section A,
6952,1708632,KW2201888,2/7/2024,2/7/2024,2/7/2024,2/7/2024,D6980910,Section A,
6952,1738493,P816946,4/26/2024,4/26/2024,4/26/2024,4/26/2024,D7094784,Section A,
