Store Nbr,Dept Subcategory Description,Week 34 Forecast,Week 35 Forecast,Week 36 Forecast,Week 37 Forecast,Week 38 Forecast,Week 39 Forecast,Week 40 Forecast,Week 41 Forecast,Week 42 Forecast,Week 43 Forecast,Week 44 Forecast,Week 45 Forecast,Week 46 Forecast,Week 47 Forecast,Week 48 Forecast,Week 49 Forecast,Week 50 Forecast,Week 51 Forecast,Week 52 Forecast,Week 01 Forecast
5131,18IN BIKES,5,5,5,4,4,3,4,4,4,5,7,9,16,18,19,4,2,2,2,2
5131,20IN BIKES,15,14,14,13,12,11,11,15,16,18,24,35,45,40,44,13,8,7,7,8
5131,BEACH CRUISERS,1,1,1,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0
5131,MOUNTAIN BIKES,7,6,6,5,5,4,4,4,4,4,6,8,9,10,15,4,3,2,2,3
5133,12IN BIKES,4,4,4,4,3,3,3,3,4,4,9,16,23,25,32,3,1,1,1,2
5133,16IN BIKES,5,5,5,5,4,4,4,4,5,5,10,18,27,33,41,5,2,2,2,2
5133,18IN BIKES,2,1,2,1,1,1,1,1,1,1,5,9,16,21,21,2,0,0,0,1
5133,20IN BIKES,8,7,7,6,6,5,5,6,7,7,16,25,32,37,34,6,2,2,2,3
5133,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
5133,MOUNTAIN BIKES,5,5,5,4,4,3,3,3,3,2,5,6,8,9,9,3,2,2,2,3
5134,12IN BIKES,8,9,9,8,7,7,8,10,11,13,14,22,30,34,40,10,5,5,5,6
5134,16IN BIKES,8,8,8,7,7,6,6,9,9,9,19,30,45,53,73,11,4,4,3,5
5134,18IN BIKES,9,8,9,8,8,7,7,8,11,11,20,27,50,61,69,10,4,4,4,5
5134,20IN BIKES,21,18,19,19,16,17,15,18,20,24,33,53,83,97,86,20,15,24,9,10
5134,BEACH CRUISERS,2,2,2,2,2,2,1,1,1,1,2,2,3,4,6,1,1,1,1,1
5134,MOUNTAIN BIKES,7,7,5,6,4,4,3,4,4,5,7,8,10,10,12,4,3,2,2,3
5134,MULTI USE BIKES,3,3,3,2,2,2,2,2,2,2,2,3,3,4,4,3,1,1,1,2
5136,12IN BIKES,3,3,3,3,3,3,3,4,4,5,7,10,14,16,18,3,2,2,2,2
5136,16IN BIKES,3,3,3,3,2,2,2,3,3,3,6,10,15,16,20,3,1,1,1,1
5136,18IN BIKES,4,3,3,3,3,3,2,3,3,4,6,7,13,13,16,2,1,1,1,2
5136,20IN BIKES,12,11,11,10,9,8,8,9,11,13,22,28,42,47,44,9,5,5,4,6
5136,BEACH CRUISERS,1,1,1,1,1,1,0,1,0,1,1,1,2,3,3,1,0,0,0,0
5136,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
5136,MOUNTAIN BIKES,7,6,5,5,4,4,3,4,3,4,5,5,7,7,9,3,2,2,2,3
5136,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
5137,12IN BIKES,7,6,4,3,3,3,3,4,5,5,5,7,11,12,17,3,2,2,2,2
5137,16IN BIKES,8,8,7,5,5,5,5,5,6,5,9,13,19,22,24,6,4,3,3,4
5137,18IN BIKES,10,10,9,7,6,6,6,6,7,8,8,10,15,15,20,8,5,4,4,5
5137,20IN BIKES,18,18,15,14,13,11,10,11,13,12,20,28,35,39,43,13,7,6,7,9
5137,BEACH CRUISERS,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
5137,MOUNTAIN BIKES,7,6,6,5,4,4,3,4,4,4,5,6,8,7,9,4,3,2,2,3
5139,12IN BIKES,3,3,4,4,3,3,3,4,4,4,6,9,14,14,15,3,2,2,2,2
5139,16IN BIKES,3,3,3,3,2,2,2,3,3,3,5,8,13,23,20,3,1,1,1,2
5139,18IN BIKES,1,1,1,1,1,1,0,0,1,0,1,2,4,4,6,1,0,0,0,0
5139,20IN BIKES,7,7,6,6,5,4,4,6,6,6,9,13,17,20,18,5,3,3,2,3
5139,BEACH CRUISERS,2,2,2,2,1,1,1,1,1,1,2,2,3,3,4,1,1,1,1,1
5139,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,MOUNTAIN BIKES,9,9,8,8,7,6,5,5,5,6,8,8,10,8,11,5,3,3,3,4
5139,MULTI USE BIKES,5,4,3,2,2,2,2,2,1,2,2,2,3,3,5,2,1,1,1,2
5140,12IN BIKES,9,8,8,8,7,7,8,10,11,12,15,24,34,47,36,9,5,4,5,5
5140,16IN BIKES,5,5,5,5,4,4,5,7,8,9,11,25,36,52,28,6,3,2,2,3
5140,18IN BIKES,5,5,5,5,5,5,5,5,6,7,8,15,26,41,35,9,4,4,3,4
5140,20IN BIKES,10,9,9,9,8,8,8,11,12,15,19,31,42,53,37,10,6,5,5,6
5140,BEACH CRUISERS,1,1,1,1,1,1,0,1,0,1,1,1,1,2,3,1,0,0,0,0
5140,MOUNTAIN BIKES,2,2,2,2,2,1,1,1,2,2,3,4,5,4,5,1,1,1,1,1
5141,12IN BIKES,3,3,2,2,2,2,2,2,3,3,5,6,9,13,11,2,1,1,1,1
5141,16IN BIKES,5,4,4,4,4,3,3,4,5,6,9,10,13,19,16,3,2,2,2,3
5141,18IN BIKES,5,4,5,4,4,4,3,4,4,6,7,6,9,11,9,3,2,2,2,3
5141,20IN BIKES,11,10,10,9,8,8,7,8,9,10,15,17,23,23,26,8,5,5,4,6
5141,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5141,MOUNTAIN BIKES,5,4,4,4,3,3,2,3,3,3,4,4,5,5,6,3,2,2,2,2
5141,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
5142,12IN BIKES,4,4,4,4,3,3,3,7,7,8,10,14,16,16,21,3,2,1,2,2
5142,16IN BIKES,9,9,9,8,7,7,8,12,12,15,19,27,28,44,32,7,5,5,5,6
5142,18IN BIKES,6,6,6,5,5,4,5,6,7,8,9,11,14,15,14,5,3,3,3,4
5142,20IN BIKES,18,15,17,15,15,14,14,19,19,19,29,41,53,47,51,16,9,9,8,10
5142,BEACH CRUISERS,4,3,2,2,2,2,2,2,2,2,3,3,5,5,7,2,1,1,1,1
5142,MOUNTAIN BIKES,10,8,8,7,7,7,5,6,6,7,9,11,13,12,18,7,4,3,3,5
5144,12IN BIKES,2,1,1,2,1,1,1,3,4,5,4,8,9,13,16,2,1,1,1,1
5144,16IN BIKES,2,2,2,2,2,1,2,3,3,4,6,9,14,16,19,3,1,1,1,1
5144,18IN BIKES,3,3,3,3,3,2,2,3,3,4,8,10,23,27,33,8,2,2,2,2
5144,20IN BIKES,6,4,4,4,4,3,3,4,5,5,11,16,26,31,37,5,2,2,2,2
5144,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0
5144,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,3,5,4,7,2,2,1,1,2
5144,MULTI USE BIKES,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
5145,12IN BIKES,2,2,2,2,2,2,2,3,4,4,7,12,17,23,22,3,1,1,1,1
5145,16IN BIKES,3,2,2,3,2,2,3,3,4,5,8,10,17,25,25,4,1,1,1,1
5145,18IN BIKES,3,3,3,3,3,2,2,3,3,4,7,9,15,16,23,3,1,1,1,2
5145,20IN BIKES,5,4,5,5,4,4,4,5,6,11,14,20,34,40,40,5,2,2,2,2
5145,BEACH CRUISERS,1,1,1,1,1,1,0,0,0,0,0,0,1,2,4,0,0,0,0,0
5145,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,MOUNTAIN BIKES,5,4,4,4,3,3,3,3,3,3,4,5,6,9,7,3,2,2,2,3
5145,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
5146,12IN BIKES,2,1,1,1,1,1,1,2,2,2,4,5,9,11,11,2,1,1,1,1
5146,16IN BIKES,2,2,2,2,2,1,2,3,3,3,6,7,11,12,15,3,1,1,1,1
5146,18IN BIKES,2,2,2,1,1,1,1,1,2,2,4,5,8,8,10,2,1,1,1,1
5146,20IN BIKES,3,3,3,3,3,3,3,4,5,4,10,17,24,30,26,4,2,1,1,2
5146,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
5146,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,4,5,6,6,2,1,1,1,2
5146,MULTI USE BIKES,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
5147,12IN BIKES,6,6,5,5,5,5,5,7,8,12,9,18,22,22,29,7,4,3,3,4
5147,16IN BIKES,4,4,4,4,4,3,4,5,5,6,9,21,27,24,26,6,3,2,2,3
5147,18IN BIKES,5,5,5,5,5,4,4,5,6,8,11,14,29,44,33,6,3,2,2,3
5147,20IN BIKES,11,10,11,10,9,8,9,11,12,15,21,40,53,61,63,12,6,5,6,6
5147,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0
5147,MOUNTAIN BIKES,6,6,6,6,5,5,4,4,4,5,6,11,13,8,10,4,3,3,3,4
5147,MULTI USE BIKES,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
5150,12IN BIKES,3,3,3,3,3,3,3,4,5,5,8,10,15,11,18,3,2,1,1,2
5150,16IN BIKES,6,5,5,5,4,4,5,7,7,9,11,17,26,26,29,5,3,2,2,3
5150,18IN BIKES,5,5,5,4,4,4,3,4,4,6,10,12,24,23,29,4,2,2,2,3
5150,20IN BIKES,10,9,9,8,7,7,7,10,11,11,17,25,33,45,33,7,4,4,4,5
5150,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1
5150,MOUNTAIN BIKES,6,5,5,5,4,4,3,4,4,5,5,6,8,9,10,4,3,2,2,3
5150,MULTI USE BIKES,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1
5151,12IN BIKES,2,2,2,2,2,2,2,3,4,9,7,10,13,17,14,1,1,1,1,1
5151,16IN BIKES,2,2,2,2,2,2,2,4,5,6,11,17,23,24,24,2,1,1,1,1
5151,18IN BIKES,2,2,2,2,1,1,2,3,3,4,9,13,21,23,19,2,1,1,0,1
5151,20IN BIKES,3,4,4,3,3,3,3,5,5,9,13,25,39,32,31,2,1,1,1,1
5151,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
5151,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,3,7,7,7,1,1,1,1,1
5151,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5152,12IN BIKES,4,4,4,4,4,4,4,7,8,9,10,12,15,17,24,5,3,2,3,3
5152,16IN BIKES,6,6,6,6,5,5,6,8,9,9,12,19,24,30,33,9,4,3,3,4
5152,18IN BIKES,7,7,7,6,6,5,5,7,8,10,13,17,27,32,41,7,4,3,3,4
5152,20IN BIKES,13,12,13,12,10,10,9,12,15,16,26,31,46,59,54,13,6,7,6,7
5152,BEACH CRUISERS,3,3,3,2,2,2,2,2,2,2,2,3,6,6,7,2,1,1,1,2
5152,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5152,MOUNTAIN BIKES,10,9,9,9,7,7,5,6,6,8,9,10,12,10,14,6,5,4,4,5
5152,MULTI USE BIKES,2,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,1,1,1,1
5154,12IN BIKES,8,8,9,8,8,7,8,11,13,13,19,27,36,45,62,11,5,5,4,5
5154,16IN BIKES,11,11,11,10,9,9,10,13,14,12,24,38,57,83,79,15,6,5,5,6
5154,18IN BIKES,12,12,13,11,11,10,9,11,14,15,23,28,46,59,70,14,6,6,6,7
5154,20IN BIKES,29,27,26,25,21,21,19,24,26,29,45,51,79,96,108,26,13,16,13,15
5154,BEACH CRUISERS,3,3,3,3,3,3,2,2,2,2,3,4,7,8,11,3,2,1,1,2
5154,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,MOUNTAIN BIKES,13,14,14,12,9,9,8,9,8,10,13,17,17,16,21,9,6,5,5,7
5154,MULTI USE BIKES,4,3,3,3,3,3,3,2,2,2,3,3,3,4,5,3,2,1,1,2
5155,12IN BIKES,2,2,2,2,2,2,2,2,3,3,5,6,10,18,13,2,1,1,1,2
5155,16IN BIKES,3,3,3,3,3,3,4,3,4,3,8,9,16,25,19,5,3,2,2,2
5155,18IN BIKES,5,5,5,5,5,4,5,4,5,6,13,14,24,35,34,6,3,3,2,3
5155,20IN BIKES,8,8,8,8,7,7,7,8,9,11,21,22,38,48,51,10,5,5,5,5
5155,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,0,0,0,1
5155,MOUNTAIN BIKES,3,3,3,3,3,3,2,3,3,3,5,5,7,8,9,3,2,2,2,2
5155,MULTI USE BIKES,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
5156,12IN BIKES,6,5,5,5,5,5,5,8,9,10,17,24,34,44,44,7,3,3,3,3
5156,16IN BIKES,7,6,7,6,6,5,6,9,10,12,21,35,50,66,69,10,4,3,3,4
5156,18IN BIKES,4,5,5,4,4,4,4,5,6,7,11,17,27,30,35,6,3,3,2,3
5156,20IN BIKES,7,7,7,7,6,7,7,8,9,10,16,26,38,37,34,10,5,5,5,5
5156,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1
5156,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,3,5,5,6,2,1,1,1,2
5156,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
5157,12IN BIKES,2,2,2,2,2,2,2,3,3,3,3,4,5,6,5,2,1,1,1,2
5157,16IN BIKES,2,2,2,1,1,1,1,2,2,2,3,4,5,7,8,2,1,1,1,1
5157,18IN BIKES,3,2,3,2,2,2,2,2,2,3,3,4,8,9,9,3,2,1,1,2
5157,20IN BIKES,6,6,6,5,5,4,4,6,6,8,9,10,13,15,14,4,3,3,3,3
5157,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,MOUNTAIN BIKES,3,2,3,2,2,2,1,2,2,2,2,3,3,3,3,2,1,1,1,1
5157,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,12IN BIKES,3,2,2,2,2,2,2,2,2,2,3,3,6,6,8,2,1,1,1,2
5159,16IN BIKES,2,2,2,2,1,1,1,2,2,2,5,5,7,9,9,2,1,1,1,1
5159,18IN BIKES,3,2,2,2,2,2,2,2,2,3,4,4,7,8,8,2,1,1,1,2
5159,20IN BIKES,6,6,6,5,5,5,6,6,7,8,10,12,15,15,15,5,3,3,3,4
5159,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1
5159,MOUNTAIN BIKES,4,3,3,2,2,2,2,2,2,2,2,3,4,4,5,2,1,1,1,1
5159,MULTI USE BIKES,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
5160,12IN BIKES,5,4,4,3,3,3,3,4,4,4,6,8,12,14,14,3,2,2,2,2
5160,16IN BIKES,8,7,7,6,6,5,6,9,9,12,15,18,20,24,23,6,4,4,4,4
5160,18IN BIKES,5,4,4,4,4,3,3,3,4,6,7,7,9,12,10,3,2,2,2,3
5160,20IN BIKES,14,12,13,11,10,9,9,12,13,16,19,24,32,35,40,11,7,6,6,7
5160,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,1
5160,MOUNTAIN BIKES,6,5,5,4,3,3,3,3,3,3,4,5,6,6,8,3,2,2,2,2
5160,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
5162,12IN BIKES,3,3,3,3,3,3,3,5,5,5,11,17,21,26,31,4,2,1,1,2
5162,16IN BIKES,3,3,3,3,3,2,2,5,5,6,12,23,30,37,41,5,1,1,1,2
5162,18IN BIKES,2,2,2,2,1,1,1,2,2,2,4,6,11,13,13,2,1,1,1,1
5162,20IN BIKES,7,6,6,6,5,5,5,7,7,7,12,17,25,28,28,6,4,4,3,3
5162,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,0,0,0,0
5162,ELECTRIC BIKES,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0
5162,MOUNTAIN BIKES,2,2,2,2,2,2,1,2,2,1,2,2,4,5,4,2,1,1,1,1
5162,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
5165,12IN BIKES,4,4,4,5,4,4,4,7,9,7,18,31,39,50,54,7,2,2,2,2
5165,16IN BIKES,5,5,5,5,5,5,5,8,9,10,21,33,49,58,61,9,3,3,2,4
5165,18IN BIKES,4,4,5,4,4,4,4,6,7,8,15,19,38,49,53,9,3,2,2,3
5165,20IN BIKES,6,6,6,6,6,5,6,8,9,13,23,35,55,63,80,9,4,3,3,3
5165,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5165,MOUNTAIN BIKES,2,2,2,2,2,2,2,2,2,2,2,3,4,6,5,2,1,1,1,1
5165,MULTI USE BIKES,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
5166,12IN BIKES,4,4,5,4,4,4,4,5,6,5,8,10,17,19,20,4,3,2,2,3
5166,16IN BIKES,3,3,3,3,3,2,3,4,4,5,6,9,12,17,16,3,2,2,2,2
5166,18IN BIKES,1,1,1,1,1,1,1,2,2,2,6,7,12,17,15,2,1,1,1,1
5166,20IN BIKES,4,4,4,4,4,4,4,5,5,7,10,14,23,30,27,5,3,3,3,3
5166,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
5166,MOUNTAIN BIKES,3,2,2,2,2,2,2,2,2,2,3,4,4,5,6,2,1,1,1,1
5167,12IN BIKES,3,3,3,3,3,2,2,3,3,3,5,5,9,11,12,3,2,2,2,2
5167,16IN BIKES,5,4,4,3,3,3,3,4,5,4,6,10,13,18,18,4,2,2,2,2
5167,18IN BIKES,4,4,4,3,3,2,2,3,3,3,6,7,12,16,17,3,2,1,1,2
5167,20IN BIKES,9,8,8,7,7,6,6,6,7,8,12,16,20,22,24,7,4,3,4,5
5167,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
5167,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
5167,MOUNTAIN BIKES,4,4,3,3,3,2,2,2,2,2,3,4,5,4,5,2,2,1,1,2
5167,MULTI USE BIKES,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
5168,12IN BIKES,1,2,2,1,1,1,1,3,3,3,5,6,7,9,10,2,1,1,1,1
5168,16IN BIKES,3,2,3,2,2,2,2,3,3,4,5,7,11,12,15,3,1,1,1,2
5168,18IN BIKES,1,1,1,1,1,1,1,2,2,2,2,4,8,8,8,1,1,1,1,1
5168,20IN BIKES,9,8,8,8,7,7,7,9,10,11,13,15,20,22,24,9,4,4,5,5
5168,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5168,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0
5168,MOUNTAIN BIKES,2,2,2,3,2,2,1,2,2,2,2,2,4,4,4,2,1,1,1,1
5168,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,12IN BIKES,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0
5170,16IN BIKES,1,0,0,0,0,0,0,0,0,1,1,2,2,4,3,0,0,0,0,0
5170,18IN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
5170,20IN BIKES,2,2,2,2,2,2,1,1,2,2,3,4,5,6,6,1,1,1,1,1
5170,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,MOUNTAIN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,12IN BIKES,1,1,1,1,1,1,1,2,3,2,6,6,9,14,12,1,0,0,0,0
5172,16IN BIKES,1,1,2,1,1,1,2,3,3,4,8,13,16,19,21,2,1,1,1,1
5172,18IN BIKES,0,0,0,0,0,0,0,0,0,1,2,3,3,7,11,1,0,0,0,0
5172,20IN BIKES,3,3,3,3,2,2,2,4,5,5,11,21,28,29,22,3,1,1,1,1
5172,BEACH CRUISERS,2,2,2,2,1,1,1,1,1,1,2,2,3,3,5,1,1,1,1,1
5172,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,2,4,4,5,6,1,1,0,0,1
5173,12IN BIKES,3,3,3,2,2,2,3,4,4,4,8,10,13,14,16,2,1,1,1,1
5173,16IN BIKES,4,4,4,4,3,3,4,6,6,6,12,17,23,28,28,4,2,2,2,2
5173,18IN BIKES,2,2,2,2,2,2,2,3,3,5,6,8,11,15,15,2,1,1,1,1
5173,20IN BIKES,4,4,4,4,3,3,4,6,6,11,14,20,26,28,23,3,2,1,1,2
5173,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5173,MOUNTAIN BIKES,3,2,3,2,2,2,1,2,2,2,3,4,5,6,5,2,1,1,1,1
5173,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,12IN BIKES,1,1,2,1,1,2,2,4,4,5,10,14,20,25,27,2,1,0,0,1
5174,16IN BIKES,3,3,3,3,3,3,4,6,7,9,14,25,33,25,28,4,2,1,1,2
5174,18IN BIKES,2,2,2,2,2,2,2,2,3,3,9,16,31,33,34,2,1,1,1,1
5174,20IN BIKES,4,4,4,4,4,4,4,6,7,10,16,30,55,51,37,5,2,2,2,2
5174,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0
5174,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,3,7,8,8,13,1,1,0,0,1
5174,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5175,12IN BIKES,2,2,2,2,2,2,2,4,4,5,9,9,9,8,11,2,1,1,1,1
5175,16IN BIKES,4,3,4,3,3,3,4,6,7,10,12,14,17,20,18,3,2,2,2,2
5175,18IN BIKES,3,2,3,3,2,2,2,3,4,5,9,11,18,17,19,3,1,1,1,1
5175,20IN BIKES,7,7,7,7,6,6,6,7,9,11,19,23,32,29,28,5,3,3,3,4
5175,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,0,0,0,0
5175,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
5175,MOUNTAIN BIKES,2,2,3,2,2,2,1,2,2,2,3,5,7,6,6,2,1,1,1,1
5175,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,12IN BIKES,2,2,2,2,1,1,1,1,2,2,2,2,4,5,5,2,1,1,1,1
5178,16IN BIKES,4,4,4,4,3,3,3,4,4,4,4,6,9,10,11,4,3,2,2,3
5178,18IN BIKES,3,3,3,2,2,2,2,2,2,3,2,3,5,4,6,3,2,2,1,2
5178,20IN BIKES,8,7,7,7,6,6,6,6,7,7,9,12,17,19,17,7,4,4,4,4
5178,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5178,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
5178,MOUNTAIN BIKES,5,5,5,4,3,3,3,3,3,3,4,5,6,5,7,3,2,2,2,2
5178,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,12IN BIKES,3,2,2,2,2,2,2,2,2,3,6,6,9,12,11,2,1,1,1,1
5184,16IN BIKES,6,5,5,5,4,3,4,5,6,7,10,15,19,24,24,3,2,2,2,3
5184,18IN BIKES,6,5,6,5,4,4,4,5,6,8,10,12,19,24,22,4,2,2,2,3
5184,20IN BIKES,13,13,13,11,9,9,9,11,12,15,21,27,40,49,45,8,5,5,5,6
5184,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
5184,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
5184,MOUNTAIN BIKES,6,4,4,4,3,3,2,3,3,3,4,5,6,6,7,3,2,1,1,2
5184,MULTI USE BIKES,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
5185,12IN BIKES,8,8,7,6,5,5,6,6,7,7,10,11,17,18,21,5,4,3,3,4
5185,16IN BIKES,8,7,8,7,6,6,7,7,8,9,12,15,19,21,22,7,4,4,4,5
5185,18IN BIKES,4,4,4,3,3,2,2,4,4,6,7,10,14,15,17,2,1,1,1,2
5185,20IN BIKES,12,11,11,10,9,8,8,10,10,14,16,20,30,29,31,9,5,6,6,6
5185,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5185,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,4,5,6,5,6,3,2,2,2,2
5186,12IN BIKES,3,2,2,2,3,2,2,3,4,4,8,8,16,22,21,3,1,1,1,2
5186,16IN BIKES,4,4,4,4,4,4,5,7,8,8,16,21,32,39,36,6,3,2,2,3
5186,18IN BIKES,2,2,2,2,2,2,2,3,3,4,10,14,22,32,32,3,1,1,1,1
5186,20IN BIKES,7,7,7,7,6,6,6,8,10,13,24,26,42,57,49,7,3,3,3,4
5186,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,1,1,1,1,1
5186,MOUNTAIN BIKES,5,4,5,4,4,4,3,4,4,4,5,6,8,9,11,4,3,2,2,3
5186,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1
5189,12IN BIKES,4,4,4,5,5,4,4,7,8,8,14,19,28,34,41,6,3,2,2,3
5189,16IN BIKES,5,5,5,6,5,5,6,8,10,11,23,32,46,50,65,10,4,3,3,4
5189,18IN BIKES,3,3,4,3,3,3,3,5,6,7,13,18,29,42,40,5,2,2,2,2
5189,20IN BIKES,8,6,7,7,6,6,6,9,10,11,26,33,62,91,71,7,4,3,4,4
5189,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
5189,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,5,6,7,8,9,3,2,2,2,2
5189,MULTI USE BIKES,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5190,12IN BIKES,3,3,3,3,3,3,3,5,6,5,14,17,28,36,30,3,2,1,1,2
