Market,Store,LY Shrink %,FY23 Shrink Plan %
308,1849,-1.95%,-2.05%
308,2472,-2.12%,-2.40%
308,2793,-1.50%,-1.55%
308,3503,-1.57%,-1.65%
308,3626,-1.58%,-1.68%
308,4477,-2.53%,-2.40%
308,6789,-0.62%,-0.85%
309,877,-2.27%,-2.50%
309,1010,-1.75%,-2.00%
309,1097,-1.45%,-1.67%
309,1133,-0.82%,-1.02%
309,1255,-2.09%,-2.20%
309,1452,-1.91%,-1.95%
309,2908,-1.29%,-1.35%
309,3700,-1.16%,-1.37%
309,5063,-2.72%,-2.72%
310,1155,-0.89%,-1.07%
310,1238,-2.24%,-2.47%
310,1261,-2.35%,-2.56%
310,1312,-1.68%,-1.89%
310,1774,-1.32%,-1.51%
310,2929,-1.77%,-1.87%
310,3595,-1.16%,-1.27%
310,5489,-2.07%,-2.12%
310,5787,-1.77%,-1.83%
310,6879,-1.86%,-2.10%
310,6958,-1.18%,-1.25%
311,154,-0.89%,-0.97%
311,1023,-0.73%,-0.82%
311,1302,-0.91%,-1.10%
311,1336,-0.56%,-0.72%
311,1763,-0.88%,-0.95%
311,2089,-0.98%,-1.16%
311,2761,-0.59%,-0.70%
311,3270,-0.95%,-1.12%
311,3303,-0.53%,-0.70%
311,3480,-1.10%,-1.18%
311,3772,-0.50%,-0.70%
312,1243,-1.67%,-1.89%
312,1292,-1.63%,-1.73%
312,1301,-1.43%,-2.00%
312,1309,-1.53%,-1.60%
312,1652,-1.09%,-1.19%
312,2312,-2.85%,-2.45%
312,2337,-1.86%,-1.99%
312,2762,-1.22%,-1.55%
312,3243,-0.98%,-1.20%
312,3770,-0.36%,-0.70%
314,1345,-0.58%,-0.70%
314,1465,-1.28%,-1.30%
314,1486,-2.41%,-2.00%
314,1934,-1.33%,-1.50%
314,2645,-0.27%,-0.70%
314,2705,-2.43%,-2.00%
314,2805,-0.69%,-0.70%
314,3768,-1.69%,-1.50%
314,4636,-1.00%,-1.07%
315,1335,-0.51%,-0.84%
315,1344,-2.01%,-1.90%
315,1350,-1.34%,-1.60%
315,1399,-1.57%,-1.62%
315,1726,-1.64%,-1.79%
315,1780,-2.58%,-2.35%
315,2565,-1.37%,-1.50%
315,2807,-1.52%,-1.70%
315,4682,-1.32%,-1.50%
315,4697,-2.27%,-2.25%
315,5117,-2.23%,-2.47%
316,1450,-0.55%,-0.70%
316,2244,-0.92%,-1.25%
316,2548,-0.79%,-0.90%
316,2576,-1.32%,-1.48%
316,2610,-1.15%,-1.25%
316,2792,-0.45%,-0.70%
316,2810,-0.95%,-0.90%
316,2849,-0.53%,-0.71%
316,4277,-1.27%,-1.48%
316,5296,-0.79%,-1.02%
317,1351,-2.02%,-2.25%
317,1360,-1.32%,-1.44%
317,1477,-1.01%,-1.08%
317,1499,-0.88%,-1.02%
317,2036,-1.51%,-1.91%
317,2646,-0.39%,-0.70%
317,2662,-0.94%,-1.11%
317,2933,-1.06%,-1.18%
317,4278,-1.09%,-1.25%
317,5319,-1.32%,-1.45%
317,6951,-0.73%,-0.90%
320,1522,-0.50%,-0.70%
320,1544,-0.59%,-0.72%
320,1653,-0.23%,-0.70%
320,1714,-0.64%,-0.76%
320,2083,-0.97%,-1.14%
320,2474,-0.50%,-0.70%
320,2696,-0.15%,-0.70%
320,2809,-0.35%,-0.70%
320,2833,-0.70%,-0.75%
320,3215,-0.84%,-1.05%
320,4372,-0.66%,-0.73%
321,16,-0.68%,-1.00%
321,55,-0.29%,-0.60%
321,66,-0.40%,-0.70%
321,67,-0.27%,-0.70%
321,125,-1.12%,-1.69%
321,141,-1.13%,-1.55%
321,209,-0.44%,-0.55%
321,230,0.16%,-0.55%
321,279,-0.26%,-0.70%
321,358,-0.51%,-0.74%
321,388,-1.12%,-1.50%
321,3231,-0.27%,-0.60%
322,2,-0.91%,-1.15%
322,54,-2.04%,-2.30%
322,76,-1.51%,-1.87%
322,144,-2.09%,-1.48%
322,359,-2.51%,-2.54%
322,373,-0.78%,-0.78%
322,914,-0.53%,-0.60%
323,1,-0.74%,-1.10%
323,4,-1.88%,-1.85%
323,100,-0.83%,-1.08%
323,4108,-1.47%,-1.50%
323,5260,-0.86%,-1.09%
323,5261,-1.48%,-1.57%
324,85,-1.67%,-2.00%
324,124,-2.66%,-2.94%
324,126,-2.62%,-2.84%
324,3230,-1.98%,-2.20%
324,4460,-1.67%,-2.00%
324,5244,-1.46%,-1.74%
324,5706,-2.46%,-2.99%
325,33,-0.55%,-0.70%
325,52,-1.69%,-1.95%
325,58,-1.19%,-1.63%
325,127,-1.67%,-2.04%
325,133,-0.68%,-0.84%
325,261,-1.29%,-1.78%
325,296,-0.38%,-0.70%
325,318,-0.88%,-1.20%
325,336,-0.67%,-1.02%
325,1065,-1.06%,-1.45%
325,5433,-0.75%,-0.90%
326,5,-1.62%,-1.97%
326,7,-0.98%,-1.06%
326,8,-1.59%,-1.69%
326,24,-2.57%,-2.61%
326,169,-0.83%,-1.15%
326,1105,-2.67%,-2.64%
326,2575,-1.64%,-1.82%
326,2587,-1.76%,-2.12%
326,4168,-1.17%,-1.38%
327,83,-0.67%,-0.84%
327,102,-0.54%,-0.85%
327,167,-1.02%,-1.15%
327,171,-0.96%,-1.30%
327,289,-1.30%,-1.38%
327,339,-0.29%,-0.70%
327,348,-1.55%,-1.90%
327,530,-1.83%,-2.10%
327,714,-0.92%,-1.09%
327,3331,-0.93%,-1.35%
328,11,-0.81%,-1.12%
328,18,-0.48%,-0.70%
328,57,-0.66%,-0.80%
328,71,-0.46%,-0.60%
328,119,-1.09%,-1.44%
328,157,-1.34%,-1.70%
328,160,-0.65%,-0.85%
328,281,-0.55%,-0.77%
328,788,-0.21%,-0.70%
328,1114,-0.70%,-0.80%
328,1147,-0.15%,-0.50%
329,36,-0.59%,-0.67%
329,45,-1.91%,-1.99%
329,62,-0.99%,-1.20%
329,68,-0.50%,-0.70%
329,70,-0.95%,-1.15%
329,74,-0.78%,-0.94%
329,91,-1.47%,-1.55%
329,128,-1.20%,-1.29%
329,190,-0.96%,-1.05%
329,229,-1.11%,-1.13%
329,453,-0.25%,-0.65%
333,15,-0.83%,-1.01%
333,32,-1.58%,-1.87%
333,56,-0.03%,-0.50%
333,379,-0.79%,-0.90%
333,444,-1.00%,-1.42%
333,837,-0.24%,-0.50%
333,871,-0.09%,-0.51%
333,1009,-0.65%,-0.90%
333,2175,-0.59%,-0.90%
333,2221,-1.74%,-2.13%
333,2702,-1.09%,-0.95%
333,4381,-1.66%,-2.10%
334,13,-0.26%,-0.70%
334,17,-1.78%,-2.05%
334,34,-1.11%,-1.27%
334,48,-1.36%,-1.60%
334,59,-1.50%,-1.90%
334,79,-1.51%,-2.08%
334,92,-0.97%,-1.20%
334,267,-1.33%,-1.60%
334,338,-1.30%,-1.46%
334,888,-1.82%,-1.90%
334,7249,-0.53%,-0.70%
335,9,-1.53%,-1.79%
335,19,-1.61%,-1.79%
335,30,-0.43%,-0.70%
335,37,-1.55%,-1.72%
335,69,-1.65%,-1.87%
335,82,-0.60%,-0.91%
335,95,-1.51%,-1.79%
335,122,-0.84%,-0.93%
335,152,-0.77%,-1.00%
335,173,-1.32%,-1.42%
335,188,-0.95%,-1.19%
335,337,-0.53%,-0.70%
336,21,-0.73%,-1.04%
336,44,-0.12%,-0.65%
336,65,-0.80%,-1.14%
336,89,-0.75%,-1.04%
336,99,-0.91%,-1.19%
336,101,-0.81%,-1.05%
336,172,-0.89%,-1.24%
336,250,-0.62%,-0.84%
336,354,-0.80%,-0.90%
336,357,-0.32%,-0.70%
336,815,-0.67%,-0.86%
336,895,-0.37%,-0.70%
339,25,-2.20%,-2.33%
339,51,-0.78%,-1.22%
339,60,-2.47%,-2.71%
339,145,-0.98%,-1.08%
339,243,-2.35%,-2.54%
339,648,-1.73%,-2.35%
339,1021,-2.76%,-2.80%
339,1161,-1.87%,-2.20%
339,2600,-2.78%,-2.61%
339,2616,-1.67%,-1.93%
339,5313,-1.19%,-1.43%
340,295,-0.95%,-1.00%
340,313,-1.60%,-1.86%
340,805,-2.01%,-2.40%
340,1177,-2.61%,-2.70%
340,1514,-1.81%,-2.19%
340,2213,-2.69%,-2.79%
340,2694,-2.67%,-2.96%
340,3061,-3.04%,-2.62%
340,5150,-2.69%,-2.94%
340,5927,-2.20%,-2.53%
341,201,-2.07%,-2.53%
341,256,-1.14%,-1.21%
341,328,-0.52%,-0.81%
341,361,-2.39%,-2.50%
341,747,-1.23%,-1.42%
341,1071,-2.64%,-2.62%
341,1188,-2.73%,-2.80%
341,1265,-3.62%,-3.23%
341,1418,-3.23%,-2.70%
341,1761,-2.01%,-2.31%
344,108,-0.78%,-0.86%
344,132,-0.72%,-0.87%
344,134,-0.78%,-0.85%
344,136,-0.40%,-0.70%
344,150,-0.34%,-0.70%
344,178,-0.73%,-0.83%
344,221,-1.55%,-1.65%
344,227,-1.42%,-1.45%
344,392,-0.80%,-0.93%
344,499,-2.09%,-2.29%
344,564,-2.16%,-2.25%
344,622,-2.19%,-2.44%
345,41,-0.69%,-1.10%
345,168,-1.53%,-1.60%
345,207,-0.77%,-0.77%
345,246,-0.60%,-0.65%
345,576,-2.91%,-2.84%
345,823,-0.69%,-1.10%
345,838,-0.97%,-1.25%
345,3055,-1.39%,-1.39%
347,10,-0.76%,-1.12%
347,12,-0.57%,-0.73%
347,22,-1.06%,-1.16%
347,28,-0.97%,-1.15%
347,50,-0.48%,-0.70%
347,63,-0.80%,-1.00%
347,81,-1.18%,-1.25%
347,90,-0.81%,-1.15%
347,374,-0.59%,-0.71%
349,113,-0.84%,-0.99%
349,162,-0.48%,-0.70%
349,269,-1.83%,-2.03%
349,271,-0.51%,-0.70%
349,414,-1.07%,-1.38%
349,420,-0.85%,-1.18%
349,479,-0.83%,-0.99%
349,607,-0.07%,-0.70%
349,893,0.04%,-0.70%
349,1116,-1.04%,-1.18%
349,1148,-0.77%,-1.05%
349,3229,-0.74%,-0.84%
349,5071,-1.04%,-1.33%
350,129,-1.26%,-1.70%
350,147,-2.64%,-2.20%
350,151,-1.45%,-1.60%
350,158,-1.00%,-1.25%
350,185,-1.66%,-1.79%
350,225,-0.97%,-1.15%
350,231,-1.52%,-1.65%
350,232,-0.52%,-1.00%
350,947,-2.05%,-2.35%
350,975,-1.98%,-2.25%
350,1043,-1.14%,-1.30%
350,1295,-0.70%,-1.00%
351,31,-1.08%,-1.39%
351,47,-1.02%,-1.21%
351,103,-1.61%,-1.78%
351,121,-1.28%,-1.44%
351,123,-1.14%,-1.22%
351,130,-1.75%,-1.97%
351,210,-3.28%,-2.75%
351,247,-1.23%,-1.50%
351,276,-0.50%,-0.90%
351,340,-1.04%,-1.25%
352,137,-1.21%,-1.51%
352,360,-1.10%,-1.27%
352,387,-0.45%,-0.70%
352,389,-1.31%,-1.66%
352,1626,-1.99%,-2.35%
352,2803,-1.85%,-2.20%
352,2804,-2.54%,-2.52%
352,3430,-2.23%,-2.29%
352,4195,-1.05%,-1.19%
352,4241,-0.98%,-1.05%
353,139,-0.89%,-1.05%
353,212,-1.63%,-1.85%
353,277,-1.05%,-1.45%
353,517,-0.78%,-1.10%
353,544,-1.97%,-1.97%
353,743,-1.67%,-1.98%
353,1056,-0.73%,-1.00%
353,2734,-1.05%,-1.15%
353,7294,-1.14%,-1.25%
353,7326,-1.13%,-1.25%
356,73,-1.53%,-1.58%
356,324,-0.64%,-0.76%
356,472,-1.61%,-1.70%
356,894,-2.13%,-2.23%
356,992,-2.64%,-2.64%
356,1597,-1.36%,-1.53%
356,3295,-0.83%,-1.11%
356,4615,-0.98%,-1.13%
356,4637,-0.59%,-0.74%
357,14,-0.79%,-1.12%
357,20,-0.58%,-0.70%
357,27,-0.59%,-0.75%
357,46,-0.73%,-1.07%
357,78,-0.98%,-1.11%
357,86,-1.76%,-2.26%
357,88,-1.12%,-1.24%
357,138,-1.89%,-2.13%
357,166,0.01%,-0.76%
357,179,-1.13%,-1.36%
357,845,-0.55%,-0.70%
359,29,-1.65%,-1.96%
359,40,-0.67%,-0.84%
359,80,-2.00%,-2.21%
359,159,-1.98%,-2.37%
359,189,-1.41%,-1.57%
359,203,-0.44%,-0.70%
359,219,-1.38%,-1.54%
359,363,-0.94%,-1.01%
359,451,-1.63%,-2.07%
359,783,0.05%,-0.70%
359,820,-1.05%,-1.15%
359,5477,-0.49%,-0.78%
360,109,-0.54%,-0.70%
360,135,-0.59%,-0.71%
360,195,-1.24%,-1.46%
360,234,-2.01%,-2.20%
360,325,-1.39%,-1.43%
360,560,-1.84%,-2.02%
360,801,-0.37%,-0.55%
360,834,-0.85%,-0.92%
360,1120,-2.11%,-2.28%
360,2857,-2.18%,-2.36%
360,2994,-1.90%,-2.03%
361,61,-1.47%,-1.39%
361,96,-1.68%,-1.49%
361,184,-2.15%,-2.20%
361,319,-2.69%,-2.58%
361,326,0.20%,-0.42%
361,573,-1.37%,-1.76%
361,1014,-2.58%,-2.61%
361,1094,-2.19%,-2.32%
361,2856,-0.66%,-0.70%
361,4553,-3.09%,-2.70%
361,4590,-0.97%,-1.30%
362,486,-2.37%,-2.54%
362,577,-1.76%,-1.89%
362,1151,-2.72%,-2.80%
362,1599,-1.99%,-2.10%
362,1691,-1.19%,-1.21%
362,2490,-2.03%,-2.11%
362,2855,-1.23%,-1.73%
362,2955,-2.20%,-2.33%
362,3273,-0.95%,-1.10%
362,4475,-1.78%,-1.85%
362,4611,-1.52%,-1.59%
364,1175,-1.81%,-1.86%
364,1230,-1.14%,-1.43%
364,1299,-1.01%,-1.25%
364,1328,-1.71%,-1.78%
364,1369,-1.10%,-1.24%
364,1417,-0.58%,-0.74%
364,3730,-1.28%,-1.37%
364,4252,-2.79%,-2.58%
364,4355,-0.97%,-1.09%
364,5303,-1.31%,-1.38%
365,1364,-1.40%,-1.53%
365,1370,-2.35%,-2.56%
365,1474,-0.88%,-1.05%
365,4203,-1.37%,-1.46%
365,4325,-0.66%,-0.92%
365,4337,-0.95%,-1.10%
365,4543,-1.40%,-1.47%
365,5342,-1.10%,-1.27%
366,1218,-1.20%,-1.33%
366,1324,-1.01%,-1.10%
366,1325,-1.13%,-1.26%
366,1411,-0.35%,-0.79%
366,1612,-0.82%,-1.18%
366,1846,-0.52%,-0.70%
366,2922,-0.68%,-0.95%
366,3379,-0.45%,-0.77%
366,5031,-1.04%,-1.46%
367,1149,-1.08%,-1.14%
367,1240,-0.39%,-0.70%
367,1291,-2.51%,-2.69%
367,3807,-0.47%,-0.70%
367,3884,-2.57%,-2.75%
367,5626,-1.65%,-1.98%
367,5799,-1.94%,-2.04%
367,5858,-1.18%,-1.48%
368,1549,-3.05%,-2.60%
368,2554,-1.44%,-1.66%
368,2777,-1.87%,-2.02%
368,3407,-2.19%,-2.44%
368,3896,-0.68%,-0.79%
368,4336,-1.51%,-1.78%
368,5331,-2.61%,-2.46%
368,5369,-1.78%,-1.94%
368,5429,-0.52%,-0.89%
369,1532,-2.22%,-2.59%
369,1533,-1.60%,-1.77%
369,2512,-1.76%,-1.90%
369,3241,-0.87%,-1.02%
369,3465,-1.77%,-2.18%
369,5189,-3.01%,-2.99%
369,5330,-3.34%,-3.00%
369,6477,-2.82%,-2.85%
370,1598,-1.24%,-1.48%
370,2113,-2.64%,-2.89%
370,2766,-1.91%,-2.20%
370,4232,-1.82%,-2.07%
370,5124,-3.96%,-3.25%
370,5190,-1.88%,-1.96%
370,5329,-1.22%,-1.30%
370,5835,-1.16%,-1.21%
371,1512,-1.41%,-1.55%
371,1746,-1.64%,-2.07%
371,2482,-3.55%,-2.99%
371,2515,-2.14%,-2.61%
371,3771,-2.47%,-2.64%
371,3799,-3.00%,-2.60%
371,5768,-2.03%,-2.06%
372,1334,-1.04%,-1.07%
372,1381,-2.02%,-2.10%
372,1646,-1.60%,-1.73%
372,2112,-2.19%,-2.35%
372,2767,-2.35%,-2.75%
372,2768,-3.32%,-3.02%
372,3833,-1.81%,-1.93%
372,5428,-1.81%,-2.15%
373,2671,-1.57%,-1.82%
373,2778,-0.83%,-1.00%
373,3360,-1.20%,-1.43%
373,3751,-1.53%,-1.85%
373,3861,-2.24%,-2.12%
373,4430,-1.85%,-2.03%
373,4451,-1.04%,-1.46%
373,5186,-1.53%,-1.60%
373,6480,-0.85%,-1.30%
375,826,-1.89%,-2.03%
375,869,-1.68%,-1.87%
375,873,-1.96%,-2.20%
375,966,-1.44%,-1.63%
375,1380,-1.99%,-2.26%
375,2270,-1.90%,-2.08%
375,2656,-3.48%,-2.99%
375,3428,-2.65%,-2.54%
375,5003,-2.05%,-2.13%
376,1492,-3.02%,-2.64%
376,1689,-1.94%,-1.99%
376,2892,-1.47%,-1.50%
376,3313,-2.66%,-2.50%
376,4639,-1.49%,-1.50%
376,5137,-2.65%,-2.40%
376,5334,-2.55%,-2.55%
378,924,-0.81%,-1.07%
378,953,-1.63%,-1.85%
378,980,-2.14%,-2.34%
378,1008,-1.79%,-1.99%
378,2729,-1.55%,-1.66%
378,3177,-2.26%,-2.40%
378,4599,-1.52%,-1.69%
378,5033,-1.62%,-1.71%
378,5051,-0.91%,-1.11%
379,905,-3.04%,-2.65%
379,1045,-1.52%,-1.60%
379,1231,-2.49%,-2.69%
379,1659,-2.01%,-2.14%
379,3867,-2.09%,-2.27%
379,4288,-1.58%,-1.66%
379,4567,-1.53%,-1.65%
379,5341,-1.80%,-1.89%
379,5370,-2.15%,-2.25%
380,1252,-1.46%,-1.64%
380,1308,-1.15%,-1.55%
380,2125,-1.93%,-2.43%
380,2751,-1.79%,-2.00%
380,3566,-3.26%,-3.05%
380,4284,-2.89%,-2.75%
380,5049,-0.82%,-1.00%
380,5676,-2.36%,-2.60%
381,1315,-2.04%,-2.14%
381,1412,-1.62%,-1.74%
381,1456,-0.76%,-0.90%
381,1457,-1.48%,-1.94%
381,1461,-0.45%,-0.65%
381,1617,-1.62%,-1.99%
381,3778,-1.37%,-1.55%
381,4471,-1.23%,-1.26%
381,4653,-1.93%,-2.01%
382,1485,-0.95%,-1.10%
382,1508,-0.97%,-1.06%
382,1778,-0.32%,-0.60%
382,1956,-1.70%,-1.70%
382,2084,-1.22%,-1.38%
382,2608,-1.13%,-1.23%
382,2923,-0.98%,-1.06%
382,4412,-0.90%,-0.98%
383,1872,-1.41%,-1.52%
383,1901,-1.16%,-1.20%
383,2147,-1.73%,-1.81%
383,2259,-1.11%,-1.44%
383,2455,-1.50%,-1.59%
383,2607,-0.85%,-0.96%
383,3259,-1.19%,-1.50%
383,4247,-0.68%,-0.77%
383,7199,-1.16%,-1.34%
384,906,-1.76%,-2.13%
384,1397,-1.95%,-2.16%
384,1414,-0.65%,-1.01%
384,2652,-1.22%,-1.45%
384,2924,-3.39%,-2.99%
384,3596,-2.09%,-2.37%
384,5430,-1.62%,-1.70%
384,5492,-1.55%,-1.82%
385,824,-1.79%,-2.22%
385,829,-2.74%,-2.70%
385,831,-3.05%,-3.26%
385,835,-3.31%,-3.48%
385,850,-3.69%,-3.49%
385,3423,-1.88%,-2.25%
385,3731,-2.27%,-2.55%
385,3732,-1.86%,-1.94%
385,4201,-1.78%,-1.95%
385,5491,-2.48%,-2.70%
387,611,-2.38%,-2.61%
387,806,-1.49%,-1.93%
387,851,-1.93%,-1.97%
387,868,-1.46%,-1.54%
387,1306,-1.23%,-1.33%
387,1357,-2.96%,-2.86%
387,3427,-2.15%,-2.22%
387,4341,-1.32%,-1.49%
387,4601,-1.62%,-1.99%
387,5155,-1.84%,-2.20%
387,5166,-0.81%,-0.97%
388,921,-0.84%,-0.95%
388,986,-2.60%,-2.38%
388,1058,-1.38%,-1.54%
388,1095,-1.23%,-1.41%
388,1199,-1.27%,-1.46%
388,1280,-2.22%,-2.38%
388,1550,-1.47%,-1.54%
388,1808,-0.86%,-1.03%
388,4377,-1.01%,-1.15%
388,5099,-1.24%,-1.59%
388,5232,-1.19%,-1.26%
388,5458,-0.80%,-0.89%
389,842,-2.60%,-2.40%
389,962,-2.40%,-2.48%
389,1001,-1.57%,-1.75%
389,1019,-0.67%,-0.78%
389,1273,-1.62%,-1.79%
389,1384,-1.41%,-1.50%
389,2672,-0.56%,-0.70%
389,3018,-1.07%,-1.42%
389,3382,-1.67%,-1.75%
391,984,-1.14%,-1.22%
391,1200,-2.10%,-2.34%
391,1434,-0.73%,-1.50%
391,1896,-1.39%,-1.56%
391,3227,-1.00%,-1.20%
391,3582,-1.28%,-1.38%
391,3805,-1.33%,-1.43%
391,4335,-0.90%,-1.05%
391,5123,-1.29%,-1.64%
392,1648,-1.99%,-2.11%
392,2106,-2.95%,-2.90%
392,2189,-3.14%,-2.85%
392,2402,-1.17%,-1.37%
392,2453,-1.98%,-2.05%
392,2617,-0.67%,-0.82%
392,3254,-2.58%,-2.45%
392,3277,-1.99%,-2.22%
392,3408,-1.53%,-1.73%
392,3729,-2.07%,-2.47%
392,4239,-1.48%,-1.50%
392,4370,-1.72%,-1.72%
392,5864,-1.20%,-1.30%
394,1559,-2.18%,-2.49%
394,1838,-2.14%,-2.31%
394,2483,-0.98%,-1.20%
394,2592,-3.04%,-3.27%
394,2884,-2.18%,-2.43%
394,3350,-2.60%,-2.65%
394,3351,-1.79%,-2.04%
394,3473,-3.12%,-2.96%
394,3728,-2.30%,-2.50%
396,1560,-2.07%,-2.51%
396,1584,-2.54%,-2.71%
396,2050,-1.18%,-1.70%
396,2593,-2.49%,-2.64%
396,2838,-2.65%,-2.80%
396,4356,-1.77%,-1.89%
396,4557,-4.31%,-3.96%
396,5070,-1.75%,-2.07%
396,5101,-0.64%,-0.94%
397,3354,-1.34%,-1.47%
397,3355,-1.68%,-2.05%
397,3356,-1.81%,-2.15%
397,3655,-1.40%,-1.60%
397,3788,-1.76%,-2.05%
397,4339,-2.26%,-2.70%
397,5258,-1.45%,-2.00%
397,5259,-1.88%,-2.08%
397,5269,-1.79%,-1.90%
397,5306,-1.67%,-2.04%
397,5423,-1.95%,-2.30%
399,1951,-1.40%,-1.66%
399,2508,-0.56%,-0.78%
399,2780,-0.89%,-1.24%
399,2781,-0.56%,-0.74%
399,2861,-0.67%,-1.02%
399,2862,-0.83%,-1.09%
399,3093,-0.95%,-1.01%
399,3739,-0.36%,-0.71%
399,5841,-0.63%,-0.95%
400,1878,-0.68%,-0.86%
400,1900,-0.90%,-1.03%
400,1902,-1.07%,-1.50%
400,1905,-0.52%,-0.70%
400,1995,-0.99%,-1.30%
400,2782,-0.70%,-0.78%
400,2831,-0.37%,-0.70%
400,3897,-0.86%,-1.18%
400,5494,-1.53%,-1.60%
401,1699,-1.54%,-1.94%
401,1708,-1.50%,-1.78%
401,1888,-1.02%,-1.19%
401,2921,-1.02%,-1.11%
401,3366,-1.65%,-1.75%
401,3454,-0.33%,-0.70%
401,3789,-1.78%,-1.86%
401,3848,-0.68%,-0.80%
401,4208,-0.88%,-1.06%
401,4272,-0.48%,-0.85%
401,5234,-0.75%,-1.09%
403,1440,-1.52%,-1.78%
403,1686,-1.44%,-1.69%
403,2207,-0.70%,-0.85%
403,3232,-0.40%,-0.70%
403,3568,-0.89%,-1.11%
403,3589,-1.74%,-2.09%
403,3620,-0.81%,-0.99%
403,4438,-0.75%,-1.17%
403,5233,-0.61%,-1.00%
403,5235,-1.25%,-1.62%
403,5350,-0.75%,-0.92%
403,5763,-0.79%,-0.89%
405,1438,-0.76%,-1.06%
405,1439,-1.23%,-1.51%
405,1442,-1.96%,-2.00%
405,1573,-0.70%,-0.83%
405,2051,-1.33%,-1.65%
405,2794,-0.94%,-1.00%
405,3220,-0.98%,-1.36%
405,3847,-0.79%,-1.02%
405,4678,-0.82%,-0.89%
405,5168,-1.38%,-1.42%
406,369,-0.81%,-0.97%
406,370,-0.24%,-0.70%
406,372,-1.50%,-1.63%
406,419,-1.00%,-1.18%
406,592,-1.58%,-1.78%
406,652,-1.46%,-1.84%
406,664,-0.59%,-0.71%
406,770,-1.17%,-1.35%
406,799,-0.83%,-1.02%
406,978,-1.13%,-1.30%
406,1214,-0.30%,-0.70%
406,1437,-1.44%,-1.61%
406,2562,-0.17%,-0.70%
407,35,-0.54%,-0.83%
407,43,-0.54%,-0.84%
407,341,-0.18%,-0.57%
407,418,-0.43%,-0.60%
407,557,-0.96%,-1.03%
407,558,-1.09%,-1.25%
407,993,-0.74%,-0.85%
407,1282,-0.72%,-0.85%
407,2784,-1.47%,-1.75%
407,4209,-0.24%,-0.60%
407,4322,-1.05%,-1.12%
409,186,-1.28%,-1.40%
409,346,-0.65%,-0.74%
409,794,-1.11%,-1.42%
409,1099,-2.15%,-2.48%
409,1221,-1.74%,-1.81%
409,1507,-1.73%,-1.88%
409,2428,-1.05%,-1.19%
409,3103,-0.64%,-0.79%
409,3283,-1.27%,-1.36%
409,3492,-2.18%,-2.23%
409,4321,-2.05%,-2.19%
410,39,-1.19%,-1.34%
410,42,-1.53%,-1.72%
410,72,-2.48%,-2.52%
410,111,-0.90%,-1.09%
410,242,-1.95%,-2.11%
410,368,-1.71%,-1.79%
410,382,-1.65%,-1.69%
410,1187,-0.63%,-0.75%
410,2893,-1.35%,-1.57%
410,5307,-1.64%,-1.82%
411,26,-1.18%,-1.26%
411,342,-0.39%,-0.70%
411,378,-0.02%,-0.70%
411,484,-2.37%,-2.57%
411,1054,-0.49%,-0.70%
411,1802,-1.48%,-1.59%
411,2131,-1.70%,-1.94%
411,5219,-1.06%,-1.16%
411,5441,-1.30%,-1.39%
411,6392,-2.07%,-2.19%
412,1545,-1.69%,-1.80%
412,1632,-0.51%,-0.70%
412,1696,-0.44%,-0.70%
412,2957,-0.46%,-0.70%
412,3233,-2.27%,-2.45%
412,3758,-0.62%,-0.70%
412,3761,-0.76%,-1.08%
412,4244,-0.59%,-0.74%
412,4246,-0.70%,-0.85%
412,4253,-0.52%,-0.61%
412,5806,-1.99%,-2.05%
413,751,-0.50%,-0.65%
413,1393,-0.63%,-0.70%
413,1435,-0.27%,-0.62%
413,1491,-1.06%,-1.20%
413,1683,-0.89%,-1.00%
413,1723,-0.84%,-1.28%
413,1764,-0.92%,-1.20%
413,2935,-0.45%,-0.60%
413,3394,-1.14%,-1.25%
413,3762,-0.69%,-1.10%
413,4606,-0.01%,-0.60%
414,581,-1.09%,-1.26%
414,647,-0.29%,-0.63%
414,748,-0.53%,-0.65%
414,749,-1.21%,-1.39%
414,892,-0.82%,-1.17%
414,1389,-0.48%,-0.70%
414,1732,-0.74%,-0.94%
414,1787,-0.52%,-0.70%
414,2764,-1.38%,-1.62%
414,4256,-1.39%,-1.65%
414,5748,-0.69%,-1.01%
415,646,-0.14%,-0.70%
415,750,-0.79%,-0.89%
415,753,-0.51%,-0.87%
415,841,0.05%,-0.61%
415,1496,-1.84%,-1.87%
415,1506,-0.74%,-0.85%
415,1509,-0.07%,-0.65%
415,1528,-1.39%,-1.45%
415,2004,-2.03%,-2.05%
415,2716,-1.73%,-1.79%
415,2889,-2.30%,-2.30%
415,3630,-0.72%,-1.19%
418,559,-0.73%,-0.83%
418,784,-0.47%,-0.65%
418,797,-1.38%,-1.48%
418,985,-0.43%,-0.65%
418,1241,-1.05%,-1.43%
418,1285,-1.08%,-1.16%
418,1431,-0.72%,-0.90%
418,1475,-0.47%,-0.61%
418,1621,-0.74%,-0.90%
418,1721,-1.67%,-1.85%
418,2827,-0.99%,-1.17%
418,5115,-2.26%,-2.32%
419,1447,-0.80%,-0.97%
419,1609,-1.06%,-1.22%
419,1634,-0.56%,-0.61%
419,1654,-0.53%,-0.81%
419,1757,-2.33%,-2.33%
419,1929,-1.30%,-1.65%
419,2367,-0.84%,-1.00%
419,2937,-1.64%,-1.83%
419,4849,-1.28%,-1.45%
421,1415,-0.88%,-0.96%
421,1470,-1.12%,-1.25%
421,1473,-1.59%,-1.76%
421,1722,-0.74%,-0.90%
