Region,Market,Store Nbr,Tier,Details
75,291,2136,Tier 2,GM Pause
26,296,2137,Tier 1,ISA On in Total Store
16,181,2138,Tier 3,Total Store ISA Pause
16,157,2139,Tier 2,GM Pause
16,180,2140,Tier 2,GM Pause
22,166,2141,Tier 3,Total Store ISA Pause
16,184,2142,Tier 1,ISA On in Total Store
16,179,2143,Tier 1,ISA On in Total Store
17,173,2144,Tier 2,GM Pause
22,168,2145,Tier 1,ISA On in Total Store
54,383,2147,Tier 1,ISA On in Total Store
20,216,2149,Tier 2,GM Pause
57,458,2150,Tier 2,GM Pause
9,109,2151,Tier 3,Total Store ISA Pause
17,188,2152,Tier 1,ISA On in Total Store
16,183,2153,Tier 2,GM Pause
2,24,2154,Tier 2,GM Pause
16,156,2155,Tier 2,GM Pause
17,171,2156,Tier 2,GM Pause
16,160,2157,Tier 2,GM Pause
16,156,2158,Tier 2,GM Pause
17,194,2159,Tier 1,ISA On in Total Store
75,290,2160,Tier 1,ISA On in Total Store
56,511,2161,Tier 2,GM Pause
17,173,2163,Tier 1,ISA On in Total Store
17,191,2166,Tier 1,ISA On in Total Store
22,167,2167,Tier 2,GM Pause
22,232,2169,Tier 2,GM Pause
17,162,2170,Tier 1,ISA On in Total Store
16,154,2174,Tier 3,Total Store ISA Pause
40,333,2175,Tier 1,ISA On in Total Store
9,107,2176,Tier 1,ISA On in Total Store
57,459,2177,Tier 1,ISA On in Total Store
16,179,2178,Tier 1,ISA On in Total Store
16,157,2180,Tier 2,GM Pause
57,463,2181,Tier 1,ISA On in Total Store
16,180,2183,Tier 2,GM Pause
16,160,2184,Tier 3,Total Store ISA Pause
22,232,2185,Tier 2,GM Pause
60,473,2187,Tier 2,GM Pause
60,469,2188,Tier 3,Total Store ISA Pause
56,392,2189,Tier 2,GM Pause
56,453,2190,Tier 1,ISA On in Total Store
19,207,2191,Tier 1,ISA On in Total Store
53,436,2192,Tier 2,GM Pause
20,208,2193,Tier 2,GM Pause
75,283,2194,Tier 1,ISA On in Total Store
22,178,2195,Tier 2,GM Pause
60,472,2196,Tier 2,GM Pause
20,208,2197,Tier 2,GM Pause
52,423,2198,Tier 1,ISA On in Total Store
20,216,2199,Tier 3,Total Store ISA Pause
46,505,2201,Tier 2,GM Pause
16,180,2202,Tier 1,ISA On in Total Store
25,267,2204,Tier 2,GM Pause
22,233,2205,Tier 2,GM Pause
57,466,2206,Tier 2,GM Pause
54,403,2207,Tier 1,ISA On in Total Store
17,226,2208,Tier 2,GM Pause
20,216,2209,Tier 2,GM Pause
17,195,2210,Tier 1,ISA On in Total Store
20,208,2211,Tier 2,GM Pause
40,340,2213,Tier 2,GM Pause
4,41,2214,Tier 1,ISA On in Total Store
25,265,2215,Tier 1,ISA On in Total Store
57,466,2218,Tier 2,GM Pause
40,333,2221,Tier 2,GM Pause
16,157,2222,Tier 3,Total Store ISA Pause
47,585,2223,Tier 1,ISA On in Total Store
16,181,2224,Tier 2,GM Pause
16,161,2225,Tier 2,GM Pause
61,481,2226,Tier 1,ISA On in Total Store
16,159,2227,Tier 2,GM Pause
16,154,2228,Tier 1,ISA On in Total Store
22,237,2230,Tier 3,Total Store ISA Pause
25,279,2231,Tier 1,ISA On in Total Store
75,280,2233,Tier 1,ISA On in Total Store
17,189,2234,Tier 1,ISA On in Total Store
22,167,2236,Tier 1,ISA On in Total Store
9,118,2237,Tier 3,Total Store ISA Pause
19,200,2238,Tier 2,GM Pause
6,86,2239,Tier 2,GM Pause
29,811,2240,Tier 2,GM Pause
60,475,2241,Tier 3,Total Store ISA Pause
57,464,2242,Tier 1,ISA On in Total Store
60,478,2243,Tier 1,ISA On in Total Store
20,316,2244,Tier 3,Total Store ISA Pause
57,460,2245,Tier 2,GM Pause
26,299,2247,Tier 3,Total Store ISA Pause
75,293,2248,Tier 1,ISA On in Total Store
60,467,2249,Tier 2,GM Pause
21,225,2250,Tier 2,GM Pause
57,484,2251,Tier 2,GM Pause
22,168,2252,Tier 1,ISA On in Total Store
57,458,2253,Tier 1,ISA On in Total Store
22,165,2254,Tier 3,Total Store ISA Pause
22,232,2255,Tier 1,ISA On in Total Store
26,296,2256,Tier 1,ISA On in Total Store
6,67,2257,Tier 1,ISA On in Total Store
75,283,2258,Tier 3,Total Store ISA Pause
54,383,2259,Tier 2,GM Pause
16,161,2261,Tier 1,ISA On in Total Store
17,190,2262,Tier 1,ISA On in Total Store
22,167,2263,Tier 2,GM Pause
2,35,2265,Tier 2,GM Pause
20,214,2266,Tier 2,GM Pause
16,156,2267,Tier 3,Total Store ISA Pause
60,473,2269,Tier 3,Total Store ISA Pause
46,375,2270,Tier 1,ISA On in Total Store
53,440,2271,Tier 2,GM Pause
75,285,2272,Tier 1,ISA On in Total Store
19,205,2273,Tier 1,ISA On in Total Store
52,424,2274,Tier 1,ISA On in Total Store
21,239,2275,Tier 2,GM Pause
19,238,2276,Tier 1,ISA On in Total Store
57,449,2277,Tier 2,GM Pause
17,228,2278,Tier 1,ISA On in Total Store
75,282,2279,Tier 2,GM Pause
56,451,2280,Tier 1,ISA On in Total Store
20,235,2281,Tier 2,GM Pause
17,162,2282,Tier 1,ISA On in Total Store
16,161,2283,Tier 1,ISA On in Total Store
17,173,2284,Tier 2,GM Pause
17,171,2286,Tier 1,ISA On in Total Store
20,229,2287,Tier 2,GM Pause
57,462,2288,Tier 3,Total Store ISA Pause
16,154,2289,Tier 2,GM Pause
57,458,2291,Tier 2,GM Pause
57,484,2292,Tier 1,ISA On in Total Store
47,585,2293,Tier 2,GM Pause
75,287,2295,Tier 3,Total Store ISA Pause
57,448,2297,Tier 2,GM Pause
20,227,2300,Tier 2,GM Pause
29,801,2302,Tier 2,GM Pause
14,11,2306,Tier 1,ISA On in Total Store
54,582,2307,Tier 2,GM Pause
60,470,2308,Tier 2,GM Pause
21,221,2309,Tier 2,GM Pause
2,123,2310,Tier 2,GM Pause
21,248,2311,Tier 2,GM Pause
75,312,2312,Tier 2,GM Pause
20,209,2313,Tier 1,ISA On in Total Store
60,470,2314,Tier 2,GM Pause
60,478,2315,Tier 3,Total Store ISA Pause
20,214,2316,Tier 2,GM Pause
60,472,2317,Tier 2,GM Pause
22,231,2318,Tier 2,GM Pause
60,472,2319,Tier 2,GM Pause
56,468,2320,Tier 1,ISA On in Total Store
60,470,2321,Tier 3,Total Store ISA Pause
12,145,2322,Tier 2,GM Pause
20,215,2323,Tier 1,ISA On in Total Store
60,472,2325,Tier 2,GM Pause
17,194,2326,Tier 2,GM Pause
59,497,2328,Tier 2,GM Pause
16,156,2329,Tier 3,Total Store ISA Pause
16,183,2330,Tier 2,GM Pause
17,162,2331,Tier 1,ISA On in Total Store
16,181,2332,Tier 2,GM Pause
57,445,2333,Tier 3,Total Store ISA Pause
22,233,2334,Tier 1,ISA On in Total Store
53,441,2335,Tier 2,GM Pause
16,159,2336,Tier 3,Total Store ISA Pause
75,312,2337,Tier 3,Total Store ISA Pause
53,196,2338,Tier 1,ISA On in Total Store
21,246,2339,Tier 2,GM Pause
22,233,2340,Tier 2,GM Pause
16,159,2341,Tier 2,GM Pause
29,801,2346,Tier 1,ISA On in Total Store
4,36,2348,Tier 1,ISA On in Total Store
19,207,2350,Tier 2,GM Pause
52,424,2352,Tier 1,ISA On in Total Store
19,205,2354,Tier 1,ISA On in Total Store
75,283,2357,Tier 3,Total Store ISA Pause
53,196,2358,Tier 3,Total Store ISA Pause
20,209,2359,Tier 3,Total Store ISA Pause
2,23,2360,Tier 2,GM Pause
20,215,2361,Tier 2,GM Pause
20,209,2362,Tier 1,ISA On in Total Store
17,174,2365,Tier 1,ISA On in Total Store
16,160,2366,Tier 1,ISA On in Total Store
52,419,2367,Tier 1,ISA On in Total Store
17,174,2368,Tier 1,ISA On in Total Store
16,181,2369,Tier 2,GM Pause
16,161,2373,Tier 2,GM Pause
60,514,2385,Tier 1,ISA On in Total Store
16,154,2386,Tier 2,GM Pause
9,114,2387,Tier 3,Total Store ISA Pause
21,239,2388,Tier 2,GM Pause
72,548,2391,Tier 1,ISA On in Total Store
72,102,2392,Tier 2,GM Pause
64,533,2393,Tier 2,GM Pause
64,533,2394,Tier 1,ISA On in Total Store
64,507,2395,Tier 2,GM Pause
72,488,2396,Tier 1,ISA On in Total Store
64,58,2397,Tier 2,GM Pause
16,183,2398,Tier 1,ISA On in Total Store
16,184,2399,Tier 2,GM Pause
21,218,2400,Tier 1,ISA On in Total Store
57,484,2401,Tier 2,GM Pause
56,392,2402,Tier 2,GM Pause
60,514,2403,Tier 1,ISA On in Total Store
6,87,2404,Tier 2,GM Pause
17,194,2405,Tier 2,GM Pause
72,488,2406,Tier 1,ISA On in Total Store
75,293,2412,Tier 1,ISA On in Total Store
59,500,2414,Tier 3,Total Store ISA Pause
53,196,2417,Tier 3,Total Store ISA Pause
56,455,2418,Tier 3,Total Store ISA Pause
75,285,2419,Tier 2,GM Pause
20,235,2420,Tier 2,GM Pause
53,436,2421,Tier 1,ISA On in Total Store
60,477,2422,Tier 2,GM Pause
29,801,2423,Tier 1,ISA On in Total Store
17,187,2424,Tier 1,ISA On in Total Store
59,495,2425,Tier 2,GM Pause
21,217,2426,Tier 2,GM Pause
5,52,2427,Tier 1,ISA On in Total Store
44,409,2428,Tier 2,GM Pause
21,223,2429,Tier 1,ISA On in Total Store
72,492,2431,Tier 2,GM Pause
47,433,2432,Tier 1,ISA On in Total Store
64,561,2433,Tier 1,ISA On in Total Store
53,196,2434,Tier 2,GM Pause
75,282,2435,Tier 1,ISA On in Total Store
75,293,2436,Tier 2,GM Pause
75,286,2437,Tier 2,GM Pause
75,291,2438,Tier 2,GM Pause
6,60,2439,Tier 1,ISA On in Total Store
2,294,2440,Tier 3,Total Store ISA Pause
21,223,2441,Tier 2,GM Pause
59,485,2442,Tier 2,GM Pause
54,430,2443,Tier 2,GM Pause
17,189,2444,Tier 2,GM Pause
22,170,2445,Tier 2,GM Pause
22,170,2446,Tier 2,GM Pause
21,225,2447,Tier 2,GM Pause
52,423,2448,Tier 1,ISA On in Total Store
29,811,2449,Tier 1,ISA On in Total Store
60,471,2450,Tier 2,GM Pause
64,526,2451,Tier 2,GM Pause
53,444,2452,Tier 1,ISA On in Total Store
56,392,2453,Tier 2,GM Pause
54,383,2455,Tier 2,GM Pause
56,455,2457,Tier 2,GM Pause
56,451,2458,Tier 2,GM Pause
9,115,2459,Tier 2,GM Pause
75,285,2460,Tier 1,ISA On in Total Store
5,53,2463,Tier 2,GM Pause
56,454,2464,Tier 2,GM Pause
59,554,2465,Tier 1,ISA On in Total Store
61,552,2468,Tier 1,ISA On in Total Store
60,467,2469,Tier 1,ISA On in Total Store
21,217,2471,Tier 1,ISA On in Total Store
26,308,2472,Tier 2,GM Pause
60,470,2473,Tier 3,Total Store ISA Pause
75,320,2474,Tier 2,GM Pause
2,20,2475,Tier 1,ISA On in Total Store
60,475,2476,Tier 2,GM Pause
56,468,2477,Tier 1,ISA On in Total Store
57,459,2479,Tier 1,ISA On in Total Store
17,226,2480,Tier 3,Total Store ISA Pause
22,232,2481,Tier 3,Total Store ISA Pause
46,371,2482,Tier 2,GM Pause
57,394,2483,Tier 1,ISA On in Total Store
9,118,2484,Tier 1,ISA On in Total Store
60,474,2485,Tier 2,GM Pause
61,512,2486,Tier 2,GM Pause
61,515,2487,Tier 1,ISA On in Total Store
59,566,2488,Tier 1,ISA On in Total Store
40,362,2490,Tier 1,ISA On in Total Store
21,246,2491,Tier 2,GM Pause
60,475,2492,Tier 2,GM Pause
19,200,2493,Tier 2,GM Pause
57,460,2494,Tier 1,ISA On in Total Store
57,466,2495,Tier 1,ISA On in Total Store
4,124,2496,Tier 2,GM Pause
17,174,2497,Tier 1,ISA On in Total Store
72,96,2499,Tier 1,ISA On in Total Store
29,801,2501,Tier 2,GM Pause
22,231,2502,Tier 2,GM Pause
6,62,2505,Tier 1,ISA On in Total Store
20,215,2506,Tier 1,ISA On in Total Store
57,447,2507,Tier 2,GM Pause
56,399,2508,Tier 2,GM Pause
53,439,2509,Tier 2,GM Pause
53,440,2510,Tier 2,GM Pause
54,582,2511,Tier 2,GM Pause
46,369,2512,Tier 1,ISA On in Total Store
2,18,2513,Tier 2,GM Pause
75,285,2514,Tier 3,Total Store ISA Pause
46,371,2515,Tier 1,ISA On in Total Store
60,514,2516,Tier 1,ISA On in Total Store
57,466,2517,Tier 1,ISA On in Total Store
22,558,2518,Tier 2,GM Pause
22,233,2519,Tier 2,GM Pause
75,291,2520,Tier 2,GM Pause
53,196,2522,Tier 2,GM Pause
57,464,2523,Tier 1,ISA On in Total Store
57,446,2526,Tier 1,ISA On in Total Store
57,460,2527,Tier 1,ISA On in Total Store
22,232,2528,Tier 3,Total Store ISA Pause
75,289,2529,Tier 2,GM Pause
16,181,2530,Tier 2,GM Pause
17,164,2531,Tier 2,GM Pause
53,263,2532,Tier 1,ISA On in Total Store
14,14,2533,Tier 2,GM Pause
14,7,2534,Tier 2,GM Pause
22,232,2535,Tier 2,GM Pause
57,581,2536,Tier 2,GM Pause
56,457,2537,Tier 1,ISA On in Total Store
60,478,2538,Tier 2,GM Pause
60,474,2539,Tier 2,GM Pause
20,229,2540,Tier 2,GM Pause
20,208,2541,Tier 2,GM Pause
21,222,2542,Tier 2,GM Pause
17,226,2543,Tier 1,ISA On in Total Store
19,238,2544,Tier 2,GM Pause
53,196,2545,Tier 2,GM Pause
57,464,2546,Tier 1,ISA On in Total Store
17,164,2547,Tier 1,ISA On in Total Store
20,316,2548,Tier 2,GM Pause
60,474,2549,Tier 2,GM Pause
60,476,2550,Tier 1,ISA On in Total Store
75,280,2551,Tier 2,GM Pause
60,476,2552,Tier 1,ISA On in Total Store
56,453,2553,Tier 1,ISA On in Total Store
46,368,2554,Tier 1,ISA On in Total Store
75,284,2555,Tier 2,GM Pause
57,447,2556,Tier 1,ISA On in Total Store
57,447,2557,Tier 1,ISA On in Total Store
19,206,2558,Tier 2,GM Pause
19,206,2559,Tier 1,ISA On in Total Store
75,285,2560,Tier 2,GM Pause
17,228,2561,Tier 2,GM Pause
47,406,2562,Tier 3,Total Store ISA Pause
25,580,2563,Tier 1,ISA On in Total Store
75,286,2564,Tier 1,ISA On in Total Store
75,315,2565,Tier 2,GM Pause
75,280,2566,Tier 2,GM Pause
19,200,2567,Tier 2,GM Pause
57,446,2568,Tier 2,GM Pause
60,514,2571,Tier 1,ISA On in Total Store
21,218,2572,Tier 3,Total Store ISA Pause
22,234,2574,Tier 3,Total Store ISA Pause
42,326,2575,Tier 2,GM Pause
20,316,2576,Tier 2,GM Pause
75,281,2577,Tier 2,GM Pause
47,429,2579,Tier 2,GM Pause
26,300,2580,Tier 2,GM Pause
17,191,2581,Tier 1,ISA On in Total Store
17,174,2582,Tier 2,GM Pause
17,172,2583,Tier 2,GM Pause
2,20,2584,Tier 1,ISA On in Total Store
17,173,2585,Tier 1,ISA On in Total Store
17,195,2586,Tier 2,GM Pause
42,326,2587,Tier 2,GM Pause
20,235,2588,Tier 1,ISA On in Total Store
61,550,2590,Tier 2,GM Pause
9,109,2591,Tier 1,ISA On in Total Store
57,394,2592,Tier 1,ISA On in Total Store
57,396,2593,Tier 2,GM Pause
60,471,2594,Tier 2,GM Pause
60,471,2595,Tier 2,GM Pause
60,471,2596,Tier 1,ISA On in Total Store
17,228,2597,Tier 2,GM Pause
56,454,2598,Tier 1,ISA On in Total Store
6,86,2599,Tier 1,ISA On in Total Store
40,339,2600,Tier 1,ISA On in Total Store
20,227,2603,Tier 2,GM Pause
21,218,2605,Tier 2,GM Pause
54,383,2607,Tier 2,GM Pause
54,382,2608,Tier 3,Total Store ISA Pause
57,465,2609,Tier 2,GM Pause
20,316,2610,Tier 3,Total Store ISA Pause
20,235,2611,Tier 2,GM Pause
46,505,2612,Tier 2,GM Pause
19,213,2613,Tier 2,GM Pause
22,168,2614,Tier 2,GM Pause
3,27,2615,Tier 2,GM Pause
40,339,2616,Tier 2,GM Pause
56,392,2617,Tier 2,GM Pause
19,203,2618,Tier 1,ISA On in Total Store
19,204,2619,Tier 2,GM Pause
19,202,2620,Tier 2,GM Pause
57,446,2621,Tier 2,GM Pause
3,101,2626,Tier 2,GM Pause
9,112,2627,Tier 2,GM Pause
41,260,2628,Tier 2,GM Pause
16,156,2629,Tier 2,GM Pause
3,28,2630,Tier 2,GM Pause
19,197,2631,Tier 1,ISA On in Total Store
61,510,2632,Tier 2,GM Pause
16,180,2634,Tier 2,GM Pause
57,466,2636,Tier 2,GM Pause
17,164,2637,Tier 2,GM Pause
41,259,2638,Tier 1,ISA On in Total Store
16,181,2639,Tier 2,GM Pause
16,157,2640,Tier 3,Total Store ISA Pause
22,168,2641,Tier 1,ISA On in Total Store
52,423,2642,Tier 2,GM Pause
52,422,2643,Tier 3,Total Store ISA Pause
19,204,2644,Tier 1,ISA On in Total Store
75,314,2645,Tier 1,ISA On in Total Store
20,317,2646,Tier 1,ISA On in Total Store
75,286,2647,Tier 1,ISA On in Total Store
56,511,2648,Tier 2,GM Pause
5,50,2649,Tier 1,ISA On in Total Store
22,166,2650,Tier 1,ISA On in Total Store
17,175,2651,Tier 2,GM Pause
46,384,2652,Tier 1,ISA On in Total Store
46,71,2653,Tier 2,GM Pause
41,257,2654,Tier 1,ISA On in Total Store
46,375,2656,Tier 1,ISA On in Total Store
53,444,2658,Tier 2,GM Pause
16,183,2659,Tier 1,ISA On in Total Store
16,157,2660,Tier 2,GM Pause
20,317,2662,Tier 1,ISA On in Total Store
22,237,2663,Tier 2,GM Pause
22,231,2664,Tier 2,GM Pause
13,125,2665,Tier 2,GM Pause
21,219,2666,Tier 2,GM Pause
5,55,2667,Tier 1,ISA On in Total Store
53,435,2668,Tier 2,GM Pause
46,373,2671,Tier 2,GM Pause
47,389,2672,Tier 2,GM Pause
17,228,2674,Tier 2,GM Pause
19,201,2678,Tier 1,ISA On in Total Store
21,247,2679,Tier 1,ISA On in Total Store
19,201,2680,Tier 1,ISA On in Total Store
16,180,2681,Tier 3,Total Store ISA Pause
16,181,2682,Tier 1,ISA On in Total Store
16,154,2683,Tier 3,Total Store ISA Pause
20,216,2684,Tier 2,GM Pause
72,534,2685,Tier 2,GM Pause
72,534,2686,Tier 2,GM Pause
2,35,2687,Tier 1,ISA On in Total Store
5,45,2688,Tier 1,ISA On in Total Store
61,512,2689,Tier 2,GM Pause
12,137,2690,Tier 2,GM Pause
25,243,2691,Tier 2,GM Pause
19,206,2692,Tier 2,GM Pause
19,205,2693,Tier 2,GM Pause
40,340,2694,Tier 2,GM Pause
9,89,2695,Tier 1,ISA On in Total Store
75,320,2696,Tier 2,GM Pause
56,452,2697,Tier 1,ISA On in Total Store
59,554,2699,Tier 2,GM Pause
19,203,2700,Tier 2,GM Pause
40,333,2702,Tier 1,ISA On in Total Store
4,38,2703,Tier 3,Total Store ISA Pause
26,298,2704,Tier 2,GM Pause
75,314,2705,Tier 2,GM Pause
13,125,2706,Tier 1,ISA On in Total Store
57,460,2708,Tier 1,ISA On in Total Store
60,469,2710,Tier 3,Total Store ISA Pause
60,469,2711,Tier 2,GM Pause
4,37,2712,Tier 2,GM Pause
14,3,2713,Tier 1,ISA On in Total Store
52,426,2714,Tier 2,GM Pause
13,143,2715,Tier 1,ISA On in Total Store
52,415,2716,Tier 1,ISA On in Total Store
13,141,2717,Tier 1,ISA On in Total Store
6,64,2718,Tier 3,Total Store ISA Pause
17,163,2719,Tier 2,GM Pause
29,811,2721,Tier 3,Total Store ISA Pause
60,469,2722,Tier 2,GM Pause
14,2,2723,Tier 2,GM Pause
6,63,2724,Tier 1,ISA On in Total Store
21,217,2725,Tier 2,GM Pause
21,219,2726,Tier 1,ISA On in Total Store
9,110,2727,Tier 1,ISA On in Total Store
25,275,2728,Tier 2,GM Pause
54,378,2729,Tier 2,GM Pause
26,301,2730,Tier 2,GM Pause
59,554,2731,Tier 1,ISA On in Total Store
2,22,2732,Tier 2,GM Pause
3,32,2733,Tier 2,GM Pause
44,353,2734,Tier 1,ISA On in Total Store
56,454,2735,Tier 1,ISA On in Total Store
14,14,2739,Tier 2,GM Pause
9,112,2740,Tier 1,ISA On in Total Store
72,534,2741,Tier 1,ISA On in Total Store
72,534,2742,Tier 2,GM Pause
72,492,2743,Tier 3,Total Store ISA Pause
72,537,2744,Tier 2,GM Pause
72,537,2745,Tier 2,GM Pause
16,161,2747,Tier 2,GM Pause
14,1,2748,Tier 1,ISA On in Total Store
4,124,2749,Tier 1,ISA On in Total Store
47,380,2751,Tier 2,GM Pause
47,585,2752,Tier 3,Total Store ISA Pause
2,18,2753,Tier 2,GM Pause
3,30,2754,Tier 1,ISA On in Total Store
13,140,2755,Tier 2,GM Pause
75,280,2756,Tier 1,ISA On in Total Store
12,151,2757,Tier 2,GM Pause
16,181,2758,Tier 1,ISA On in Total Store
14,14,2760,Tier 1,ISA On in Total Store
20,311,2761,Tier 2,GM Pause
75,312,2762,Tier 1,ISA On in Total Store
6,569,2763,Tier 2,GM Pause
52,414,2764,Tier 2,GM Pause
6,569,2765,Tier 3,Total Store ISA Pause
46,370,2766,Tier 2,GM Pause
46,372,2767,Tier 2,GM Pause
46,372,2768,Tier 2,GM Pause
6,87,2769,Tier 1,ISA On in Total Store
21,246,2771,Tier 2,GM Pause
26,300,2772,Tier 1,ISA On in Total Store
72,546,2773,Tier 2,GM Pause
21,217,2774,Tier 1,ISA On in Total Store
46,368,2777,Tier 2,GM Pause
46,373,2778,Tier 2,GM Pause
56,399,2780,Tier 2,GM Pause
56,399,2781,Tier 2,GM Pause
56,400,2782,Tier 2,GM Pause
41,260,2783,Tier 1,ISA On in Total Store
47,407,2784,Tier 1,ISA On in Total Store
17,192,2785,Tier 1,ISA On in Total Store
25,482,2786,Tier 1,ISA On in Total Store
25,249,2787,Tier 2,GM Pause
25,482,2788,Tier 2,GM Pause
9,108,2789,Tier 1,ISA On in Total Store
75,280,2790,Tier 2,GM Pause
75,285,2791,Tier 2,GM Pause
20,316,2792,Tier 1,ISA On in Total Store
26,308,2793,Tier 1,ISA On in Total Store
46,405,2794,Tier 2,GM Pause
75,287,2795,Tier 2,GM Pause
9,111,2796,Tier 1,ISA On in Total Store
16,154,2797,Tier 2,GM Pause
75,508,2799,Tier 1,ISA On in Total Store
72,546,2801,Tier 2,GM Pause
44,352,2803,Tier 2,GM Pause
44,352,2804,Tier 1,ISA On in Total Store
75,314,2805,Tier 1,ISA On in Total Store
4,42,2806,Tier 1,ISA On in Total Store
75,315,2807,Tier 2,GM Pause
75,290,2808,Tier 2,GM Pause
75,320,2809,Tier 2,GM Pause
20,316,2810,Tier 3,Total Store ISA Pause
2,21,2811,Tier 2,GM Pause
53,425,2812,Tier 2,GM Pause
53,440,2813,Tier 2,GM Pause
9,110,2814,Tier 2,GM Pause
25,268,2815,Tier 2,GM Pause
25,267,2816,Tier 1,ISA On in Total Store
19,238,2817,Tier 1,ISA On in Total Store
19,238,2818,Tier 2,GM Pause
21,248,2819,Tier 2,GM Pause
52,421,2820,Tier 1,ISA On in Total Store
75,290,2821,Tier 2,GM Pause
13,131,2822,Tier 2,GM Pause
20,216,2823,Tier 2,GM Pause
61,515,2826,Tier 1,ISA On in Total Store
52,418,2827,Tier 2,GM Pause
53,435,2828,Tier 1,ISA On in Total Store
22,166,2830,Tier 2,GM Pause
56,400,2831,Tier 2,GM Pause
4,29,2832,Tier 2,GM Pause
75,320,2833,Tier 2,GM Pause
5,50,2834,Tier 1,ISA On in Total Store
64,528,2835,Tier 2,GM Pause
26,299,2836,Tier 3,Total Store ISA Pause
57,396,2838,Tier 1,ISA On in Total Store
72,538,2839,Tier 2,GM Pause
72,546,2840,Tier 2,GM Pause
22,558,2841,Tier 2,GM Pause
57,461,2842,Tier 1,ISA On in Total Store
9,89,2843,Tier 1,ISA On in Total Store
17,188,2844,Tier 2,GM Pause
26,296,2845,Tier 2,GM Pause
12,144,2846,Tier 1,ISA On in Total Store
47,433,2847,Tier 2,GM Pause
20,316,2849,Tier 2,GM Pause
75,293,2850,Tier 2,GM Pause
20,216,2852,Tier 1,ISA On in Total Store
75,508,2853,Tier 2,GM Pause
17,162,2854,Tier 2,GM Pause
40,362,2855,Tier 2,GM Pause
40,361,2856,Tier 1,ISA On in Total Store
40,360,2857,Tier 1,ISA On in Total Store
72,546,2858,Tier 2,GM Pause
4,29,2860,Tier 1,ISA On in Total Store
56,399,2861,Tier 2,GM Pause
56,399,2862,Tier 3,Total Store ISA Pause
6,506,2864,Tier 2,GM Pause
60,474,2865,Tier 1,ISA On in Total Store
19,203,2866,Tier 1,ISA On in Total Store
19,203,2867,Tier 2,GM Pause
19,203,2869,Tier 3,Total Store ISA Pause
59,496,2870,Tier 2,GM Pause
22,558,2871,Tier 2,GM Pause
19,197,2872,Tier 2,GM Pause
19,206,2873,Tier 1,ISA On in Total Store
17,189,2874,Tier 2,GM Pause
64,533,2875,Tier 3,Total Store ISA Pause
64,533,2876,Tier 1,ISA On in Total Store
64,533,2877,Tier 3,Total Store ISA Pause
64,533,2878,Tier 2,GM Pause
64,507,2880,Tier 2,GM Pause
9,90,2881,Tier 3,Total Store ISA Pause
52,422,2882,Tier 2,GM Pause
5,56,2883,Tier 2,GM Pause
57,394,2884,Tier 2,GM Pause
16,161,2885,Tier 1,ISA On in Total Store
57,484,2886,Tier 1,ISA On in Total Store
59,496,2887,Tier 2,GM Pause
22,233,2888,Tier 1,ISA On in Total Store
52,415,2889,Tier 1,ISA On in Total Store
3,32,2890,Tier 1,ISA On in Total Store
46,73,2891,Tier 1,ISA On in Total Store
47,376,2892,Tier 2,GM Pause
44,410,2893,Tier 3,Total Store ISA Pause
75,280,2894,Tier 3,Total Store ISA Pause
17,173,2897,Tier 3,Total Store ISA Pause
17,163,2899,Tier 2,GM Pause
17,163,2900,Tier 2,GM Pause
16,154,2901,Tier 2,GM Pause
16,159,2902,Tier 1,ISA On in Total Store
16,157,2903,Tier 2,GM Pause
16,159,2904,Tier 2,GM Pause
17,164,2905,Tier 2,GM Pause
72,103,2907,Tier 1,ISA On in Total Store
26,309,2908,Tier 2,GM Pause
17,228,2909,Tier 2,GM Pause
20,208,2910,Tier 2,GM Pause
17,191,2911,Tier 1,ISA On in Total Store
19,197,2912,Tier 2,GM Pause
13,129,2913,Tier 1,ISA On in Total Store
20,215,2914,Tier 2,GM Pause
17,171,2915,Tier 2,GM Pause
17,172,2916,Tier 1,ISA On in Total Store
5,51,2918,Tier 3,Total Store ISA Pause
64,542,2919,Tier 1,ISA On in Total Store
3,101,2920,Tier 1,ISA On in Total Store
54,401,2921,Tier 3,Total Store ISA Pause
46,366,2922,Tier 2,GM Pause
54,382,2923,Tier 2,GM Pause
46,384,2924,Tier 1,ISA On in Total Store
56,453,2925,Tier 2,GM Pause
5,56,2926,Tier 1,ISA On in Total Store
60,476,2927,Tier 1,ISA On in Total Store
4,36,2928,Tier 2,GM Pause
26,310,2929,Tier 1,ISA On in Total Store
72,103,2930,Tier 1,ISA On in Total Store
75,285,2931,Tier 1,ISA On in Total Store
2,122,2932,Tier 1,ISA On in Total Store
20,317,2933,Tier 2,GM Pause
25,273,2934,Tier 1,ISA On in Total Store
52,413,2935,Tier 2,GM Pause
53,442,2936,Tier 1,ISA On in Total Store
52,419,2937,Tier 2,GM Pause
13,132,2938,Tier 1,ISA On in Total Store
64,542,2940,Tier 2,GM Pause
2,24,2941,Tier 2,GM Pause
72,549,2944,Tier 1,ISA On in Total Store
22,233,2945,Tier 3,Total Store ISA Pause
9,109,2946,Tier 2,GM Pause
60,476,2947,Tier 2,GM Pause
57,484,2948,Tier 1,ISA On in Total Store
57,448,2950,Tier 1,ISA On in Total Store
57,448,2951,Tier 1,ISA On in Total Store
57,460,2952,Tier 2,GM Pause
16,160,2953,Tier 2,GM Pause
